School_ID,NDVI_median,Percent_Water,Percent_Developed,Percent_Forest,Percent_Pasture,Land_Surface_Temp,Year_built,Median_income_BG,Percent_FRPM,Staff,Students_with_Disabilities,Asthma_Rates,COVID_infections,Pollution_Burden,Chronic_Absenteeism,retrofit,ndvi_median_binary,retrofit_and_ndvi,EEM,EE_Retrofit_Type
30666200000000_991,0.29,0,98.51,0,1.49,37.47,2005,89063,10,30.68,15,34.51,22.48,48.12,35.05,0,1,0,,
30666200000000_992,0.29,0,88.36,0,11.16,37.47,1962,89063,10,30.68,164,34.51,22.48,48.12,35.05,0,1,0,,
19644500000000_1079,0.29,0,99.68,0,0.32,38.26,1994,96250,75,18.42,241,36.14,34.92,48.22,20.75,0,1,0,,
36678800000000_1186,0.29,0,100,0,0,39.37,2013,68000,88,11.49,464,145.12,34.44,51.17,33.35,0,1,0,,
54722600000000_1196,0.29,0,100,0,0,37.8,1955,55323,71,13.11,241,45.33,28.45,57.3,24.95,0,1,0,,
36679600000000_1201,0.29,0,82.98,0,17.02,37.58,2003,91042,77,1.54,14.5,38.8,34.44,27.61,41.05,0,1,0,,
36679600000000_1202,0.29,0,97.3,0,2.7,37.67,2003,112766,77,1.54,464,38.8,34.44,27.61,41.05,0,1,0,,
19650000000000_1286,0.29,0,91.32,0,8.68,41.85,1967,135859,22,14.88,13,30.9,34.92,31.22,7,0,1,0,,
36678800000000_1349,0.29,0,100,0,0,39.53,2010,76797,88,15.5,1523.5,70.95,34.44,44.15,46.5,0,1,0,,
36678800000000_1350,0.29,0,100,0,0.64,39.53,1958,76797,88,15.5,13,70.95,34.44,44.15,25.4,0,1,0,,
36678800000000_1351,0.29,0,96.97,0,3.03,39.61,2009,76797,88,15.5,1523.5,70.95,34.44,44.15,21.6,0,1,0,,
30736500000000_1466,0.29,0,97.67,0,2.33,37.92,2013,27500,19,15.55,241,21.41,22.48,43.31,7.3,0,1,0,,
54718400000000_1477,0.29,0,97.86,0,2.14,40.41,2002,66932,80,11.48,14.5,61.64,28.45,33.84,23.3,0,1,0,,
30666500000000_1805,0.29,0,99.05,0,0.95,37.84,1957,53750,40,19.78,1894.5,23.63,22.48,45.95,13.55,0,1,0,,
54722600000000_1839,0.29,0,100,0,0,37.16,2008,74028,71,15.12,241,46.93,28.45,49.78,24.6,0,1,0,,
19647900000000_2016,0.29,0,100,0,0,39.11,1852,84643,61,47.75,1894.5,42.43,34.92,58.16,19.85,0,1,0,,
56726000000000_2077,0.29,0,96.71,0,3.29,39.49,1987,70625,60,16.64,205,43.24,26.69,30.69,22.25,0,1,0,,
19642800000000_2136,0.29,0,98.73,0,1.27,38.36,1959,94405,75,25.71,42.5,45.21,34.92,45.7,19.55,0,1,0,,
19102000000000_2189,0.29,0.08,79.17,1.6,19.15,37.6,1999,96111,100,21.09,42,31.7,34.92,57.86,16.65,0,1,0,,
19102000000000_2198,0.29,1.67,59.59,0,37.14,37.6,1999,96111,100,18.92,1523.5,31.7,34.92,57.86,9.7,0,1,0,,
19102000000000_2207,0.29,0.16,69.25,0,27.56,37.6,1999,96111,100,12.4,241,31.7,34.92,57.86,30.2,0,1,0,,
19102000000000_2208,0.29,0,100,0,0,37.6,1999,96111,100,12.57,241,31.7,34.92,57.86,14.5,0,1,0,,
19102000000000_2209,0.29,9.47,71.83,0,15.53,37.6,1999,96111,100,26.42,264,31.7,34.92,57.86,25.8,0,1,0,,
19102000000000_2211,0.29,9.52,40.62,0,45.95,37.6,1999,96111,100,18.65,42.5,31.7,34.92,57.86,15.1,0,1,0,,
54755200000000_2247,0.29,1.33,17.02,0,81.65,38.84,1993,55417,95,21.54,13,53.79,28.45,46.41,35.8,0,1,0,,
15634500000000_2259,0.29,0,63.67,3.9,32.43,34.91,2017,35407,79,9.42,14.5,29.01,27.08,16.88,18.3,0,1,0,,
19102000000000_2311,0.29,0,100,0,0,37.6,1999,96111,100,13.58,241,31.7,34.92,57.86,22.3,0,1,0,,
19102000000000_2312,0.29,0,78.93,0,19.62,37.6,1999,96111,100,10.43,241,31.7,34.92,57.86,7.35,0,1,0,,
19102000000000_2313,0.29,0,100,0,0,37.6,1999,96111,100,18.15,98.5,31.7,34.92,57.86,23.1,0,1,0,,
19102000000000_2314,0.29,0,99.92,0,0,37.6,1999,96111,100,11.79,241,31.7,34.92,57.86,11.6,0,1,0,,
26749000000000_2339,0.29,68.15,1.03,0,30.82,32.53,2004,66736,0,18.01,13,12.68,28.52,35.66,19.6,0,1,0,,
19647700000000_2468,0.29,0,100,0,0,38.72,1996,81128,39,10.63,278.5,47.28,22.48,58.7,4,0,1,0,,
19647660000000_2497,0.29,0,100,0,0,38.67,1959,93633,0,13.18,42.5,47.28,22.48,51.1,4.9,0,1,0,,
54721600000000_2537,0.29,0,100,0,0,39.35,2002,62826,95,28.53,241,43.64,28.45,54.75,46.85,0,1,0,,
54721600000000_2538,0.29,0,100,0,0,39.35,2002,64861,95,30.45,241,43.64,28.45,54.75,20.35,0,1,0,,
54721600000000_2539,0.29,6.65,53.07,0,38.99,39.35,2002,59655,95,15.47,264,43.64,28.45,54.75,22.4,0,1,0,,
54721600000000_2540,0.29,0,100,0,0.1,39.35,2002,73750,95,3.13,1894.5,43.64,28.45,54.75,13.45,0,1,0,,
30736500000000_2577,0.29,0,98.49,0,1.51,36.15,2009,117963,19,14.02,929,19.69,22.48,53.12,14.6,0,1,0,,
54718400000000_2629,0.29,0,99.89,0,0.11,39.41,2017,62167,80,13.6,464,61.64,28.45,33.84,11.75,0,1,0,,
19648700000000_2650,0.29,0,100,0,0,37.55,1914,96903,6,6.78,14.5,127.45,34.92,47.4,16.95,0,1,0,,
19648700000000_2651,0.29,0,100,0,0,37.58,1956,96903,6,6.78,205,127.45,34.92,47.4,16.95,0,1,0,,
36678800000000_2653,0.29,0,89.25,0,10.75,39.22,1960,64773,88,15.8,1523.5,48.91,34.44,31.15,32.25,0,1,0,,
19650000000000_2827,0.29,0,89.55,0,10.45,39.21,1998,151493,22,15.13,23,28.86,34.92,37.17,9.6,0,1,0,,
33751800000000_2934,0.29,1.83,45.87,0,52.3,39.35,2001,87117,64,15.69,205,57.83,31.72,23.83,22.5,0,1,0,,
19645300000000_2982,0.29,0,100,0,0,39.36,2005,76719,76,11.5,241,60.9,34.92,60.72,23,0,1,0,,
54722600000000_2992,0.29,0,99.62,0,0.38,39.92,1990,79239,71,11.52,1894.5,41.65,28.45,53.46,23.6,0,1,0,,
54722600000000_2993,0.29,0,100,0,0,39.95,1960,63764,71,11.52,28,41.65,28.45,53.46,23.6,0,1,0,,
36678800000000_3030,0.29,0,100,0,0,39.27,2001,58542,88,17.45,14.5,145.12,34.44,54.86,41.35,0,1,0,,
19650000000000_3041,0.29,0,79.72,0,20.28,40.53,1965,128561,22,17.25,1523.5,30.9,34.92,31.22,15.3,0,1,0,,
19644400000000_3054,0.29,0,100,0,0,37.92,2003,114306,70,12.5,241,39.22,34.92,54.89,15,0,1,0,,
30666200000000_3166,0.29,0,100,0,0,38.59,2003,115500,10,18.95,164,22.8,22.48,48.17,12.9,0,1,0,,
36678800000000_3186,0.29,0,36.47,0,63.53,39.34,1998,55950,88,21.15,464,72.76,34.44,51.43,30.3,0,1,0,,
56725400000000_3197,0.29,0,100,0,0,35.11,1994,51618,95,18.28,13,45.35,26.69,31.37,25.9,0,1,0,,
56726000000000_3238,0.29,0,98.33,0,1.67,40.45,2005,99375,60,62.45,1523.5,48.64,26.69,34.73,15.15,0,1,0,,
19644500000000_3288,0.29,0,100,0,0,39.47,1953,78417,75,34.99,36,41.57,34.92,60.55,19.2,0,1,0,,
33670900000000_3297,0.29,0,73.99,0,26.01,38.34,1993,122727,48,14.45,13,57.33,31.72,48.13,20.75,0,1,0,,
54722500000000_3480,0.29,0,100,0,0,38.96,1993,43359,90,4,42.5,71.67,28.45,48.11,70.1,0,1,0,,
54722500000000_3481,0.29,0,100,0,0,39.09,1993,37652,90,4,125.5,71.67,28.45,48.11,70.1,0,1,0,,
54722500000000_3482,0.29,0,97.5,0,2.14,39.09,1993,37652,90,4,220,71.67,28.45,48.11,70.1,0,1,0,,
36750700000000_3544,0.29,0,99.53,0,0.47,37.21,1959,43491,86,15.2,13,70.09,34.44,45.74,21.3,0,1,0,,
36750700000000_3545,0.29,0,98.84,0,0.95,37.21,1930,43491,86,15.2,13,70.09,34.44,45.74,21.3,0,1,0,,
36750700000000_3546,0.29,0,98.13,0,2.68,37.21,1936,43491,86,15.2,205,70.09,34.44,45.74,21.3,0,1,0,,
36750700000000_3547,0.29,16.69,71.36,0,11.88,37.21,1867,43491,86,15.2,13,70.09,34.44,45.74,21.3,0,1,0,,
36750700000000_3548,0.29,0,100,0,1.65,37.21,1930,43491,86,15.2,14.5,70.09,34.44,45.74,21.3,0,1,0,,
36750700000000_3549,0.29,0,95.88,0,5.14,37.21,1998,43491,86,15.2,14.5,70.09,34.44,45.74,21.3,0,1,0,,
36750700000000_3553,0.29,0,99.16,0,0.84,37.14,1952,76935,86,33.97,241,54.93,34.44,52.93,24.15,0,1,0,,
36750700000000_3554,0.29,0,96.24,0,5.01,37.14,1980,76935,86,33.97,241,54.93,34.44,52.93,24.15,0,1,0,,
19645300000000_3562,0.29,0,100,0,0,39.64,2018,81944,76,10,125.5,57.45,34.92,49.86,27,0,1,0,,
36679600000000_3569,0.29,0,90.04,0,9.96,39.28,1990,133438,77,17.91,241,38.7,34.44,44.88,22.85,0,1,0,,
56726500000000_3590,0.29,0,96.17,0,3.83,33.83,1947,85714,60,48.9,241,44.9,26.69,45.6,19.45,0,1,0,,
54722600000000_3612,0.29,7.17,73.99,0,20.67,37.36,2005,53533,71,18.01,148.5,46.26,28.45,55.39,46.85,0,1,0,,
54722600000000_3621,0.29,1.06,100,0,0,37.33,2005,53533,71,18.01,1523.5,46.26,28.45,55.39,32.75,0,1,0,,
54722600000000_3623,0.29,0,100,0,0,37.92,2010,40074,71,4,42,46.26,28.45,49.68,41.1,0,1,0,,
54722600000000_3624,0.29,0,93.88,0.92,3.68,37.92,2010,40074,71,4,32.5,46.26,28.45,49.68,40.9,0,1,0,,
56726000000000_3627,0.29,0,100,0,0,40.24,1994,95040,60,7.83,1523.5,40.41,26.69,44.37,9.3,0,1,0,,
19650000000000_3705,0.29,0,81.29,0,18.71,40.2,2010,107267,22,15.63,241,19.26,34.92,37.86,3.95,0,1,0,,
19651100000000_3720,0.29,0,100,0,0,38.27,1993,82986,77,21.75,241,60.7,34.92,51.68,26.2,0,1,0,,
30666200000000_3855,0.29,0,100,0,0,39.03,2007,91263,10,32.2,98.5,29.98,22.48,48.43,14.65,0,1,0,,
33669900000000_1,0.3,0,96.19,0,3.81,38.28,2014,76000,89,24.46,1523.5,60.02,31.72,35.62,14.15,0,1,0,,
30664500000000_117,0.3,0,100,0,0,38.77,1955,45568,30,15.58,929,27.73,22.48,61.86,13.1,0,1,0,,
30664500000000_118,0.3,0,100,0,0,38.77,1955,45568,30,15.58,15,27.73,22.48,61.86,13.1,0,1,0,,
19650000000000_271,0.3,28.77,67.39,0,3.85,39.91,1880,91625,22,34,241,18.52,34.92,50.2,7.7,0,1,0,,
36678400000000_290,0.3,0,96.56,0,3.44,36.41,1993,105650,67,10.71,42,27.88,34.44,54.01,18.6,0,1,0,,
30666500000000_302,0.3,0,96.83,0,3.17,38.35,1990,134559,40,2.19,361.5,23.31,22.48,44.35,28.9,0,1,0,,
54718400000000_311,0.3,0,100,0,0,40.28,1961,66932,80,12.72,1523.5,61.64,28.45,33.84,20.75,0,1,0,,
19734600000000_387,0.3,0,81.57,0,18.43,37.28,1962,250000,21,14.46,1894.5,15.38,34.92,36.42,5.95,0,1,0,,
36676500000000_426,0.3,0,96.96,0,3.04,37.9,1911,78750,78,79.26,42,34.86,34.44,46.75,51,0,1,0,,
19734600000000_436,0.3,0,96.9,1.43,1.67,38.22,1976,90357,21,17.95,336,27.84,34.92,47.75,3.8,0,1,0,,
56737600000000_558,0.3,0,97.06,0,2.94,38.42,1877,73264,40,9.99,241,24.01,26.69,45.85,23.15,0,1,0,,
56726000000000_595,0.3,0,81.26,0,18.74,39.91,1993,82083,60,8.01,464,43.24,26.69,30.69,13.65,0,1,0,,
19734600000000_645,0.3,0,89.03,0,10.97,37.72,1982,121316,21,61.15,241,15.38,34.92,36.42,5.45,0,1,0,,
56738740000000_757,0.3,0,92.19,0,7.81,41.02,2002,173148,0,9.01,241,10.32,26.69,29.23,4.5,0,1,0,,
54718370000000_772,0.3,0,100,0,0,40.22,2005,66932,0,35.71,148.5,61.64,28.45,33.84,16.75,0,1,0,,
42767900000000_813,0.3,0,95.23,0,4.77,35.17,1967,153030,62,48.19,13,30.54,24.3,28.7,11.9,0,1,0,,
54722600000000_887,0.3,0,100,0,0,36.91,2002,83309,71,36.27,241,46.26,28.45,41.16,23.65,0,1,0,,
42692000000000_916,0.3,0,98.17,0,1.83,35.83,1993,72955,36,19.48,13,30.54,24.3,33.96,12.8,0,1,0,,
56737600000000_942,0.3,2.87,93.54,0,3.59,37.6,2009,115104,40,8.23,241,22.11,26.69,45.9,4.25,0,1,0,,
33671200000000_969,0.3,0,29.35,0,70.65,39.67,2006,131845,49,14.27,14.5,44.23,31.72,29.88,18.8,0,1,0,,
30666200000000_989,0.3,0.08,97.05,0,2.87,37.1,1980,72742,10,30.68,1894.5,39.26,22.48,49.94,35.05,0,1,0,,
54722300000000_1086,0.3,0,100,0,0,38.8,1921,87292,50,19.45,241,71.67,28.45,48.63,27.35,0,1,0,,
33669900000000_1131,0.3,0,98.53,0,1.47,38.53,1998,46500,89,3.06,1523.5,60.02,31.72,35.62,75.7,0,1,0,,
36679600000000_1198,0.3,0,62.46,0,37.54,38.66,2003,112766,77,1.54,464,38.8,34.44,27.61,41.05,0,1,0,,
30666200000000_1497,0.3,0,97.44,0,2.56,37.04,2010,157697,10,26.32,36,23.69,22.48,37.13,19.1,0,1,0,,
54722600000000_1737,0.3,0,99.81,0,0.19,38.26,1994,84688,71,12.88,13,46.26,28.45,41.16,25.5,0,1,0,,
19646800000000_1799,0.3,0,74.28,0,25.72,40.59,1972,125875,14,20.21,241,19.77,34.92,44.99,14.1,0,1,0,,
36678800000000_1878,0.3,0,100,0,0,38.92,2002,96053,88,21.09,205,145.12,34.44,51.17,19.4,0,1,0,,
36678800000000_1879,0.3,0,98.33,0,0.7,38.92,1954,108077,88,21.09,13,145.12,34.44,51.17,19.4,0,1,0,,
56726000000000_2019,0.3,0,98.45,0,1.55,40.48,1991,115089,60,4.19,1523.5,43.24,26.69,29.28,52.65,0,1,0,,
56737600000000_2220,0.3,0.16,92.51,0,7.33,36.53,1980,121458,40,12.85,267,25.61,26.69,36.41,8.5,0,1,0,,
56737600000000_2273,0.3,0,80.71,0,19.29,36.53,2010,121458,40,15.63,241,25.61,26.69,36.41,18.05,0,1,0,,
54722500000000_2338,0.3,0,100,0,0,38.92,1949,35788,90,15.7,464,71.67,28.45,37.08,28.75,0,1,0,,
15634500000000_2359,0.3,0,15.54,5.76,78.7,34.23,2004,35407,79,13,464,29.01,27.08,16.88,28.75,0,1,0,,
56737600000000_2385,0.3,0,95.5,0,4.5,36.72,2014,121458,40,12.85,241,25.61,26.69,36.41,4.6,0,1,0,,
19647700000000_2441,0.3,0,100,0,0,38.51,1994,69267,39,8.13,336,38.5,34.92,47.87,8.4,0,1,0,,
19651100000000_2496,0.3,0.24,98.01,0,1.75,37.83,1909,91105,77,7.88,98.5,48.48,34.92,56.59,12.1,0,1,0,,
19643000000000_2545,0.3,0,100,0,0,37.24,1958,115735,90,16.19,1523.5,98.79,34.92,38.11,30,0,1,0,,
19645300000000_2554,0.3,0.24,99.76,0,0,39.03,2009,85433,76,8.26,13,57.45,34.92,49.86,26.2,0,1,0,,
36679600000000_2570,0.3,0,73.8,0,26.2,37.72,2003,54333,77,14.12,13,38.8,34.44,33.13,34.4,0,1,0,,
19643000000000_2578,0.3,0,97.69,0,4.15,37.24,1901,115735,90,31.55,205,98.79,34.92,38.11,36.2,0,1,0,,
19644500000000_2655,0.3,0,98.33,0,1.67,39.27,1997,76029,75,15.59,578.5,41.57,34.92,60.55,28.35,0,1,0,,
30666200000000_2705,0.3,0,100,0,0,37.97,1957,79412,10,82.51,27.5,25.83,22.48,51.69,22.05,0,1,0,,
19644900000000_2709,0.3,0,100,0,0,38.59,1953,67401,65,14.4,13,54.86,34.92,41.72,19.75,0,1,0,,
19644900000000_2710,0.3,0,100,0,0,38.59,1953,67401,65,14.4,205,54.86,34.92,41.72,19.75,0,1,0,,
19645500000000_2929,0.3,0,89.27,0,10.73,38.34,1937,38750,72,12.21,53.5,41.17,34.92,72.07,12.1,0,1,0,,
19645500000000_2930,0.3,0,100,0,0,38.34,2009,96250,72,12.21,27.5,41.17,34.92,72.07,12.1,0,1,0,,
19645500000000_2931,0.3,0,100,0,0.08,38.34,2004,79722,72,12.21,85.5,41.17,34.92,72.07,12.1,0,1,0,,
33671200000000_2947,0.3,0,94.78,0,5.22,37.04,1990,28977,49,15.57,14.5,52.94,31.72,31.86,20,0,1,0,,
56725600000000_2956,0.3,2.39,94.74,0,2.87,33.42,2001,124167,58,18.23,13,45.35,26.69,37.44,24.35,0,1,0,,
36678800000000_3001,0.3,0,100,0,0,40.65,2005,59097,88,15.65,13,123.59,34.44,48.58,34.2,0,1,0,,
30666500000000_3039,0.3,0,100,0,0,38.64,1929,140000,40,12.97,241,23.31,22.48,44.35,11.6,0,1,0,,
19643800000000_3060,0.3,0,98.21,0,1.79,37.85,2008,77727,65,26.32,241,53.81,34.92,52.41,14.1,0,1,0,,
56737600000000_3162,0.3,0,99.81,0,0.19,37.97,2016,115104,40,19.3,164,22.11,26.69,52.07,15.9,0,1,0,,
36678800000000_3171,0.3,0,49.24,0,50.76,35.85,1999,122882,88,19.65,13,48.91,34.44,31.15,32.5,0,1,0,,
19646800000000_3307,0.3,0,78.81,0,21.19,39.61,1995,136250,14,12.03,221,14.79,34.92,41.46,9.2,0,1,0,,
56726000000000_3466,0.3,0,99.44,0,0.56,40.22,2018,153487,60,13.07,125.5,48.64,26.69,40.79,18.85,0,1,0,,
54722500000000_3485,0.3,0,100,0,0,38.89,1954,60806,90,51.75,14.5,71.67,28.45,37.08,7.3,0,1,0,,
19753400000000_3486,0.3,0,99.52,0,0.48,33.86,1959,140094,22,12.72,98.5,17.8,34.92,44.65,8.65,0,1,0,,
19753400000000_3487,0.3,0,94.97,0.92,5.17,33.86,2011,140094,22,12.72,615,17.8,34.92,44.65,8.65,0,1,0,,
54105500000000_3542,0.3,0,100,0,0,37.05,2009,53533,43,4.69,83,46.26,28.45,55.39,17.8,0,1,0,,
56726000000000_3577,0.3,0,97.2,0,2.8,40.89,1993,153487,60,27.73,241,48.64,26.69,40.79,14.65,0,1,0,,
56726000000000_3578,0.3,0,80.77,0,18.28,40.89,1965,153487,60,27.73,13,48.64,26.69,40.79,14.65,0,1,0,,
56726000000000_3579,0.3,0,98.75,0,2.8,40.89,1941,153487,60,27.73,98.5,48.64,26.69,40.79,14.65,0,1,0,,
30666500000000_3583,0.3,0,97.68,0,2.32,38.58,2005,138516,40,10.18,1894.5,21.76,22.48,35.92,16.3,0,1,0,,
54722600000000_3592,0.3,0,100,0,0,37.64,1958,34833,71,21.79,1523.5,41.69,28.45,53.12,35.65,0,1,0,,
54722600000000_3593,0.3,24.68,67.05,0,6.9,37.64,1936,34833,71,21.79,42.5,41.69,28.45,53.12,35.65,0,1,0,,
54722600000000_3788,0.3,0,100,0,0,37.55,2003,49216,71,14.8,38.5,41.69,28.45,53.12,40.7,0,1,0,,
54722600000000_3789,0.3,0,100,0,0,37.55,1993,49216,71,14.8,55,41.69,28.45,53.12,40.7,0,1,0,,
54722600000000_3790,0.3,0,100,0,0.16,37.55,1998,49216,71,14.8,278.5,41.69,28.45,53.12,40.7,0,1,0,,
54722600000000_3791,0.3,0.08,100,0,0,37.55,2007,49216,71,14.8,241,41.69,28.45,53.12,40.7,0,1,0,,
54722600000000_3792,0.3,0,100,0,0,37.55,1966,49216,71,14.8,241,41.69,28.45,53.12,40.7,0,1,0,,
54722600000000_3793,0.3,0.08,100,0,1.23,37.55,2003,49216,71,14.8,241,41.69,28.45,53.12,40.7,0,1,0,,
54722600000000_3794,0.3,0,100,0,1.22,37.55,1968,49216,71,14.8,241,41.69,28.45,53.12,40.7,0,1,0,,
54722600000000_3795,0.3,0,100,0,0,37.55,1958,49216,71,14.8,241,41.69,28.45,53.12,40.7,0,1,0,,
54722600000000_3796,0.3,0,100,0,0,37.55,1888,49216,71,14.8,241,41.69,28.45,53.12,40.7,0,1,0,,
54722300000000_3801,0.3,0,100,0,0,38.02,1957,59232,50,14.69,241,71.67,28.45,48.63,30.1,0,1,0,,
56737600000000_16,0.31,0,92.42,0,7.58,38.6,1980,132578,40,15.9,336,25.61,26.69,35.07,23.25,0,1,0,,
56737600000000_17,0.31,4.16,81.66,0,14.25,38.6,1980,132578,40,15.9,241,25.61,26.69,35.07,23.25,0,1,0,,
54722600000000_95,0.31,0,95.15,0,4.85,38.49,1865,87292,71,14.46,241,39.9,28.45,45.92,29.15,0,1,0,,
36678800000000_122,0.31,0,98.32,0,1.68,38.67,1937,85000,88,21.73,42.5,111.61,34.44,55.82,31.6,0,1,0,,
19646800000000_140,0.31,1.12,78.55,0,20.33,39.08,1951,160779,14,15.37,241,19.77,34.92,44.99,7.45,0,1,0,,
19646800000000_141,0.31,0,100,0,0,39.08,1951,87250,14,15.37,55,19.77,34.92,44.99,7.45,0,1,0,,
19646800000000_142,0.31,0,76.73,0,23.41,39.08,1951,85972,14,15.37,42,19.77,34.92,44.99,7.45,0,1,0,,
36678800000000_145,0.31,0,89.49,0.57,9.94,39.4,1994,21030,88,15,205,72.91,34.44,41.64,29.1,0,1,0,,
56737600000000_146,0.31,0,93.53,0.53,5.94,37.9,1969,125114,40,12.33,13,25.61,26.69,35.07,5.75,0,1,0,,
30666200000000_342,0.31,0,99.66,0,0.34,37.71,1893,117772,10,33.74,199,27.92,22.48,57.04,26.65,0,1,0,,
19734600000000_530,0.31,0,81.6,2.35,16.04,37.22,1965,179643,21,15.19,42,26.46,34.92,40.92,4.95,0,1,0,,
56737600000000_557,0.31,0,76.82,0,23.18,38.48,1877,73264,40,9.99,241,24.01,26.69,45.85,23.15,0,1,0,,
30666000000000_564,0.31,0.16,94.76,0,5.08,34.41,1962,125527,23,58.24,1894.5,18.38,22.48,55.21,10.5,0,1,0,,
54722600000000_597,0.31,0,98.78,0,1.22,39.92,1948,35788,71,12.63,241,41.65,28.45,53.46,32.2,0,1,0,,
30736500000000_603,0.31,0,99.28,0,0.72,36.08,1974,185417,19,25.31,199,23.74,22.48,52.37,17.95,0,1,0,,
36678800000000_620,0.31,0,99.84,0,0.16,38.91,1948,43918,88,11.34,464,117.33,34.44,54.48,35.85,0,1,0,,
36678430000000_653,0.31,0.08,70.49,0,29.43,37.03,1965,88603,65,12.79,38.5,50.62,34.44,41.84,18.1,0,1,0,,
56738740000000_759,0.31,0,71.84,0,28.16,37.91,2007,116932,0,10.95,42,10.32,26.69,29.23,4.5,0,1,0,,
19646830000000_776,0.31,0,30.24,0,69.76,38.89,2005,92231,0,11.45,129,19.77,34.92,44.99,10.1,0,1,0,,
19644500000000_816,0.31,0,97.22,0,2.78,38.27,1955,131125,75,24.17,1894.5,37.69,34.92,63.04,17.75,0,1,0,,
30666500000000_993,0.31,0,96.8,0,3.2,37.14,2004,184844,40,15.07,13,18.79,22.48,28.25,8.1,0,1,0,,
30664500000000_994,0.31,0,94.76,0,5.24,37.85,2006,123250,30,18.22,1894.5,34.76,22.48,59.98,9.05,0,1,0,,
56726500000000_1031,0.31,0.17,98.37,1.46,0,34.36,2000,87688,60,17.75,205,40.5,26.69,34.82,7.65,0,1,0,,
54722600000000_1038,0.31,0.4,99.29,0,0.3,40.14,2004,78417,71,25.86,1894.5,41.65,28.45,53.46,38.7,0,1,0,,
36678400000000_1054,0.31,0,95,0,5,38.66,1959,48458,67,12.05,241,56.38,34.44,52.77,29.45,0,1,0,,
54722300000000_1087,0.31,0,100,0,0,38.76,1961,51991,50,19.45,241,71.67,28.45,56.2,27.35,0,1,0,,
56737600000000_1135,0.31,0,97.03,0,2.97,38.1,2015,147656,40,12.29,241,23.71,26.69,42.18,27.55,0,1,0,,
54722600000000_1151,0.31,2.89,96.25,0,0.86,39.27,1952,55893,71,29.01,361.5,39.27,28.45,59.07,23.1,0,1,0,,
19644500000000_1209,0.31,0,100,0,0,38.34,1930,110192,75,31.58,15,33.83,34.92,70.77,17.45,0,1,0,,
36678400000000_1210,0.31,0,80.37,0,19.63,37.59,1999,58998,67,9,13,41.26,34.44,42.75,32.75,0,1,0,,
54722600000000_1281,0.31,0,100,0,0,38.09,1955,57543,71,14.38,42,45.33,28.45,57.3,48.65,0,1,0,,
56726000000000_1290,0.31,0,91.28,0,8.72,40.03,1955,38515,60,27.87,1523.5,43.24,26.69,30.69,13.35,0,1,0,,
30736500000000_1391,0.31,0,94.69,0,5.31,36.8,1977,106696,19,35.66,83,15.58,22.48,40.65,9,0,1,0,,
30736500000000_1392,0.31,0,100,0,0,36.86,2008,121136,19,17.25,1894.5,15.58,22.48,40.65,25.1,0,1,0,,
30665100000000_1584,0.31,0,100,0,0,39.11,2010,86453,27,32.83,1894.5,47.28,22.48,58.7,12.2,0,1,0,,
54722600000000_1585,0.31,0,100,0,0,37.14,1994,83309,71,15.1,13,46.26,28.45,41.16,23.75,0,1,0,,
54722600000000_1586,0.31,0,87.99,0,13.15,37.14,1994,83309,71,15.1,13,46.26,28.45,41.16,23.75,0,1,0,,
33751800000000_1642,0.31,0.16,52.13,0,47.71,39.72,2010,63363,64,66.59,14.5,40.96,31.72,27.37,42.05,0,1,0,,
30666500000000_1654,0.31,0,95.4,0,4.6,37.47,2005,153030,40,16.19,278.5,23.31,22.48,44.35,5.2,0,1,0,,
19644900000000_1671,0.31,0,100,0,0,38.14,1951,64583,65,8.07,220,49.72,34.92,46.3,22.95,0,1,0,,
26736700000000_1682,0.31,0,31.52,3.59,64.88,30.97,2003,105344,54,6.15,16,12.68,28.52,35.66,31.1,0,1,0,,
26736700000000_1683,0.31,7.17,90.35,0,2.59,30.97,1934,93281,54,6.15,241,12.68,28.52,35.66,31.1,0,1,0,,
19651100000000_1760,0.31,0,97.92,0,2.08,37.47,2001,95833,77,21.5,241,52.37,34.92,45.18,33.45,0,1,0,,
56726000000000_1814,0.31,0,98.07,0,1.93,39.3,1945,123958,60,7.49,464,43.24,26.69,29.28,19.05,0,1,0,,
56737600000000_1844,0.31,0,87.75,0.08,12.17,36.03,1970,70648,40,14.91,13,22.11,26.69,28.5,21.2,0,1,0,,
19650000000000_2083,0.31,0,72.79,0,27.21,38.16,1994,189153,22,37.25,1894.5,22.24,34.92,25.73,7.95,0,1,0,,
54720820000000_2307,0.31,0.12,99.42,0,0.47,37.6,1962,93897,0,11,1894.5,49.02,27.08,31.43,25.65,0,1,0,,
26102600000000_2394,0.31,0,11.89,1.76,86.34,30.65,2004,179722,55,38.58,129,12.68,28.52,35.66,10.2,0,1,0,,
56737600000000_2430,0.31,0,98.98,0,1.02,37.34,2001,135463,40,12.83,1523.5,25.61,26.69,36.41,34.6,0,1,0,,
19650400000000_2474,0.31,1.86,90.17,0,7.97,37.53,1990,64602,88,14.8,148.5,47.14,34.92,50.72,26.8,0,1,0,,
42767900000000_2492,0.31,0,100,0,0,36.08,2006,95682,62,16.18,1523.5,52.67,24.3,33.28,11.5,0,1,0,,
56737600000000_2505,0.31,0,81.54,0,18.46,36.84,1990,114821,40,14.63,241,25.61,26.69,36.41,27.55,0,1,0,,
