School_ID,NDVI_median,Percent_Water,Percent_Developed,Percent_Forest,Percent_Pasture,Land_Surface_Temp,Year_built,Median_income_BG,Percent_FRPM,Staff,Students_with_Disabilities,Asthma_Rates,COVID_infections,Pollution_Burden,Chronic_Absenteeism,retrofit,ndvi_median_binary,retrofit_and_ndvi,EEM,EE_Retrofit_Type
30666200000000_3358,0.22,0,93.49,0,4.78,39.51,2013,73750,10,26.29,20747,25.83,22.48,51.69,26,0,0,0,,
30666200000000_3359,0.22,0,100,0,0,39.51,1970,73750,10,26.29,161,25.83,22.48,51.69,26,0,0,0,,
30666200000000_3360,0.22,0,93.19,0,5.32,39.51,1954,73750,10,26.29,161,25.83,22.48,51.69,26,0,0,0,,
19102000000000_3365,0.22,0,99.05,0,0.95,40.02,1991,18182,100,18.65,929,57.34,34.92,56.36,22.15,0,0,0,,
19102000000000_3366,0.22,0,97.95,0,1.59,40.11,1955,54924,100,22.73,55,57.34,34.92,47.02,33.5,0,0,0,,
19102000000000_3367,0.22,0,96.39,0,4.37,40.11,2006,54924,100,12.35,615,57.34,34.92,47.02,52.35,0,0,0,,
19102000000000_3368,0.22,0,89.39,0,12.1,40.11,1950,54924,100,15.94,199,57.34,34.92,47.02,39.25,0,0,0,,
19102000000000_3369,0.22,0,98.73,0,0,40.11,2009,54924,100,14.83,653.5,57.34,34.92,47.02,29.7,0,0,0,,
19102000000000_3370,0.22,0,100,0,0.08,40.11,1945,54924,100,12.96,199,57.34,34.92,47.02,15.75,0,0,0,,
19102000000000_3371,0.22,0,100,0,0,40.11,1975,54924,100,47.25,278.5,57.34,34.92,47.02,19.45,0,0,0,,
19102000000000_3372,0.22,0,99.3,0,0.38,40.11,2009,54924,100,14.71,83,57.34,34.92,47.02,18.45,0,0,0,,
19102000000000_3373,0.22,0,99.82,0,0.74,40.11,1993,54924,100,7.44,1894.5,57.34,34.92,47.02,31.55,0,0,0,,
30666200000000_3375,0.22,0,99.28,0,0.72,39.98,1999,95833,10,17.32,20747,37.78,22.48,52.63,22.5,0,0,0,,
30666200000000_3380,0.22,0,12.4,0.16,84.63,40.01,2018,95833,10,17.32,15,37.78,22.48,52.63,22.5,0,0,0,,
30666200000000_3382,0.22,0,95.79,0,5.14,40.01,1965,95833,10,17.32,20747,37.78,22.48,52.63,22.5,0,0,0,,
19648700000000_3431,0.22,0,99.58,0,0.42,38.42,2005,68229,6,16.85,20747,46.77,34.92,58.71,34.3,0,0,0,,
19647700000000_3441,0.22,0,100,0,0,39.29,2005,51991,39,13.25,1894.5,56.87,34.92,50.59,33.15,0,0,0,,
19642100000000_3467,0.22,0,99.89,0,0.11,37.42,1996,76818,71,13.7,112.5,30.53,34.92,45.27,70.4,0,0,0,,
33671800000000_3504,0.22,0,96.2,0,3.8,42.52,1991,29515,81,2.94,42.5,75.75,31.72,34.8,84.2,0,0,0,,
36678800000000_3555,0.22,0,98.77,0,1.23,39.97,1990,68438,88,8.52,85.5,69.44,34.44,58.51,24.6,0,0,0,,
19644500000000_3668,0.22,0,100,0,0,39.89,2006,57321,75,85.73,112.5,46.57,34.92,57.03,23.3,0,0,0,,
19644500000000_3669,0.22,0,94.73,0,5.5,39.89,1996,57321,75,85.73,161,46.57,34.92,57.03,23.3,0,0,0,,
19648100000000_3749,0.22,0,100,0,0,39.95,1961,67125,68,15.42,645,57.34,34.92,60.18,20.6,0,0,0,,
19646300000000_3844,0.22,0,100,0,0,39.11,1974,75458,49,7.25,241,90.81,34.92,50.31,36.4,0,0,0,,
33670800000000_18,0.23,0,99.6,0,0.4,41.17,1980,39102,92,22.48,42,63.79,31.72,35.94,43.95,0,0,0,,
19753400000000_28,0.23,0,100,0,0,36.02,1979,130213,22,30.61,112.5,22.62,34.92,48.34,9,0,0,0,,
56724600000000_96,0.23,0,100,0,0,35.46,1952,82986,88,20.67,38.5,47.15,26.69,30.57,14.35,0,0,0,,
56726000000000_129,0.23,0,98.17,0,1.83,40.02,1965,123958,60,8.77,129,43.24,26.69,29.28,28.25,0,0,0,,
36678800000000_132,0.23,0.08,83.84,0,16.09,39.58,2001,25759,88,51.9,241,130.81,34.44,52.53,30.75,0,0,0,,
19642900000000_159,0.23,0,98.85,0,1.15,38.2,1955,72366,89,58.83,161,57.56,34.92,60.3,22,0,0,0,,
33669900000000_195,0.23,1.83,37.82,0,60.35,38.35,1912,91078,89,46.29,13,60.02,31.72,25.17,15.95,0,0,0,,
19646300000000_216,0.23,0,100,0,0,38.67,1960,72813,49,13,20747,87.64,34.92,66.63,27.7,0,0,0,,
19646300000000_217,0.23,0,83.33,0,15.35,38.67,1952,68611,49,13,1894.5,87.64,34.92,66.63,27.7,0,0,0,,
19646300000000_218,0.23,0,100,0,0,38.67,1938,56696,49,13,112.5,87.64,34.92,66.63,27.7,0,0,0,,
19646300000000_219,0.23,0,100,0,0.4,38.67,1948,61063,49,13,161,87.64,34.92,66.63,27.7,0,0,0,,
19646300000000_220,0.23,0,96.98,0,2.5,38.67,1993,47850,49,13,1894.5,87.64,34.92,66.63,27.7,0,0,0,,
19646300000000_221,0.23,0,100,0,0,38.67,1896,31506,49,13,161,87.64,34.92,66.63,27.7,0,0,0,,
19643100000000_228,0.23,0,100,0,0,35.74,1924,93529,18,34.02,112.5,33.03,34.92,45.37,6.9,0,0,0,,
33671200000000_259,0.23,0,59.78,0,40.22,37.36,1989,67679,49,17.29,653.5,54,31.72,44.7,29.15,0,0,0,,
19642900000000_260,0.23,0,99.6,0,0.4,40.67,1965,89333,89,22.42,85.5,66.86,34.92,58.47,23.75,0,0,0,,
30665200000000_278,0.23,0,100,0,0,37.73,1955,67294,66,11.33,241,34.7,22.48,37.87,22.4,0,0,0,,
19734400000000_310,0.23,0,98.41,0,1.59,41.17,1952,70969,89,13.5,15,118.7,34.92,66.59,22.15,0,0,0,,
19734400000000_417,0.23,0,100,0,0,38.97,1992,59603,89,2.5,142.5,55.62,34.92,65.52,99.9,0,0,0,,
19647700000000_420,0.23,0,100,0,0,39.55,2005,51991,39,25.2,199,56.87,34.92,50.59,23.5,0,0,0,,
19642900000000_446,0.23,0,98.17,0,1.83,40.07,1976,52857,89,17.44,199,66.86,34.92,64.6,22.3,0,0,0,,
19734400000000_490,0.23,4.18,92.6,0,3.22,38.53,2003,59603,89,16.88,161,55.62,34.92,65.52,28.05,0,0,0,,
19734400000000_546,0.23,0,100,0,0,40.2,1891,40474,89,3.13,199,110.96,34.92,59.96,42.95,0,0,0,,
19734400000000_547,0.23,0,100,0,0,40.2,1971,40474,89,15.48,241,110.96,34.92,59.96,42.95,0,0,0,,
19734400000000_552,0.23,0,100,0,0,40.2,2015,40474,89,13.39,241,110.96,34.92,59.96,42.95,0,0,0,,
19734400000000_553,0.23,0,98.33,0,2,40.2,2009,40474,89,9.11,929,110.96,34.92,59.96,42.95,0,0,0,,
19734400000000_555,0.23,0,83.04,0,15.98,40.2,2014,40474,89,12.38,42,110.96,34.92,59.96,42.95,0,0,0,,
19644400000000_580,0.23,0,99.92,0,0.08,38.92,1959,52750,70,35.75,15,46.29,34.92,49.6,10.8,0,0,0,,
36678800000000_610,0.23,0,90.21,0,9.79,40.53,1948,73175,88,12.46,241,54.01,34.44,47.95,35.95,0,0,0,,
33670800000000_616,0.23,0,96.25,0,3.75,41.95,1994,45050,92,23.02,38.5,69.41,31.72,29.59,29.6,0,0,0,,
19734400000000_648,0.23,0,97.76,0,2.24,40.1,1968,60600,89,15.38,241,115.45,34.92,51.26,23.85,0,0,0,,
19649310000000_657,0.23,0,98.73,0,1.27,39.48,1859,93229,0,21.1,112.5,36.48,34.92,71.47,6.5,0,0,0,,
36678760000000_678,0.23,0,100,0,0,40.79,1970,23750,48,19.35,653.5,100.17,34.44,54.1,34.1,0,0,0,,
19642870000000_718,0.23,0,100,0,0,39.46,1978,42200,69,15.47,645,66.86,34.92,59.56,23.75,0,0,0,,
33103300000000_723,0.23,0,99.52,0,0.48,38.61,1997,105117,65,16.71,1894.5,38.17,31.72,34.46,49.2,0,0,0,,
33103300000000_725,0.23,0,96.07,0,5.2,38.61,1960,88594,65,11.15,1894.5,38.17,31.72,34.46,49.2,0,0,0,,
19752910000000_798,0.23,0,100,0,0,40.14,2013,70125,0,13.36,112.5,39.44,34.92,57.9,10.75,0,0,0,,
42767900000000_815,0.23,0,100,0,0,35.3,1967,44219,62,48.19,578.5,30.54,24.3,28.7,11.9,0,0,0,,
56724600000000_848,0.23,0,98.63,0,1.37,34.83,1960,75813,88,33.97,241,47,26.69,27.32,13.9,0,0,0,,
19648400000000_851,0.23,0,100,0,0,39.42,1994,87628,81,9.2,36,57.55,34.92,48.68,15.45,0,0,0,,
30665500000000_874,0.23,0.41,98.54,0,1.06,32.61,1968,190429,32,67.76,112.5,31.91,22.48,40.65,11.15,0,0,0,,
19642900000000_926,0.23,0,100,0,0,39.24,1951,88250,89,13.15,161,66.81,34.92,69.14,20.2,0,0,0,,
19642900000000_956,0.23,0,84.63,0,15.37,39.76,2007,68365,89,20.68,1523.5,66.86,34.92,54.04,29.6,0,0,0,,
30664700000000_1130,0.23,0,100,0,0,38.89,1999,133220,54,7.44,20747,46.72,22.48,59.81,18.7,0,0,0,,
30666100000000_1150,0.23,0,95.63,0,4.37,34.98,2017,154464,35,14.9,112.5,40.91,22.48,42.7,22.65,0,0,0,,
33671200000000_1304,0.23,0,92.85,0,7.15,39.26,2009,85398,49,15.39,16,56.33,31.72,34.23,30.2,0,0,0,,
36678800000000_1330,0.23,0,96.5,0,3.5,41.39,1993,36002,88,12.76,98.5,123.59,34.44,45.7,42.35,0,0,0,,
36678800000000_1331,0.23,0,96.58,0,2.52,41.39,1969,36002,88,12.76,241,123.59,34.44,45.7,42.35,0,0,0,,
19102000000000_1374,0.23,0,88.67,0,11.33,39.35,1993,66750,100,5.5,161,56.6,34.92,75.08,8.6,0,0,0,,
30665300000000_1395,0.23,0,100,0,0,34.71,1953,130577,30,19.37,42,31.91,22.48,29.94,50.3,0,0,0,,
36677100000000_1521,0.23,0,95.22,0,4.78,39.96,1958,41250,82,15.71,164,32.62,34.44,43.97,21.75,0,0,0,,
15635300000000_1547,0.23,0,56.91,0,43.09,38.16,1941,49568,90,38.58,1894.5,57.27,27.08,42.1,41.05,0,0,0,,
15635300000000_1548,0.23,0,99.71,0,2.22,38.16,1941,65699,90,38.58,42,57.27,27.08,42.1,41.05,0,0,0,,
15635300000000_1549,0.23,0,97.9,0,1.99,38.16,1941,26949,90,38.58,53.5,57.27,27.08,42.1,41.05,0,0,0,,
15635300000000_1550,0.23,0,84.3,0,15.7,38.27,1941,59397,90,38.58,1894.5,57.27,27.08,42.1,41.05,0,0,0,,
30666200000000_1658,0.23,0,100,0,0,38.89,1972,53357,10,32.24,112.5,31.95,22.48,51.51,28.05,0,0,0,,
36678800000000_1662,0.23,0,96.03,0,3.97,40.57,2011,80147,88,13.53,16,62.02,34.44,41.96,35.25,0,0,0,,
19643000000000_1665,0.23,0,97.69,0,2.31,37.92,2013,55323,90,3.15,271.5,31.04,34.92,51.29,18.45,0,0,0,,
19753400000000_1722,0.23,0,98.89,0,1.11,36.29,1951,125000,22,31.78,15,28,34.92,36.27,7.5,0,0,0,,
19734400000000_1758,0.23,0,99.16,0,0.84,40.92,1931,58949,89,13.07,221,122.52,34.92,58.32,15.8,0,0,0,,
19734400000000_1759,0.23,0,100,0,0,41.05,1891,58949,89,13.07,241,122.52,34.92,58.32,15.8,0,0,0,,
19648700000000_1824,0.23,0,100,0,0,38.17,1950,61923,6,13.71,20747,51.79,34.92,57.35,33.9,0,0,0,,
19642900000000_1854,0.23,0,100,0,0,40.92,2003,83261,89,16.98,112.5,66.86,34.92,58.47,23.25,0,0,0,,
30664800000000_1855,0.23,0,98.77,0,1.23,36.89,1941,145781,43,15.28,27.5,34.38,22.48,34.95,4.75,0,0,0,,
19734400000000_1906,0.23,0,100,0,0,40.27,1930,33403,89,17.01,241,95.67,34.92,60.25,28.75,0,0,0,,
36678400000000_1988,0.23,0,77.1,0.79,22.11,39.76,2011,70764,67,7.53,161,27.88,34.44,54.01,22.05,0,0,0,,
19648100000000_2033,0.23,0,98.22,0,1.78,40.09,1920,113864,68,13.47,20747,59.35,34.92,61.9,15,0,0,0,,
19648100000000_2037,0.23,0,99.73,0,0.27,40.18,2005,71750,68,22.2,85.5,57.34,34.92,47.02,21.4,0,0,0,,
19648100000000_2038,0.23,0,75.64,0,24.64,40.18,1953,71750,68,22.2,241,57.34,34.92,47.02,21.4,0,0,0,,
19648100000000_2039,0.23,0,100,0,0,40.18,2003,71750,68,22.2,241,57.34,34.92,47.02,21.4,0,0,0,,
19648100000000_2040,0.23,0,85.18,0,14.95,40.18,1964,71750,68,22.2,929,57.34,34.92,47.02,21.4,0,0,0,,
19648100000000_2041,0.23,0,98.97,0,0.39,40.18,2015,71750,68,22.2,241,57.34,34.92,47.02,21.4,0,0,0,,
36678800000000_2055,0.23,0,95.68,0,4.32,41.46,2006,72949,88,10.89,85.5,64.79,34.44,48.29,47.1,0,0,0,,
36678800000000_2056,0.23,0,99.23,0,0.86,41.46,1993,46923,88,10.89,241,64.79,34.44,48.29,47.1,0,0,0,,
33671200000000_2060,0.23,0,81.75,0,18.25,39.97,2000,127596,49,24.31,1894.5,57.15,31.72,40.42,35.55,0,0,0,,
33671200000000_2061,0.23,0,85.29,0,15.97,39.97,1990,127596,49,24.31,112.5,57.15,31.72,40.42,35.55,0,0,0,,
33671200000000_2062,0.23,0,94.59,0,5.94,39.97,1989,127596,49,24.31,112.5,57.15,31.72,40.42,35.55,0,0,0,,
33671200000000_2063,0.23,0,99.19,0,0.56,39.97,1892,127596,49,24.31,27.5,57.15,31.72,40.42,35.55,0,0,0,,
30665300000000_2127,0.23,0,100,0,0,33.86,2014,147979,30,13.63,42,31.91,22.48,33.24,16.75,0,0,0,,
30666200000000_2133,0.23,0,100,0,0,39.22,1993,79412,10,9.88,20747,25.83,22.48,51.69,24.35,0,0,0,,
19648400000000_2134,0.23,0,99.33,0,0.67,38.83,2019,77273,81,10.59,615,56.91,34.92,49.18,22.3,0,0,0,,
15635500000000_2193,0.23,0.08,42.73,0,57.19,38.22,2006,89538,72,11.56,271.5,57.27,27.08,42.1,20.35,0,0,0,,
19742000000000_2216,0.23,0,99.84,0,0.16,37.97,1991,120586,0,66.88,20747,46.19,34.92,46.36,22.3,0,0,0,,
15635500000000_2224,0.23,0,90.71,0,8.3,38.22,2006,71853,72,15,1894.5,57.27,27.08,42.1,28.05,0,0,0,,
30666000000000_2233,0.23,0,98.52,0,1.48,38.09,1998,99190,23,17.47,112.5,32.3,22.48,48.25,29.15,0,0,0,,
19644400000000_2238,0.23,0,99.56,0,0.44,39.14,1961,62826,70,11.48,85.5,53.81,34.92,52.41,35.1,0,0,0,,
54720700000000_2246,0.23,0,100,0,0,40.09,1962,107165,0,25.17,161,61.64,28.45,44.85,27.3,0,0,0,,
36677100000000_2330,0.23,0,100,0,0,39.84,2004,20307,82,10.11,578.5,62.8,34.44,42.74,41.1,0,0,0,,
36677100000000_2331,0.23,0,89.92,0,9.96,39.84,2004,28589,82,13.73,55,62.8,34.44,42.74,93.25,0,0,0,,
19646300000000_2334,0.23,0,100,0,0,38.95,2009,53553,49,33.88,653.5,96.46,34.92,48.8,18.3,0,0,0,,
19646300000000_2335,0.23,0.32,96.18,0,3.67,38.95,2009,74659,49,86.91,27.5,96.46,34.92,48.8,21.9,0,0,0,,
19742000000000_2345,0.23,0,96.41,0,1.27,37.97,2001,83450,0,68.6,20747,46.19,34.92,46.36,79.95,0,0,0,,
19742000000000_2349,0.23,0,96.51,0,1.11,37.97,1994,189773,0,10.84,161,46.19,34.92,46.36,23.55,0,0,0,,
19644400000000_2532,0.23,0.16,100,0,0,39.14,1963,62826,70,31.5,85.5,53.81,34.92,52.41,13.8,0,0,0,,
36677100000000_2573,0.23,0,100,0,0,39.84,2004,152976,82,13.45,15,62.8,34.44,42.74,27.1,0,0,0,,
19648400000000_2590,0.23,0,99.85,0,0.15,38.64,1999,76083,81,8.9,1894.5,57.55,34.92,59.32,29.5,0,0,0,,
19650800000000_2591,0.23,0,99.91,0,0.09,39.84,2007,103906,76,11.68,20747,65.92,34.92,72.17,23.9,0,0,0,,
19644400000000_2621,0.23,0,100,0,0,38.52,1958,91458,70,31.55,929,57.17,34.92,45.59,10.25,0,0,0,,
54755200000000_2663,0.23,3.25,85.28,0,11.47,40.7,1958,43918,95,14.07,1894.5,61.64,28.45,54.63,28.85,0,0,0,,
30665200000000_2775,0.23,0,100,0,0,38.52,1953,59250,66,17.82,125.5,37.42,22.48,47.91,14.45,0,0,0,,
33672000000000_2800,0.23,0,69,0,31,41.61,2011,46500,69,20.13,645,54.1,31.72,59.35,36.45,0,0,0,,
30664200000000_2840,0.23,0,98.16,0,1.84,37.64,2010,55117,61,28.95,161,44.09,22.48,53.39,32.15,0,0,0,,
36679600000000_2950,0.23,0,84.82,0,15.18,38.78,1990,86583,77,17.43,241,38.8,34.44,33.13,18.6,0,0,0,,
36679600000000_2951,0.23,0,75.61,0,24.39,38.54,1990,65881,77,17.43,241,38.8,34.44,33.13,18.6,0,0,0,,
56724500000000_2967,0.23,18.4,76.4,0,5.2,39.54,2006,63800,60,16.66,929,45.1,26.69,46.41,20.35,0,0,0,,
19645200000000_3042,0.23,0,94.44,0,5.56,39.85,1952,50057,84,44.72,161,35.75,34.92,69.48,8.75,0,0,0,,
19645200000000_3043,0.23,0,98.63,0,0,39.85,1994,50057,84,44.72,112.5,35.75,34.92,69.48,8.75,0,0,0,,
54722600000000_3187,0.23,0,100,0,0,39.16,2012,67305,71,10.01,199,41.65,28.45,53.46,17.25,0,0,0,,
54722500000000_3208,0.23,0,100,0,0,39.7,2014,35208,90,3,27.5,71.67,28.45,48.63,41.1,0,0,0,,
54722500000000_3213,0.23,0,99.92,0,1.27,39.76,2014,35208,90,3,199,71.67,28.45,48.63,41.1,0,0,0,,
54722500000000_3214,0.23,0,93.71,0,4.62,39.76,2014,43682,90,3,129,71.67,28.45,48.63,35.85,0,0,0,,
54722500000000_3215,0.23,0,96.43,0,5.34,39.76,2014,35208,90,3,653.5,71.67,28.45,48.63,23.9,0,0,0,,
36677100000000_3270,0.23,0,98.98,0,1.02,40.96,1995,61250,82,15.14,1894.5,44.95,34.44,42.63,30,0,0,0,,
30666100000000_3286,0.23,0,98.89,0,1.11,36.33,1955,69926,35,14.48,1894.5,37.71,22.48,51.09,11.95,0,0,0,,
36677100000000_3312,0.23,0,72.28,0,27.72,38.9,2006,63800,82,79.42,1894.5,35.54,34.44,42.51,20.85,0,0,0,,
33671200000000_3334,0.23,0,97.48,0,2.52,39.42,2008,27203,49,14.63,241,73.18,31.72,29.55,35.8,0,0,0,,
33670900000000_3342,0.23,0,76.62,0,23.38,38.2,1923,113056,48,18.78,112.5,54.35,31.72,62.83,25.7,0,0,0,,
36677100000000_3389,0.23,0,99.62,0,0.38,40.41,2002,75820,82,17.07,241,52.83,34.44,43.13,36.15,0,0,0,,
36677100000000_3390,0.23,0,70.85,0,29.43,40.41,2002,75820,82,17.07,615,52.83,34.44,43.13,36.15,0,0,0,,
19648400000000_3433,0.23,0,98.77,0,1.23,39.51,2002,77390,81,12.81,112.5,49.88,34.92,65.06,25.35,0,0,0,,
19734400000000_3444,0.23,0,100,0,0,40.45,1951,56417,89,17.63,241,101.48,34.92,52.85,6.8,0,0,0,,
19734400000000_3445,0.23,0,100,0,0,40.39,1967,61974,89,17.63,241,101.48,34.92,52.85,6.8,0,0,0,,
30666500000000_3460,0.23,0,100,0,0,40.3,1972,66365,40,16.97,1894.5,30.06,22.48,46.22,19.85,0,0,0,,
30666100000000_3642,0.23,0,98.25,0,1.75,36.67,1952,111250,35,16.71,199,31.49,22.48,41.91,15.45,0,0,0,,
19642900000000_3651,0.23,0,100,0,0,39.36,2002,93704,89,18.27,199,66.86,34.92,60.01,20,0,0,0,,
19648100000000_3673,0.23,0,100,0,0,39.97,1921,18182,68,16.66,1894.5,57.34,34.92,56.36,14.35,0,0,0,,
19648100000000_3676,0.23,0,100,0,0,39.95,2003,54924,68,16.66,15,57.34,34.92,56.36,14.35,0,0,0,,
19648100000000_3680,0.23,0,100,0,0,39.92,1993,44630,68,16.66,125.5,57.34,34.92,56.36,14.35,0,0,0,,
19643000000000_3687,0.23,0,100,0,0,38.67,1959,62155,90,24,1894.5,61.64,34.92,48.2,27.55,0,0,0,,
19734400000000_3728,0.23,1.71,98.01,0,0.28,39.9,1930,59250,89,16.88,241,95.67,34.92,56.6,10.5,0,0,0,,
19646300000000_3839,0.23,0,100,0,0,39.14,1951,52569,49,21.13,27.5,91.63,34.92,45.03,43.85,0,0,0,,
19647300000000_494,0.07,34.7,53.21,0,12.1,23.82,1926,101056,80,18.22,241,27.53,34.92,65.07,14.4,1,0,0,Lighting- Interior Fixture Retrofit,Lighting
19647300000000_149,0.08,0,100,0,0,41.89,2010,36250,80,20.43,1523.5,54,34.92,70.42,18.3,1,0,0,Lighting- Interior Fixture Retrofit,Lighting
19647300000000_2201,0.08,0,100,0,0,38.58,1990,139904,80,280.47,112.5,46.41,34.92,52.29,4.7,1,0,0,Lighting- Interior Fixture Retrofit,Lighting
30666700000000_408,0.09,0,97.61,0,2.39,40.71,1989,62083,75,26.23,241,34.18,22.48,63.09,23.2,1,0,0,Lighting- Interior Fixture Retrofit,Lighting
30666700000000_409,0.09,0,100,0,0,40.71,1989,62083,75,26.23,241,34.18,22.48,63.09,23.2,1,0,0,Lighting- Interior Fixture Retrofit,Lighting
19647300000000_1469,0.09,0,99.91,0,0.09,36.95,1997,47868,80,15.29,14.5,82.02,34.92,53.42,36.05,1,0,0,Lighting- Interior Fixture Retrofit,Lighting
19647300000000_1470,0.09,0,76.85,0,20.29,36.95,1937,47868,80,15.29,464,82.02,34.92,53.42,36.05,1,0,0,Lighting- Interior Fixture Retrofit,Lighting
36679300000000_1354,0.1,0,87.07,0,12.93,41.83,2015,119821,83,28.25,1523.5,70.58,34.44,38.81,26.45,1,0,0,HVAC Controls- Energy Management System,HVAC
36678500000000_767,0.11,0,99.48,0,0.52,40.8,1976,50000,90,80.76,32.5,77.93,34.44,53.92,34.95,1,0,0,Lighting- Interior Fixture Retrofit,Lighting
19643500000000_1674,0.11,0,100,0,0,37.51,1998,132656,23,64.45,1894.5,61.84,34.92,64.38,21.9,1,0,0,Lighting- Interior Fixture Retrofit,Lighting
19647300000000_1727,0.11,0,100,0,0,40.58,2012,72292,80,33.84,13,60.74,34.92,62.91,10.15,1,0,0,Lighting- Interior Fixture Retrofit,Lighting
19643500000000_2346,0.11,0,100,0,0,37.74,1953,47321,23,21.28,1894.5,61.84,34.92,64.38,23.5,1,0,0,Lighting- Interior Fixture Retrofit,Lighting
19643500000000_2347,0.11,0,100,0,0,37.71,1959,50057,23,18.22,241,61.84,34.92,64.38,26.75,1,0,0,Lighting- Interior Fixture Retrofit,Lighting
19647300000000_2586,0.11,17.28,82.21,0,0.51,30.34,1997,121250,80,4.7,205,19.39,34.92,42.83,14.5,1,0,0,Lighting- Interior Fixture Retrofit,Lighting
19649100000000_3604,0.11,0,100,0,0,38.89,2001,32000,95,16.28,13,81.58,34.92,57.05,20.9,1,0,0,Lighting- Exterior Fixture Retrofit,Lighting
19650600000000_1003,0.12,0,100,0,0,37.76,1928,59891,10,10.95,241,0,34.92,64.1,10.45,1,0,0,Lighting Controls,Lighting
19734500000000_2464,0.12,0,100,0,0,40.66,2013,51995,77,15.58,241,24.82,34.92,60.98,27,1,0,0,Lighting- Interior Fixture Retrofit,Lighting
36679300000000_2688,0.12,0,98.84,0,1.16,43.7,1993,79821,83,21.52,205,99.69,34.44,33.3,42.95,1,0,0,HVAC Controls- Energy Management System,HVAC
36679300000000_2689,0.12,0,80.97,0,19.55,43.7,1993,79821,83,21.52,13,99.69,34.44,33.3,21.7,1,0,0,HVAC Controls- Energy Management System,HVAC
19649100000000_2835,0.12,0,100,0,0,38.77,1990,32000,95,1,13,81.58,34.92,57.05,45,1,0,0,Lighting- Exterior Fixture Retrofit,Lighting
19649100000000_2836,0.12,0,100,0,0,38.77,1990,32000,95,1,205,81.58,34.92,57.05,45,1,0,0,Lighting- Exterior Fixture Retrofit,Lighting
19649100000000_2837,0.12,0,100,0,0,38.77,1990,32000,95,1,14.5,81.58,34.92,57.05,45,1,0,0,Lighting- Exterior Fixture Retrofit,Lighting
19649100000000_2838,0.12,0,100,0,0,38.77,1990,32000,95,1,14.5,81.58,34.92,57.05,45,1,0,0,Lighting- Exterior Fixture Retrofit,Lighting
15101600000000_2948,0.12,0,88.58,0,11.42,43.36,2001,38075,83,10.5,13,70.82,27.08,22.73,40.65,1,0,0,Lighting- Exterior Fixture Retrofit,Lighting
19642500000000_3776,0.12,0,33.33,0,66.67,43.35,2003,32000,54,97,14.5,79.73,34.92,21.23,22.15,1,0,0,HVAC- Packaged/Split System AC/Heat Pump/VRF,HVAC
36679300000000_37,0.13,0,28.86,0,71.14,44.09,2004,111471,83,50.78,13,97.5,34.44,20.54,21.7,1,0,0,HVAC Controls- Energy Management System,HVAC
19642500000000_98,0.13,0,94.18,0,5.82,41.91,1912,40724,54,74,205,142.59,34.92,40.49,28.25,1,0,0,HVAC- Packaged/Split System AC/Heat Pump/VRF,HVAC
19647300000000_148,0.13,0,100,0,0,40.77,2006,48750,80,20.92,32.5,60.74,34.92,58.56,23.7,1,0,0,Lighting- Interior Fixture Retrofit,Lighting
19644800000000_939,0.13,0,8.7,0,91.3,44.52,2014,42634,92,20.45,205,129.41,34.92,36.16,38.65,1,0,0,Lighting- Exterior Fixture Retrofit,Lighting
19650600000000_1000,0.13,0,100,0,0,37.72,1928,59891,10,10.95,38.5,58.83,34.92,60.55,10.45,1,0,0,Lighting Controls,Lighting
19650600000000_1001,0.13,0.48,100,0,0,37.72,1928,59891,10,10.95,241,58.83,34.92,60.55,10.45,1,0,0,Lighting Controls,Lighting
19650600000000_1002,0.13,0,100,0,0.16,37.72,1928,59891,10,10.95,1894.5,58.83,34.92,60.55,10.45,1,0,0,Lighting Controls,Lighting
36679300000000_1352,0.13,0,94.43,0.24,5.33,40.97,1954,100408,83,28.25,14.5,70.58,34.44,38.81,26.45,1,0,0,HVAC Controls- Energy Management System,HVAC
36679300000000_1353,0.13,0,94.15,0,7.57,40.97,2015,46667,83,28.25,14.5,70.58,34.44,38.81,26.45,1,0,0,HVAC Controls- Energy Management System,HVAC
36679300000000_2690,0.13,0,76.05,0,23.95,42.22,1993,56590,83,21.52,205,86.91,34.44,25.42,23,1,0,0,HVAC Controls- Energy Management System,HVAC
19649100000000_2771,0.13,0,99.45,0,0.55,39.54,2015,36002,95,9.38,1894.5,74.1,34.92,55.45,81.05,1,0,0,Lighting- Exterior Fixture Retrofit,Lighting
19649100000000_2772,0.13,7.89,46.24,0,43.32,39.54,2019,40474,95,9.38,1523.5,74.1,34.92,55.45,81.05,1,0,0,Lighting- Exterior Fixture Retrofit,Lighting
19642500000000_2811,0.13,0,8.4,0,91.6,43.99,1996,48750,54,8,464,147.68,34.92,49.14,93.45,1,0,0,HVAC- Packaged/Split System AC/Heat Pump/VRF,HVAC
19647300000000_2922,0.13,0,100,0,0,38.22,2011,43534,80,4.13,241,79.55,34.92,59.14,93.25,1,0,0,Lighting- Interior Fixture Retrofit,Lighting
19647300000000_2925,0.13,0,100,0,0,38.17,2001,85313,80,13.21,205,120.09,34.92,50.23,37.65,1,0,0,Lighting- Interior Fixture Retrofit,Lighting
19647300000000_3022,0.13,0,100,0,0,38.39,1954,43534,80,16.76,1523.5,128.01,34.92,52.08,35,1,0,0,Lighting- Interior Fixture Retrofit,Lighting
