UID,School_ID,NDVI_median,Percent_Water,Percent_Developed,Percent_Forest,Percent_Pasture,Percent_LandCoverTotal,Land_Surface_Temp,Year_built,Median_income_BG,Percent_FRPM,Student_Staff_Ratio,Diversity_Index,Students_Disabilities,Asthma_Rates,COVID_infections,Pollution_Burden,Chronic_Absenteeism,retrofit,ndvi_median_binary,retrofit_and_ndvi,Average_NDVI_median,StudentEnrollment_mean,Staff
39700000000000_162,39700000000000_162,0.15,0,100,0,0,100,29.48,NA,69542,87.5,NA,NA,NA,71.8,49.49,47.26,32.55,0,0,0,NA,NA,22.51
39700000000000_163,39700000000000_163,0.07,0,100,0,0,100,30.77,NA,31467,88,NA,NA,NA,NA,NA,NA,70.1,0,0,0,NA,NA,9.57
39700000000000_164,39700000000000_164,0.12,2.46,97.54,0,0,100,29.55,2000,35366,NA,NA,0.43,504.5,NA,NA,NA,34,0,0,0,NA,6341.5,NA
39700000000000_165,39700000000000_165,0.15,0,100,0,0,100,30.74,1949,53155,82.5,NA,NA,NA,57.92,49.49,42.43,37.25,0,0,0,NA,NA,13.45
39700000000000_166,39700000000000_166,0.15,0,100,0,0,100,29.49,1991,60114,86.5,NA,NA,NA,81.46,49.49,46.29,40.4,0,0,0,NA,NA,9.2
39700000000000_167,39700000000000_167,0.12,0,100,0,0,100,30.61,2018,38750,89.5,NA,NA,NA,98.75,49.49,58.55,33.7,0,0,0,NA,NA,16.61
40700000000000_168,40700000000000_168,0.08,0.2,96.2,0,3.6,100,23.34,1960,NA,41.5,NA,NA,NA,39.13,50.32,35.9,18.8,0,0,0,NA,NA,31.42
40700000000000_169,40700000000000_169,0.13,18.26,75.2,0.16,6.38,100,28.36,1962,89531,53.5,NA,NA,NA,17.69,50.32,38.38,23.5,0,0,0,NA,NA,19.88
40700000000000_170,40700000000000_170,0.2,0.57,73.75,0,25.68,100,28.36,1958,146038,20.5,NA,NA,NA,37.22,50.32,51.04,12.35,0,0,0,NA,NA,9.57
28700000000000_171,28700000000000_171,0.14,0,89.33,0,10.67,100,27.42,2005,181607,44,NA,NA,NA,71,40.35,24.53,16.45,0,0,0,NA,NA,11.9
10600000000000_172,10600000000000_172,0.13,0,94.7,0,5.3,100,28.92,2007,143409,24.5,NA,NA,NA,28.15,29.25,34.23,9.8,0,0,0,NA,NA,13.02
28700000000000_173,28700000000000_173,0.19,0,73.41,1.67,24.92,100,28.55,2018,121950,79.5,NA,NA,NA,42.13,40.35,46.07,30.65,0,0,0,NA,NA,17.61
28700000000000_174,28700000000000_174,0.14,0,99.63,0,0.37,100,29.61,NA,90714,56.5,NA,NA,NA,42.44,40.35,46.33,21.15,1,0,0,NA,NA,39.16
28700000000000_175,28700000000000_175,0.21,0,63.04,1.83,35.13,100,27.58,1950,135000,69.5,NA,NA,NA,32.58,40.35,39.87,21.35,0,0,0,NA,NA,16.88
28700000000000_176,28700000000000_176,0.14,NA,NA,NA,NA,NA,29.61,NA,90714,56.5,NA,NA,NA,42.44,40.35,46.33,21.15,1,0,0,NA,NA,39.16
27700000000000_177,27700000000000_177,0.13,0,99.9,0,0.1,100,25.77,2004,78106,61,NA,NA,NA,NA,NA,NA,19.2,0,0,0,NA,NA,13.4
43700000000000_178,43700000000000_178,0.12,0,98.57,0,1.43,100,29.28,1965,249519,7,NA,NA,NA,10.91,52.82,36.75,5,0,0,0,NA,NA,7.98
7620000000000_179,7620000000000_179,0.16,0,88.6,0.24,11.16,100,27.08,1976,111891,NA,NA,NA,NA,48.26,21.42,29.25,17.7,0,0,0,NA,NA,13.77
23700000000000_180,23700000000000_180,0.17,1.59,20.49,7.07,70.85,100,30.02,1930,50341,94.5,NA,NA,NA,62.7,36.2,21,28.5,1,0,0,NA,NA,4.13
23700000000000_181,23700000000000_181,0.21,NA,NA,NA,NA,NA,28.97,1930,49375,100,NA,NA,NA,62.7,36.2,21,14.05,1,0,0,NA,NA,NA
23700000000000_182,23700000000000_182,0.21,NA,NA,NA,NA,NA,28.97,1930,49375,100,NA,NA,NA,62.7,36.2,21,14.05,1,0,0,NA,NA,NA
1610000000000_183,1610000000000_183,0.04,0,100,0,0,100,28.52,1960,63813,NA,NA,NA,NA,129.22,19.56,47.86,30.35,0,0,0,NA,NA,9.83
15600000000000_184,15600000000000_184,0.12,0,100,0,0,100,33.16,2008,NA,93,NA,NA,NA,84.72,27.08,60.06,27.25,0,0,0,NA,NA,79.76
57700000000000_185,57700000000000_185,0.18,0,100,0,0,100,27.36,1914,67865,78.5,NA,NA,42.5,51.44,64.45,45.88,33.35,0,0,0,NA,NA,6.13
1610000000000_186,1610000000000_186,0.1,0,100,0,0,100,28.32,2010,NA,NA,NA,NA,NA,101.31,19.56,34.33,46.5,0,0,0,NA,NA,18.3
1610000000000_187,1610000000000_187,0.1,0,100,0,0,100,28.29,1995,65625,NA,NA,NA,NA,101.31,19.56,34.33,45.1,0,0,0,NA,NA,9.13
1610000000000_188,1610000000000_188,0.13,0,100,0,0,100,27.58,NA,56953,NA,NA,NA,NA,76.6,19.56,41.58,40.65,0,0,0,NA,NA,14.08
1610000000000_189,1610000000000_189,0.1,0,100,0,0,100,27.36,2005,68864,NA,NA,NA,98.5,71.68,19.56,37.48,36.95,0,0,0,NA,1096.5,NA
1610000000000_190,1610000000000_190,0.11,0,100,0,0,100,27.62,1995,167778,NA,NA,NA,NA,60.43,19.56,40.52,32.45,0,0,0,NA,NA,19.23
1610000000000_191,1610000000000_191,0.13,0,100,0,0,100,27.36,1995,90717,NA,NA,NA,NA,71.68,19.56,37.48,30.8,0,0,0,NA,NA,9.06
1610000000000_192,1610000000000_192,0.12,0,100,0,0,100,27.61,1955,117917,NA,NA,NA,98.5,60.43,19.56,40.52,27.25,0,0,0,NA,NA,36.4
10600000000000_193,10600000000000_193,0.17,NA,NA,NA,NA,NA,29.52,1957,117370,NA,NA,NA,NA,71.87,29.25,56.21,17.1,0,0,0,NA,NA,NA
15700000000000_194,15700000000000_194,0.12,0,99.15,0,0.85,100,32.8,1930,36190,87.5,NA,NA,NA,59.59,27.08,49.45,18.55,1,0,0,NA,NA,21.24
15600000000000_195,15600000000000_195,0.11,0,92.11,0,7.89,100,34.02,1961,23333,89,NA,NA,NA,69.27,27.08,39.57,25.45,0,0,0,NA,NA,64.97
10700000000000_196,10700000000000_196,0.13,0,91.91,0,8.09,100,31.08,1960,73047,72,NA,NA,NA,98.34,29.25,42.74,26.45,0,0,0,NA,NA,19.37
43700000000000_197,43700000000000_197,0.12,0,100,0,0,100,28.86,2019,250000,NA,NA,NA,NA,13.01,52.82,27.74,7.45,0,0,0,NA,NA,NA
1610000000000_200,1610000000000_200,0.14,1.91,98.09,0,0,100,27.45,1963,79525,NA,NA,NA,NA,63.37,19.56,36.01,6.95,0,0,0,NA,NA,8.69
1610000000000_201,1610000000000_201,0.12,0,100,0,0,100,29.05,1960,179125,NA,NA,NA,NA,66.86,19.56,29.21,12.85,0,0,0,NA,NA,10.64
1610000000000_202,1610000000000_202,0.12,NA,NA,NA,NA,NA,29.05,1960,179125,NA,NA,NA,NA,66.86,19.56,29.21,12.85,0,0,0,NA,NA,10.64
1610000000000_203,1610000000000_203,0.12,0,100,0,0,100,28.85,1960,136000,NA,NA,NA,NA,66.86,19.56,29.21,0,0,0,0,NA,NA,8.83
1610000000000_204,1610000000000_204,0.11,0,100,0,0,100,28.68,1961,146353,NA,NA,NA,NA,66.44,19.56,46.69,6.9,0,0,0,NA,NA,8.34
1610000000000_205,1610000000000_205,0.11,0.48,99.52,0,0,100,28.76,1959,204202,NA,NA,NA,NA,58.08,19.56,25.56,7.7,0,0,0,NA,NA,7.24
1610000000000_206,1610000000000_206,0.12,0,100,0,0,100,28.95,1962,179125,NA,NA,NA,NA,66.86,19.56,29.21,4.4,0,0,0,NA,NA,18.49
57700000000000_207,57700000000000_207,0.14,0,100,0,0,100,30.2,1986,88255,76.5,NA,NA,42.5,54.34,64.45,29.89,29.7,0,0,0,NA,NA,13.38
57700000000000_208,57700000000000_208,0.17,11.41,88.59,0,0,100,28.33,2010,34375,53.5,43.62,NA,42.5,50.18,64.45,49.06,NA,1,0,0,NA,229,5.25
57700000000000_209,57700000000000_209,0.17,NA,NA,NA,NA,NA,28.33,2010,34375,53.5,43.62,NA,42.5,50.18,64.45,49.06,NA,1,0,0,NA,229,5.25
57700000000000_210,57700000000000_210,0.18,0,100,0,0,100,28.04,1958,87375,60,NA,NA,42.5,49.96,64.45,48.33,20.05,0,0,0,NA,NA,7.5
57700000000000_211,57700000000000_211,0.15,0,100,0,0,100,29.23,1954,48083,68,NA,NA,42.5,55.3,64.45,42.44,24.25,0,0,0,NA,NA,15.88
43700000000000_212,43700000000000_212,0.12,0,100,0,0,100,28.89,1963,185795,8.5,NA,NA,NA,13.01,52.82,33.17,6.7,0,0,0,NA,NA,15.67
20700000000000_213,20700000000000_213,0.14,0,99.83,0,0.17,100,31.11,2016,48994,NA,NA,NA,NA,NA,NA,NA,31.55,1,0,0,NA,NA,NA
20700000000000_214,20700000000000_214,0.14,NA,NA,NA,NA,NA,31.11,2016,48994,NA,NA,NA,NA,NA,NA,NA,31.55,1,0,0,NA,NA,NA
15600000000000_215,15600000000000_215,0.12,0,100,0,0,100,32.66,2008,121750,58.5,NA,NA,NA,49.73,27.08,40.16,15.5,0,0,0,NA,NA,59.15
43700000000000_216,43700000000000_216,0.11,0,100,0,0,100,28.66,1959,160779,43.5,NA,NA,NA,29.3,52.82,39.16,12.85,1,0,0,NA,NA,12.99
41700000000000_217,41700000000000_217,0.19,0,100,0,0,100,24.77,1953,179722,63.5,NA,NA,NA,21.78,51.16,33.39,26,0,0,0,NA,NA,8.73
41700000000000_218,41700000000000_218,0.14,0,99.84,0,0.16,100,27.1,1940,150685,31.5,NA,NA,NA,31.27,51.16,47.52,12.45,0,0,0,NA,NA,11.28
41700000000000_219,41700000000000_219,0.08,0,100,0,0,100,28.14,1993,88869,47,NA,NA,NA,42.33,51.16,50.81,11.45,0,0,0,NA,NA,11.11
41700000000000_220,41700000000000_220,0.16,0,75.97,10.42,13.6,100,25.46,1968,179000,18.5,NA,NA,NA,27.33,51.16,24.64,10.35,0,0,0,NA,NA,8.3
41700000000000_221,41700000000000_221,0.15,0,98.41,1.43,0.16,100,26.76,1954,229625,41,NA,NA,NA,42.33,51.16,26.38,16.3,0,0,0,NA,NA,15.1
41700000000000_224,41700000000000_224,0.2,3.67,78.12,4.63,13.58,100,20.84,NA,228106,21,NA,NA,NA,38.38,51.16,28.04,9.15,0,0,0,NA,NA,6.27
41700000000000_225,41700000000000_225,0.06,4.7,95.3,0,0,100,26.9,NA,141157,NA,NA,NA,NA,19.18,51.16,42.51,12.85,0,0,0,NA,NA,NA
41700000000000_226,41700000000000_226,0.19,0.32,88.48,10.64,0.56,100,24.41,1954,136406,6,NA,NA,NA,21.73,51.16,16.17,44.2,0,0,0,NA,NA,14.22
41700000000000_227,41700000000000_227,0.09,11.17,88.83,0,0,100,26.68,1994,158958,8,NA,NA,NA,19.18,51.16,31.41,5.85,0,0,0,NA,NA,8.67
41700000000000_228,41700000000000_228,0.08,12.96,84.86,0,2.18,100,25.41,NA,150556,7,NA,NA,NA,19.18,51.16,20.34,5.5,0,0,0,NA,NA,11.41
43700000000000_229,43700000000000_229,0.11,0,98.38,0,1.62,100,29.33,2011,93269,44,19.58,NA,NA,59.06,52.82,45.85,NA,1,0,0,NA,563,28.75
17600000000000_230,17600000000000_230,0.17,NA,NA,NA,NA,NA,29.22,1921,50958,64.5,NA,NA,NA,69.99,20.46,35.75,27.85,0,0,0,NA,NA,13.19
27700000000000_231,27700000000000_231,0.21,0.24,87.56,4.57,7.62,100,24.54,1949,91056,82,NA,NA,NA,49.92,39.52,46.89,40.1,0,0,0,NA,NA,15.49
27700000000000_232,27700000000000_232,0.12,10.86,63.74,0,25.4,100,23.3,1965,89506,85.5,NA,NA,NA,59.6,39.52,41.36,38.25,0,0,0,NA,NA,23.77
27700000000000_233,27700000000000_233,0.21,36.2,24.37,0.2,39.23,100,22.58,1978,117748,81.5,NA,NA,NA,59.6,39.52,41.36,37.6,0,0,0,NA,NA,52.18
15600000000000_234,15600000000000_234,0.14,0,49.85,0,50.15,100,33.66,1955,56142,90,NA,NA,NA,70.9,27.08,55.77,38.65,0,0,0,NA,NA,19.55
41700000000000_235,41700000000000_235,0.16,0.73,77.24,4.15,17.89,100,22.84,NA,109861,12,NA,NA,NA,53.97,51.16,19.11,9.95,0,0,0,NA,NA,12.81
11600000000000_236,11600000000000_236,0.17,0,99.75,0,0.25,100,28.95,1952,56250,85,NA,NA,NA,60.5,22.22,49.32,34.85,1,0,0,NA,NA,21.41
10600000000000_238,10600000000000_238,0.18,0,100,0,0,100,28.17,1962,78611,50,NA,NA,NA,54.54,29.25,37.56,22.9,0,0,0,NA,NA,12.95
1750000000000_239,1750000000000_239,0.14,0,98.56,0,1.44,100,28.77,NA,117120,NA,NA,NA,NA,26.01,19.56,39.39,6.65,0,0,0,NA,NA,NA
1750000000000_240,1750000000000_240,0.14,0,98.2,0,1.8,100,28.58,1966,130729,NA,NA,NA,NA,26.01,19.56,39.39,13.05,0,0,0,NA,NA,12.29
1750000000000_241,1750000000000_241,0.14,0,96.12,0,3.88,100,28.61,1961,150444,NA,NA,NA,NA,26.01,19.56,39.39,7.25,0,0,0,NA,NA,16.81
1750000000000_242,1750000000000_242,0.11,0,100,0,0,100,29.42,1968,125750,NA,NA,NA,NA,27.93,19.56,38.43,67.65,0,0,0,NA,NA,6.86
54700000000000_243,54700000000000_243,0.1,0,77.75,0,22.25,100,37.29,NA,39000,NA,NA,NA,NA,44.85,61.96,55.56,39.25,1,0,0,NA,NA,NA
15600000000000_244,15600000000000_244,0.13,0,100,0,0,100,32.92,2003,NA,89,NA,NA,NA,84.72,27.08,54.94,22.4,0,0,0,NA,NA,76.34
41700000000000_245,41700000000000_245,0.12,0,100,0,0,100,27.6,1945,90750,62.5,NA,NA,NA,46.72,51.16,52.45,22.35,0,0,0,NA,NA,13.27
10600000000000_246,10600000000000_246,0.14,0,100,0,0,100,29.76,1952,81208,68.5,28.37,NA,267,71.87,29.25,56.21,NA,1,0,0,NA,431.5,15.21
39700000000000_247,39700000000000_247,0.25,0,100,0,0,100,26.61,NA,111250,46,NA,NA,NA,28.96,49.49,47.93,12.05,0,1,0,NA,NA,13
15600000000000_248,15600000000000_248,0.11,0,71.2,0,28.8,100,33.72,1930,83108,87.5,NA,NA,NA,70.9,27.08,55.77,26.95,0,0,0,NA,NA,16.6
27700000000000_249,27700000000000_249,0.17,0,80.44,0,19.56,100,25.9,2010,69125,64.5,NA,NA,NA,NA,NA,NA,15.45,0,0,0,NA,NA,9.52
15600000000000_250,15600000000000_250,0.13,0,100,0,0,100,33.28,2004,NA,NA,NA,NA,NA,84.71,27.08,57.87,24.4,0,0,0,NA,NA,NA
10600000000000_251,10600000000000_251,0.16,NA,NA,NA,NA,NA,28.15,1991,151250,41,NA,NA,NA,25.47,29.25,37.15,12.1,1,0,0,NA,NA,45.46
7620000000000_252,7620000000000_252,0.12,0,100,0,0,100,30.86,1962,98281,NA,NA,NA,NA,77.78,21.42,42.57,33.6,0,0,0,NA,NA,24.9
7620000000000_253,7620000000000_253,0.14,43.1,56.9,0,0,100,27.04,1992,112596,NA,NA,NA,NA,77.78,21.42,42.57,23.15,0,0,0,NA,NA,14.09
7620000000000_254,7620000000000_254,0.11,0.09,98.52,0,1.39,100,29.47,NA,146619,NA,NA,NA,NA,77.78,21.42,37.9,21.1,0,0,0,NA,NA,14.08
10600000000000_256,10600000000000_256,0.11,0,98.73,0,1.27,100,29.96,1967,49107,NA,NA,NA,32.5,62.75,29.25,39.36,17.5,1,0,0,NA,890,NA
17600000000000_257,17600000000000_257,0.16,30.54,60.85,3.03,5.58,100,23.79,1954,50000,NA,NA,NA,NA,85.65,20.46,22.07,41.1,1,0,0,NA,NA,NA
17600000000000_258,17600000000000_258,0.16,NA,NA,NA,NA,NA,23.79,1954,50000,NA,NA,NA,NA,85.65,20.46,22.07,41.1,1,0,0,NA,NA,NA
17600000000000_259,17600000000000_259,0.16,NA,NA,NA,NA,NA,23.79,1954,50000,NA,NA,NA,NA,85.65,20.46,22.07,41.1,1,0,0,NA,NA,NA
17600000000000_260,17600000000000_260,0.16,NA,NA,NA,NA,NA,23.79,1954,50000,NA,NA,NA,NA,85.65,20.46,22.07,41.1,1,0,0,NA,NA,NA
17600000000000_261,17600000000000_261,0.16,NA,NA,NA,NA,NA,23.79,1954,50000,NA,NA,NA,NA,85.65,20.46,22.07,41.1,1,0,0,NA,NA,NA
17600000000000_262,17600000000000_262,0.16,NA,NA,NA,NA,NA,23.79,1954,50000,NA,NA,NA,NA,85.65,20.46,22.07,41.1,1,0,0,NA,NA,NA
17600000000000_263,17600000000000_263,0.16,NA,NA,NA,NA,NA,23.79,1954,50000,NA,NA,NA,NA,85.65,20.46,22.07,41.1,1,0,0,NA,NA,NA
41700000000000_264,41700000000000_264,0.1,13.62,86.38,0,0,100,27.16,2012,250000,7,NA,NA,NA,38.89,51.16,46.54,10.25,0,0,0,NA,NA,13.33
1610000000000_265,1610000000000_265,0.07,0,100,0,0,100,28.79,2004,31944,NA,NA,NA,1523.5,194.4,19.56,49.24,40.35,0,0,0,NA,NA,8.75
10600000000000_266,10600000000000_266,0.14,0,13.34,76.33,10.33,100,28.09,NA,65556,NA,NA,NA,NA,24.06,29.25,32.39,26.6,1,0,0,NA,NA,NA
10600000000000_267,10600000000000_267,0.14,NA,NA,NA,NA,NA,28.09,NA,65556,NA,NA,NA,NA,24.06,29.25,32.39,26.6,1,0,0,NA,NA,NA
43700000000000_268,43700000000000_268,0.12,0,100,0,0,100,29.04,2005,237083,6.5,NA,NA,NA,9.86,52.82,42.23,3.1,0,0,0,NA,NA,20.92
10700000000000_269,10700000000000_269,0.12,0,91.08,0,8.92,100,31.17,2003,93398,46.5,NA,NA,NA,99.16,29.25,39.83,20.65,0,0,0,NA,NA,22.76
16700000000000_270,16700000000000_270,0.1,NA,NA,NA,NA,NA,34.95,NA,59024,NA,NA,NA,NA,45.07,42.51,20.5,25.95,1,0,0,NA,NA,NA
39700000000000_271,39700000000000_271,0.12,0,100,0,0,100,30.48,1950,56078,84.5,NA,NA,NA,102.71,49.49,43.87,39.4,0,0,0,NA,NA,19.07
16700000000000_272,16700000000000_272,0.09,0,99.75,0,0.25,100,35.7,2001,57543,96.5,NA,NA,NA,45.07,42.51,20.5,46.8,1,0,0,NA,NA,15.18
15600000000000_273,15600000000000_273,0.13,NA,NA,NA,NA,NA,31.36,1999,36250,83.5,NA,NA,NA,45.4,27.08,54.21,39.35,0,0,0,NA,NA,19.79
10600000000000_274,10600000000000_274,0.25,0,100,0,0,100,27.55,1953,50833,NA,NA,NA,28,139.35,29.25,58.31,34.9,1,1,1,NA,371.5,NA
10700000000000_275,10700000000000_275,0.14,4.35,95.65,0,0,100,29.34,NA,33362,91.5,NA,NA,NA,90.29,29.25,51.24,17.45,0,0,0,NA,NA,13.55
20700000000000_276,20700000000000_276,0.16,0,99.9,0,0.1,100,30.64,NA,128635,87.5,NA,NA,NA,NA,NA,NA,38.1,1,0,0,NA,NA,23.63
10800000000000_277,10800000000000_277,0.17,0,100,0,0,100,31.27,1975,81964,78.5,NA,NA,NA,103.52,29.25,69.12,24.65,1,0,0,NA,NA,23.43
15600000000000_278,15600000000000_278,0.13,0,99.92,0,0.08,100,32.67,1953,97103,83,NA,NA,NA,NA,NA,NA,37.65,0,0,0,NA,NA,66.14
39700000000000_279,39700000000000_279,0.13,0,100,0,0,100,30.88,NA,48176,91.5,NA,NA,NA,102.68,49.49,48.53,32.15,0,0,0,NA,NA,20.04
24700000000000_280,24700000000000_280,0.23,5.64,36.12,0,58.24,100,28.73,NA,44792,78,NA,NA,NA,72.17,37.03,51.11,32.15,1,0,0,NA,NA,4.88
15700000000000_281,15700000000000_281,0.13,0,100,0,0,100,32.64,1928,53774,84.5,NA,NA,NA,59.59,27.08,49.45,22.2,1,0,0,NA,NA,20.12
15700000000000_282,15700000000000_282,0.12,0,100,0,0,100,32.73,1928,70469,84.5,NA,NA,NA,59.59,27.08,49.45,22.2,1,0,0,NA,NA,20.12
15700000000000_283,15700000000000_283,0.12,0,100,0,0,100,32.79,1928,36190,84.5,NA,NA,NA,59.59,27.08,50.25,22.2,1,0,0,NA,NA,20.12
15700000000000_284,15700000000000_284,0.13,0,100,0,0,100,32.48,1998,39063,88,NA,NA,NA,59.59,27.08,49.45,18.45,1,0,0,NA,NA,13.5
10600000000000_285,10600000000000_285,0.14,0,100,0,0,100,31.43,1906,NA,81,NA,NA,NA,139.35,29.25,62.48,21,0,0,0,NA,NA,47.85
10600000000000_286,10600000000000_286,0.17,0,100,0,0,100,33.28,NA,71058,NA,NA,NA,NA,87.57,29.25,64.73,22.65,0,0,0,NA,NA,NA
24700000000000_287,24700000000000_287,0.22,0,100,0,0,100,28.52,NA,59464,89.5,NA,NA,NA,126.44,37.03,46.94,15.1,1,0,0,NA,NA,15.48
24700000000000_288,24700000000000_288,0.22,NA,NA,NA,NA,NA,28.52,NA,59464,89.5,NA,NA,NA,126.44,19.56,46.94,15.1,1,0,0,NA,NA,15.48
24700000000000_289,24700000000000_289,0.09,0,100,0,0,100,28.8,NA,133846,89.5,NA,NA,NA,32.86,19.56,32.6,15.1,1,0,0,NA,NA,15.48
24700000000000_290,24700000000000_290,0.16,0,99.01,0,0.99,100,30.52,NA,46813,89.5,NA,NA,NA,75.87,37.03,43.88,15.1,1,0,0,NA,NA,15.48
24700000000000_291,24700000000000_291,0.16,0,70.71,0,29.29,100,30.52,NA,33309,91,NA,NA,NA,75.87,37.03,43.88,15.1,1,0,0,NA,NA,15.48
39100000000000_292,39100000000000_292,0.1,0,95.26,0,4.74,100,31.35,NA,NA,NA,NA,0.46,264,75.18,49.49,56.2,55.6,1,0,0,NA,3475.5,NA
15700000000000_293,15700000000000_293,0.12,0,100,0,0,100,32.82,1930,36190,87.5,NA,NA,NA,59.59,27.08,49.45,18.55,1,0,0,NA,NA,21.24
20700000000000_294,20700000000000_294,0.17,0,49.55,0,50.45,100,30.03,NA,38828,87.5,NA,NA,NA,NA,NA,NA,30.15,0,0,0,NA,NA,12.91
1610000000000_295,1610000000000_295,0.13,0,100,0,0,100,27.2,1955,163500,NA,NA,NA,NA,76.51,19.56,37.12,19.45,0,0,0,NA,NA,19.34
1610000000000_296,1610000000000_296,0.13,0,100,0,0,100,27.29,1956,146250,NA,NA,NA,NA,76.2,19.56,35.82,18.4,0,0,0,NA,NA,9.87
1610000000000_297,1610000000000_297,0.1,5.65,93.79,0,0.56,100,26.77,1953,68939,NA,NA,NA,NA,75.09,19.56,61,31.4,0,0,0,NA,NA,12.29
1610000000000_298,1610000000000_298,0.1,0,100,0,0,100,28.17,1952,63333,NA,NA,NA,NA,60.29,19.56,40.66,26.15,0,0,0,NA,NA,10.25
1610000000000_299,1610000000000_299,0.11,0,100,0,0,100,28.3,1949,152976,NA,NA,NA,NA,83.51,19.56,42.51,23.3,1,0,0,NA,NA,73.29
1610000000000_300,1610000000000_300,0.11,NA,NA,NA,NA,NA,28.3,1949,152976,NA,NA,NA,NA,83.51,19.56,42.51,23.3,1,0,0,NA,NA,73.29
1610000000000_301,1610000000000_301,0.11,NA,NA,NA,NA,NA,28.3,1949,152976,NA,NA,NA,NA,83.51,19.56,42.51,23.3,1,0,0,NA,NA,73.29
1610000000000_302,1610000000000_302,0.09,0,100,0,0,100,28.01,1956,NA,NA,NA,NA,NA,62.7,19.56,51.29,17.45,0,0,0,NA,NA,21.46
43700000000000_303,43700000000000_303,0.15,0,98.57,0,1.43,100,28.33,NA,211860,9,NA,NA,NA,10.29,52.82,24.46,5.7,0,0,0,NA,NA,7.04
10600000000000_304,10600000000000_304,0.16,0,100,0,0,100,29.72,2007,66875,66,39.71,NA,267,71.87,29.25,56.21,NA,1,0,0,NA,674.5,16.99
10600000000000_305,10600000000000_305,0.15,0,100,0,0,100,30.36,2005,45238,93,NA,NA,NA,80.23,29.25,46.97,43,0,0,0,NA,NA,15.45
10600000000000_306,10600000000000_306,0.17,0,83.33,0,16.67,100,29.52,1957,117370,NA,NA,NA,NA,71.87,29.25,56.21,17.1,0,0,0,NA,NA,NA
52700000000000_307,52700000000000_307,0.2,0,17.46,0,82.54,100,29.14,2006,47886,NA,NA,NA,NA,67.11,60.29,29.97,13.4,0,0,0,NA,NA,NA
48700000000000_308,48700000000000_308,0.14,0,99.44,0,0.56,100,29.38,1982,128914,NA,NA,NA,NA,77.03,57.8,22.55,NA,0,0,0,NA,NA,NA
48700000000000_309,48700000000000_309,0.15,0.08,91.83,0,8.09,100,29.12,1993,99669,35.5,NA,NA,NA,77.03,57.8,21.24,13.45,0,0,0,NA,NA,24.46
48700000000000_310,48700000000000_310,0.18,0,99.76,0,0.24,100,29.55,1979,74101,39,NA,NA,NA,14.99,57.8,38.83,14.2,0,0,0,NA,NA,12.39
43700000000000_314,43700000000000_314,0.13,0,96.64,0,3.36,100,29.14,2001,70125,60.5,NA,NA,NA,39.03,52.82,53.59,22.4,0,0,0,NA,NA,8.5
54700000000000_315,54700000000000_315,0.15,0,91.83,0,8.17,100,30.61,1995,NA,93,NA,NA,NA,NA,NA,NA,16.05,1,0,0,NA,NA,35.75
44700000000000_316,44700000000000_316,0.12,0,100,0,0,100,26.78,1938,72941,94,NA,NA,NA,56.91,53.65,50.32,26.45,0,0,0,NA,NA,17.27
54700000000000_317,54700000000000_317,0.17,NA,NA,NA,NA,NA,29.39,NA,52688,95,NA,NA,NA,NA,NA,NA,19.45,1,0,0,NA,NA,28.38
54700000000000_318,54700000000000_318,0.17,NA,NA,NA,NA,NA,29.39,NA,52688,95,NA,NA,NA,NA,NA,NA,19.45,1,0,0,NA,NA,28.38
54700000000000_319,54700000000000_319,0.17,NA,NA,NA,NA,NA,29.39,NA,52688,95,NA,NA,NA,NA,NA,NA,19.45,1,0,0,NA,NA,28.38
54700000000000_320,54700000000000_320,0.17,0,100,0,0,100,29.7,NA,65643,95,NA,NA,NA,NA,NA,NA,25.25,1,0,0,NA,NA,37.58
54700000000000_321,54700000000000_321,0.17,NA,NA,NA,NA,NA,29.7,NA,65643,95,NA,NA,NA,NA,NA,NA,25.25,1,0,0,NA,NA,37.58
10600000000000_322,10600000000000_322,0.16,0,100,0,0,100,30.67,1956,66597,90.5,NA,NA,NA,86.64,29.25,43.3,38.85,0,0,0,NA,NA,14.89
52700000000000_323,52700000000000_323,0.2,0,96.09,0,3.91,100,27.39,1943,65607,77.5,NA,NA,NA,83.49,60.29,42.46,43.4,0,0,0,NA,NA,16.71
43700000000000_324,43700000000000_324,0.13,0,99.92,0,0.08,100,26.82,2004,238472,14,NA,NA,NA,26.77,52.82,14.16,3.9,0,0,0,NA,NA,7.89
4620000000000_325,4620000000000_325,0.15,0,95.22,0,4.78,100,28.08,NA,40323,NA,NA,NA,NA,57.55,19.73,38.29,46.5,0,0,0,NA,NA,15.26
4620000000000_326,4620000000000_326,0.16,0,61.57,3.09,35.34,100,28.2,NA,54286,NA,NA,NA,NA,57.42,19.73,46.88,35.55,0,0,0,NA,NA,16.48
45700000000000_327,45700000000000_327,0.22,7.14,17.54,0,75.32,100,27.39,1981,57130,51.5,NA,NA,NA,50.47,54.48,31.65,23.45,0,0,0,NA,NA,16.6
43700000000000_328,43700000000000_328,0.13,0,100,0,0,100,29.92,1965,234643,21,NA,NA,NA,18.38,52.82,38.76,11.5,0,0,0,NA,NA,10.2
10600000000000_329,10600000000000_329,0.16,0,100,0,0,100,28.74,1956,45913,87,NA,NA,NA,80.23,29.25,42.53,28.75,0,0,0,NA,NA,12.6
