Order,School_ID,NDVI_median,NDVI_Under_Over_Avg,Land_Surface_Temp
843,36750800000000_1858,0.17,Below Average,39.78
844,15737400000000_2093,0.17,Below Average,41.66
845,30665200000000_2157,0.17,Below Average,38.11
846,19102000000000_2192,0.17,Below Average,38.73
847,54720700000000_2256,0.17,Below Average,40.45
848,19650000000000_2353,0.17,Below Average,42.41
850,36103600000000_2384,0.17,Below Average,39.6
851,36750800000000_2558,0.17,Below Average,41.49
852,30103100000000_2647,0.17,Below Average,38.67
856,19648700000000_2767,0.17,Below Average,38.28
858,19646400000000_2794,0.17,Below Average,40.92
860,19648100000000_3044,0.17,Below Average,41.28
862,36103600000000_3081,0.17,Below Average,39.84
863,36750800000000_3108,0.17,Below Average,41.45
864,36750800000000_3242,0.17,Below Average,39.7
867,15637800000000_3260,0.17,Below Average,39.41
868,36750800000000_3584,0.17,Below Average,40.16
869,30665200000000_3645,0.17,Below Average,38.89
870,19734600000000_3655,0.17,Below Average,39.97
871,30667500000000_3695,0.17,Below Average,37.66
873,30736500000000_3727,0.17,Below Average,37.77
879,30665200000000_3825,0.17,Below Average,37.7
1674,19648200000000_157,0.17,Below Average,39.3
1675,36678500000000_457,0.17,Below Average,41.31
1678,19644800000000_864,0.17,Below Average,43.14
1679,30666700000000_906,0.17,Below Average,38.76
1682,19647300000000_1192,0.17,Below Average,38.16
1683,19647300000000_1558,0.17,Below Average,39.91
1684,19642500000000_1659,0.17,Below Average,40.72
1691,19753100000000_1984,0.17,Below Average,44.17
1694,30666700000000_2120,0.17,Below Average,38.7
1695,19650600000000_2124,0.17,Below Average,36.96
1698,36679300000000_2390,0.17,Below Average,40.41
1699,36679300000000_2530,0.17,Below Average,41.59
1702,19647300000000_2937,0.17,Below Average,36.86
1703,30736400000000_2996,0.17,Below Average,38.28
1706,19647300000000_3228,0.17,Below Average,37.67
1707,19647300000000_3427,0.17,Below Average,41.45
1708,19647300000000_3736,0.17,Below Average,37.86
1711,19647300000000_3763,0.17,Below Average,37.98
4115,48700000000000_21,0.17,Below Average,29.64
4132,48700000000000_311,0.17,Below Average,29.67
4136,10600000000000_355,0.17,Below Average,27.9
4142,10600000000000_448,0.17,Below Average,29.55
4143,10600000000000_477,0.17,Below Average,29.58
4151,30665200000000_1690,0.17,Below Average,38.2
4152,36678800000000_2380,0.17,Below Average,40.03
4154,30665100000000_3256,0.17,Below Average,40.47
10,52700000000000_10,0.18,Below Average,28.71
11,9620000000000_11,0.18,Below Average,28.11
21,51700000000000_22,0.18,Below Average,28.26
26,31800000000000_27,0.18,Below Average,26.58
61,43700000000000_68,0.18,Below Average,26.61
70,54700000000000_78,0.18,Below Average,29.26
80,4610000000000_89,0.18,Below Average,28.82
87,17600000000000_96,0.18,Below Average,28.72
119,7620000000000_129,0.18,Below Average,25.53
174,57700000000000_185,0.18,Below Average,27.36
197,57700000000000_210,0.18,Below Average,28.04
222,10600000000000_238,0.18,Below Average,28.17
293,48700000000000_310,0.18,Below Average,29.55
322,10700000000000_342,0.18,Below Average,29.36
341,7620000000000_363,0.18,Below Average,26.27
350,23700000000000_372,0.18,Below Average,28.27
359,23700000000000_381,0.18,Below Average,28.41
362,3740000000000_384,0.18,Below Average,28.61
419,10600000000000_446,0.18,Below Average,29.36
446,10600000000000_474,0.18,Below Average,28.42
473,15600000000000_505,0.18,Below Average,30.41
880,19646400000000_65,0.18,Below Average,41.72
883,19651000000000_86,0.18,Below Average,38.91
884,19753400000000_235,0.18,Below Average,35.79
885,19102000000000_272,0.18,Below Average,40.42
888,16638750000000_651,0.18,Below Average,40.36
889,36739570000000_660,0.18,Below Average,39.91
891,19102000000000_945,0.18,Below Average,39.86
895,36677400000000_980,0.18,Below Average,38.78
896,33670800000000_1069,0.18,Below Average,39.86
897,30665100000000_1070,0.18,Below Average,39.11
898,36750700000000_1289,0.18,Below Average,38.27
899,19734400000000_1455,0.18,Below Average,39.86
900,54722300000000_1712,0.18,Below Average,41.36
901,19648100000000_2030,0.18,Below Average,39.95
903,19646300000000_2068,0.18,Below Average,39.24
904,15636800000000_2115,0.18,Below Average,43.99
907,11101200000000_2237,0.18,Below Average,37.7
908,56725400000000_2271,0.18,Below Average,35.86
910,15635500000000_2374,0.18,Below Average,38.95
911,36677100000000_2494,0.18,Below Average,39.47
912,19642900000000_2682,0.18,Below Average,39.16
914,36677100000000_3690,0.18,Below Average,39.71
915,19651300000000_3747,0.18,Below Average,38.2
918,19757100000000_3851,0.18,Below Average,40.2
1713,19647300000000_81,0.18,Below Average,37.61
1714,19647300000000_248,0.18,Below Average,38.39
1719,19647100000000_407,0.18,Below Average,38.92
1720,19647100000000_803,0.18,Below Average,39.02
1721,19647300000000_1910,0.18,Below Average,40.48
1722,33671600000000_2129,0.18,Below Average,41.19
1723,19734500000000_2150,0.18,Below Average,38.48
1724,16639600000000_2179,0.18,Below Average,40.51
1728,30666700000000_2449,0.18,Below Average,37.03
1730,19648200000000_2511,0.18,Below Average,39.48
1731,19647300000000_2552,0.18,Below Average,37.11
1732,19648600000000_2639,0.18,Below Average,41.28
1733,36676900000000_2678,0.18,Below Average,38.72
1735,19648600000000_2737,0.18,Below Average,42.41
1737,19647300000000_2859,0.18,Below Average,40.15
1739,36678500000000_2928,0.18,Below Average,41.68
1741,19647300000000_3087,0.18,Below Average,42.79
1742,19647300000000_3088,0.18,Below Average,42.79
1743,36739600000000_3169,0.18,Below Average,38.97
1748,19648600000000_3386,0.18,Below Average,42.47
4133,48700000000000_312,0.18,Below Average,29.7
4135,44700000000000_352,0.18,Below Average,23.59
4155,19102000000000_1562,0.18,Below Average,41.67
4200,19753100000000_2426,0.18,Below Average,42.16
28,42700000000000_29,0.19,Below Average,26.92
34,57700000000000_35,0.19,Below Average,28.11
45,40700000000000_50,0.19,Below Average,26.24
76,4610000000000_84,0.19,Below Average,27.92
82,9620000000000_91,0.19,Below Average,26.48
83,9620000000000_92,0.19,Below Average,27.79
96,9620000000000_106,0.19,Below Average,27.17
114,57700000000000_124,0.19,Below Average,29.93
162,28700000000000_173,0.19,Below Average,28.55
204,41700000000000_217,0.19,Below Average,24.77
211,41700000000000_226,0.19,Below Average,24.41
313,3740000000000_333,0.19,Below Average,28.65
314,45700000000000_334,0.19,Below Average,27.08
344,7620000000000_366,0.19,Below Average,26.89
349,7620000000000_371,0.19,Below Average,25.96
385,45700000000000_409,0.19,Below Average,27.45
420,10600000000000_447,0.19,Below Average,28.83
475,39700000000000_507,0.19,Below Average,29.01
919,19647600000000_39,0.19,Below Average,40.3
920,19646400000000_97,0.19,Below Average,41.81
921,19648400000000_144,0.19,Below Average,39.11
922,19102000000000_147,0.19,Below Average,40.27
923,19644400000000_174,0.19,Below Average,39.53
928,19648100000000_197,0.19,Below Average,40.28
930,19648100000000_199,0.19,Below Average,39.83
932,30664600000000_295,0.19,Below Average,38.6
934,36750700000000_318,0.19,Below Average,38.1
935,19643900000000_429,0.19,Below Average,37.28
937,36676940000000_690,0.19,Below Average,39.27
939,19645500000000_697,0.19,Below Average,40.42
940,19648570000000_706,0.19,Below Average,43.66
943,30665220000000_744,0.19,Below Average,37.48
944,19753410000000_755,0.19,Below Average,36.47
945,19650450000000_799,0.19,Below Average,42.03
948,19645200000000_899,0.19,Below Average,39.09
949,19645500000000_929,0.19,Below Average,40.3
950,19646900000000_944,0.19,Below Average,37.71
953,19643000000000_1044,0.19,Below Average,39.23
954,19645500000000_1100,0.19,Below Average,40.46
957,36678800000000_1216,0.19,Below Average,40.41
958,33670800000000_1236,0.19,Below Average,39.39
959,19648700000000_1247,0.19,Below Average,38.08
960,36677100000000_1257,0.19,Below Average,38.91
961,19646300000000_1321,0.19,Below Average,37.95
963,19644400000000_1567,0.19,Below Average,35.82
964,42767900000000_1575,0.19,Below Average,35.89
971,19734400000000_1711,0.19,Below Average,40.51
972,19647700000000_1721,0.19,Below Average,39.97
973,19649800000000_1726,0.19,Below Average,34.05
974,19644400000000_1736,0.19,Below Average,35.77
975,36677100000000_1741,0.19,Below Average,39.77
976,19753400000000_1816,0.19,Below Average,36.72
977,33670800000000_1926,0.19,Below Average,40.47
979,36678800000000_1960,0.19,Below Average,40.91
980,36678300000000_1998,0.19,Below Average,39.89
984,36677800000000_2071,0.19,Below Average,45.48
985,19646300000000_2118,0.19,Below Average,39.14
988,33672100000000_2203,0.19,Below Average,41.89
990,19734400000000_2244,0.19,Below Average,38.73
992,19769900000000_2378,0.19,Below Average,40.23
994,54721400000000_2412,0.19,Below Average,39.02
996,30666100000000_2467,0.19,Below Average,36.61
997,19753400000000_2478,0.19,Below Average,35.48
998,19647900000000_2508,0.19,Below Average,40.03
999,19643000000000_2543,0.19,Below Average,38.58
1000,30103100000000_2644,0.19,Below Average,39.55
1001,33670600000000_2734,0.19,Below Average,43.61
1002,56725400000000_2877,0.19,Below Average,36.36
1003,33103300000000_2974,0.19,Below Average,40.59
1004,33103300000000_2986,0.19,Below Average,43.54
1005,56725400000000_3038,0.19,Below Average,36.85
1006,33672500000000_3097,0.19,Below Average,41.72
1007,19648100000000_3349,0.19,Below Average,38.97
1008,30666200000000_3379,0.19,Below Average,40.14
1009,19643000000000_3434,0.19,Below Average,38.45
1010,19651000000000_3575,0.19,Below Average,43.09
1011,30666100000000_3605,0.19,Below Average,36.83
1012,30667500000000_3667,0.19,Below Average,37.26
1013,19645500000000_3761,0.19,Below Average,39.83
1015,19646900000000_3772,0.19,Below Average,38.96
1017,19646900000000_3775,0.19,Below Average,37.89
1749,19647300000000_83,0.19,Below Average,39.17
1751,19648600000000_100,0.19,Below Average,41.15
1752,19648600000000_619,0.19,Below Average,40.86
1753,30666700000000_875,0.19,Below Average,38.29
1754,19642500000000_1283,0.19,Below Average,40.34
1755,19647300000000_1389,0.19,Below Average,39.7
1756,19647300000000_1474,0.19,Below Average,37.02
1759,19648600000000_1957,0.19,Below Average,40.27
1761,19647300000000_2232,0.19,Below Average,39.77
1763,19647300000000_2447,0.19,Below Average,39.22
1764,33670300000000_2458,0.19,Below Average,37.64
1778,19642500000000_2739,0.19,Below Average,41.15
1780,30739200000000_3188,0.19,Below Average,38.84
1781,36750400000000_3315,0.19,Below Average,42.4
1783,30666700000000_3646,0.19,Below Average,38.86
1784,36676800000000_3648,0.19,Below Average,38.53
1786,19648200000000_3767,0.19,Below Average,39.59
1787,30666700000000_3769,0.19,Below Average,38.96
1788,36678500000000_3798,0.19,Below Average,39.91
1789,19648600000000_3860,0.19,Below Average,42.9
4125,28700000000000_151,0.19,Below Average,26.83
4137,44700000000000_389,0.19,Below Average,24.29
4157,30665200000000_3136,0.19,Below Average,37.46
17,7620000000000_17,0.2,Below Average,27.39
29,31800000000000_30,0.2,Below Average,26.92
36,7620000000000_37,0.2,Below Average,27.08
132,28700000000000_142,0.2,Below Average,28.99
141,24700000000000_152,0.2,Below Average,29.14
159,40700000000000_170,0.2,Below Average,28.36
209,41700000000000_224,0.2,Below Average,20.84
290,52700000000000_307,0.2,Below Average,29.14
303,52700000000000_323,0.2,Below Average,27.39
325,10700000000000_345,0.2,Below Average,29.79
342,7620000000000_364,0.2,Below Average,26.77
354,23700000000000_376,0.2,Below Average,28.03
486,39700000000000_518,0.2,Below Average,29.07
490,39700000000000_522,0.2,Below Average,28.78
1020,33671200000000_111,0.2,Below Average,39.72
1021,36678800000000_186,0.2,Below Average,41.03
1022,19645500000000_237,0.2,Below Average,40.39
1025,19734400000000_303,0.2,Below Average,38.72
1026,36678200000000_406,0.2,Below Average,38.14
1027,36677100000000_470,0.2,Below Average,39.28
1028,30664800000000_478,0.2,Below Average,38.77
1029,30666000000000_572,0.2,Below Average,37.47
1030,19752900000000_625,0.2,Below Average,39.83
1031,19651000000000_627,0.2,Below Average,40.72
1032,19647090000000_654,0.2,Below Average,38.21
1033,16639250000000_720,0.2,Below Average,40.33
1034,30664980000000_731,0.2,Below Average,35.96
1036,33670900000000_736,0.2,Below Average,40.04
1037,33670330000000_741,0.2,Below Average,40.16
1039,19648100000000_858,0.2,Below Average,41.28
1042,19645200000000_898,0.2,Below Average,39.45
1043,19102000000000_943,0.2,Below Average,37.78
1045,19642100000000_998,0.2,Below Average,38.02
1047,36677100000000_1016,0.2,Below Average,38.65
1048,36677100000000_1020,0.2,Below Average,39.41
1053,19734400000000_1365,0.2,Below Average,40.96
1054,19753400000000_1462,0.2,Below Average,35.11
1055,30667500000000_1473,0.2,Below Average,37.74
1056,19650400000000_1637,0.2,Below Average,39.08
1057,19734400000000_1672,0.2,Below Average,41.24
1060,19648400000000_1773,0.2,Below Average,39.14
1061,30665200000000_1825,0.2,Below Average,37.16
1065,30665200000000_1949,0.2,Below Average,37.8
1067,19649300000000_2105,0.2,Below Average,40.34
1071,19648400000000_2261,0.2,Below Average,39.28
1072,54720700000000_2365,0.2,Below Average,40.33
1073,26736700000000_2386,0.2,Below Average,32.15
1074,33672500000000_2392,0.2,Below Average,41.16
1075,19748000000000_2420,0.2,Below Average,40.27
1076,30666200000000_2442,0.2,Below Average,39.72
1079,33670800000000_2571,0.2,Below Average,41.16
1081,33672000000000_2741,0.2,Below Average,40.91
1082,36677100000000_2841,0.2,Below Average,40.28
1084,19645900000000_2873,0.2,Below Average,38.62
1086,19734400000000_3040,0.2,Below Average,40.2
1087,19647900000000_3113,0.2,Below Average,38.91
1088,33669900000000_3287,0.2,Below Average,37.76
1790,19647300000000_285,0.2,Below Average,37.2
1792,19647300000000_306,0.2,Below Average,37.67
1793,19753100000000_334,0.2,Below Average,37.16
1794,36676800000000_462,0.2,Below Average,38.43
1795,19642500000000_642,0.2,Below Average,41.1
1797,30736400000000_1030,0.2,Below Average,37.78
1798,56768300000000_1180,0.2,Below Average,37.35
1799,19643300000000_1430,0.2,Below Average,37.4
1802,19648600000000_1840,0.2,Below Average,42.79
1804,19753100000000_1958,0.2,Below Average,40.33
1805,19648200000000_2027,0.2,Below Average,40.17
1808,19647300000000_2999,0.2,Below Average,40.48
1809,36678500000000_3074,0.2,Below Average,40.19
1819,19648200000000_3503,0.2,Below Average,39.4
1820,19650600000000_3595,0.2,Below Average,36.16
75,4610000000000_83,0.21,Below Average,26.36
88,23700000000000_98,0.21,Below Average,28.97
164,28700000000000_175,0.21,Below Average,27.58
216,27700000000000_231,0.21,Below Average,24.54
218,27700000000000_233,0.21,Below Average,22.58
319,45700000000000_339,0.21,Below Average,28.3
358,23700000000000_380,0.21,Below Average,26.84
360,3740000000000_382,0.21,Below Average,28.53
383,52700000000000_407,0.21,Below Average,27.11
386,58700000000000_410,0.21,Below Average,28.2
483,39700000000000_515,0.21,Below Average,27.39
1095,19648700000000_6,0.21,Below Average,38.17
1097,33671200000000_156,0.21,Below Average,40.36
1098,19642100000000_304,0.21,Below Average,37.45
1099,33671200000000_435,0.21,Below Average,39.73
1101,19734400000000_548,0.21,Below Average,40.35
1106,33671200000000_584,0.21,Below Average,40.28
1109,19642900000000_622,0.21,Below Average,39.1
1110,33671240000000_664,0.21,Below Average,40.97
1112,19649310000000_666,0.21,Below Average,40.36
1114,19752910000000_676,0.21,Below Average,40.42
1115,19642870000000_680,0.21,Below Average,39.21
1121,19734450000000_717,0.21,Below Average,38.2
1123,36678760000000_742,0.21,Below Average,40.47
1125,19651020000000_790,0.21,Below Average,42.47
1127,56725400000000_832,0.21,Below Average,35.54
1128,30665200000000_837,0.21,Below Average,37.66
1134,56724600000000_849,0.21,Below Average,35.52
1135,33671200000000_868,0.21,Below Average,38.45
1136,33751800000000_925,0.21,Below Average,40.57
1137,19645200000000_1005,0.21,Below Average,38.92
1138,30666200000000_1014,0.21,Below Average,40.61
1139,19642900000000_1034,0.21,Below Average,39.79
1140,19648100000000_1061,0.21,Below Average,40.3
1142,19648100000000_1095,0.21,Below Average,39.03
1144,30666100000000_1233,0.21,Below Average,34.47
1145,56725400000000_1239,0.21,Below Average,35.98
1146,36677100000000_1241,0.21,Below Average,39.85
1151,33672100000000_1264,0.21,Below Average,41.42
1152,30665100000000_1266,0.21,Below Average,40.03
1157,54722600000000_1339,0.21,Below Average,41.96
1158,33672000000000_1371,0.21,Below Average,42.03
1159,19648700000000_1461,0.21,Below Average,38.11
1160,19648400000000_1482,0.21,Below Average,39.03
1161,33670900000000_1523,0.21,Below Average,39.04
1162,30664700000000_1781,0.21,Below Average,37.89
1163,36678800000000_1803,0.21,Below Average,40.72
1164,19647700000000_1850,0.21,Below Average,38.53
1167,19757100000000_1857,0.21,Below Average,40.21
1168,19752900000000_1923,0.21,Below Average,40.42
1169,33672300000000_1953,0.21,Below Average,39.78
1170,19648100000000_2032,0.21,Below Average,40.23
1171,19648100000000_2036,0.21,Below Average,40.03
1172,19648100000000_2046,0.21,Below Average,40.74
1174,19645500000000_2058,0.21,Below Average,39.91
1175,33671200000000_2065,0.21,Below Average,40.11
1176,19646300000000_2154,0.21,Below Average,37.82
1177,19648400000000_2164,0.21,Below Average,38.33
1180,33672000000000_2278,0.21,Below Average,41.59
1181,30664800000000_2293,0.21,Below Average,38.55
1182,36745200000000_2294,0.21,Below Average,38.84
1187,19753300000000_2469,0.21,Below Average,35.09
1189,19648100000000_2519,0.21,Below Average,39.77
1190,19646900000000_2557,0.21,Below Average,38.45
1191,19648400000000_2574,0.21,Below Average,40.09
1192,30665200000000_2599,0.21,Below Average,37.05
1193,19646300000000_2638,0.21,Below Average,37.67
1194,36677100000000_2656,0.21,Below Average,39.8
1196,19752900000000_2685,0.21,Below Average,39.16
1199,33672100000000_2801,0.21,Below Average,40.47
1201,19642900000000_2826,0.21,Below Average,39.2
1202,19651000000000_2862,0.21,Below Average,42.34
1203,33671200000000_2874,0.21,Below Average,40.46
1204,33671700000000_2905,0.21,Below Average,43.77
1205,19645500000000_2932,0.21,Below Average,40.03
1207,33672300000000_3005,0.21,Below Average,40.98
1211,30665200000000_3045,0.21,Below Average,37.49
1212,19645500000000_3106,0.21,Below Average,40.7
1213,30667500000000_3138,0.21,Below Average,38.17
1214,36677100000000_3161,0.21,Below Average,40.11
1215,36677100000000_3196,0.21,Below Average,38.61
1216,54722500000000_3207,0.21,Below Average,39.83
1218,54718400000000_3311,0.21,Below Average,40.11
1219,19651000000000_3329,0.21,Below Average,39.65
1220,30665200000000_3344,0.21,Below Average,37.45
1221,19648100000000_3352,0.21,Below Average,39.16
1225,33751800000000_3425,0.21,Below Average,39.59
1226,33671200000000_3465,0.21,Below Average,36.72
1227,19642900000000_3468,0.21,Below Average,39.17
1228,33671800000000_3505,0.21,Below Average,42.78
1230,33671200000000_3576,0.21,Below Average,39.47
1231,19734400000000_3663,0.21,Below Average,41.34
1232,19648100000000_3677,0.21,Below Average,40.08
1234,19647700000000_3760,0.21,Below Average,39.08
1823,19647300000000_29,0.21,Below Average,38.76
1825,19647300000000_143,0.21,Below Average,40.42
1826,19647300000000_190,0.21,Below Average,38.29
1828,19647300000000_276,0.21,Below Average,38.8
1832,19650600000000_769,0.21,Below Average,37.59
1833,29103000000000_951,0.21,Below Average,39.03
1837,19647300000000_1463,0.21,Below Average,37.14
1838,19734500000000_1468,0.21,Below Average,40.97
1839,19647300000000_1512,0.21,Below Average,39.89
1840,36750400000000_1566,0.21,Below Average,39.22
1841,19648200000000_1595,0.21,Below Average,39.02
1842,19643500000000_1742,0.21,Below Average,44.28
1843,19650600000000_1820,0.21,Below Average,36.8
1844,36678500000000_1945,0.21,Below Average,41.14
1848,19651400000000_1990,0.21,Below Average,42.03
1849,30666700000000_2137,0.21,Below Average,38.41
1851,19649100000000_2239,0.21,Below Average,38.87
1853,19650600000000_2428,0.21,Below Average,37.1
1854,19734500000000_2587,0.21,Below Average,38.91
1856,33670300000000_2773,0.21,Below Average,37.49
1858,19650600000000_3190,0.21,Below Average,36.97
1859,19647300000000_3257,0.21,Below Average,42.22
1860,19650600000000_3461,0.21,Below Average,37.1
1861,30736400000000_3490,0.21,Below Average,39.14
4158,19650400000000_367,0.21,Below Average,38.64
4162,33672300000000_1250,0.21,Below Average,39.03
4163,30665200000000_1993,0.21,Below Average,37.86
4168,19768700000000_2389,0.21,Below Average,36.35
4169,30665200000000_2460,0.21,Below Average,38.34
4170,36678400000000_2914,0.21,Below Average,38.85
4171,19753400000000_2917,0.21,Below Average,34.16
4173,30664800000000_3294,0.21,Below Average,38.02
4202,30666700000000_1838,0.21,Below Average,39.16
12,31700000000000_12,0.22,Below Average,26.83
14,45700000000000_14,0.22,Below Average,26.96
72,4610000000000_80,0.22,Below Average,26.2
81,9620000000000_90,0.22,Below Average,27.79
100,9620000000000_110,0.22,Below Average,26.59
270,24700000000000_287,0.22,Below Average,28.52
307,45700000000000_327,0.22,Below Average,27.39
331,44800000000000_351,0.22,Below Average,25.85
346,7620000000000_368,0.22,Below Average,25.85
367,44700000000000_390,0.22,Below Average,20.22
1235,30664800000000_2,0.22,Below Average,38.01
1237,30665200000000_44,0.22,Below Average,37.66
1238,36677100000000_46,0.22,Below Average,40.28
1239,36677100000000_61,0.22,Below Average,38.89
1240,19642100000000_62,0.22,Below Average,38.2
1242,19645200000000_130,0.22,Below Average,38.6
1243,56724600000000_138,0.22,Below Average,34.58
1244,33671200000000_193,0.22,Below Average,39.2
1245,36677100000000_196,0.22,Below Average,40.01
1246,19753400000000_224,0.22,Below Average,34.09
1247,19646300000000_226,0.22,Below Average,38.17
1248,30665200000000_253,0.22,Below Average,37.6
1249,19644700000000_336,0.22,Below Average,38.41
1250,36677100000000_351,0.22,Below Average,39.28
1251,33671700000000_388,0.22,Below Average,43.52
1252,19642900000000_403,0.22,Below Average,38.39
1253,19734400000000_416,0.22,Below Average,38.85
1256,19648100000000_421,0.22,Below Average,39.97
1258,56725400000000_423,0.22,Below Average,35.49
1259,36678400000000_475,0.22,Below Average,40.66
1260,36103600000000_542,0.22,Below Average,40.86
1261,19651000000000_575,0.22,Below Average,40.09
1263,36677100000000_617,0.22,Below Average,39.83
1264,33103300000000_672,0.22,Below Average,39.09
1266,19647740000000_688,0.22,Below Average,38.92
1269,36677100000000_809,0.22,Below Average,38.59
1270,19644500000000_818,0.22,Below Average,39.55
1272,56725400000000_829,0.22,Below Average,35.64
1274,33751800000000_853,0.22,Below Average,39.84
1277,30665200000000_955,0.22,Below Average,37.74
1278,19643000000000_957,0.22,Below Average,39.33
1279,33671200000000_970,0.22,Below Average,39.43
1281,19648700000000_1046,0.22,Below Average,39.22
1283,19642100000000_1072,0.22,Below Average,38.17
1284,30664700000000_1104,0.22,Below Average,37.61
1285,30666100000000_1149,0.22,Below Average,35.08
1287,19651000000000_1208,0.22,Below Average,40.95
1290,30666100000000_1310,0.22,Below Average,35.14
1291,19646300000000_1366,0.22,Below Average,37.88
1294,42692000000000_1408,0.22,Below Average,32.82
1296,33670800000000_1443,0.22,Below Average,41.66
1297,30665200000000_1447,0.22,Below Average,37.51
1298,19752900000000_1464,0.22,Below Average,40.39
1299,33103300000000_1506,0.22,Below Average,40.33
1300,36678800000000_1511,0.22,Below Average,40.48
1301,30664800000000_1520,0.22,Below Average,38.11
1302,19642900000000_1544,0.22,Below Average,39.29
1303,19644400000000_1667,0.22,Below Average,38.67
1304,19647700000000_1729,0.22,Below Average,38.92
1305,19650400000000_1774,0.22,Below Average,38.09
1307,19648700000000_1777,0.22,Below Average,38.48
1308,33751800000000_1812,0.22,Below Average,41.86
1309,36677100000000_1834,0.22,Below Average,39.95
1310,19644400000000_1842,0.22,Below Average,38.73
1311,30666000000000_1896,0.22,Below Average,36.39
1316,19734400000000_1907,0.22,Below Average,40.23
1318,19642100000000_1936,0.22,Below Average,38.66
1321,36678400000000_1941,0.22,Below Average,38.78
1324,19648100000000_2034,0.22,Below Average,40.08
1332,33671200000000_2067,0.22,Below Average,40.47
1333,19645200000000_2079,0.22,Below Average,38.42
1334,33671200000000_2080,0.22,Below Average,39.65
1335,19648100000000_2110,0.22,Below Average,40.2
1339,10623300000000_2212,0.22,Below Average,40.67
1341,33769400000000_2285,0.22,Below Average,42.05
1344,19102000000000_2362,0.22,Below Average,38.55
1345,19642800000000_2376,0.22,Below Average,39.14
1346,19734600000000_2448,0.22,Below Average,39.22
1347,19644400000000_2454,0.22,Below Average,39.23
1348,56725400000000_2499,0.22,Below Average,35.95
1349,19648400000000_2553,0.22,Below Average,39.23
1351,30666000000000_2602,0.22,Below Average,32.78
1352,19645300000000_2616,0.22,Below Average,39.62
1353,19642900000000_2661,0.22,Below Average,39.33
1354,54755200000000_2662,0.22,Below Average,39.86
1355,36678800000000_2720,0.22,Below Average,38.36
1356,19648700000000_2766,0.22,Below Average,37.98
1358,30665200000000_2847,0.22,Below Average,37.58
1359,30665200000000_2865,0.22,Below Average,37.58
1360,33751800000000_2871,0.22,Below Average,43.97
1361,19734400000000_2872,0.22,Below Average,40.78
1362,36678800000000_2942,0.22,Below Average,40.41
1364,30666200000000_2944,0.22,Below Average,39.61
1366,36678800000000_2954,0.22,Below Average,39.39
1368,19734400000000_3015,0.22,Below Average,40.17
1370,19642100000000_3046,0.22,Below Average,38.14
1371,33669900000000_3096,0.22,Below Average,38.15
1372,30665200000000_3129,0.22,Below Average,37.2
1374,33672100000000_3139,0.22,Below Average,42.68
1375,33671200000000_3167,0.22,Below Average,40.6
1376,36677100000000_3173,0.22,Below Average,39.6
1377,19642900000000_3221,0.22,Below Average,39.23
1378,19642900000000_3224,0.22,Below Average,39.23
1379,30665200000000_3276,0.22,Below Average,37.67
1384,19647200000000_3301,0.22,Below Average,39.09
1385,56724600000000_3330,0.22,Below Average,35.23
1387,33671200000000_3335,0.22,Below Average,39.27
1388,33671200000000_3336,0.22,Below Average,38.41
1389,30665200000000_3337,0.22,Below Average,37.92
1391,30666200000000_3357,0.22,Below Average,39.51
1395,19102000000000_3365,0.22,Below Average,40.02
1407,19648700000000_3431,0.22,Below Average,38.42
1408,19647700000000_3441,0.22,Below Average,39.29
1409,19642100000000_3467,0.22,Below Average,37.42
1411,36678800000000_3555,0.22,Below Average,39.97
1412,19644500000000_3668,0.22,Below Average,39.89
1414,19648100000000_3749,0.22,Below Average,39.95
1415,19646300000000_3844,0.22,Below Average,39.11
1864,30666700000000_13,0.22,Below Average,38.17
1867,33752000000000_77,0.22,Below Average,38.91
1868,19650600000000_109,0.22,Below Average,38.55
1869,19647300000000_319,0.22,Below Average,38.17
1870,19647300000000_437,0.22,Below Average,39.08
1872,14101400000000_711,0.22,Below Average,37.53
1876,19642500000000_865,0.22,Below Average,40.78
1879,30666700000000_1109,0.22,Below Average,38.37
1883,16639300000000_1229,0.22,Below Average,40.08
1885,30736400000000_1292,0.22,Below Average,39.84
1889,19649100000000_1529,0.22,Below Average,39.97
1892,33670300000000_1789,0.22,Below Average,37.59
1893,30665000000000_1891,0.22,Below Average,36.61
1895,30666700000000_2013,0.22,Below Average,39.02
1896,33671600000000_2128,0.22,Below Average,40.29
1898,30736400000000_2344,0.22,Below Average,39.39
1900,30666700000000_2459,0.22,Below Average,38.92
1901,19734500000000_2484,0.22,Below Average,40.61
1902,36678500000000_2585,0.22,Below Average,39.7
1903,36750400000000_2633,0.22,Below Average,41.41
1904,30739200000000_2635,0.22,Below Average,36.96
1905,19647300000000_2884,0.22,Below Average,37.72
1909,30666700000000_2910,0.22,Below Average,38.42
1910,30666700000000_3004,0.22,Below Average,38.42
1911,19650600000000_3462,0.22,Below Average,36.52
1913,19650600000000_3659,0.22,Below Average,37.82
1916,33669800000000_3858,0.22,Below Average,36.98
4127,4610000000000_199,0.22,Below Average,26.46
4203,36676800000000_300,0.22,Below Average,38.47
4204,19650600000000_1719,0.22,Below Average,38.72
4205,33752000000000_2868,0.22,Below Average,38.36
19,29700000000000_19,0.23,Below Average,26.23
98,9620000000000_108,0.23,Below Average,26.39
101,9620000000000_111,0.23,Below Average,25.49
263,24700000000000_280,0.23,Below Average,28.73
