Order,School_ID,NDVI_median,NDVI_Under_Over_Avg,Land_Surface_Temp
373,44700000000000_396,0.23,Below Average,19.21
477,44700000000000_509,0.23,Below Average,23.83
478,44700000000000_510,0.23,Below Average,23.83
487,39700000000000_519,0.23,Below Average,28.51
1416,33670800000000_18,0.23,Below Average,41.17
1417,19753400000000_28,0.23,Below Average,36.02
1418,56724600000000_96,0.23,Below Average,35.46
1419,56726000000000_129,0.23,Below Average,40.02
1420,36678800000000_132,0.23,Below Average,39.58
1421,19642900000000_159,0.23,Below Average,38.2
1422,33669900000000_195,0.23,Below Average,38.35
1423,19646300000000_216,0.23,Below Average,38.67
1429,19643100000000_228,0.23,Below Average,35.74
1430,33671200000000_259,0.23,Below Average,37.36
1431,19642900000000_260,0.23,Below Average,40.67
1432,30665200000000_278,0.23,Below Average,37.73
1433,19734400000000_310,0.23,Below Average,41.17
1435,19647700000000_420,0.23,Below Average,39.55
1436,19642900000000_446,0.23,Below Average,40.07
1437,19734400000000_490,0.23,Below Average,38.53
1443,19644400000000_580,0.23,Below Average,38.92
1445,33670800000000_616,0.23,Below Average,41.95
1446,19734400000000_648,0.23,Below Average,40.1
1453,42767900000000_815,0.23,Below Average,35.3
1455,19648400000000_851,0.23,Below Average,39.42
1456,30665500000000_874,0.23,Below Average,32.61
1457,19642900000000_926,0.23,Below Average,39.24
1458,19642900000000_956,0.23,Below Average,39.76
1459,30664700000000_1130,0.23,Below Average,38.89
1461,33671200000000_1304,0.23,Below Average,39.26
1462,36678800000000_1330,0.23,Below Average,41.39
1464,19102000000000_1374,0.23,Below Average,39.35
1465,30665300000000_1395,0.23,Below Average,34.71
1466,36677100000000_1521,0.23,Below Average,39.96
1467,15635300000000_1547,0.23,Below Average,38.16
1471,30666200000000_1658,0.23,Below Average,38.89
1472,36678800000000_1662,0.23,Below Average,40.57
1473,19643000000000_1665,0.23,Below Average,37.92
1474,19753400000000_1722,0.23,Below Average,36.29
1475,19734400000000_1758,0.23,Below Average,40.92
1477,19648700000000_1824,0.23,Below Average,38.17
1478,19642900000000_1854,0.23,Below Average,40.92
1479,30664800000000_1855,0.23,Below Average,36.89
1481,36678400000000_1988,0.23,Below Average,39.76
1488,36678800000000_2055,0.23,Below Average,41.46
1490,33671200000000_2060,0.23,Below Average,39.97
1494,30665300000000_2127,0.23,Below Average,33.86
1498,19742000000000_2216,0.23,Below Average,37.97
1500,30666000000000_2233,0.23,Below Average,38.09
1503,36677100000000_2330,0.23,Below Average,39.84
1505,19646300000000_2334,0.23,Below Average,38.95
1511,19648400000000_2590,0.23,Below Average,38.64
1512,19650800000000_2591,0.23,Below Average,39.84
1513,19644400000000_2621,0.23,Below Average,38.52
1515,30665200000000_2775,0.23,Below Average,38.52
1516,33672000000000_2800,0.23,Below Average,41.61
1517,30664200000000_2840,0.23,Below Average,37.64
1518,36679600000000_2950,0.23,Below Average,38.78
1520,56724500000000_2967,0.23,Below Average,39.54
1521,19645200000000_3042,0.23,Below Average,39.85
1523,54722600000000_3187,0.23,Below Average,39.16
1528,36677100000000_3270,0.23,Below Average,40.96
1529,30666100000000_3286,0.23,Below Average,36.33
1530,36677100000000_3312,0.23,Below Average,38.9
1531,33671200000000_3334,0.23,Below Average,39.42
1532,33670900000000_3342,0.23,Below Average,38.2
1533,36677100000000_3389,0.23,Below Average,40.41
1535,19648400000000_3433,0.23,Below Average,39.51
1536,19734400000000_3444,0.23,Below Average,40.45
1538,30666500000000_3460,0.23,Below Average,40.3
1539,30666100000000_3642,0.23,Below Average,36.67
1540,19642900000000_3651,0.23,Below Average,39.36
1544,19643000000000_3687,0.23,Below Average,38.67
1545,19734400000000_3728,0.23,Below Average,39.9
1546,19646300000000_3839,0.23,Below Average,39.14
1917,33670300000000_565,0.23,Below Average,37.55
1919,19645000000000_835,0.23,Below Average,38.64
1920,36678500000000_879,0.23,Below Average,40.22
1921,33670300000000_1113,0.23,Below Average,37.96
1923,19650600000000_1320,0.23,Below Average,37.73
1926,19650600000000_1481,0.23,Below Average,37.7
1927,33670300000000_1483,0.23,Below Average,40.59
1928,36678500000000_1526,0.23,Below Average,40.17
1929,19647300000000_1733,0.23,Below Average,39.28
1930,19647300000000_1791,0.23,Below Average,34.52
1931,19648200000000_1980,0.23,Below Average,39.3
1933,19647100000000_2155,0.23,Below Average,38.29
1934,30736400000000_2170,0.23,Below Average,40.27
1939,30664300000000_2717,0.23,Below Average,37.7
1940,19642500000000_2863,0.23,Below Average,40.06
1942,33670300000000_2973,0.23,Below Average,38.8
1943,19649100000000_3018,0.23,Below Average,38.95
1944,19734500000000_3032,0.23,Below Average,40.77
1946,30666700000000_3109,0.23,Below Average,37.33
1948,19650500000000_3306,0.23,Below Average,42.15
1949,30665600000000_3688,0.23,Below Average,39.98
4126,4610000000000_198,0.23,Below Average,26.33
4181,30666000000000_524,0.23,Below Average,36.27
4183,36677100000000_1017,0.23,Below Average,39.95
4186,30664800000000_1047,0.23,Below Average,38.58
4187,19768700000000_1508,0.23,Below Average,36.39
4188,19648400000000_1515,0.23,Below Average,39.42
4189,33671200000000_2736,0.23,Below Average,38.95
4190,30665200000000_2781,0.23,Below Average,38.03
4192,33671200000000_3374,0.23,Below Average,37.47
4208,19647300000000_959,0.23,Below Average,37.74
4209,30665600000000_1666,0.23,Below Average,40.33
4210,33752000000000_2103,0.23,Below Average,39.59
79,4610000000000_88,0.24,Average,25.67
89,39700000000000_99,0.24,Average,26.29
474,39700000000000_506,0.24,Average,27.46
484,39700000000000_516,0.24,Average,26.61
1953,30666000000000_26,0.24,Average,36.47
1954,36677100000000_60,0.24,Average,39.34
1955,19648700000000_64,0.24,Average,38.14
1956,19734400000000_87,0.24,Average,39.7
1957,19642100000000_139,0.24,Average,37.3
1958,19643000000000_208,0.24,Average,38.86
1962,36678800000000_233,0.24,Average,40.53
1963,30665200000000_287,0.24,Average,38.3
1964,30665100000000_294,0.24,Average,39.14
1965,33671200000000_313,0.24,Average,39.73
1966,30666200000000_331,0.24,Average,39.52
1968,33670800000000_390,0.24,Average,39.53
1969,19734400000000_397,0.24,Average,39.85
1971,19642900000000_443,0.24,Average,39.95
1976,19643800000000_459,0.24,Average,38.78
1977,30666100000000_468,0.24,Average,36.98
1978,30665200000000_489,0.24,Average,37.11
1979,33671200000000_491,0.24,Average,38.99
1980,19734600000000_529,0.24,Average,37.72
1981,36677100000000_611,0.24,Average,39.51
1983,19642120000000_682,0.24,Average,37.61
1984,15634040000000_684,0.24,Average,40.14
1985,30736430000000_699,0.24,Average,38.6
1986,33669930000000_703,0.24,Average,38.47
1989,19642610000000_739,0.24,Average,39.34
1990,36678430000000_750,0.24,Average,38.78
1995,36677100000000_804,0.24,Average,39.86
1996,33751800000000_807,0.24,Average,39.2
1999,54718900000000_833,0.24,Average,40.91
2000,30665200000000_852,0.24,Average,38.05
2001,30666200000000_889,0.24,Average,39.8
2002,19642100000000_914,0.24,Average,37.76
2006,19650000000000_927,0.24,Average,42.22
2008,36677100000000_953,0.24,Average,40.33
2009,19651000000000_960,0.24,Average,39.03
2010,30666000000000_972,0.24,Average,34.95
2011,19646900000000_986,0.24,Average,38.49
2012,19648400000000_1036,0.24,Average,38.61
2013,30665500000000_1037,0.24,Average,35.55
2014,56724600000000_1057,0.24,Average,35.01
2016,19752900000000_1073,0.24,Average,39.65
2021,30665200000000_1090,0.24,Average,36.67
2022,30665200000000_1091,0.24,Average,37.84
2023,19642800000000_1124,0.24,Average,38.98
2025,33670900000000_1126,0.24,Average,38.77
2026,15638300000000_1139,0.24,Average,40.6
2029,54722600000000_1160,0.24,Average,39.91
2031,19647700000000_1254,0.24,Average,38.92
2032,19647700000000_1312,0.24,Average,38.42
2033,33670900000000_1357,0.24,Average,38.28
2034,33670900000000_1362,0.24,Average,38.85
2036,36678800000000_1364,0.24,Average,39.78
2049,19647700000000_1450,0.24,Average,39.08
2050,19651000000000_1478,0.24,Average,39.53
2051,19768700000000_1509,0.24,Average,36.39
2052,56724600000000_1518,0.24,Average,34.92
2055,30665200000000_1599,0.24,Average,37.2
2057,19647200000000_1640,0.24,Average,38.86
2059,36677100000000_1744,0.24,Average,39.66
2060,30665200000000_1776,0.24,Average,37.05
2061,30665200000000_1787,0.24,Average,37.71
2062,36678400000000_1795,0.24,Average,39.84
2070,33671200000000_1847,0.24,Average,39.49
2073,19647700000000_1863,0.24,Average,39.3
2074,19734400000000_1874,0.24,Average,38.96
2075,19644400000000_1950,0.24,Average,38.95
2076,33670900000000_1987,0.24,Average,40.33
2077,56724500000000_2082,0.24,Average,39.86
2078,30664800000000_2126,0.24,Average,37.65
2079,15638300000000_2138,0.24,Average,39.66
2080,30667500000000_2159,0.24,Average,36.29
2084,30664700000000_2292,0.24,Average,37.4
2085,19102000000000_2303,0.24,Average,39.6
2086,33103300000000_2305,0.24,Average,38.28
2087,16101700000000_2375,0.24,Average,40.78
2088,36679000000000_2418,0.24,Average,37.26
2089,19743300000000_2455,0.24,Average,39.73
2090,33670800000000_2463,0.24,Average,42.01
2091,33103300000000_2500,0.24,Average,38.77
2092,19734400000000_2520,0.24,Average,40.97
2093,36677100000000_2565,0.24,Average,39.59
2094,19648400000000_2588,0.24,Average,38.52
2095,33672500000000_2612,0.24,Average,39.96
2096,36677100000000_2618,0.24,Average,40.39
2097,36677100000000_2636,0.24,Average,39.1
2098,36678400000000_2708,0.24,Average,38.97
2099,30666200000000_2716,0.24,Average,39.01
2100,19753300000000_2723,0.24,Average,33.73
2101,30665200000000_2726,0.24,Average,37.85
2102,19647200000000_2728,0.24,Average,39.14
2104,19642100000000_2742,0.24,Average,38.24
2106,33670900000000_2780,0.24,Average,38.82
2107,30665200000000_2883,0.24,Average,38.08
2108,36677100000000_2903,0.24,Average,39.77
2109,56725600000000_2961,0.24,Average,36.23
2110,19734400000000_2995,0.24,Average,39.97
2111,19752900000000_3029,0.24,Average,40.04
2112,30664700000000_3101,0.24,Average,37.66
2114,30665200000000_3292,0.24,Average,36.67
2116,33669900000000_3328,0.24,Average,37.91
2118,33751800000000_3429,0.24,Average,39.92
2119,30664600000000_3447,0.24,Average,37.66
2120,30665100000000_3566,0.24,Average,39.01
2121,19642800000000_3581,0.24,Average,39.05
2122,19642900000000_3607,0.24,Average,39.58
2123,36677100000000_3610,0.24,Average,40.05
2124,19646300000000_3671,0.24,Average,37.77
2126,19734400000000_3678,0.24,Average,39.86
2128,36677000000000_3708,0.24,Average,37.24
2129,30666200000000_3710,0.24,Average,39.23
2131,36677100000000_3718,0.24,Average,40.08
2132,33670800000000_3719,0.24,Average,39.72
2133,30666100000000_3724,0.24,Average,36.05
2134,56726000000000_3733,0.24,Average,41.72
2135,19647200000000_3780,0.24,Average,39.27
2137,19644400000000_3840,0.24,Average,38.36
3361,19642500000000_19,0.24,Average,40.67
3362,19649100000000_123,0.24,Average,39.08
3363,56768300000000_171,0.24,Average,38.29
3365,19643300000000_255,0.24,Average,37.03
3366,19650600000000_381,0.24,Average,38.02
3367,36676800000000_433,0.24,Average,38.47
3369,36678500000000_828,0.24,Average,40.58
3370,33670300000000_866,0.24,Average,38.78
3371,33670300000000_910,0.24,Average,38.28
3373,19650600000000_971,0.24,Average,38.1
3374,33751900000000_1064,0.24,Average,39.66
3375,56725500000000_1065,0.24,Average,35.35
3376,19647300000000_1098,0.24,Average,37.86
3377,19643300000000_1167,0.24,Average,37.86
3389,19647300000000_1218,0.24,Average,38.21
3392,33670300000000_1232,0.24,Average,38.7
3393,33672200000000_1278,0.24,Average,38.84
3394,56768300000000_1397,0.24,Average,37.67
3396,30739200000000_1416,0.24,Average,34.72
3400,19647300000000_1498,0.24,Average,38.72
3402,19650600000000_1500,0.24,Average,36.55
3404,19734500000000_1596,0.24,Average,38.34
3407,19649100000000_1707,0.24,Average,39.1
3408,19647300000000_1730,0.24,Average,38.48
3409,19649100000000_1763,0.24,Average,38.98
3410,19647300000000_1836,0.24,Average,36.27
3411,30666700000000_1962,0.24,Average,38.26
3412,33752000000000_2021,0.24,Average,38.78
3416,19648200000000_2112,0.24,Average,39.11
3417,30665000000000_2114,0.24,Average,35.7
3418,19649100000000_2116,0.24,Average,38.45
3422,19647300000000_2410,0.24,Average,41.74
3423,19734500000000_2434,0.24,Average,39.78
3424,19648300000000_2595,0.24,Average,40.91
3428,56725500000000_2789,0.24,Average,36.47
3431,36678500000000_2926,0.24,Average,40.7
3433,16639200000000_3023,0.24,Average,40.54
3434,30666700000000_3031,0.24,Average,38.42
3435,19645800000000_3107,0.24,Average,37.64
3436,19651400000000_3222,0.24,Average,41.92
3438,30736400000000_3232,0.24,Average,37.78
3441,19647300000000_3293,0.24,Average,38.53
3444,30736400000000_3363,0.24,Average,39.95
3446,19645000000000_3759,0.24,Average,39.26
3447,19734500000000_3856,0.24,Average,40.02
3448,19650600000000_3863,0.24,Average,37.64
4211,30664700000000_298,0.24,Average,37.84
4213,36677100000000_469,0.24,Average,39.79
4218,30665200000000_2327,0.24,Average,37.64
4220,33752400000000_3641,0.24,Average,37.22
4324,19643300000000_110,0.24,Average,37.05
4327,19651400000000_2684,0.24,Average,41.41
18,29700000000000_18,0.25,Above Average,25.2
127,23700000000000_137,0.25,Above Average,18.43
231,39700000000000_247,0.25,Above Average,26.61
257,10600000000000_274,0.25,Above Average,27.55
476,39700000000000_508,0.25,Above Average,26.96
2139,19642800000000_51,0.25,Above Average,39.07
2140,36678200000000_124,0.25,Above Average,38.91
2142,33752400000000_153,0.25,Above Average,39.97
2143,36750700000000_160,0.25,Above Average,38.41
2144,33670800000000_187,0.25,Above Average,40.23
2145,33671200000000_200,0.25,Above Average,38.43
2148,19648100000000_203,0.25,Above Average,40.35
2151,19643000000000_207,0.25,Above Average,37.95
2152,19644400000000_213,0.25,Above Average,38.95
2153,36678800000000_361,0.25,Above Average,40.85
2154,19734400000000_380,0.25,Above Average,39.45
2155,19643800000000_396,0.25,Above Average,39.2
2157,30666100000000_527,0.25,Above Average,36.14
2160,19734400000000_543,0.25,Above Average,39.64
2161,19734400000000_544,0.25,Above Average,40.01
2162,19648400000000_571,0.25,Above Average,39.05
2163,19647200000000_589,0.25,Above Average,39.11
2165,56726520000000_679,0.25,Above Average,33.66
2166,36676780000000_801,0.25,Above Average,37.95
2167,30665200000000_831,0.25,Above Average,37.02
2168,30666000000000_855,0.25,Above Average,37.39
2169,19734400000000_930,0.25,Above Average,39.92
2170,19649300000000_937,0.25,Above Average,39.4
2171,19648400000000_958,0.25,Above Average,39.11
2174,19734400000000_1033,0.25,Above Average,39.45
2175,19646300000000_1043,0.25,Above Average,37.73
2176,30665200000000_1103,0.25,Above Average,37.89
2177,30664600000000_1158,0.25,Above Average,38.03
2178,36750500000000_1159,0.25,Above Average,41.65
2179,33670900000000_1189,0.25,Above Average,40.2
2180,33669900000000_1295,0.25,Above Average,41.52
2181,19643000000000_1415,0.25,Above Average,41.04
2182,19648400000000_1490,0.25,Above Average,38.46
2183,19734400000000_1532,0.25,Above Average,39.77
2184,36678200000000_1561,0.25,Above Average,38.36
2185,30666100000000_1639,0.25,Above Average,35.88
2186,19650400000000_1746,0.25,Above Average,38.64
2189,30665200000000_1788,0.25,Above Average,37.52
2190,19647700000000_1794,0.25,Above Average,39.2
2191,19648100000000_1813,0.25,Above Average,40.64
2192,30665200000000_1859,0.25,Above Average,37.52
2193,19753300000000_1930,0.25,Above Average,34.96
2195,33671200000000_1963,0.25,Above Average,41.08
2197,15638300000000_2015,0.25,Above Average,39.97
2198,36677900000000_2075,0.25,Above Average,38.03
2201,54718400000000_2153,0.25,Above Average,40.91
2203,54720700000000_2221,0.25,Above Average,40.09
2204,19649200000000_2236,0.25,Above Average,34.82
2205,19647700000000_2242,0.25,Above Average,39.14
2209,19647900000000_2274,0.25,Above Average,39.3
2210,33671700000000_2276,0.25,Above Average,44.53
2211,33672000000000_2369,0.25,Above Average,44.09
2213,54720700000000_2491,0.25,Above Average,40.05
2215,19770200000000_2521,0.25,Above Average,37.77
2216,19753400000000_2556,0.25,Above Average,33.91
2217,30665300000000_2584,0.25,Above Average,34.26
2218,19645300000000_2613,0.25,Above Average,38.98
2219,30665200000000_2646,0.25,Above Average,37.64
2221,19648100000000_2849,0.25,Above Average,39.36
2222,19643000000000_2875,0.25,Above Average,37.92
2224,19734400000000_3012,0.25,Above Average,40.14
2227,19647700000000_3026,0.25,Above Average,38.96
2228,33670900000000_3066,0.25,Above Average,38.61
2230,30665300000000_3071,0.25,Above Average,35.08
2232,33671200000000_3158,0.25,Above Average,36.92
2233,19643000000000_3253,0.25,Above Average,37.77
2238,19643000000000_3331,0.25,Above Average,41.05
2239,19644500000000_3347,0.25,Above Average,38.52
2240,30103100000000_3451,0.25,Above Average,38.84
2245,33670800000000_3568,0.25,Above Average,39.23
2246,30665500000000_3580,0.25,Above Average,35.55
2247,33670900000000_3582,0.25,Above Average,38.29
2248,19734600000000_3588,0.25,Above Average,38.58
2249,33671200000000_3626,0.25,Above Average,40.9
2250,19644500000000_3664,0.25,Above Average,38.51
2251,36678800000000_3665,0.25,Above Average,41.54
2252,19647700000000_3804,0.25,Above Average,38.33
3454,30736400000000_214,0.25,Above Average,39.82
3455,15739100000000_280,0.25,Above Average,40.34
3460,15634000000000_392,0.25,Above Average,39.98
3462,56725500000000_427,0.25,Above Average,34.55
3463,36676800000000_463,0.25,Above Average,35.93
3464,33670300000000_477,0.25,Above Average,36.86
3465,30666700000000_817,0.25,Above Average,38.48
3466,33670300000000_823,0.25,Above Average,38.33
3467,33670300000000_824,0.25,Above Average,34.98
3468,36676800000000_845,0.25,Above Average,38.28
3470,19650600000000_872,0.25,Above Average,37.36
3471,33672200000000_1042,0.25,Above Average,36.1
3472,19647300000000_1062,0.25,Above Average,35.99
3473,30665000000000_1121,0.25,Above Average,35.7
3474,19643300000000_1122,0.25,Above Average,38.3
3481,15634000000000_1248,0.25,Above Average,39.73
3483,33670300000000_1303,0.25,Above Average,38.02
3484,19734500000000_1479,0.25,Above Average,40.47
3485,16639200000000_1484,0.25,Above Average,40.58
3486,19734500000000_1554,0.25,Above Average,40.22
3487,19647300000000_1625,0.25,Above Average,37.33
3488,19734500000000_1670,0.25,Above Average,40.8
3489,36678500000000_1702,0.25,Above Average,41.89
3490,19649100000000_1815,0.25,Above Average,39.14
3491,30666700000000_1817,0.25,Above Average,39.55
3492,36676900000000_1883,0.25,Above Average,40.11
3493,19650500000000_1969,0.25,Above Average,42.64
3495,19643500000000_2218,0.25,Above Average,37.53
3496,33752000000000_2404,0.25,Above Average,42.72
3499,36678500000000_2581,0.25,Above Average,40.45
3500,19645000000000_2589,0.25,Above Average,39.26
3501,19650600000000_2611,0.25,Above Average,37.39
3502,19648200000000_2777,0.25,Above Average,39.55
3504,19650600000000_2807,0.25,Above Average,37.22
3505,19647300000000_3002,0.25,Above Average,34.15
3508,33670300000000_3034,0.25,Above Average,38.45
3509,36678500000000_3075,0.25,Above Average,40.08
3510,19734500000000_3343,0.25,Above Average,39.93
3511,19651400000000_3565,0.25,Above Average,41.15
3512,30665600000000_3654,0.25,Above Average,39.95
3513,19734500000000_3845,0.25,Above Average,39.97
4222,30665200000000_315,0.25,Above Average,37.91
4223,56726500000000_320,0.25,Above Average,32.8
4224,33751800000000_354,0.25,Above Average,38.97
4227,19757100000000_933,0.25,Above Average,40.03
4228,30665200000000_1695,0.25,Above Average,37.14
4230,19648400000000_2624,0.25,Above Average,39.55
4231,30664700000000_2906,0.25,Above Average,37.67
4235,33670900000000_3245,0.25,Above Average,39.46
4329,30666700000000_88,0.25,Above Average,36.99
4330,30666700000000_364,0.25,Above Average,37.58
4331,30666700000000_1272,0.25,Above Average,37.99
4332,36678500000000_1451,0.25,Above Average,41.02
480,39700000000000_512,0.26,Above Average,25.48
2253,56726500000000_20,0.26,Above Average,36.41
2254,19644500000000_43,0.26,Above Average,38.89
2255,54719000000000_54,0.26,Above Average,39.16
2256,56726500000000_85,0.26,Above Average,34.83
2257,19102000000000_89,0.26,Above Average,37.99
2260,19645400000000_104,0.26,Above Average,34.36
2261,19643800000000_120,0.26,Above Average,38.17
2262,36678400000000_194,0.26,Above Average,40.05
2263,36678800000000_261,0.26,Above Average,40.58
2265,19648700000000_362,0.26,Above Average,38.02
2267,19644500000000_371,0.26,Above Average,38.67
2268,19646300000000_401,0.26,Above Average,37.61
2269,36678800000000_425,0.26,Above Average,38.72
2271,36678400000000_480,0.26,Above Average,40.53
2272,30736500000000_526,0.26,Above Average,37.98
2274,36678800000000_606,0.26,Above Average,41.28
2275,36678800000000_630,0.26,Above Average,39.33
2283,19644500000000_820,0.26,Above Average,38.98
2286,19645400000000_905,0.26,Above Average,34.27
2287,33751800000000_924,0.26,Above Average,40.78
2288,33672000000000_936,0.26,Above Average,42.23
2289,30665200000000_938,0.26,Above Average,37.42
2290,30666200000000_961,0.26,Above Average,39.79
2292,30665300000000_964,0.26,Above Average,33.73
2295,56725400000000_1059,0.26,Above Average,35.8
2296,19648400000000_1092,0.26,Above Average,38.73
2299,33670800000000_1255,0.26,Above Average,40.53
2301,19645500000000_1287,0.26,Above Average,39.65
2302,30665200000000_1294,0.26,Above Average,37.76
2303,19648700000000_1300,0.26,Above Average,37.72
2305,36678800000000_1316,0.26,Above Average,39.14
2306,56724600000000_1324,0.26,Above Average,33.91
2308,30665500000000_1332,0.26,Above Average,33.45
2310,30103100000000_1390,0.26,Above Average,39.71
2311,30666500000000_1493,0.26,Above Average,37.84
2312,56725400000000_1510,0.26,Above Average,33.17
2313,36678400000000_1514,0.26,Above Average,38.84
2314,30666500000000_1565,0.26,Above Average,38.67
2315,19648100000000_1589,0.26,Above Average,39.92
2317,54105500000000_1602,0.26,Above Average,40.96
2321,19646300000000_1613,0.26,Above Average,37.64
2322,19647200000000_1633,0.26,Above Average,38.85
2325,19647200000000_1643,0.26,Above Average,38.98
2328,30666500000000_1647,0.26,Above Average,38.52
2330,36678800000000_1718,0.26,Above Average,40.33
2331,30665200000000_1735,0.26,Above Average,37.3
2332,54722300000000_1743,0.26,Above Average,39.64
2333,19645300000000_1821,0.26,Above Average,38.73
2334,36677100000000_1843,0.26,Above Average,39.99
2335,56725400000000_1860,0.26,Above Average,34.3
2336,19646900000000_1865,0.26,Above Average,37.97
2337,30665200000000_1866,0.26,Above Average,37.42
2338,30647700000000_1928,0.26,Above Average,38.11
2340,30666100000000_1955,0.26,Above Average,34.85
2341,36678800000000_2108,0.26,Above Average,40.05
2344,42767900000000_2161,0.26,Above Average,35.42
2345,16101700000000_2199,0.26,Above Average,39.89
2348,33751800000000_2286,0.26,Above Average,39.04
2353,19643800000000_2429,0.26,Above Average,38.54
2354,36679600000000_2431,0.26,Above Average,39.71
2355,56739400000000_2439,0.26,Above Average,39.73
2357,19644500000000_2486,0.26,Above Average,38.89
2358,19647700000000_2495,0.26,Above Average,37.91
2359,56726000000000_2503,0.26,Above Average,40.08
2360,33670800000000_2512,0.26,Above Average,41.1
2361,19644400000000_2541,0.26,Above Average,38.61
2365,30665100000000_2603,0.26,Above Average,38.05
2366,33671200000000_2617,0.26,Above Average,39.98
2367,33670900000000_2627,0.26,Above Average,37.91
2368,33669900000000_2735,0.26,Above Average,38.6
2369,36677100000000_2740,0.26,Above Average,39.03
2370,30666200000000_2744,0.26,Above Average,38.05
2371,56724600000000_2776,0.26,Above Average,35.05
2372,19753400000000_2778,0.26,Above Average,34.21
2373,54755200000000_2843,0.26,Above Average,40.16
2374,30666200000000_2846,0.26,Above Average,39.6
2375,30666200000000_2857,0.26,Above Average,39.39
2376,19645400000000_2946,0.26,Above Average,34.33
2377,56725600000000_2955,0.26,Above Average,34.52
2386,33670900000000_3064,0.26,Above Average,38.52
2387,30666500000000_3065,0.26,Above Average,39.67
2389,19644900000000_3152,0.26,Above Average,38.14
2392,36678800000000_3172,0.26,Above Average,38.85
2398,19644400000000_3225,0.26,Above Average,38.64
2400,30666100000000_3274,0.26,Above Average,35.24
2401,19645300000000_3289,0.26,Above Average,39.3
2405,56726000000000_3362,0.26,Above Average,40.67
2406,30665200000000_3436,0.26,Above Average,36.59
2407,33669900000000_3439,0.26,Above Average,37.46
2408,19644400000000_3472,0.26,Above Average,38.3
2409,36678400000000_3598,0.26,Above Average,38.78
2411,19643800000000_3675,0.26,Above Average,37.97
2412,19753400000000_3683,0.26,Above Average,35.95
2413,54722600000000_3684,0.26,Above Average,38.92
2414,19647700000000_3686,0.26,Above Average,38.86
2415,33751800000000_3818,0.26,Above Average,41.05
3514,19650600000000_223,0.26,Above Average,36.42
3515,19734500000000_246,0.26,Above Average,39.47
3517,33670300000000_398,0.26,Above Average,37.36
3520,19734500000000_628,0.26,Above Average,38.71
3522,30666700000000_646,0.26,Above Average,37.49
3523,36678500000000_825,0.26,Above Average,37.64
3525,36678500000000_965,0.26,Above Average,37.05
3527,30666700000000_1060,0.26,Above Average,38.05
3528,36678500000000_1106,0.26,Above Average,40.64
3529,30666700000000_1117,0.26,Above Average,37.55
3531,19649100000000_1240,0.26,Above Average,37.76
3532,30666700000000_1251,0.26,Above Average,36.6
3533,19650600000000_1274,0.26,Above Average,36.96
3536,54719900000000_1458,0.26,Above Average,38.85
3539,19645800000000_1582,0.26,Above Average,37.42
3540,30665600000000_1628,0.26,Above Average,32.68
3541,19651400000000_1680,0.26,Above Average,39.98
3542,19645000000000_1686,0.26,Above Average,40.27
3543,19643300000000_1750,0.26,Above Average,37.61
3545,36676800000000_1801,0.26,Above Average,38.36
3546,19649100000000_1870,0.26,Above Average,38.42
3548,19647300000000_2088,0.26,Above Average,37.74
3549,33752000000000_2104,0.26,Above Average,39.61
3551,19734500000000_2304,0.26,Above Average,40.36
3552,30736400000000_2445,0.26,Above Average,39.27
3553,36676800000000_2472,0.26,Above Average,37.98
3554,36676800000000_2600,0.26,Above Average,38.17
3555,33751900000000_2604,0.26,Above Average,37.84
3557,33670300000000_2606,0.26,Above Average,38.04
3559,30736400000000_2844,0.26,Above Average,35.16
3560,33669800000000_2856,0.26,Above Average,35.52
3561,19643300000000_2879,0.26,Above Average,37.72
3563,33670300000000_2990,0.26,Above Average,39.47
3564,19734500000000_3055,0.26,Above Average,39.91
3566,30666700000000_3157,0.26,Above Average,37.4
3567,30666700000000_3206,0.26,Above Average,39.22
3568,33670300000000_3218,0.26,Above Average,39.45
3569,33751900000000_3346,0.26,Above Average,38.71
3570,33751900000000_3558,0.26,Above Average,38.72
3572,19645800000000_3731,0.26,Above Average,38.16
3574,36676800000000_3827,0.26,Above Average,37.36
3575,19734500000000_3841,0.26,Above Average,38.27
4236,19643000000000_963,0.26,Above Average,37.49
4237,19651000000000_1293,0.26,Above Average,39.6
4238,30665100000000_1612,0.26,Above Average,37.67
4239,19648400000000_1767,0.26,Above Average,38.04
4241,30666100000000_1861,0.26,Above Average,33.99
4245,19647900000000_2074,0.26,Above Average,39.22
4246,30664500000000_2658,0.26,Above Average,40.1
4247,36676500000000_2680,0.26,Above Average,37.47
4248,33670900000000_2796,0.26,Above Average,39.46
4250,19651000000000_2899,0.26,Above Average,39.66
4251,56725600000000_2962,0.26,Above Average,35.49
4252,19650000000000_3246,0.26,Above Average,42.28
4253,19734600000000_3656,0.26,Above Average,38.39
4334,30666700000000_424,0.26,Above Average,38.89
4335,19734500000000_1296,0.26,Above Average,39.48
4337,30666700000000_1456,0.26,Above Average,38.09
4339,19650600000000_1465,0.26,Above Average,36.29
4345,56725500000000_2450,0.26,Above Average,35.42
4348,19645800000000_3285,0.26,Above Average,38.92
4351,33670300000000_3426,0.26,Above Average,39.28
4352,30666700000000_3570,0.26,Above Average,37.42
371,44700000000000_394,0.27,Above Average,23.23
2416,30665200000000_40,0.27,Above Average,36.73
2417,30736500000000_47,0.27,Above Average,38.71
2419,33669900000000_94,0.27,Above Average,37.59
