Order,UID,School_ID,CDS_Code,char_prem_id,NDVI_median,Percent_Water,Percent_Developed,Percent_Forest,Percent_Pasture,Percent_LandCoverTotal,Land_Surface_Temp,Year_built,Median_income_BG,Percent_FRPM,StudentEnrollment_mean,Staff,Student_Staff_Ratio,Diversity_Index,Students_with_Disabilities,Asthma_Rates,COVID_infections,Pollution_Burden,Chronic_Absenteeism,EEM,EE_Retrofit_Type,retrofit,ndvi_median_binary,retrofit_and_ndvi,Average_NDVI_median
3145,56737600000000_3756,56737600000000_3756,5.67376E+13,6865776,0.35,0.16,76.6,0,23.24,100,36.54,NA,99773,40,NA,6.48,NA,NA,NA,18.95,26.69,33.4,4.25,NA,NA,0,1,0,NA
3146,30666000000000_10,30666000000000_10,3.0666E+13,4552371,0.36,0,97.31,0,2.69,100,31.78,1967,NA,23,NA,16.1,NA,NA,NA,14.93,22.48,35.69,17.9,NA,NA,0,1,0,NA
3147,30665100000000_15,30665100000000_15,3.06651E+13,6992192,0.36,0,96.41,0,3.59,100,36.64,1976,148472,27,NA,10.26,NA,NA,NA,46.3,22.48,41.96,3,NA,NA,0,1,0,NA
3148,30664600000000_135,30664600000000_135,3.06646E+13,9634864,0.36,18.42,40.59,0.48,40.51,100,34.41,1999,184107,58,NA,6.68,NA,NA,NA,15.53,22.48,29.38,7.65,NA,NA,0,1,0,NA
3149,56739400000000_137,56739400000000_137,5.67394E+13,939249,0.36,0,76.85,0,23.15,100,35.64,1991,168618,34,NA,6.36,NA,NA,23,21.67,26.69,33.01,13.1,NA,NA,0,1,0,NA
3150,54718300000000_301,54718300000000_301,5.47183E+13,2738123,0.36,0,100,0,0,100,35.52,1951,61875,63,NA,11.01,NA,NA,NA,65.46,28.45,62.65,16.95,NA,NA,0,1,0,NA
3151,30664600000000_360,30664600000000_360,3.06646E+13,9505638,0.36,1.04,83.41,0,15.55,100,35.09,1987,167105,58,NA,11.28,NA,NA,NA,14.9,22.48,27.61,13.7,NA,NA,0,1,0,NA
3152,42691500000000_372,42691500000000_372,4.26915E+13,6771272,0.36,0,96.43,0,3.57,100,34.16,1954,93897,81,NA,1.41,NA,NA,NA,32.23,24.3,39.28,14.15,NA,NA,0,1,0,NA
3153,42691500000000_374,42691500000000_374,4.26915E+13,7033297,0.36,0,99.41,0,0.59,100,34.3,1954,93897,81,NA,1.41,NA,NA,NA,32.23,24.3,39.28,14.15,NA,NA,0,1,0,NA
3154,19649600000000_377,19649600000000_377,1.96496E+13,7083361,0.36,0,100,0,0,100,37.39,1947,121316,7,NA,14.76,NA,NA,NA,19.25,34.92,37.5,2.8,NA,NA,0,1,0,NA
3155,56737600000000_612,56737600000000_612,5.67376E+13,6872352,0.36,1.11,86.76,0.48,11.66,100,34.35,NA,162262,40,NA,7.01,NA,NA,NA,20.21,26.69,26.04,3.6,NA,NA,0,1,0,NA
3156,36678430000000_691,36678430000000_691,3.667843e+13,6827229,0.36,0,98.73,0,1.27,100,37.33,NA,69821,65,250.5,NA,NA,NA,38.5,37.85,34.44,47.78,18.1,NA,NA,0,1,0,NA
3157,19644850000000_792,19644850000000_792,1.964485e+13,7073262,0.36,0,97.85,0,2.15,100,36.86,NA,NA,52,NA,NA,NA,NA,NA,34.4,34.92,45.1,16.45,NA,NA,0,1,0,NA
3158,19644850000000_793,19644850000000_793,1.964485e+13,7073264,0.36,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,36.86,NA,NA,52,NA,NA,NA,NA,NA,34.4,34.92,45.1,16.45,NA,NA,0,1,0,NA
3159,19644850000000_794,19644850000000_794,1.964485e+13,7073265,0.36,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,36.86,NA,NA,52,NA,NA,NA,NA,NA,34.4,34.92,45.1,16.45,NA,NA,0,1,0,NA
3160,19644900000000_856,19644900000000_856,1.96449E+13,1353385,0.36,0,98.11,0,1.89,100,36.67,1978,123083,65,NA,11.86,NA,NA,NA,46.84,34.92,50.5,13.95,NA,NA,0,1,0,NA
3161,19643900000000_904,19643900000000_904,1.96439E+13,7040385,0.36,0,98,0,2,100,35.96,1980,79663,19,NA,31.82,NA,NA,NA,31.93,34.92,50.75,16.15,NA,NA,0,1,0,NA
3162,42692000000000_1403,42692000000000_1403,4.2692E+13,6414483,0.36,16,30.91,0,53.09,100,30.68,1959,NA,36,NA,19.27,NA,NA,NA,30.54,24.3,21.27,12.7,NA,NA,0,1,0,NA
3163,42692000000000_1404,42692000000000_1404,4.2692E+13,6414485,0.36,3.61,96.39,0,0,100,29.57,1959,NA,36,NA,19.27,NA,NA,NA,30.54,24.3,21.27,12.7,NA,NA,0,1,0,NA
3164,42692000000000_1410,42692000000000_1410,4.2692E+13,8878185,0.36,0,100,0,0,100,32.09,1959,NA,36,NA,19.27,NA,NA,NA,20.01,24.3,18.22,12.7,NA,NA,0,1,0,NA
3165,19734600000000_1694,19734600000000_1694,1.97346E+13,9479678,0.36,0,81.64,0,18.36,100,34.48,NA,NA,21,NA,12.5,NA,NA,NA,26.46,34.92,40.92,2.3,NA,NA,0,1,0,NA
3166,30666500000000_1728,30666500000000_1728,3.06665E+13,1547388,0.36,0,98.97,0,1.03,100,35.83,NA,167042,40,NA,9.38,NA,NA,NA,21.33,22.48,54.19,5.15,NA,NA,0,1,0,NA
3167,15635900000000_1734,15635900000000_1734,1.56359E+13,6623873,0.36,0,17.7,0.63,81.67,100,36.72,NA,NA,54,NA,1.75,NA,NA,NA,57.27,27.08,42.1,51.35,NA,NA,0,1,0,NA
3168,36678400000000_1921,36678400000000_1921,3.66784E+13,5851872,0.36,0,100,0,0,100,37.76,NA,NA,67,NA,9.05,NA,NA,NA,41.05,34.44,56,20.25,NA,NA,0,1,0,NA
3169,19648700000000_1974,19648700000000_1974,1.96487E+13,9270314,0.36,0,81.63,2.66,15.71,100,33.28,NA,186389,6,NA,14.63,NA,NA,NA,13.41,34.92,31.49,9.2,NA,NA,0,1,0,NA
3170,19644900000000_2091,19644900000000_2091,1.96449E+13,6400030,0.36,0,99.36,0,0.64,100,37.93,1957,NA,65,NA,7.74,NA,NA,NA,38.5,34.92,47.87,9.05,NA,NA,0,1,0,NA
3171,19644900000000_2092,19644900000000_2092,1.96449E+13,7603903,0.36,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,37.93,1957,NA,65,NA,7.74,NA,NA,NA,38.5,34.92,47.87,9.05,NA,NA,0,1,0,NA
3172,54721080000000_2373,54721080000000_2373,5.472108e+13,9503309,0.36,0,41.87,0,58.13,100,38.72,NA,17917,0,NA,NA,NA,NA,NA,57.33,28.45,63.15,13.35,NA,NA,0,1,0,NA
3173,56739400000000_2502,56739400000000_2502,5.67394E+13,6869596,0.36,0,96.75,0,3.25,100,35.58,NA,158984,34,NA,NA,NA,NA,23,30.68,26.69,34.62,NA,NA,NA,0,1,0,NA
3174,30736500000000_2895,30736500000000_2895,3.07365E+13,5870726,0.36,0,99.46,0,0.54,100,36.41,1972,NA,19,NA,11.92,NA,NA,NA,18.54,22.48,54.68,7,NA,NA,0,1,0,NA
3175,30736500000000_3264,30736500000000_3264,3.07365E+13,6542942,0.36,2.4,97.6,0,0,100,36.84,1994,146250,19,NA,13.32,NA,NA,NA,19.46,22.48,36.43,14.85,NA,NA,0,1,0,NA
3176,30736500000000_3536,30736500000000_3536,3.07365E+13,6979585,0.36,0.28,96.62,0,3.1,100,36.21,1967,NA,19,NA,17.65,NA,NA,NA,18.54,22.48,54.68,16.1,NA,NA,0,1,0,NA
3177,30736500000000_3636,30736500000000_3636,3.07365E+13,9674253,0.36,0,89.32,0,10.68,100,34.89,NA,NA,19,NA,11.64,NA,NA,NA,6.8,22.48,51.85,5.95,NA,NA,0,1,0,NA
3178,30736500000000_3639,30736500000000_3639,3.07365E+13,7635787,0.36,0.2,93.07,0,6.73,100,33.84,NA,NA,19,NA,11.64,NA,NA,NA,13.93,22.48,31.1,5.95,NA,NA,0,1,0,NA
3179,19649800000000_3697,19649800000000_3697,1.96498E+13,9464653,0.36,0,84.09,0,15.91,100,33.66,NA,153750,33,NA,12.58,NA,NA,NA,5.94,34.92,44.92,9.3,NA,NA,0,1,0,NA
3180,19752900000000_3803,19752900000000_3803,1.97529E+13,1860019,0.36,0,100,0,0,100,37.67,NA,126563,44,NA,17.47,NA,NA,NA,19.25,34.92,37.5,5.8,NA,NA,0,1,0,NA
3181,19646800000000_50,19646800000000_50,1.96468E+13,9465790,0.37,0,76.57,1.35,22.07,100,36.77,1965,136336,14,NA,22.29,NA,NA,NA,16.22,34.92,31.61,10.15,NA,NA,0,1,0,NA
3182,30736500000000_359,30736500000000_359,3.07365E+13,8286559,0.37,0,94.9,0.32,4.77,100,35.61,1987,NA,19,NA,13.03,NA,NA,NA,20.21,22.48,36.7,9.2,NA,NA,0,1,0,NA
3183,19649600000000_378,19649600000000_378,1.96496E+13,8869160,0.37,0,100,0,0,100,37.05,1947,121316,7,NA,14.76,NA,NA,NA,10.59,34.92,42.26,2.8,NA,NA,0,1,0,NA
3184,19650000000000_449,19650000000000_449,1.965E+13,1636246,0.37,0,95.21,0,4.79,100,37.7,NA,206852,22,NA,19.38,NA,NA,NA,26.16,34.92,28.74,4.45,NA,NA,0,1,0,NA
3185,56738740000000_758,56738740000000_758,5.673874e+13,1762206,0.37,0,67.12,0.4,32.48,100,38.9,NA,155805,0,NA,NA,NA,NA,NA,10.32,26.69,29.23,4.5,NA,NA,0,1,0,NA
3186,56738740000000_763,56738740000000_763,5.673874e+13,5834565,0.37,0,80.45,0,19.55,100,38.83,NA,155805,0,NA,NA,NA,NA,NA,10.32,26.69,29.23,4.5,NA,NA,0,1,0,NA
3187,42692000000000_880,42692000000000_880,4.2692E+13,8928719,0.37,0,95.47,0,4.53,100,33.78,1973,133137,36,NA,19.26,NA,NA,NA,36.44,24.3,45.94,11.5,NA,NA,0,1,0,NA
3188,54722600000000_909,54722600000000_909,5.47226E+13,6742356,0.37,0,99.34,0,0.66,100,35.59,1858,NA,71,NA,8.66,NA,NA,NA,34.37,28.45,42.96,27.15,NA,NA,0,1,0,NA
3189,36678400000000_1559,36678400000000_1559,3.66784E+13,1028682,0.37,0,99.22,0,0.78,100,37.34,NA,NA,67,NA,13.29,NA,NA,NA,37.85,34.44,47.78,28.8,NA,NA,0,1,0,NA
3190,19644400000000_1951,19644400000000_1951,1.96444E+13,6657459,0.37,0,99.84,0,0.16,100,35.71,NA,119338,70,NA,14.15,NA,NA,NA,39.97,34.92,50.08,11.45,NA,NA,0,1,0,NA
3191,19644900000000_2645,19644900000000_2645,1.96449E+13,4458253,0.37,0,99.83,0,0.17,100,36.36,1951,123083,65,NA,6.89,NA,NA,NA,46.84,34.92,50.5,11.25,NA,NA,0,1,0,NA
3192,19648700000000_2756,19648700000000_2756,1.96487E+13,6586751,0.37,2.45,91.22,0,6.33,100,29.19,2002,222031,6,NA,48,NA,NA,NA,11.9,34.92,28.85,6.2,NA,NA,0,1,0,NA
3193,54720400000000_2824,54720400000000_2824,5.47204E+13,9987806,0.37,0,95.08,0,4.92,100,36.66,2008,79125,97,NA,17.99,NA,NA,NA,40.71,28.45,65.87,18.45,NA,NA,0,1,0,NA
3194,54722600000000_2952,54722600000000_2952,5.47226E+13,10554867,0.37,0,100,0,0,100,35.91,2016,NA,71,NA,9.81,NA,NA,NA,46.89,28.45,70.44,20.3,NA,NA,0,1,0,NA
3195,30666500000000_3469,30666500000000_3469,3.06665E+13,7073739,0.37,0,97.6,0,2.4,100,34.89,NA,142647,40,NA,25.02,NA,NA,NA,19.36,22.48,29.45,10.7,NA,NA,0,1,0,NA
3196,30666500000000_3470,30666500000000_3470,3.06665E+13,7073744,0.37,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,34.89,NA,142647,40,NA,25.02,NA,NA,NA,19.36,22.48,29.45,10.7,NA,NA,0,1,0,NA
3197,30736500000000_3634,30736500000000_3634,3.07365E+13,216975,0.37,0,92.82,0,7.18,100,33.47,NA,NA,19,NA,11.64,NA,NA,NA,6.8,22.48,51.85,5.95,NA,NA,0,1,0,NA
3198,30736500000000_3635,30736500000000_3635,3.07365E+13,7013986,0.37,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,33.47,NA,NA,19,NA,11.64,NA,NA,NA,6.8,22.48,51.85,5.95,NA,NA,0,1,0,NA
3199,30736500000000_3638,30736500000000_3638,3.07365E+13,9978085,0.37,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,34.64,NA,234429,19,NA,11.64,NA,NA,NA,6.8,22.48,51.85,5.95,NA,NA,0,1,0,NA
3200,19646800000000_3734,19646800000000_3734,1.96468E+13,9265229,0.37,0,97.92,0.99,1.08,100,37.08,NA,142650,14,NA,13.4,NA,NA,NA,16.99,34.92,34.85,6.25,NA,NA,0,1,0,NA
3201,30666000000000_7,30666000000000_7,3.0666E+13,1743599,0.38,4.39,89.71,0,5.9,100,31.59,1967,NA,23,NA,16.1,NA,NA,NA,14.93,22.48,35.69,17.9,NA,NA,0,1,0,NA
3202,30736500000000_254,30736500000000_254,3.07365E+13,675500,0.38,0,77.49,0,22.51,100,34.73,1977,161875,19,NA,10.6,NA,NA,NA,14.75,22.48,24.97,9.6,NA,NA,0,1,0,NA
3203,19752900000000_560,19752900000000_560,1.97529E+13,665,0.38,0,100,0,0,100,36.61,NA,210875,44,NA,12.18,NA,NA,NA,16.66,34.92,43.63,8.15,NA,NA,0,1,0,NA
3204,19648700000000_563,19648700000000_563,1.96487E+13,9519098,0.38,0,91.34,1.03,7.63,100,32.03,1959,NA,6,NA,10.8,NA,NA,NA,9.65,34.92,40.49,5.85,NA,NA,0,1,0,NA
3205,36678400000000_1862,36678400000000_1862,3.66784E+13,454061,0.38,0,85.33,0,14.67,100,34.85,NA,NA,67,NA,10.47,NA,NA,NA,40.64,34.44,54,9.8,NA,NA,0,1,0,NA
3206,42692000000000_2217,42692000000000_2217,4.2692E+13,6366677,0.38,0,99,0,1,100,34.92,2010,115833,36,NA,NA,NA,NA,NA,26.78,24.3,36.5,NA,NA,NA,0,1,0,NA
3207,42767900000000_2260,42767900000000_2260,4.27679E+13,6763985,0.38,0,88.03,0.45,11.53,100,33.34,NA,227917,62,NA,NA,NA,NA,NA,31.32,24.3,41.64,NA,NA,NA,0,1,0,NA
3208,42692000000000_2341,42692000000000_2341,4.2692E+13,7403962,0.38,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,34.92,2010,115833,36,NA,NA,NA,NA,NA,26.78,24.3,36.5,NA,NA,NA,0,1,0,NA
3209,30664600000000_2514,30664600000000_2514,3.06646E+13,6986077,0.38,0,93.4,1.75,4.85,100,35.66,NA,122750,58,NA,NA,NA,NA,NA,20.95,22.48,29.4,NA,NA,NA,0,1,0,NA
3210,56725200000000_2610,56725200000000_2610,5.67252E+13,6831230,0.38,0,74.65,1.82,23.53,100,37.21,NA,58638,59,NA,26.61,NA,NA,13,40.89,26.69,37.64,19.5,NA,NA,0,1,0,NA
3211,19648700000000_2949,19648700000000_2949,1.96487E+13,7014408,0.38,0,97.85,0,2.15,100,33.59,2000,157500,6,NA,16.1,NA,NA,NA,9.66,34.92,30.98,4.5,NA,NA,0,1,0,NA
3212,19648700000000_3229,19648700000000_3229,1.96487E+13,9262846,0.38,0,89.92,0.6,9.48,100,33.53,1957,NA,6,NA,13.3,NA,NA,NA,9.65,34.92,40.49,3.85,NA,NA,0,1,0,NA
3213,19643900000000_3326,19643900000000_3326,1.96439E+13,925496,0.38,0.95,80.19,1.11,17.74,100,33.71,NA,NA,19,NA,19.24,NA,NA,NA,33.93,34.92,49.27,23.65,NA,NA,0,1,0,NA
3214,30666500000000_3471,30666500000000_3471,3.06665E+13,8485397,0.38,0,97.34,0,2.66,100,34.89,NA,142647,40,NA,25.02,NA,NA,NA,19.36,22.48,29.45,10.7,NA,NA,0,1,0,NA
3215,30736500000000_3488,30736500000000_3488,3.07365E+13,846270,0.38,0,97.71,0,2.29,100,35.42,1970,145000,19,NA,12.31,NA,NA,NA,12.7,22.48,36.43,9.65,NA,NA,0,1,0,NA
3216,30736500000000_3637,30736500000000_3637,3.07365E+13,9678973,0.38,0,100,0,0,100,33.42,NA,234429,19,NA,11.64,NA,NA,NA,6.8,22.48,51.85,5.95,NA,NA,0,1,0,NA
3217,42692000000000_1527,42692000000000_1527,4.2692E+13,1214243,0.39,0,99.36,0.16,0.48,100,34.45,NA,145149,36,NA,28.44,NA,NA,NA,26.78,24.3,36.5,4.55,NA,NA,0,1,0,NA
3218,19648700000000_1798,19648700000000_1798,1.96487E+13,6610274,0.39,3.17,94.68,0,2.14,100,29.47,1957,179922,6,NA,11.96,NA,NA,NA,11.9,34.92,28.85,7.45,NA,NA,0,1,0,NA
3219,42767900000000_1918,42767900000000_1918,4.27679E+13,6770666,0.39,0,95.43,2.72,1.84,100,33.34,1986,60875,62,NA,11.67,NA,NA,NA,23.02,24.3,48.62,23.85,NA,NA,0,1,0,NA
3220,19650300000000_2057,19650300000000_2057,1.96503E+13,6889606,0.39,0,88.76,5.9,5.34,100,35.97,NA,179747,14,NA,14.07,NA,NA,NA,19.07,34.92,41.59,4.95,NA,NA,0,1,0,NA
3221,56725200000000_2471,56725200000000_2471,5.67252E+13,6462920,0.39,0.16,96.93,2.02,0.89,100,37.03,NA,80056,59,NA,NA,NA,NA,13,40.89,26.69,26.54,NA,NA,NA,0,1,0,NA
3222,42691500000000_2555,42691500000000_2555,4.26915E+13,8545624,0.39,0,87.12,0,12.88,100,32.35,1995,93897,81,NA,NA,NA,NA,NA,32.23,24.3,39.28,NA,NA,NA,0,1,0,NA
3223,19648700000000_2757,19648700000000_2757,1.96487E+13,9433706,0.39,0,95.68,1.68,2.64,100,29.86,NA,179922,6,NA,21.33,NA,NA,NA,11.9,34.92,28.85,8.05,NA,NA,0,1,0,NA
3224,30736500000000_2894,30736500000000_2894,3.07365E+13,6379459,0.39,3.26,65.49,0,31.25,100,35.16,1972,NA,19,NA,11.92,NA,NA,NA,12.7,22.48,36.43,7,NA,NA,0,1,0,NA
3225,19649600000000_3104,19649600000000_3104,1.96496E+13,1016941,0.39,0,100,0,0,100,36.09,NA,91835,7,NA,25.17,NA,NA,NA,10.59,34.92,42.26,1,NA,NA,0,1,0,NA
3226,56725200000000_3458,56725200000000_3458,5.67252E+13,2448264,0.39,0,85.39,1.48,13.13,100,37.47,NA,44760,59,NA,11.91,NA,NA,13,40.89,26.69,26.54,21.7,NA,NA,0,1,0,NA
3227,56725200000000_3459,56725200000000_3459,5.67252E+13,6623361,0.39,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,37.47,NA,44760,59,NA,11.91,NA,NA,13,40.89,26.69,26.54,21.7,NA,NA,0,1,0,NA
3228,30736500000000_49,30736500000000_49,3.07365E+13,9809181,0.4,0,82.99,0,17.01,100,34.73,2022,115357,19,NA,17.74,NA,NA,NA,11,22.48,33.82,10.5,NA,NA,0,1,0,NA
3229,19642600000000_1284,19642600000000_1284,1.96426E+13,10235045,0.4,0,97.72,0,2.28,100,36.11,NA,250000,27,NA,14.63,NA,NA,NA,19.82,34.92,49.82,2.45,NA,NA,0,1,0,NA
3230,19648400000000_1593,19648400000000_1593,1.96484E+13,9798656,0.4,0.56,79.64,0,19.8,100,34.78,NA,154583,81,NA,39.21,NA,NA,NA,30.79,34.92,45.03,10.45,NA,NA,0,1,0,NA
3231,30664600000000_2073,30664600000000_2073,3.06646E+13,2493738,0.4,0,86.08,2.39,11.54,100,33.04,NA,121136,58,NA,11.62,NA,NA,NA,19.29,22.48,24.98,16.2,NA,NA,0,1,0,NA
3232,54720600000000_2248,54720600000000_2248,5.47206E+13,6734838,0.4,0,100,0,0,100,36.71,2006,NA,80,NA,NA,NA,NA,NA,61.64,28.45,35.29,NA,NA,NA,0,1,0,NA
3233,42691500000000_2547,42691500000000_2547,4.26915E+13,7074251,0.4,0.57,65.63,1.84,31.97,100,32.09,1995,93897,81,NA,NA,NA,NA,NA,32.23,24.3,39.28,NA,NA,NA,0,1,0,NA
3234,30666200000000_2760,30666200000000_2760,3.06662E+13,2216940,0.4,0,85.65,0,14.35,100,36.24,NA,216290,10,NA,21,NA,NA,NA,30.13,22.48,30.37,6.5,NA,NA,0,1,0,NA
3235,54720400000000_2823,54720400000000_2823,5.47204E+13,7034006,0.4,0,98.57,0,1.43,100,35.91,2008,79125,97,NA,17.99,NA,NA,NA,40.71,28.45,65.87,18.45,NA,NA,0,1,0,NA
3236,19646800000000_3049,19646800000000_3049,1.96468E+13,5828688,0.4,0,59.52,0.08,40.4,100,37.53,NA,NA,14,NA,14.05,NA,NA,NA,19.96,34.92,46.09,11.6,NA,NA,0,1,0,NA
3237,19649600000000_3103,19649600000000_3103,1.96496E+13,562451,0.4,0,100,0,0,100,35.97,NA,91835,7,NA,25.17,NA,NA,NA,10.59,34.92,42.26,1,NA,NA,0,1,0,NA
3238,19649600000000_3105,19649600000000_3105,1.96496E+13,4526710,0.4,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,35.97,NA,91835,7,NA,25.17,NA,NA,NA,10.59,34.92,42.26,1,NA,NA,0,1,0,NA
3239,19644400000000_3262,19644400000000_3262,1.96444E+13,9373800,0.4,0,98.63,1.18,0.2,100,34.59,NA,119338,70,NA,30.38,NA,NA,NA,39.97,34.92,50.08,14.05,NA,NA,0,1,0,NA
3240,54722500000000_22,54722500000000_22,5.47225E+13,6747776,0.41,0,100,0,0,100,35.78,1983,NA,90,321,2.5,128.4,NA,NA,43.67,28.45,56.76,NA,NA,NA,0,1,0,NA
3241,54722500000000_23,54722500000000_23,5.47225E+13,9355976,0.41,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,35.78,1983,NA,90,321,2.5,128.4,NA,NA,43.67,28.45,56.76,NA,NA,NA,0,1,0,NA
3242,19646800000000_322,19646800000000_322,1.96468E+13,10295961,0.41,0,57.11,1.84,41.05,100,36.4,1880,184853,14,NA,29.88,NA,NA,NA,16.22,34.92,31.61,9.7,NA,NA,0,1,0,NA
3243,19646800000000_323,19646800000000_323,1.96468E+13,2269834,0.41,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,36.4,1975,184853,14,NA,29.88,NA,NA,NA,16.22,34.92,31.61,9.7,NA,NA,0,1,0,NA
3244,42692100000000_1307,42692100000000_1307,4.26921E+13,7744440,0.41,0.24,96.98,0.56,2.23,100,34.48,1997,125430,40,NA,21.56,NA,NA,NA,20.18,24.3,37.4,20.65,NA,NA,0,1,0,NA
3245,42692100000000_1308,42692100000000_1308,4.26921E+13,7032985,0.41,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,34.48,1997,125430,40,NA,21.56,NA,NA,NA,20.18,24.3,37.4,20.65,NA,NA,0,1,0,NA
3246,33670800000000_1345,33670800000000_1345,3.36708E+13,6945844,0.41,0,10.96,16.52,72.52,100,29.91,NA,90000,92,NA,14.28,NA,NA,NA,30.52,31.72,33.21,23.95,NA,NA,0,1,0,NA
3247,33670800000000_1347,33670800000000_1347,3.36708E+13,9919979,0.41,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,29.91,NA,90000,92,NA,14.28,NA,NA,NA,30.52,31.72,33.21,23.95,NA,NA,0,1,0,NA
3248,54722300000000_68,54722300000000_68,5.47223E+13,888659,0.42,0,100,0,0,100,36.54,1991,82042,50,NA,23.51,NA,NA,NA,67.52,28.45,64.18,17.6,NA,NA,0,1,0,NA
3249,19646800000000_188,19646800000000_188,1.96468E+13,9747744,0.42,0,44.84,0.79,54.37,100,37.15,1992,148147,14,NA,13.61,NA,NA,NA,16.22,34.92,31.61,10.25,NA,NA,0,1,0,NA
3250,54722600000000_1335,54722600000000_1335,5.47226E+13,2823722,0.42,0,100,0,0,100,37.47,1992,86798,71,NA,9.75,NA,NA,NA,46.02,28.45,61.75,22.95,NA,NA,0,1,0,NA
3251,54722600000000_1336,54722600000000_1336,5.47226E+13,6115180,0.42,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,37.47,1992,86798,71,NA,9.75,NA,NA,NA,46.02,28.45,61.75,22.95,NA,NA,0,1,0,NA
3252,54722600000000_1337,54722600000000_1337,5.47226E+13,6729342,0.42,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,37.47,1992,86798,71,NA,9.75,NA,NA,NA,46.02,28.45,61.75,22.95,NA,NA,0,1,0,NA
3253,19650300000000_1853,19650300000000_1853,1.96503E+13,6891929,0.42,0,100,0,0,100,35.35,NA,NA,14,NA,12.92,NA,NA,NA,21.1,34.92,52.27,3.5,NA,NA,0,1,0,NA
3254,56725200000000_1935,56725200000000_1935,5.67252E+13,2388338,0.42,0.82,64.64,10.66,23.87,100,36.49,NA,58638,59,NA,12.13,NA,NA,13,40.89,26.69,37.64,20.1,NA,NA,0,1,0,NA
3255,56725200000000_1978,56725200000000_1978,5.67252E+13,8957520,0.42,0,37.5,41.67,20.83,100,35.97,NA,58638,59,NA,11.37,NA,NA,13,40.89,26.69,37.64,18.4,NA,NA,0,1,0,NA
3256,19644900000000_2546,19644900000000_2546,1.96449E+13,7073297,0.42,0,75.1,2.39,22.51,100,34.85,2010,171563,65,NA,NA,NA,NA,NA,46.84,34.92,50.5,NA,NA,NA,0,1,0,NA
3257,30736500000000_2623,30736500000000_2623,3.07365E+13,8289648,0.42,0,80.89,2.78,16.33,100,35.53,1999,NA,19,NA,37.91,NA,NA,NA,17.33,22.48,42.53,7.9,NA,NA,0,1,0,NA
3258,19648700000000_2897,19648700000000_2897,1.96487E+13,7070832,0.42,0,89.22,1.04,9.74,100,33.65,NA,222738,6,NA,40.61,NA,NA,NA,9.22,34.92,45.31,5.85,NA,NA,0,1,0,NA
3259,19648700000000_2898,19648700000000_2898,1.96487E+13,7070835,0.42,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,33.65,NA,222738,6,NA,40.61,NA,NA,NA,9.22,34.92,45.31,5.85,NA,NA,0,1,0,NA
3260,19648700000000_2900,19648700000000_2900,1.96487E+13,9286782,0.42,0,83.08,0,16.92,100,33.97,NA,212656,6,NA,40.61,NA,NA,NA,9.22,34.92,45.31,5.85,NA,NA,0,1,0,NA
3261,30736500000000_3535,30736500000000_3535,3.07365E+13,2358849,0.42,18.23,68.23,0,13.54,100,35.27,1971,79167,19,NA,35.71,NA,NA,NA,12.7,22.48,36.43,9.6,NA,NA,0,1,0,NA
3262,54723000000000_3835,54723000000000_3835,5.4723E+13,1630604,0.42,0,46.24,0,53.76,100,33.66,NA,NA,92,NA,19.35,NA,NA,NA,43.64,28.45,54.75,15.3,NA,NA,0,1,0,NA
3263,54722300000000_69,54722300000000_69,5.47223E+13,9681398,0.43,0,100,0,0,100,35.29,1991,82042,50,NA,23.51,NA,NA,NA,67.52,28.45,64.18,17.6,NA,NA,0,1,0,NA
3264,54722300000000_71,54722300000000_71,5.47223E+13,7034177,0.43,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,35.29,1991,82042,50,NA,23.51,NA,NA,NA,67.52,28.45,64.18,17.6,NA,NA,0,1,0,NA
3265,19649600000000_1333,19649600000000_1333,1.96496E+13,2935329,0.43,0,100,0,0,100,33.98,NA,NA,7,NA,20.87,NA,NA,NA,10.66,34.92,46.57,1.9,NA,NA,0,1,0,NA
3266,19651300000000_1601,19651300000000_1601,1.96513E+13,6826724,0.43,0,96.28,0.71,3.01,100,35.9,NA,NA,75,NA,54.13,NA,NA,NA,36.71,34.92,45.52,9.85,NA,NA,0,1,0,NA
