Order,UID,School_ID,CDS_Code,char_prem_id,NDVI_median,Percent_Water,Percent_Developed,Percent_Forest,Percent_Pasture,Percent_LandCoverTotal,Land_Surface_Temp,Year_built,Median_income_BG,Percent_FRPM,StudentEnrollment_mean,Staff,Student_Staff_Ratio,Diversity_Index,Students_with_Disabilities,Asthma_Rates,COVID_infections,Pollution_Burden,Chronic_Absenteeism,EEM,EE_Retrofit_Type,retrofit,ndvi_median_binary,retrofit_and_ndvi,Average_NDVI_median
602,19642460000000_748,19642460000000_748,1.964246e+13,972106,0.12,0,100,0,0,100,41.7,NA,29167,0,1805,NA,NA,NA,278.5,158.01,34.92,44.3,29.3,NA,NA,0,0,0,NA
603,19642460000000_754,19642460000000_754,1.964246e+13,1341202,0.12,0,96.36,0,3.64,100,41.61,NA,29167,0,1805,NA,NA,NA,278.5,158.01,34.92,44.3,29.3,NA,NA,0,0,0,NA
604,19642460000000_764,19642460000000_764,1.964246e+13,5862305,0.12,0,96.62,0,3.38,100,41.52,NA,29167,0,1805,NA,NA,NA,278.5,158.01,34.92,44.3,29.3,NA,NA,0,0,0,NA
605,19642460000000_765,19642460000000_765,1.964246e+13,5862306,0.12,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,41.52,NA,29167,0,1805,NA,NA,NA,278.5,158.01,34.92,44.3,29.3,NA,NA,0,0,0,NA
606,36103600000000_982,36103600000000_982,3.61036E+13,530300,0.12,0.56,64.22,0,35.22,100,39.59,1995,NA,86,2397,14.4,166.46,NA,NA,107.74,34.44,28.87,NA,NA,NA,0,0,0,NA
607,36103600000000_983,36103600000000_983,3.61036E+13,1332648,0.12,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,39.59,1995,NA,86,2397,14.4,166.46,NA,NA,107.74,34.44,28.87,NA,NA,NA,0,0,0,NA
608,36103600000000_984,36103600000000_984,3.61036E+13,9081823,0.12,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,39.59,1995,NA,86,2397,14.4,166.46,NA,NA,107.74,34.44,28.87,NA,NA,NA,0,0,0,NA
609,36103600000000_985,36103600000000_985,3.61036E+13,9389367,0.12,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,39.59,1995,NA,86,2397,14.4,166.46,NA,NA,107.74,34.44,28.87,NA,NA,NA,0,0,0,NA
610,36679200000000_1078,36679200000000_1078,3.66792E+13,10482143,0.12,0,74.72,0,25.28,100,41.28,2005,32237,95,NA,16.96,NA,NA,NA,100.21,34.44,41.43,19.3,NA,NA,0,0,0,NA
611,19646300000000_1369,19646300000000_1369,1.96463E+13,4442085,0.12,0,100,0,0,100,37.89,NA,43333,49,NA,21.88,NA,NA,NA,99.47,34.92,50.73,29.45,NA,NA,0,0,0,NA
612,19734400000000_1922,19734400000000_1922,1.97344E+13,6726600,0.12,0,99.58,0,0.42,100,40.97,NA,96019,89,NA,15.94,NA,NA,NA,79.8,34.92,66.09,21.05,NA,NA,0,0,0,NA
613,36678300000000_2003,36678300000000_2003,3.66783E+13,10046974,0.12,0,34.92,0,65.08,100,44.21,2018,NA,85,1049.5,8.13,129.09,NA,NA,83.83,34.44,19.13,NA,NA,NA,0,0,0,NA
614,36678300000000_2004,36678300000000_2004,3.66783E+13,10047040,0.12,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,44.21,2018,NA,85,1049.5,8.13,129.09,NA,NA,83.83,34.44,19.13,NA,NA,NA,0,0,0,NA
615,36678300000000_2007,36678300000000_2007,3.66783E+13,2633984,0.12,0,94.15,0,5.85,100,41.59,2018,25798,85,671,6.15,109.19,NA,NA,100.21,34.44,41.43,NA,NA,NA,0,0,0,NA
616,36678300000000_2008,36678300000000_2008,3.66783E+13,2837016,0.12,0,75,0,25,100,41.58,2018,25798,85,671,6.15,109.19,NA,NA,100.21,34.44,41.43,NA,NA,NA,0,0,0,NA
617,36678300000000_2009,36678300000000_2009,3.66783E+13,6912829,0.12,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,41.59,2018,25798,85,671,6.15,109.19,NA,NA,100.21,34.44,41.43,NA,NA,NA,0,0,0,NA
618,19646300000000_2173,19646300000000_2173,1.96463E+13,2192076,0.12,0,100,0,0,100,37.92,NA,43333,49,NA,NA,NA,NA,NA,99.47,34.92,50.73,NA,NA,NA,0,0,0,NA
619,15737400000000_2227,15737400000000_2227,1.57374E+13,6551643,0.12,0,64.85,0,35.15,100,43.22,NA,46667,51,NA,NA,NA,NA,NA,70.82,27.08,30.15,NA,NA,NA,0,0,0,NA
620,14632700000000_2324,14632700000000_2324,1.46327E+13,7056969,0.12,7.28,40.07,0,52.65,100,41.97,1991,73259,5,NA,NA,NA,NA,NA,10.2,34.44,44.97,NA,NA,NA,0,0,0,NA
621,15737400000000_2368,15737400000000_2368,1.57374E+13,9434805,0.12,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,43.22,NA,46667,51,NA,NA,NA,NA,NA,70.82,27.08,30.15,NA,NA,NA,0,0,0,NA
622,36678800000000_2399,36678800000000_2399,3.66788E+13,10216438,0.12,0,99.89,0,0.11,100,41.02,2010,NA,88,NA,NA,NA,NA,NA,97.86,34.44,57.58,NA,NA,NA,0,0,0,NA
623,19744300000000_2485,19744300000000_2485,1.97443E+13,6689045,0.12,0,100,0,0,100,37.58,NA,93750,0,NA,NA,NA,NA,NA,25.99,34.92,67.43,NA,NA,NA,0,0,0,NA
624,36738900000000_2592,36738900000000_2592,3.67389E+13,1906840,0.12,0,19.07,0,80.93,100,43.17,NA,58482,82,NA,7.98,NA,NA,NA,202.56,34.44,49.06,23.6,NA,NA,0,0,0,NA
625,36679200000000_2858,36679200000000_2858,3.66792E+13,545156,0.12,0,64.44,0,35.56,100,41.52,1990,NA,95,NA,17.23,NA,NA,NA,84.71,34.44,44.62,41.7,NA,NA,0,0,0,NA
626,36750800000000_2972,36750800000000_2972,3.67508E+13,1389502,0.12,7.07,65.37,0,27.56,100,39.93,1992,95125,39,NA,11.73,NA,NA,NA,107.74,34.44,28.87,32.5,NA,NA,0,0,0,NA
627,33103300000000_2984,33103300000000_2984,3.31033E+13,9703809,0.12,0,76,0,24,100,39.78,1981,NA,65,NA,32.75,NA,NA,1894.5,57.29,31.72,28.56,68.45,NA,NA,0,0,0,NA
628,36677400000000_2991,36677400000000_2991,3.66774E+13,10266990,0.12,0.32,69.47,0,30.21,100,41.33,NA,NA,49,NA,4.42,NA,NA,NA,55.93,34.44,50.58,15.75,NA,NA,0,0,0,NA
629,36677800000000_3502,36677800000000_3502,3.66778E+13,6562395,0.12,0,48.64,0,51.36,100,43.91,NA,NA,84,NA,13.36,NA,NA,NA,36.78,34.44,24.04,31.15,NA,NA,0,0,0,NA
630,15636900000000_3702,15636900000000_3702,1.56369E+13,6552912,0.12,0,41.89,0,58.11,100,43.08,1958,44766,58,NA,9.21,NA,NA,NA,66.04,27.08,39.85,44,NA,NA,0,0,0,NA
631,36675900000000_3707,36675900000000_3707,3.66759E+13,10422766,0.12,0,45.29,0,54.71,100,42.34,2006,NA,91,NA,14.25,NA,NA,NA,79.62,34.44,33.77,41.45,NA,NA,0,0,0,NA
632,36750500000000_78,36750500000000_78,3.67505E+13,6302764,0.13,0,76.71,0,23.29,100,41.59,1912,48656,83,2987,49.5,60.34,NA,NA,62.88,34.44,36.77,NA,NA,NA,0,0,0,NA
633,19648100000000_164,19648100000000_164,1.96481E+13,26789,0.13,0,99.92,0,0.08,100,41.03,1920,61657,68,NA,13.28,NA,NA,NA,56.57,34.92,77.46,15.6,NA,NA,0,0,0,NA
634,19648100000000_165,19648100000000_165,1.96481E+13,7019526,0.13,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,41.03,1920,61657,68,NA,13.28,NA,NA,NA,56.57,34.92,77.46,15.6,NA,NA,0,0,0,NA
635,15636900000000_257,15636900000000_257,1.56369E+13,488956,0.13,0,44.89,0,55.11,100,42.53,1959,44766,58,NA,10.04,NA,NA,NA,66.04,27.08,39.85,38.6,NA,NA,0,0,0,NA
636,15636900000000_258,15636900000000_258,1.56369E+13,6552022,0.13,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,42.53,1959,44766,58,NA,10.04,NA,NA,NA,66.04,27.08,39.85,38.6,NA,NA,0,0,0,NA
637,19642100000000_412,19642100000000_412,1.96421E+13,2605960,0.13,0,100,0,0,100,38.22,1969,NA,71,NA,7.53,NA,NA,NA,26.12,22.48,46.7,2.95,NA,NA,0,0,0,NA
638,19642100000000_413,19642100000000_413,1.96421E+13,9515786,0.13,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,38.22,1969,NA,71,NA,7.53,NA,NA,NA,26.12,22.48,46.7,2.95,NA,NA,0,0,0,NA
639,30103100000000_506,30103100000000_506,3.01031E+13,1623050,0.13,0,100,0,0,100,40.9,2015,66051,83,431,7.33,58.84,NA,NA,34.18,22.48,63.09,NA,NA,NA,0,0,0,NA
640,30103100000000_507,30103100000000_507,3.01031E+13,1623051,0.13,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,40.9,2015,66051,83,431,7.33,58.84,NA,NA,34.18,22.48,63.09,NA,NA,NA,0,0,0,NA
641,30103100000000_508,30103100000000_508,3.01031E+13,2142098,0.13,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,40.9,2015,66051,83,431,7.33,58.84,NA,NA,34.18,22.48,63.09,NA,NA,NA,0,0,0,NA
642,30103100000000_509,30103100000000_509,3.01031E+13,2142099,0.13,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,40.9,2015,66051,83,431,7.33,58.84,NA,NA,34.18,22.48,63.09,NA,NA,NA,0,0,0,NA
643,30103100000000_510,30103100000000_510,3.01031E+13,2159698,0.13,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,40.9,2015,66051,83,431,7.33,58.84,NA,NA,34.18,22.48,63.09,NA,NA,NA,0,0,0,NA
644,30739240000000_656,30739240000000_656,3.073924e+13,1159140,0.13,0,98.89,0,1.11,100,38.46,NA,153000,0,NA,NA,NA,NA,NA,21.72,22.48,64.47,7.65,NA,NA,0,0,0,NA
645,36679180000000_733,36679180000000_733,3.667918e+13,9952572,0.13,0,66.86,0,33.14,100,42.92,NA,79821,0,485,NA,NA,NA,55,99.69,34.44,33.3,34.55,NA,NA,0,0,0,NA
646,19645300000000_913,19645300000000_913,1.96453E+13,6816575,0.13,0,99.6,0,0.4,100,39.97,2016,61063,76,NA,5.63,NA,NA,NA,60.9,34.92,68.29,14.55,NA,NA,0,0,0,NA
647,15737400000000_995,15737400000000_995,1.57374E+13,6553276,0.13,0,61.48,0,38.52,100,44.74,NA,NA,51,NA,13.08,NA,NA,NA,70.82,27.08,22.73,23.35,NA,NA,0,0,0,NA
648,36750500000000_1191,36750500000000_1191,3.67505E+13,1041651,0.13,0,17.12,0,82.88,100,43.09,NA,37041,83,3553.5,15.38,231.05,0.58,NA,81.42,34.44,30.58,NA,NA,NA,0,0,0,NA
649,19646000000000_1271,19646000000000_1271,1.9646E+13,10125967,0.13,1.21,97.1,0,1.69,100,34.15,NA,NA,7,NA,13.97,NA,NA,NA,12.77,34.92,41.45,6.3,NA,NA,0,0,0,NA
650,36677400000000_1361,36677400000000_1361,3.66774E+13,8571666,0.13,0,7.28,0,92.72,100,40.79,2014,NA,49,289,3.13,92.48,NA,NA,55.93,34.44,50.58,NA,NA,NA,0,0,0,NA
651,19734400000000_1396,19734400000000_1396,1.97344E+13,9335938,0.13,0,100,0,0,100,39.27,2016,46923,89,473,20.25,23.36,NA,NA,82.3,34.92,64.48,NA,NA,NA,0,0,0,NA
652,36677800000000_1503,36677800000000_1503,3.66778E+13,1727165,0.13,0,42.39,0,57.61,100,43.95,2013,48171,84,NA,14.38,NA,NA,NA,56.39,34.44,23.19,31.45,NA,NA,0,0,0,NA
653,36677800000000_1504,36677800000000_1504,3.66778E+13,1727166,0.13,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,43.95,2013,48171,84,NA,14.38,NA,NA,NA,56.39,34.44,23.19,31.45,NA,NA,0,0,0,NA
654,36677800000000_1505,36677800000000_1505,3.66778E+13,10315412,0.13,0,42.7,0,57.3,100,42.92,2013,31000,84,NA,14.38,NA,NA,NA,56.39,34.44,23.19,31.45,NA,NA,0,0,0,NA
655,30666500000000_1940,30666500000000_1940,3.06665E+13,9603157,0.13,0,100,0,0,100,40.59,2004,48594,40,NA,12.92,NA,NA,NA,33.43,22.48,69.97,22.35,NA,NA,0,0,0,NA
656,36678300000000_2000,36678300000000_2000,3.66783E+13,9777246,0.13,0,42.16,0,57.84,100,45.58,2018,NA,85,1049.5,8.13,129.09,NA,NA,83.83,34.44,19.13,NA,NA,NA,0,0,0,NA
657,36678300000000_2001,36678300000000_2001,3.66783E+13,9777248,0.13,0,46.15,0,53.85,100,45.58,2018,NA,85,1049.5,8.13,129.09,NA,NA,83.83,34.44,19.13,NA,NA,NA,0,0,0,NA
658,36678300000000_2002,36678300000000_2002,3.66783E+13,9777249,0.13,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,45.58,2018,NA,85,1049.5,8.13,129.09,NA,NA,83.83,34.44,19.13,NA,NA,NA,0,0,0,NA
659,36676100000000_2396,36676100000000_2396,3.66761E+13,10196783,0.13,0,35.06,0,64.94,100,43.2,2006,NA,64,NA,1,NA,NA,NA,202.56,34.44,41.21,NA,NA,NA,0,0,0,NA
660,36678800000000_2400,36678800000000_2400,3.66788E+13,10216440,0.13,0,100,0,0,100,40.95,2010,NA,88,NA,NA,NA,NA,NA,97.86,34.44,57.58,NA,NA,NA,0,0,0,NA
661,36678800000000_2401,36678800000000_2401,3.66788E+13,10216442,0.13,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,40.95,2010,NA,88,NA,NA,NA,NA,NA,97.86,34.44,57.58,NA,NA,NA,0,0,0,NA
662,36678800000000_2402,36678800000000_2402,3.66788E+13,10216443,0.13,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,40.95,2010,NA,88,NA,NA,NA,NA,NA,97.86,34.44,57.58,NA,NA,NA,0,0,0,NA
663,36678800000000_2403,36678800000000_2403,3.66788E+13,10216447,0.13,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,40.95,2010,NA,88,NA,NA,NA,NA,NA,97.86,34.44,57.58,NA,NA,NA,0,0,0,NA
664,36678800000000_2407,36678800000000_2407,3.66788E+13,10218345,0.13,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,40.95,2010,NA,88,NA,NA,NA,NA,NA,97.86,34.44,57.58,NA,NA,NA,0,0,0,NA
665,36678800000000_2408,36678800000000_2408,3.66788E+13,10218346,0.13,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,40.95,2010,NA,88,NA,NA,NA,NA,NA,97.86,34.44,57.58,NA,NA,NA,0,0,0,NA
666,36678800000000_2413,36678800000000_2413,3.66788E+13,10345607,0.13,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,40.95,2010,NA,88,NA,NA,NA,NA,NA,97.86,34.44,57.58,NA,NA,NA,0,0,0,NA
667,36678800000000_2414,36678800000000_2414,3.66788E+13,10345609,0.13,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,40.95,2010,NA,88,NA,NA,NA,NA,NA,97.86,34.44,57.58,NA,NA,NA,0,0,0,NA
668,10623800000000_2417,10623800000000_2417,1.06238E+13,10395761,0.13,0,99.6,0,0.4,100,38.96,2017,57608,96,NA,NA,NA,NA,53.5,32.25,34.44,53.91,NA,NA,NA,0,0,0,NA
669,19645200000000_2446,19645200000000_2446,1.96452E+13,1709024,0.13,0,100,0,0,100,40.47,NA,39477,84,NA,NA,NA,NA,NA,64.3,34.92,72.9,NA,NA,NA,0,0,0,NA
670,36750800000000_2809,36750800000000_2809,3.67508E+13,1035841,0.13,0,91.33,0,8.67,100,39.53,2010,NA,39,NA,41.3,NA,NA,NA,98.07,34.44,19.24,61.8,NA,NA,0,0,0,NA
671,19734600000000_3009,19734600000000_3009,1.97346E+13,9968901,0.13,0,99.91,0,0.09,100,40.4,NA,NA,21,NA,15.43,NA,NA,NA,26.46,34.92,53.8,52,NA,NA,0,0,0,NA
672,19734600000000_3010,19734600000000_3010,1.97346E+13,6387222,0.13,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,40.4,NA,NA,21,NA,15.43,NA,NA,NA,26.46,34.92,53.8,52,NA,NA,0,0,0,NA
673,19734600000000_3011,19734600000000_3011,1.97346E+13,7020570,0.13,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,40.4,NA,NA,21,NA,15.43,NA,NA,NA,26.46,34.92,53.8,52,NA,NA,0,0,0,NA
674,15637800000000_3035,15637800000000_3035,1.56378E+13,433107,0.13,0,56.3,0,43.7,100,44.79,NA,NA,83,NA,41.5,NA,NA,NA,67.19,27.08,27,29,NA,NA,0,0,0,NA
675,15637800000000_3036,15637800000000_3036,1.56378E+13,2548895,0.13,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,44.79,NA,NA,83,NA,41.5,NA,NA,NA,67.19,27.08,27,29,NA,NA,0,0,0,NA
676,15637800000000_3037,15637800000000_3037,1.56378E+13,9407398,0.13,0,68.31,0,31.69,100,44.72,NA,NA,83,NA,41.5,NA,NA,NA,67.19,27.08,27,29,NA,NA,0,0,0,NA
677,36678800000000_3250,36678800000000_3250,3.66788E+13,6795315,0.13,0,96.29,0,3.71,100,40.59,2008,12969,88,494.5,20.13,24.57,NA,NA,92.63,34.44,56.7,NA,NA,NA,0,0,0,NA
678,19102000000000_3691,19102000000000_3691,1.9102E+13,8203993,0.13,0,100,0,0,100,38.61,NA,48750,100,48,1,48,NA,NA,128.01,34.92,53.94,NA,NA,NA,0,0,0,NA
679,19102000000000_3692,19102000000000_3692,1.9102E+13,6758899,0.13,0,100,0,0,100,38.64,NA,49318,100,48,1,48,NA,NA,128.01,34.92,53.94,NA,NA,NA,0,0,0,NA
680,36675900000000_3706,36675900000000_3706,3.66759E+13,10360097,0.13,0,23.91,0,76.09,100,43.03,2006,NA,91,NA,14.25,NA,NA,NA,79.62,34.44,33.77,41.45,NA,NA,0,0,0,NA
681,36679200000000_3716,36679200000000_3716,3.66792E+13,9875078,0.13,0,60.65,0,39.35,100,42.94,2007,NA,95,NA,17.59,NA,NA,NA,70.58,34.44,38.81,15.8,NA,NA,0,0,0,NA
682,33670800000000_3746,33670800000000_3746,3.36708E+13,10067296,0.13,0,100,0,0,100,41.68,NA,39402,92,NA,24.48,NA,NA,NA,96.83,31.72,36.85,46.1,NA,NA,0,0,0,NA
683,36750500000000_79,36750500000000_79,3.67505E+13,6488327,0.14,0,88,0,12,100,41.66,1912,48656,83,2987,49.5,60.34,NA,NA,62.88,34.44,36.77,NA,NA,NA,0,0,0,NA
684,36678800000000_161,36678800000000_161,3.66788E+13,6327776,0.14,0,88.56,0,11.44,100,41.41,2009,NA,88,194.5,6.5,29.92,NA,NA,64.79,34.44,48.29,NA,NA,NA,0,0,0,NA
685,19645900000000_292,19645900000000_292,1.96459E+13,2287364,0.14,0,100,0,0,100,39.61,1907,52233,81,NA,22.68,NA,NA,NA,51.1,34.92,46.27,28.6,NA,NA,0,0,0,NA
686,15636800000000_327,15636800000000_327,1.56368E+13,6552540,0.14,0,11.16,0,88.84,100,46.05,NA,32500,79,NA,17.39,NA,NA,NA,83.1,27.08,45.38,56.7,NA,NA,0,0,0,NA
687,19645010000000_668,19645010000000_668,1.964501e+13,2693901,0.14,0,100,0,0,100,40.24,NA,39477,84,NA,NA,NA,NA,NA,48.95,34.92,73.84,13.65,NA,NA,0,0,0,NA
688,19649070000000_669,19649070000000_669,1.964907e+13,4046983,0.14,0,100,0,0,100,38.71,NA,32000,0,1590,NA,NA,NA,161,81.58,34.92,57.05,30.2,NA,NA,0,0,0,NA
689,36679180000000_692,36679180000000_692,3.667918e+13,6913162,0.14,0,60.38,0,39.62,100,41.53,1977,26554,0,485,NA,NA,NA,55,107.74,34.44,38.3,34.55,NA,NA,0,0,0,NA
690,30665140000000_707,30665140000000_707,3.066514e+13,7032945,0.14,0,99.36,0,0.64,100,40.78,1893,76563,0,NA,NA,NA,NA,NA,46.82,22.48,65.23,12.85,NA,NA,0,0,0,NA
691,30665140000000_708,30665140000000_708,3.066514e+13,7032946,0.14,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,40.78,1893,76563,0,NA,NA,NA,NA,NA,46.82,22.48,65.23,12.85,NA,NA,0,0,0,NA
692,36679340000000_710,36679340000000_710,3.667934e+13,7036250,0.14,0,55.75,0,44.25,100,41.72,NA,54875,0,1790.5,NA,NA,NA,199,94.91,34.44,43.08,17.95,NA,NA,0,0,0,NA
693,19645010000000_729,19645010000000_729,1.964501e+13,9520743,0.14,0,100,0,0,100,40.41,NA,39477,84,NA,NA,NA,NA,NA,51.4,34.92,74.1,13.65,NA,NA,0,0,0,NA
694,30665140000000_787,30665140000000_787,3.066514e+13,7032944,0.14,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,40.78,NA,76563,0,NA,NA,NA,NA,NA,46.82,22.48,65.23,12.85,NA,NA,0,0,0,NA
695,30665140000000_788,30665140000000_788,3.066514e+13,7032947,0.14,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,40.78,NA,76563,0,NA,NA,NA,NA,NA,46.82,22.48,65.23,12.85,NA,NA,0,0,0,NA
696,19649800000000_871,19649800000000_871,1.96498E+13,10477260,0.14,0,99.92,0,0.08,100,33.96,NA,NA,33,NA,13.57,NA,NA,NA,50.21,34.92,64.75,14.35,NA,NA,0,0,0,NA
697,30666500000000_882,30666500000000_882,3.06665E+13,6995482,0.14,0,100,0,0,100,40.15,1968,111471,40,NA,5.14,NA,NA,NA,27.23,22.48,53.18,84.25,NA,NA,0,0,0,NA
698,19646300000000_1343,19646300000000_1343,1.96463E+13,7014506,0.14,0,100,0,0,100,38.17,2009,43333,49,393.5,11.5,34.22,NA,NA,99.47,34.92,50.73,NA,NA,NA,0,0,0,NA
699,19646300000000_1344,19646300000000_1344,1.96463E+13,7014507,0.14,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,38.17,2009,43333,49,393.5,11.5,34.22,NA,NA,99.47,34.92,50.73,NA,NA,NA,0,0,0,NA
700,33751800000000_2123,33751800000000_2123,3.37518E+13,404270,0.14,0,90.71,0,9.29,100,41.1,2007,33958,64,NA,NA,NA,NA,NA,57.48,31.72,46.07,NA,NA,NA,0,0,0,NA
701,33751800000000_2125,33751800000000_2125,3.37518E+13,497699,0.14,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,41.1,2007,33958,64,NA,NA,NA,NA,NA,57.48,31.72,46.07,NA,NA,NA,0,0,0,NA
702,15737400000000_2140,15737400000000_2140,1.57374E+13,1002928,0.14,0,93.6,0,6.4,100,41.66,2009,NA,51,NA,NA,NA,NA,NA,70.82,27.08,38.72,NA,NA,NA,0,0,0,NA
703,33751800000000_2143,33751800000000_2143,3.37518E+13,1109317,0.14,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,41.1,2007,33958,64,NA,NA,NA,NA,NA,57.48,31.72,46.07,NA,NA,NA,0,0,0,NA
704,33751800000000_2144,33751800000000_2144,3.37518E+13,1109318,0.14,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,41.1,2007,33958,64,NA,NA,NA,NA,NA,57.48,31.72,46.07,NA,NA,NA,0,0,0,NA
705,33751800000000_2165,33751800000000_2165,3.37518E+13,1808517,0.14,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,41.1,2007,33958,64,NA,NA,NA,NA,NA,57.48,31.72,46.07,NA,NA,NA,0,0,0,NA
706,33751800000000_2187,33751800000000_2187,3.37518E+13,2865258,0.14,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,41.1,2007,33958,64,NA,NA,NA,NA,NA,57.48,31.72,46.07,NA,NA,NA,0,0,0,NA
707,33751800000000_2195,33751800000000_2195,3.37518E+13,4483925,0.14,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,41.1,2007,33958,64,NA,NA,NA,NA,NA,57.48,31.72,46.07,NA,NA,NA,0,0,0,NA
708,15737400000000_2228,15737400000000_2228,1.57374E+13,6552892,0.14,0,100,0,0,100,41.66,2009,NA,51,NA,NA,NA,NA,NA,70.82,27.08,38.72,NA,NA,NA,0,0,0,NA
709,33751800000000_2357,33751800000000_2357,3.37518E+13,9032617,0.14,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,41.1,2007,33958,64,NA,NA,NA,NA,NA,57.48,31.72,46.07,NA,NA,NA,0,0,0,NA
710,33751800000000_2358,33751800000000_2358,3.37518E+13,9032618,0.14,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,41.1,2007,33958,64,NA,NA,NA,NA,NA,57.48,31.72,46.07,NA,NA,NA,0,0,0,NA
711,15636900000000_2456,15636900000000_2456,1.56369E+13,2473486,0.14,0,37.01,0,62.99,100,44.8,2016,56726,58,NA,NA,NA,NA,NA,35.39,27.08,41.89,NA,NA,NA,0,0,0,NA
712,33671800000000_2477,33671800000000_2477,3.36718E+13,6548504,0.14,0,100,0,0,100,43.76,2008,29766,81,NA,NA,NA,NA,NA,75.75,31.72,34.8,NA,NA,NA,0,0,0,NA
713,9765960000000_2479,9765960000000_2479,9.76596E+12,6599053,0.14,0,100,0,0,100,37.46,NA,85856,0,NA,NA,NA,NA,NA,32.3,22.48,54.27,NA,NA,NA,0,0,0,NA
714,19648100000000_2522,19648100000000_2522,1.96481E+13,7024048,0.14,0,100,0,0,100,41.28,NA,35455,68,NA,NA,NA,NA,NA,46.84,34.92,68.55,NA,NA,NA,0,0,0,NA
715,19645200000000_2531,19645200000000_2531,1.96452E+13,7039145,0.14,0,100,0,0,100,40.17,NA,39477,84,NA,NA,NA,NA,NA,64.3,34.92,72.9,NA,NA,NA,0,0,0,NA
716,30666100000000_2641,30666100000000_2641,3.06661E+13,6577384,0.14,0,100,0,0,100,36.11,NA,55489,35,NA,18.59,NA,NA,NA,39.05,22.48,61.66,21.85,NA,NA,0,0,0,NA
717,36750800000000_2808,36750800000000_2808,3.67508E+13,1029441,0.14,0,69.32,0,30.68,100,38.73,2010,NA,39,NA,41.3,NA,NA,NA,98.07,34.44,19.24,61.8,NA,NA,0,0,0,NA
718,36679200000000_3244,36679200000000_3244,3.66792E+13,7036244,0.14,0,90.86,0,9.14,100,41.09,NA,26797,95,245,7.35,33.33,NA,NA,94.91,34.44,43.08,NA,NA,NA,0,0,0,NA
719,30103100000000_3506,30103100000000_3506,3.01031E+13,2785047,0.14,0,99.92,0,0.08,100,37.98,2017,NA,83,110,2.3,47.83,NA,NA,28.96,22.48,51.5,NA,NA,NA,0,0,0,NA
720,30103100000000_3507,30103100000000_3507,3.01031E+13,2785048,0.14,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,37.98,2017,NA,83,110,2.3,47.83,NA,NA,28.96,22.48,51.5,NA,NA,NA,0,0,0,NA
