School_ID,Year_built
36676100000000_181,1915
36679340000000_683,1915
19649300000000_2107,1915
30739240000000_677,1915
33671200000000_202,1915
19651100000000_745,1915
33751900000000_3398,1915
10600000000000_500,1916
19648400000000_1773,1916
19642100000000_304,1916
19650600000000_109,1917
19648100000000_164,1920
19648100000000_165,1920
19648100000000_2033,1920
19647200000000_3781,1920
54721300000000_3275,1920
54753300000000_2489,1920
19645800000000_1132,1920
39700000000000_38,1921
17600000000000_95,1921
17600000000000_230,1921
33670800000000_3741,1921
19648100000000_3673,1921
36678800000000_3083,1921
54722300000000_1086,1921
19646800000000_3049,1921
30736400000000_1745,1921
19102000000000_1562,1921
16700000000000_145,1922
10600000000000_497,1922
30666100000000_3605,1922
19647300000000_305,1922
36677100000000_2903,1922
19644400000000_903,1922
41700000000000_101,1923
54700000000000_317,1923
19734400000000_1922,1923
36739570000000_660,1923
19648100000000_858,1923
19648100000000_859,1923
19648100000000_860,1923
19645500000000_2933,1923
30665200000000_2865,1923
33670900000000_3342,1923
19647300000000_437,1923
19647300000000_438,1923
19644500000000_2486,1923
36676800000000_850,1923
30666700000000_2470,1923
30664980000000_731,1924
19648100000000_1205,1924
19643100000000_228,1924
19643100000000_227,1924
33752400000000_153,1924
19644500000000_371,1924
19647300000000_154,1924
19646600000000_2764,1924
9765960000000_2479,1925
19646300000000_1533,1925
19646300000000_1534,1925
19646300000000_1535,1925
19646300000000_1536,1925
19734400000000_2393,1925
19753400000000_224,1925
19650600000000_3659,1925
19650600000000_3660,1925
19650600000000_3661,1925
19648400000000_1490,1925
19734400000000_1532,1925
30666500000000_1493,1925
36750700000000_3551,1925
36678400000000_1052,1925
19650600000000_3662,1925
19643300000000_1749,1925
33670300000000_2852,1925
19647300000000_1757,1925
39700000000000_506,1926
19647300000000_494,1926
30736500000000_3640,1926
56768300000000_1397,1926
56768300000000_1398,1926
24700000000000_290,1927
36750700000000_318,1927
19645500000000_929,1927
33671200000000_2874,1927
19645400000000_905,1927
33670300000000_477,1927
33670300000000_2609,1927
19647300000000_1085,1927
30665200000000_1996,1927
15700000000000_281,1928
15700000000000_282,1928
15700000000000_283,1928
54700000000000_321,1928
15600000000000_383,1928
10600000000000_481,1928
19650400000000_2940,1928
19650400000000_2941,1928
19650400000000_2939,1928
19651300000000_3747,1928
19648100000000_3350,1928
19650600000000_1003,1928
19650600000000_1000,1928
19650600000000_1001,1928
19650600000000_1002,1928
36750700000000_1029,1928
19644500000000_2957,1928
19649800000000_3697,1928
54718500000000_537,1928
19643300000000_1178,1928
19647300000000_1220,1928
19643300000000_1417,1928
19650600000000_1004,1928
19643300000000_2879,1928
19647300000000_3448,1928
19646600000000_1568,1928
19648400000000_2624,1928
19647700000000_1864,1928
23700000000000_376,1929
23700000000000_377,1929
23700000000000_378,1929
23700000000000_379,1929
44700000000000_390,1929
1610000000000_412,1929
19642460000000_748,1929
30666500000000_3039,1929
19647300000000_162,1929
19647300000000_163,1929
19645800000000_1583,1929
23700000000000_98,1930
28700000000000_142,1930
43700000000000_155,1930
43700000000000_161,1930
23700000000000_180,1930
23700000000000_181,1930
23700000000000_182,1930
15700000000000_194,1930
15600000000000_248,1930
15700000000000_293,1930
36676100000000_2018,1930
19645920000000_685,1930
19734400000000_2244,1930
19734400000000_1906,1930
19734400000000_3728,1930
56724600000000_1326,1930
36678800000000_2969,1930
30647700000000_901,1930
36750700000000_3545,1930
36750700000000_3548,1930
19644500000000_1209,1930
54722600000000_3797,1930
42691500000000_375,1930
42691500000000_376,1930
19644850000000_793,1930
56738740000000_758,1930
30664700000000_2907,1930
19647900000000_1905,1930
43700000000000_159,1931
1610000000000_188,1931
30665200000000_2157,1931
30665220000000_702,1931
19734400000000_1758,1931
19647300000000_2834,1931
56768300000000_1182,1931
30666100000000_3274,1931
56724500000000_1007,1931
30666200000000_2701,1931
36676800000000_93,1931
19649100000000_2806,1931
19648800000000_453,1931
19648800000000_454,1931
42700000000000_403,1931
19757100000000_933,1931
30665100000000_1267,1933
19647300000000_870,1933
19647300000000_873,1933
19644400000000_3840,1933
39700000000000_517,1934
19648700000000_3701,1934
19648570000000_706,1934
19649300000000_2106,1934
19647300000000_248,1934
19647300000000_249,1934
19647300000000_250,1934
19647300000000_251,1934
19647300000000_252,1934
19647300000000_285,1934
19647300000000_286,1934
19647300000000_288,1934
56768300000000_1185,1934
19643300000000_1428,1934
30665200000000_287,1934
19648100000000_1813,1934
19648400000000_1035,1934
19646300000000_1613,1934
19647200000000_1644,1934
54722500000000_3483,1934
19651100000000_615,1934
26736700000000_1683,1934
36678800000000_1147,1934
19643300000000_1172,1934
19647300000000_1498,1934
19647300000000_1499,1934
19643300000000_1122,1934
33670300000000_1725,1934
56725500000000_1668,1934
33751900000000_3408,1934
1610000000000_117,1935
4610000000000_83,1936
1610000000000_415,1936
15600000000000_440,1936
30667500000000_3667,1936
19642900000000_3221,1936
19643500000000_1701,1936
36678200000000_1561,1936
19647900000000_484,1936
19644900000000_974,1936
19644900000000_975,1936
19644900000000_976,1936
19647900000000_2017,1936
19647900000000_485,1936
54722560000000_761,1936
36750700000000_3546,1936
54722600000000_3593,1936
19651100000000_3658,1936
30739200000000_1440,1936
36677100000000_469,1936
30666200000000_3377,1936
56725200000000_3079,1936
1750000000000_239,1937
19647300000000_1470,1937
19647300000000_2552,1937
19650400000000_1746,1937
19650400000000_1747,1937
19650400000000_1748,1937
19645500000000_2929,1937
36678800000000_122,1937
54723000000000_3838,1937
42700000000000_4,1938
42700000000000_5,1938
42700000000000_6,1938
42700000000000_7,1938
42700000000000_8,1938
42700000000000_9,1938
43700000000000_128,1938
44700000000000_316,1938
44700000000000_392,1938
15600000000000_433,1938
15600000000000_434,1938
19647740000000_688,1938
19646300000000_218,1938
36677100000000_2740,1938
36678190000000_662,1938
16639200000000_3834,1938
16700000000000_149,1939
19650000000000_2353,1939
36676500000000_402,1939
54722560000000_797,1939
7620000000000_17,1940
1610000000000_120,1940
41700000000000_218,1940
41700000000000_235,1941
44800000000000_338,1941
19646300000000_1368,1941
15635300000000_1547,1941
15635300000000_1548,1941
15635300000000_1549,1941
15635300000000_1550,1941
30664800000000_1855,1941
19753100000000_1958,1941
15635300000000_1546,1941
33670800000000_3719,1941
15635500000000_1551,1941
56726000000000_3579,1941
30666700000000_1516,1941
19651400000000_1675,1941
19651400000000_1676,1941
30666700000000_1517,1941
16600000000000_347,1942
16600000000000_348,1942
33669930000000_704,1942
33669900000000_279,1942
19646600000000_2762,1942
52700000000000_323,1943
19648700000000_2652,1943
19643000000000_1044,1944
19643000000000_1045,1944
33670300000000_1113,1944
30665600000000_3219,1944
41700000000000_245,1945
15737400000000_308,1945
15737400000000_309,1945
19102000000000_3370,1945
56726000000000_1814,1945
42700000000000_404,1946
39700000000000_519,1946
56725400000000_832,1946
19647300000000_1916,1946
19647300000000_29,1946
19647300000000_31,1946
19647300000000_30,1946
30665200000000_2726,1946
56725200000000_3458,1946
19647300000000_932,1946
36676800000000_1116,1946
19648800000000_3199,1946
44700000000000_389,1946
36676500000000_2680,1946
54720700000000_2301,1947
56726500000000_3590,1947
19649600000000_377,1947
19649600000000_378,1947
19647300000000_1219,1947
40800000000000_48,1948
10600000000000_330,1948
10600000000000_331,1948
19646300000000_219,1948
36678800000000_610,1948
36679300000000_2390,1948
19734400000000_380,1948
19649300000000_937,1948
19642120000000_687,1948
19649200000000_2318,1948
36678800000000_626,1948
54722600000000_597,1948
36678800000000_620,1948
56768300000000_1128,1948
19643300000000_1438,1948
10600000000000_55,1949
28700000000000_150,1949
39700000000000_165,1949
27700000000000_231,1949
1610000000000_299,1949
1610000000000_300,1949
