Order,School_ID,NDVI_median,Percent_Water,Percent_Developed,Percent_Forest,Percent_Pasture,Land_Surface_Temp,Year_built,Median_income_BG,Percent_FRPM,Staff,Students_with_Disabilities,Asthma_Rates,COVID_infections,Pollution_Burden,Chronic_Absenteeism,retrofit,ndvi_median_binary,retrofit_and_ndvi,EEM,EE_Retrofit_Type,char_prem_id,Utility,LONGITUDE,LATITUDE,char_prem_id,CDSCode,CDSCode_2,NCES
118,43700000000000_128,0.08,0,100,0,0,29.39,1938,57049,59.5,8.86,241,79.07,52.82,38.68,36.45,0,0,0,HVAC- VAV System,HVAC,3056522306,Pacfic Gas and Electric Company,-121.8847,37.33961,3056522306,43696666048599,43696666048599,63459005722
119,7620000000000_129,0.18,0,83.47,11.45,5.09,25.53,1960,82857,83,5.02,83,50.51,21.42,40.85,19.2,0,0,0,,,3162126421,Pacfic Gas and Electric Company,-122.2912,37.9904,3162126421,7617966004980,7617966004980,63255005062
120,43700000000000_130,0.11,0,99.2,0,0.8,28.74,1975,129904,100,10.26,464,32.76,52.82,25.85,16.35,0,0,0,HVAC- VAV System,HVAC,3251860657,Pacfic Gas and Electric Company,-121.8528,37.38297,3251860657,4.369427e+13,4.369427e+13,6.05e+10
121,43700000000000_131,0.13,0,99.84,0,0.16,29.07,1962,142162,9,9.93,1894.5,16.56,52.82,21.23,4.65,0,0,0,HVAC- VAV System,HVAC,3283170106,Pacfic Gas and Electric Company,-122.0074,37.30667,3283170106,43694196047005,43694196047005,6.1e+10
122,43700000000000_132,0.13,0,100,0,0,28.83,1957,236324,33,9.64,15,11.12,52.82,28.54,12.75,0,0,0,HVAC- VAV System,HVAC,3283171149,Pacfic Gas and Electric Company,-122.0368,37.34831,3283171149,43694196046742,43694196046742,6.1e+10
123,43700000000000_133,0.16,0,100,0,0,27.21,1957,213906,2.5,14.49,161,8.54,52.82,33.59,2.5,0,0,0,HVAC- VAV System,HVAC,3283173235,Pacfic Gas and Electric Company,-122.0836,37.34211,3283173235,43694196046981,43694196046981,6.1e+10
124,43700000000000_134,0.13,0,97.04,0,2.96,29.58,1957,175385,7,15.5,199,13.09,52.82,32.31,2.5,0,0,0,HVAC- VAV System,HVAC,3283180536,Pacfic Gas and Electric Company,-122.0264,37.3065,3283180536,43694196047047,43694196047047,6.1e+10
126,7620000000000_136,0.12,0,99.19,0,0.81,29.67,2007,129760,43,19.81,241,76.81,21.42,33.06,16.75,0,0,0,,,3510607327,Pacfic Gas and Electric Company,-121.7261,37.97516,3510607327,7617620129064,7617620129064,62808013786
127,23700000000000_137,0.25,4.62,30.65,9.95,54.78,18.43,2003,66500,60,18.91,267,21.59,36.2,29.06,39.95,1,1,1,Lighting- Interior Fixture Retrofit,Lighting,3529745834,Pacfic Gas and Electric Company,-123.6987,38.91464,3529745834,23655992333649,23655992333649,6.31e+10
128,42700000000000_138,0.12,0,97,0,3,27.67,2004,79000,80,30.24,653.5,54.4,51.99,33.7,29.45,0,0,0,Lighting- Interior Fixture Retrofit,Lighting,3649868156,Pacfic Gas and Electric Company,-120.4564,34.92791,3649868156,42691200102863,42691200102863,60558011437
129,28700000000000_139,0.17,2.15,97.85,0,0,27.52,1976,55938,85.5,11.12,85.5,43.69,40.35,46.85,28.6,0,0,0,Lighting- Exterior Fixture Retrofit,Lighting,3675927659,Pacfic Gas and Electric Company,-122.2892,38.28986,3675927659,28662666026934,28662666026934,6.27e+10
130,15100000000000_140,0.16,0,80.88,0,19.12,33.27,2011,49594,83,54.75,42,41.66,27.08,44.41,28.75,0,0,0,Lighting- Exterior Fixture Retrofit,Lighting,3722493661,Pacfic Gas and Electric Company,-118.8359,35.21816,3722493661,15101570124040,15101570124040,69101212948
131,28700000000000_141,0.15,0,100,0,0,29.33,2017,133214,85.5,7.11,161,37.4,40.35,38.37,33.5,0,0,0,Lighting- Exterior Fixture Retrofit,Lighting,3737935220,Pacfic Gas and Electric Company,-122.2919,38.31554,3737935220,28662666026850,28662666026850,6.27e+10
132,28700000000000_142,0.2,0,89,0,11,28.99,1930,95994,75.5,12.82,1523.5,36.71,40.35,27.15,10.9,1,0,0,Lighting- Exterior Fixture Retrofit,Lighting,3747215642,Pacfic Gas and Electric Company,-122.5807,38.58391,3747215642,28662412831758,28662412831758,6.07e+10
133,28700000000000_143,0.13,0,99.25,0,0.75,29.95,2003,90714,42,2,27.5,42.44,40.35,46.33,20.55,0,0,0,Lighting- Exterior Fixture Retrofit,Lighting,3769224852,Pacfic Gas and Electric Company,-122.3022,38.31467,3769224852,28662660101964,28662660101964,62664011271
134,10800000000000_144,0.13,0,100,0,0,31.98,1951,34750,86.5,21.95,645,45.47,29.25,52.37,48.95,0,0,0,Lighting- Interior Fixture Retrofit,Lighting,3783055344,Pacfic Gas and Electric Company,-120.187,36.60878,3783055344,10752346007223,10752346007223,69113410217
138,16700000000000_148,0.11,0,95.23,0,4.77,34.15,1992,41255,60,0.09,13,45.07,42.51,20.5,26.3,1,0,0,Lighting- Interior Fixture Retrofit,Lighting,3783081419,Pacfic Gas and Electric Company,-119.9618,36.00829,3783081419,16739321630110,16739321630110,6.32e+10
139,16700000000000_149,0.09,0,97.28,0,2.72,35.05,1939,37056,92.5,27.97,14.5,45.07,42.51,20.5,19.2,1,0,0,Lighting- Interior Fixture Retrofit,Lighting,3783086634,Pacfic Gas and Electric Company,-120.1383,36.00355,3783086634,16739326010565,16739326010565,63227007334
140,28700000000000_150,0.15,0.8,99.2,0,0,28.58,1949,82000,56,13.62,164,48.15,40.35,38.35,14.9,0,0,0,Lighting- Exterior Fixture Retrofit,Lighting,3797875903,Pacfic Gas and Electric Company,-122.3047,38.29744,3797875903,28662666026983,28662666026983,6.27e+10
141,24700000000000_152,0.2,0,81.63,0,18.37,29.14,1953,58750,37.5,30.06,199,80.7,37.03,54.66,9.7,0,0,0,HVAC Controls- Energy Management System,HVAC,3923164350,Pacfic Gas and Electric Company,-120.5693,37.29972,3923164350,24657636025589,24657636025589,6.24e+10
142,43700000000000_153,0.09,0,100,0,0,29.33,1953,77813,78,11.88,653.5,63.73,52.82,52.87,28.45,0,0,0,HVAC- VAV System,HVAC,3970495881,Pacfic Gas and Electric Company,-121.8777,37.32946,3970495881,43696666048649,43696666048649,63459005728
143,43700000000000_154,0.14,0,100,0,0,28.13,1992,138295,22,9.47,220,29.98,52.82,38.78,18.9,0,0,0,HVAC- VAV System,HVAC,3970508397,Pacfic Gas and Electric Company,-121.9427,37.33215,3970508397,4.369666e+13,4.369666e+13,6.35e+10
144,43700000000000_155,0.14,0,100,0,0,27.92,1930,177639,37,9.94,241,28.01,52.82,28.94,11.6,0,0,0,HVAC- VAV System,HVAC,3970520913,Pacfic Gas and Electric Company,-121.9015,37.31071,3970520913,43696666048672,43696666048672,6.35e+10
145,43700000000000_156,0.16,0,100,0,0,27.39,1959,235893,25.5,13.79,161,35.85,52.82,43.97,22.05,0,0,0,HVAC- VAV System,HVAC,3970522999,Pacfic Gas and Electric Company,-121.8971,37.30259,3970522999,43696666048763,43696666048763,63459005745
147,43700000000000_158,0.12,0,100,0,0,28.55,2006,170405,50.5,24.94,271.5,40.86,52.82,35.55,22.95,0,0,0,HVAC- VAV System,HVAC,3970545945,Pacfic Gas and Electric Company,-121.8696,37.27109,3970545945,43696666048714,43696666048714,63459005740
148,43700000000000_159,0.15,0,100,0,0,27.45,1931,245125,52.5,21.14,112.5,30.76,52.82,41.22,22.3,0,0,0,HVAC- VAV System,HVAC,3970593923,Pacfic Gas and Electric Company,-121.9238,37.33207,3970593923,43696666062111,43696666062111,63459005720
149,43700000000000_160,0.15,0,100,0,0,27.83,1999,250000,8,9.23,1894.5,27.07,52.82,29.85,6.15,0,0,0,HVAC- VAV System,HVAC,3970600181,Pacfic Gas and Electric Company,-121.9066,37.28871,3970600181,43696666048474,43696666048474,63459005702
150,43700000000000_161,0.09,0,100,0,0,29.17,1930,133676,65,10.44,1894.5,64.26,52.82,55.88,28.85,0,0,0,HVAC- VAV System,HVAC,3970611654,Pacfic Gas and Electric Company,-121.8652,37.3566,3970611654,43696666048433,43696666048433,63459005699
151,39700000000000_162,0.15,0,100,0,0,29.48,1959,69542,87.5,22.51,164,71.8,49.49,47.26,32.55,0,0,0,HVAC- Packaged/Split System AC/Heat Pump/VRF,HVAC,4007683985,Pacfic Gas and Electric Company,-121.3013,37.98264,4007683985,39686766042535,39686766042535,63801006400
152,39700000000000_163,0.07,0,100,0,0,30.77,2004,31467,88,9.57,145,71.67,29.25,44.95,70.1,0,0,0,HVAC- Packaged/Split System AC/Heat Pump/VRF,HVAC,4043583595,Pacfic Gas and Electric Company,-121.2765,37.95657,4043583595,39686763930211,39686763930211,63801009446
153,39700000000000_164,0.12,2.46,97.54,0,0,29.55,2000,35366,90,6.81,504.5,129.95,29.25,59.96,34,0,0,0,HVAC- Packaged/Split System AC/Heat Pump/VRF,HVAC,4043584638,Pacfic Gas and Electric Company,-121.296,37.95943,4043584638,3.968676e+13,3.968676e+13,63801008619
154,39700000000000_165,0.15,0,100,0,0,30.74,1949,53155,82.5,13.45,1894.5,57.92,49.49,42.43,37.25,0,0,0,HVAC- Packaged/Split System AC/Heat Pump/VRF,HVAC,4043592982,Pacfic Gas and Electric Company,-121.2201,37.96127,4043592982,39686766042550,39686766042550,63801006405
155,39700000000000_166,0.15,0,100,0,0,29.49,1991,60114,86.5,9.2,55,81.46,49.49,46.29,40.4,0,0,0,HVAC- Packaged/Split System AC/Heat Pump/VRF,HVAC,4043596111,Pacfic Gas and Electric Company,-121.2978,37.97873,4043596111,39686766042824,39686766042824,63801010316
156,39700000000000_167,0.12,0,100,0,0,30.61,2018,38750,89.5,16.61,53.5,98.75,49.49,58.55,33.7,0,0,0,HVAC- Packaged/Split System AC/Heat Pump/VRF,HVAC,4043606541,Pacfic Gas and Electric Company,-121.2499,37.95966,4043606541,39686766042568,39686766042568,63801006421
157,40700000000000_168,0.08,0.2,96.2,0,3.6,23.34,1960,121136,41.5,31.42,85.5,39.13,50.32,35.9,18.8,0,0,0,,,4106139913,Pacfic Gas and Electric Company,-120.8615,35.3818,4106139913,40688094034807,40688094034807,63480005875
158,40700000000000_169,0.13,18.26,75.2,0.16,6.38,28.36,1962,89531,53.5,19.88,1523.5,17.69,50.32,38.38,23.5,0,0,0,,,4106143042,Pacfic Gas and Electric Company,-120.689,35.26132,4106143042,40688096043202,40688096043202,63480005882
159,40700000000000_170,0.2,0.57,73.75,0,25.68,28.36,1958,146038,20.5,9.57,142.5,37.22,50.32,51.04,12.35,0,0,0,,,4116330248,Pacfic Gas and Electric Company,-120.6208,35.21961,4116330248,40688096043244,40688096043244,63480005874
160,28700000000000_171,0.14,0,89.33,0,10.67,27.42,2005,181607,44,11.9,241,71,40.35,24.53,16.45,0,0,0,Lighting- Exterior Fixture Retrofit,Lighting,4120302674,Pacfic Gas and Electric Company,-122.2435,38.16708,4120302674,28662660109140,28662660109140,62664010976
161,10600000000000_172,0.13,0,94.7,0,5.3,28.92,2007,143409,24.5,13.02,125.5,28.15,29.25,34.23,9.8,0,0,0,,,4197651766,Pacfic Gas and Electric Company,-119.6407,36.86197,4197651766,10621170113563,10621170113563,60903012029
162,28700000000000_173,0.19,0,73.41,1.67,24.92,28.55,2018,121950,79.5,17.61,199,42.13,40.35,46.07,30.65,0,0,0,Lighting- Exterior Fixture Retrofit,Lighting,4220683605,Pacfic Gas and Electric Company,-122.3037,38.2782,4220683605,28662666026942,28662666026942,6.27e+10
163,28700000000000_174,0.14,0,99.63,0,0.37,29.61,1992,90714,56.5,39.16,241,42.44,40.35,46.33,21.15,1,0,0,Lighting- Exterior Fixture Retrofit,Lighting,4220718024,Pacfic Gas and Electric Company,-122.2976,38.31067,4220718024,28662662835601,28662662835601,6.27e+10
164,28700000000000_175,0.21,0,63.04,1.83,35.13,27.58,1950,135000,69.5,16.88,27.5,32.58,40.35,39.87,21.35,0,0,0,Lighting- Exterior Fixture Retrofit,Lighting,4220727411,Pacfic Gas and Electric Company,-122.2604,38.29419,4220727411,28662666058796,28662666058796,6.27e+10
166,27700000000000_177,0.13,0,99.9,0,0.1,25.77,2004,78106,61,13.4,85.5,79.55,64.45,29.83,19.2,0,0,0,Lighting- CFL Lamp Retrofit,Lighting,4267236939,Pacfic Gas and Electric Company,-121.6265,36.7133,4267236939,27661910107391,27661910107391,63579010971
167,43700000000000_178,0.12,0,98.57,0,1.43,29.28,1965,249519,7,7.98,142.5,10.91,52.82,36.75,5,0,0,0,HVAC- VAV System,HVAC,4326237130,Pacfic Gas and Electric Company,-122.0449,37.33097,4326237130,43694196046841,43694196046841,6.1e+10
168,7620000000000_179,0.16,0,88.6,0.24,11.16,27.08,1976,111891,64,13.77,241,48.26,21.42,29.25,17.7,0,0,0,,,4455832059,Pacfic Gas and Electric Company,-122.253,38.00713,4455832059,7617966097141,7617966097141,63255005035
169,23700000000000_180,0.17,1.59,20.49,7.07,70.85,30.02,1930,50341,94.5,4.13,13,62.7,36.2,21,28.5,1,0,0,Lighting- Interior Fixture Retrofit,Lighting,4457477089,Pacfic Gas and Electric Company,-123.2733,39.79322,4457477089,23656072334563,23656072334563,63372005195
172,1610000000000_183,0.04,0,100,0,0,28.52,1960,63813,6,9.83,36,129.22,19.56,47.86,30.35,0,0,0,,,4487358964,Pacfic Gas and Electric Company,-122.2078,37.76732,4487358964,1612596002075,1612596002075,62805004301
173,15600000000000_184,0.12,0,100,0,0,33.16,2008,53448,93,79.76,645,84.72,27.08,60.06,27.25,0,0,0,Building Envelope- Windows/Skylights,Building_Envelope,4556264632,Pacfic Gas and Electric Company,-118.9346,35.33665,4556264632,15635290116400,15635290116400,61954012155
174,57700000000000_185,0.18,0,100,0,0,27.36,1914,67865,78.5,6.13,42.5,51.44,64.45,45.88,33.35,0,0,0,Lighting- Exterior Fixture Retrofit,Lighting,4594944538,Pacfic Gas and Electric Company,-121.7768,38.67355,4594944538,57727106056469,57727106056469,64308006999
175,1610000000000_186,0.1,0,100,0,0,28.32,2010,75458,62,18.3,241,101.31,19.56,34.33,46.5,0,0,0,,,4595525045,Pacfic Gas and Electric Company,-122.1179,37.69577,4595525045,1613096002562,1613096002562,63471005851
176,1610000000000_187,0.1,0,100,0,0,28.29,1995,65625,89,9.13,16,101.31,19.56,34.33,45.1,0,0,0,,,4595528174,Pacfic Gas and Electric Company,-122.1167,37.70194,4595528174,1613096002620,1613096002620,63471005853
177,1610000000000_188,0.13,0,100,0,0,27.58,1931,56953,63,14.08,1894.5,76.6,19.56,41.58,40.65,0,0,0,,,4595537561,Pacfic Gas and Electric Company,-122.117,37.68371,4595537561,1613096002521,1613096002521,63471005847
178,1610000000000_189,0.1,0,100,0,0,27.36,2005,68864,71,5.94,98.5,71.68,19.56,37.48,36.95,0,0,0,Lighting- Retrofit Interior Lamps to LED,Lighting,4595543819,Pacfic Gas and Electric Company,-122.1282,37.68887,4595543819,1.61309e+12,1.61309e+12,63471011567
179,1610000000000_190,0.11,0,100,0,0,27.62,1995,167778,30,19.23,161,60.43,19.56,40.52,32.45,0,0,0,,,4595546948,Pacfic Gas and Electric Company,-122.1488,37.688,4595546948,1613096002703,1613096002703,63471008973
180,1610000000000_191,0.13,0,100,0,0,27.36,1995,90717,49,9.06,164,71.68,19.56,37.48,30.8,0,0,0,,,4595553206,Pacfic Gas and Electric Company,-122.1355,37.68144,4595553206,1613096002604,1613096002604,63471007485
181,1610000000000_192,0.12,0,100,0,0,27.61,1955,117917,71,36.4,98.5,60.43,19.56,40.52,27.25,0,0,0,,,4595558421,Pacfic Gas and Electric Company,-122.1404,37.67944,4595558421,1613090130849,1613090130849,63471005845
183,15700000000000_194,0.12,0,99.15,0,0.85,32.8,1930,36190,87.5,21.24,1523.5,59.59,27.08,49.45,18.55,1,0,0,Lighting- Interior Fixture Retrofit,Lighting,4805995918,Pacfic Gas and Electric Company,-119.232,35.6785,4805995918,15739086009765,15739086009765,6.24e+10
184,15600000000000_195,0.11,0,92.11,0,7.89,34.02,1961,23333,89,64.97,241,69.27,27.08,39.57,25.45,0,0,0,Building Envelope- Windows/Skylights,Building_Envelope,4930799418,Pacfic Gas and Electric Company,-118.916,35.3634,4930799418,15635291532605,15635291532605,6.2e+10
185,10700000000000_196,0.13,0,91.91,0,8.09,31.08,1960,73047,72,19.37,129,98.34,29.25,42.74,26.45,0,0,0,,,5149184435,Pacfic Gas and Electric Company,-119.875,36.76728,5149184435,10739656006936,10739656006936,60797007667
186,43700000000000_197,0.12,0,100,0,0,28.86,2019,250000,6,19.15,1894.5,13.01,52.82,27.74,7.45,0,0,0,HVAC- VAV System,HVAC,5168644017,Pacfic Gas and Electric Company,-122.0374,37.35274,5168644017,4.369468e+13,4.369468e+13,61443008353
187,1610000000000_200,0.14,1.91,98.09,0,0,27.45,1963,79525,62,8.69,241,63.37,19.56,36.01,6.95,0,0,0,,,5262291797,Pacfic Gas and Electric Company,-122.0424,37.55247,5262291797,1612346001507,1612346001507,62706004082
188,1610000000000_201,0.12,0,100,0,0,29.05,1960,179125,19,10.64,53.5,66.86,19.56,29.21,12.85,0,0,0,,,5262295969,Pacfic Gas and Electric Company,-122.0421,37.53878,5262295969,1612346001481,1612346001481,62706004081
190,1610000000000_203,0.12,0,100,0,0,28.85,1960,136000,10,8.83,653.5,66.86,19.56,29.21,0,0,0,0,,,5262301184,Pacfic Gas and Electric Company,-122.0493,37.54242,5262301184,1612346001473,1612346001473,62706004092
191,1610000000000_204,0.11,0,100,0,0,28.68,1961,146353,18,8.34,85.5,66.44,19.56,46.69,6.9,0,0,0,,,5262303270,Pacfic Gas and Electric Company,-122.0223,37.535,5262303270,1612346001531,1612346001531,62706004086
192,1610000000000_205,0.11,0.48,99.52,0,0,28.76,1959,204202,40,7.24,241,58.08,19.56,25.56,7.7,0,0,0,,,5262319958,Pacfic Gas and Electric Company,-122.0474,37.52799,5262319958,1612346001440,1612346001440,62706004090
193,1610000000000_206,0.12,0,100,0,0,28.95,1962,179125,43,18.49,278.5,66.86,19.56,29.21,4.4,0,0,0,,,5262329345,Pacfic Gas and Electric Company,-122.0407,37.54225,5262329345,1612346102917,1612346102917,62706007796
194,57700000000000_207,0.14,0,100,0,0,30.2,1986,88255,76.5,13.38,42.5,54.34,64.45,29.89,29.7,0,0,0,Lighting- Exterior Fixture Retrofit,Lighting,5335260609,Pacfic Gas and Electric Company,-121.7548,38.66563,5335260609,57727106107163,57727106107163,64308009466
195,57700000000000_208,0.17,11.41,88.59,0,0,28.33,2010,34375,53.5,5.25,42.5,50.18,64.45,49.06,32.75,1,0,0,Lighting- Exterior Fixture Retrofit,Lighting,5335261652,Pacfic Gas and Electric Company,-121.7198,38.79859,5335261652,57727100121749,57727100121749,64308012745
197,57700000000000_210,0.18,0,100,0,0,28.04,1958,87375,60,7.5,42.5,49.96,64.45,48.33,20.05,0,0,0,Lighting- Exterior Fixture Retrofit,Lighting,5335273125,Pacfic Gas and Electric Company,-121.7738,38.6858,5335273125,57727106056444,57727106056444,64308006998
198,57700000000000_211,0.15,0,100,0,0,29.23,1954,48083,68,15.88,42.5,55.3,64.45,42.44,24.25,0,0,0,Lighting- Exterior Fixture Retrofit,Lighting,5335284598,Pacfic Gas and Electric Company,-121.7841,38.6754,5335284598,57727106056519,57727106056519,64308007005
199,43700000000000_212,0.12,0,100,0,0,28.89,1963,185795,8.5,15.67,199,13.01,52.82,33.17,6.7,0,0,0,HVAC- VAV System,HVAC,5487385010,Pacfic Gas and Electric Company,-122.0284,37.34439,5487385010,43694196046957,43694196046957,6.1e+10
200,20700000000000_213,0.14,0,99.83,0,0.17,31.11,2016,48994,90,9.11,205,62.8,34.92,42.1,31.55,1,0,0,Lighting- Exterior Fixture Retrofit,Lighting,5699817844,Pacfic Gas and Electric Company,-120.2627,37.11621,5699817844,2.065201e+13,2.065201e+13,60855007678
202,15600000000000_215,0.12,0,100,0,0,32.66,2008,121750,58.5,59.15,645,49.73,27.08,40.16,15.5,0,0,0,Building Envelope- Windows/Skylights,Building_Envelope,5731241000,Pacfic Gas and Electric Company,-119.1114,35.28341,5731241000,15635290116392,15635290116392,61954012132
203,43700000000000_216,0.11,0,100,0,0,28.66,1959,160779,43.5,12.99,38.5,29.3,52.82,39.16,12.85,1,0,0,HVAC- VAV System,HVAC,5741349961,Pacfic Gas and Electric Company,-121.8765,37.43262,5741349961,43733876047583,43733876047583,6.25e+10
204,41700000000000_217,0.19,0,100,0,0,24.77,1953,179722,63.5,8.73,645,21.78,51.16,33.39,26,0,0,0,Lighting- Interior Fixture Retrofit,Lighting,5918476046,Pacfic Gas and Electric Company,-122.3421,37.56908,5918476046,41690396044986,41690396044986,63492005915
205,41700000000000_218,0.14,0,99.84,0,0.16,27.1,1940,150685,31.5,11.28,161,31.27,51.16,47.52,12.45,0,0,0,Lighting- Interior Fixture Retrofit,Lighting,5918477089,Pacfic Gas and Electric Company,-122.3215,37.54996,5918477089,41690396044853,41690396044853,63492005901
206,41700000000000_219,0.08,0,100,0,0,28.14,1993,88869,47,11.11,85.5,42.33,51.16,50.81,11.45,0,0,0,Lighting- Interior Fixture Retrofit,Lighting,5918480218,Pacfic Gas and Electric Company,-122.2996,37.55187,5918480218,41690396044887,41690396044887,6.35e+10
207,41700000000000_220,0.16,0,75.97,10.42,13.6,25.46,1968,179000,18.5,8.3,55,27.33,51.16,24.64,10.35,0,0,0,Lighting- Interior Fixture Retrofit,Lighting,5918484390,Pacfic Gas and Electric Company,-122.3503,37.52391,5918484390,41690396044911,41690396044911,63492005907
208,41700000000000_221,0.15,0,98.41,1.43,0.16,26.76,1954,229625,41,15.1,929,42.33,51.16,26.38,16.3,0,0,0,Lighting- Interior Fixture Retrofit,Lighting,5918486476,Pacfic Gas and Electric Company,-122.3101,37.53009,5918486476,41690396044796,41690396044796,63492005896
209,41700000000000_224,0.2,3.67,78.12,4.63,13.58,20.84,1993,228106,21,6.27,199,38.38,51.16,28.04,9.15,0,0,0,Lighting- Interior Fixture Retrofit,Lighting,6041457120,Pacfic Gas and Electric Company,-122.5084,37.54231,6041457120,41688906043632,41688906043632,6.07e+10
210,41700000000000_225,0.06,4.7,95.3,0,0,26.9,1906,141157,19,16.88,161,19.18,51.16,42.51,12.85,0,0,0,Lighting- Interior Fixture Retrofit,Lighting,6053520214,Pacfic Gas and Electric Company,-122.2736,37.56605,6053520214,4.169039e+13,4.169039e+13,63492013289
211,41700000000000_226,0.19,0.32,88.48,10.64,0.56,24.41,1954,136406,6,14.22,15,21.73,51.16,16.17,44.2,0,0,0,Lighting- Interior Fixture Retrofit,Lighting,6129989403,Pacfic Gas and Electric Company,-122.312,37.51175,6129989403,41688666043483,41688666043483,6.05e+10
212,41700000000000_227,0.09,11.17,88.83,0,0,26.68,1994,158958,8,8.67,1894.5,19.18,51.16,31.41,5.85,0,0,0,Lighting- Interior Fixture Retrofit,Lighting,6230550343,Pacfic Gas and Electric Company,-122.2595,37.5615,6230550343,41690396112650,41690396112650,63492005404
213,41700000000000_228,0.08,12.96,84.86,0,2.18,25.41,1956,150556,7,11.41,241,19.18,51.16,20.34,5.5,0,0,0,Lighting- Interior Fixture Retrofit,Lighting,6292376283,Pacfic Gas and Electric Company,-122.2489,37.55984,6292376283,41690396044861,41690396044861,63492005902
214,43700000000000_229,0.11,0,98.38,0,1.62,29.33,2011,93269,44,28.75,13,59.06,52.82,45.85,9.3,1,0,0,HVAC- VAV System,HVAC,6293420743,Pacfic Gas and Electric Company,-121.568,37.01487,6293420743,43694840123760,43694840123760,61518012751
216,27700000000000_231,0.21,0.24,87.56,4.57,7.62,24.54,1949,91056,82,15.49,1894.5,49.92,39.52,46.89,40.1,0,0,0,Lighting- CFL Lamp Retrofit,Lighting,6356089705,Pacfic Gas and Electric Company,-121.6657,36.77813,6356089705,27738256026447,27738256026447,6.28e+10
