,School_ID,NDVI_median,Percent_Water,Percent_Developed,Percent_Forest,Percent_Pasture,Land_Surface_Temp,Year_built,Median_income_BG,Percent_FRPM,Staff,Diversity_Index,Students_with_Disabilities,Asthma_Rates,COVID_infections,Pollution_Burden,Chronic_Absenteeism,retrofit,ndvi_median_binary,retrofit_and_ndvi,income,School_Type
170,30665200000000_2599,0.21,0,100,0,0,37.05,2017,120321,66,10.36,0.61,241,34.33,22.48,41.57,20.55,0,0,0,high income,Control School
171,19651000000000_2862,0.21,0,96.2,0,3.8,42.34,1912,114648,60,23.62,0.63,1894.5,45.35,34.92,26.26,25.3,0,0,0,high income,Control School
172,19645500000000_2933,0.21,0,98.49,0,0,40.03,2006,215139,72,12.21,0.63,112.5,41.17,34.92,72.07,12.1,0,0,0,high income,Control School
173,30665200000000_3344,0.21,0,100,0,0,37.45,1959,142750,66,8.59,0.63,129,35.96,22.48,35.93,14.4,0,0,0,high income,Control School
174,33671200000000_3576,0.21,0,89.28,0,10.72,39.47,1993,127596,49,78.7,0.63,241,57.15,31.72,40.42,20.9,0,0,0,high income,Control School
175,30664800000000_2,0.22,0,99.84,0,0.16,38.01,1965,115482,43,24.27,0.63,16,30.96,22.48,43.5,12.6,0,0,0,high income,Control School
176,33671200000000_193,0.22,0,97.85,0,2.15,39.2,2006,123798,49,23.44,0.63,241,57.15,31.72,40.42,30.65,0,0,0,high income,Control School
177,19753400000000_224,0.22,0,99.28,0,0.72,34.09,1925,119797,22,12.35,0.63,653.5,16.47,34.92,49.83,9.35,0,0,0,high income,Control School
178,30665200000000_843,0.22,0,100,0,0,37.55,1992,147277,66,13.75,0.63,1523.5,34.53,22.48,49.99,18.3,0,0,0,high income,Control School
179,30666100000000_1149,0.22,0,99.92,0,0.08,35.08,1992,154464,35,14.9,0.63,336,40.91,22.48,42.7,22.65,0,0,0,high income,Control School
180,30666100000000_1310,0.22,0,97,0,3,35.14,1999,122733,35,12.7,0.63,241,33.38,22.48,36.79,12.2,0,0,0,high income,Control School
181,30664800000000_1520,0.22,0,100,0,0,38.11,2005,116875,43,18.85,0.63,13,28.58,22.48,36.89,9.5,0,0,0,high income,Control School
182,33671200000000_2080,0.22,0,75.36,0,24.64,39.65,2006,127596,49,51.96,0.63,241,57.15,31.72,40.42,23.6,0,0,0,high income,Control School
183,30666000000000_2602,0.22,0,100,0,0,32.78,1942,166392,23,56.41,0.63,20747,21.76,22.48,56.88,14.55,0,0,0,high income,Control School
184,19753400000000_28,0.23,0,100,0,0,36.02,1979,130213,22,30.61,0.61,161,22.62,34.92,48.34,9,0,0,0,high income,Control School
185,56726000000000_129,0.23,0,98.17,0,1.83,40.02,1965,123958,60,8.77,0.63,241,43.24,26.69,29.28,28.25,0,0,0,high income,Control School
186,19649310000000_657,0.23,0,98.73,0,1.27,39.48,1859,123023,0,16.75,0.61,20747,36.48,34.92,71.47,6.5,0,0,0,high income,Control School
187,33103300000000_725,0.23,0,94.76,0,6.64,38.61,2007,115774,65,11.37,0.56,1894.5,38.17,31.72,34.46,49.2,0,0,0,high income,Control School
188,19752910000000_798,0.23,0,100,0,0,40.14,1966,189773,0,18.19,0.61,112.5,39.44,34.92,57.9,10.75,0,0,0,high income,Control School
189,42767900000000_815,0.23,0,100,0,0,35.3,1967,135463,62,48.19,0.63,13,30.54,24.3,28.7,11.9,0,0,0,high income,Control School
190,30665500000000_874,0.23,0.41,98.54,0,1.06,32.61,1968,190429,32,67.76,0.63,336,31.91,22.48,40.65,11.15,0,0,0,high income,Control School
191,30664700000000_1130,0.23,0,100,0,0,38.89,2009,133220,54,7.44,0.61,653.5,46.72,22.48,59.81,18.7,0,0,0,high income,Control School
192,30666100000000_1150,0.23,0,95.63,0,4.37,34.98,1907,154464,35,14.9,0.63,1894.5,40.91,22.48,42.7,22.65,0,0,0,high income,Control School
193,30665300000000_1395,0.23,0,100,0,0,34.71,1953,130577,30,19.37,0.47,42,31.91,22.48,29.94,50.3,0,0,0,high income,Control School
194,19753400000000_1722,0.23,0,98.89,0,1.11,36.29,1957,125000,22,31.78,0.61,241,28,34.92,36.27,7.5,0,0,0,high income,Control School
195,30664800000000_1855,0.23,0,98.77,0,1.23,36.89,2014,145781,43,15.28,0.61,98.5,34.38,22.48,34.95,4.75,0,0,0,high income,Control School
196,33671200000000_2060,0.23,0,81.75,0,18.25,39.97,1980,127596,49,24.31,0.63,278.5,57.15,31.72,40.42,35.55,0,0,0,high income,Control School
197,33671200000000_2061,0.23,0,86.76,0,13.41,39.97,1990,127596,49,24.31,0.57,336,57.15,31.72,40.42,35.55,0,0,0,high income,Control School
198,33671200000000_2062,0.23,0,94.73,0,3.66,39.97,1996,127596,49,24.31,0.63,13,57.15,31.72,40.42,35.55,0,0,0,high income,Control School
199,33671200000000_2063,0.23,0,93.36,0,6.86,39.97,1960,127596,49,24.31,0.63,278.5,57.15,31.72,40.42,35.55,0,0,0,high income,Control School
200,30665300000000_2127,0.23,0,100,0,0,33.86,2010,147979,30,27.3,0.58,42,31.91,22.48,33.24,4.6,0,0,0,high income,Control School
201,54720700000000_2246,0.23,0,100,0,0,40.09,2010,136000,0,40.58,0.56,929,61.64,28.45,44.85,13.25,0,0,0,high income,Control School
202,36679600000000_2951,0.23,0,75.61,0,24.39,38.54,1990,136591,77,17.43,0.61,241,38.8,34.44,33.13,18.6,0,0,0,high income,Control School
203,19647300000000_2201,0.08,0,100,0,0,38.58,2002,139904,80,27.85,0.61,42,46.41,34.92,52.29,17.8,1,0,0,high income,Prop. 39 School
204,19643500000000_1674,0.11,0,100,0,0,37.51,1998,132656,23,64.45,0.47,199,61.84,34.92,64.38,21.9,1,0,0,high income,Prop. 39 School
205,19647300000000_2586,0.11,17.28,82.21,0,0.51,30.34,1960,121250,80,4.7,0.57,241,19.39,34.92,42.83,14.5,1,0,0,high income,Prop. 39 School
206,30739200000000_1770,0.14,0,99.75,0,0.25,38.72,1990,153000,11,24.82,0.56,161,21.72,22.48,64.47,10.8,1,0,0,high income,Prop. 39 School
207,30739200000000_1771,0.14,0,98.77,0,0,38.72,1995,153000,11,24.82,0.58,161,21.72,22.48,64.47,10.8,1,0,0,high income,Prop. 39 School
208,30739200000000_1772,0.15,0,100,0,0,38.16,1994,153000,11,63.98,0.56,504.5,21.72,22.48,64.47,8.55,1,0,0,high income,Prop. 39 School
209,19647300000000_2937,0.17,0,99,0,1,36.86,2017,139904,80,10.16,0.63,42,46.41,34.92,52.29,31.35,1,0,0,high income,Prop. 39 School
210,19647300000000_2447,0.19,0,100,0,0,39.22,1994,119821,80,12.5,0.61,336,58.82,34.92,70.77,15.8,1,0,0,high income,Prop. 39 School
211,30739200000000_3188,0.19,0,100,0,0,38.84,2002,153000,11,22.77,0.57,1894.5,21.72,22.48,64.47,6.6,1,0,0,high income,Prop. 39 School
212,30736400000000_1030,0.2,0,98.88,0,1.12,37.78,1994,123971,45,16.49,0.56,38.5,22.19,22.48,53.15,9.05,1,0,0,high income,Prop. 39 School
213,19647300000000_31,0.21,0,99.76,0,0.48,38.76,1946,119821,80,11.71,0.58,1523.5,94.42,34.92,46.05,36.2,1,0,0,high income,Prop. 39 School
214,19643500000000_1742,0.21,1.19,61,0,37.81,44.28,2004,126389,23,13.39,0.56,241,27.08,34.92,50.96,19.05,1,0,0,high income,Prop. 39 School
215,19650600000000_2428,0.21,0,96.03,0,3.97,37.1,1994,151250,10,31.5,0.47,27.5,61.84,34.92,55.51,34.85,1,0,0,high income,Prop. 39 School
216,30736400000000_1292,0.22,0,100,0,0,39.84,1993,143125,45,8.22,0.46,112.5,37.15,22.48,60.42,68.15,1,0,0,high income,Prop. 39 School
217,30666700000000_2013,0.22,0,100,0,0,39.02,2004,128500,75,6.1,0.61,241,55.45,22.48,62.11,26.95,1,0,0,high income,Prop. 39 School
218,19650600000000_3462,0.22,0,100,0,0,36.52,2017,125864,10,44.4,0.47,53.5,61.84,34.92,55.51,9.2,1,0,0,high income,Prop. 39 School
219,19643000000000_209,0.24,0,100,0,0,38.77,1951,114769,90,52.5,0.63,91,61.64,34.92,54.38,13.4,0,1,0,high income,Control School
220,30666100000000_468,0.24,0,99.63,0,0.37,36.98,1965,127607,35,15.82,0.63,241,36.79,22.48,42.7,8.5,0,1,0,high income,Control School
221,33671200000000_491,0.24,0,93.85,0,6.15,38.99,1965,153131,49,21.18,0.63,220,55.17,31.72,34.64,29.05,0,1,0,high income,Control School
222,19752910000000_712,0.24,0,100,0,0,40.04,1971,152976,0,27.3,0.63,112.5,40.13,34.92,65.35,10.75,0,1,0,high income,Control School
223,19642610000000_739,0.24,0,100,0,0,39.34,1991,179747,0,33.97,0.63,199,22.22,34.92,54.46,4,0,1,0,high income,Control School
224,19642100000000_914,0.24,0,97.12,0,2.88,37.76,1953,121389,71,6.88,0.61,1894.5,28.86,34.92,51.58,13.7,0,1,0,high income,Control School
225,19651000000000_960,0.24,0,98.1,0,1.9,39.03,2003,116000,60,28.34,0.63,42.5,51.51,34.92,26.62,26.7,0,1,0,high income,Control School
226,19648400000000_1036,0.24,0,100,0,0,38.61,2009,117292,81,11.97,0.63,36,28.45,34.92,55.98,14.95,0,1,0,high income,Control School
227,30665500000000_1037,0.24,0,98.76,0,1.24,35.55,1966,122054,32,43.35,0.63,241,31.49,22.48,46.49,8,0,1,0,high income,Control School
228,30665200000000_1091,0.24,0,99.43,0,0.57,37.84,2006,130694,66,6.75,0.63,278.5,22.74,22.48,54.94,10.85,0,1,0,high income,Control School
229,30664800000000_1519,0.24,0,99.78,0,0.22,38.95,1990,121597,43,18.85,0.63,23,28.88,22.48,41.26,9.5,0,1,0,high income,Control School
230,19647200000000_1640,0.24,0,100,0,0,38.86,2005,149196,71,6.71,0.63,164,49.03,34.92,66.58,20.75,0,1,0,high income,Control School
231,30665200000000_1776,0.24,0,99.52,0,0.48,37.05,1994,133571,66,45.26,0.63,125.5,28.15,22.48,51.07,16.55,0,1,0,high income,Control School
232,30665200000000_1829,0.24,0,98.75,0,1.25,36.16,2010,118704,66,10.59,0.63,241,31.23,22.48,40.61,22.35,0,1,0,high income,Control School
233,30664800000000_2126,0.24,0,100,0,0,37.65,2005,127614,43,13,0.63,42.5,34.38,22.48,42.83,35.55,0,1,0,high income,Control School
234,30667500000000_2159,0.24,0,98.55,0,1.45,36.29,1965,133438,55,9.68,0.63,241,39.42,22.48,46.62,24.1,0,1,0,high income,Control School
235,30666200000000_2716,0.24,0.46,98.17,0,1.38,39.01,2015,146389,10,13.15,0.57,112.5,31.89,22.48,56.26,51.5,0,1,0,high income,Control School
236,19753300000000_2723,0.24,0,100,0,0,33.73,1960,186389,3,26.38,0.61,271.5,13.27,34.92,47.34,3.65,0,1,0,high income,Control School
237,19647200000000_2729,0.24,0,100,0,0,39.14,1957,115774,71,9.33,0.63,1894.5,49.03,34.92,66.58,27.55,0,1,0,high income,Control School
238,33669900000000_3328,0.24,0,77.84,0,22.16,37.91,2003,118750,89,11.35,0.63,14.5,48,31.72,32.46,20.95,0,1,0,high income,Control School
239,19646300000000_3671,0.24,0,100,0,0,37.77,1911,121705,49,9.25,0.63,13,86.03,34.92,41.93,48.85,0,1,0,high income,Control School
240,19646300000000_3672,0.24,0,96.58,0,2.86,37.77,1990,121705,49,9.25,0.57,42,86.03,34.92,41.93,48.85,0,1,0,high income,Control School
241,56726000000000_3733,0.24,0,96.89,0,3.11,41.72,2018,130966,60,8.56,0.63,1523.5,48.64,26.69,39.19,15.3,0,1,0,high income,Control School
242,30666100000000_527,0.25,0,100,0,0,36.14,1965,133438,35,20.39,0.63,241,39.42,22.48,46.62,19.3,0,1,0,high income,Control School
243,19646300000000_1043,0.25,0,100,0,0,37.73,1901,130559,49,10.13,0.63,241,55.46,34.92,45.82,28.55,0,1,0,high income,Control School
244,30664600000000_1158,0.25,0.64,98.8,0,0.56,38.03,1999,122679,58,17.01,0.63,241,50.87,22.48,50.52,11.7,0,1,0,high income,Control School
245,19734400000000_1532,0.25,0,100,0,0,39.77,1925,130250,89,17.13,0.61,653.5,92.82,34.92,68.8,26.75,0,1,0,high income,Control School
246,19753300000000_1930,0.25,0,100,0,0,34.96,1956,165500,3,26.38,0.63,653.5,12.44,34.92,56.04,4.7,0,1,0,high income,Control School
247,33672300000000_1954,0.25,1.9,84.98,0,13.12,38.79,2007,156156,71,20.18,0.63,1523.5,40.53,31.72,33.33,18.4,0,1,0,high income,Control School
248,19649200000000_2236,0.25,0,99.79,0,0.21,34.82,2003,115517,0,12.91,0.43,161,20.23,34.92,40.91,19.4,0,1,0,high income,Control School
249,19753400000000_2556,0.25,0,100,0,0,33.91,2008,169403,22,0.75,0.57,199,16.47,34.92,49.83,93.3,0,1,0,high income,Control School
250,30665300000000_2584,0.25,0,100,0,0,34.26,1956,129750,30,63.8,0.63,42,27.13,22.48,44.02,4.9,0,1,0,high income,Control School
251,19753300000000_2722,0.25,0,100,0,0,33.64,1964,227857,3,26.38,0.63,27.5,13.27,34.92,47.34,3.65,0,1,0,high income,Control School
252,30665300000000_3071,0.25,0,100,0,0,35.08,1955,130000,30,15.35,0.63,42,31.91,22.48,33.24,5.7,0,1,0,high income,Control School
253,30665300000000_3072,0.25,0,99.71,0,0.32,35.08,2002,130000,30,15.35,0.63,42,31.91,22.48,33.24,5.7,0,1,0,high income,Control School
254,30665500000000_3580,0.25,0,100,0,0,35.55,1974,122054,32,7.12,0.56,241,31.49,22.48,46.49,44.3,0,1,0,high income,Control School
255,30666100000000_467,0.26,0,97.21,0,2.79,36.2,1965,133438,35,15.82,0.61,241,39.42,22.48,46.62,8.5,0,1,0,high income,Control School
256,30665200000000_938,0.26,0,98.81,0,1.19,37.42,1959,144688,66,11.53,0.63,98.5,24.75,22.48,52.02,18.3,0,1,0,high income,Control School
257,30666200000000_962,0.26,0,100,0,0,39.71,1955,144563,10,30.14,0.63,241,32.73,22.48,41.51,19.45,0,1,0,high income,Control School
258,30665300000000_964,0.26,0,98.08,0,1.92,33.73,2013,146250,30,19.52,0.63,42,32.14,22.48,38.03,17.9,0,1,0,high income,Control School
259,19648400000000_1035,0.26,0,99.21,0,0.79,38.61,1955,117292,81,11.97,0.63,98.5,28.45,34.92,55.98,14.95,0,1,0,high income,Control School
260,15638300000000_1142,0.26,0,23.59,0,76.41,42.05,1992,114760,29,21.93,0.47,241,62.2,27.08,27.3,50.3,0,1,0,high income,Control School
261,15638300000000_1143,0.26,0,93.11,0,5.4,42.05,1997,114760,29,21.93,0.47,241,62.2,27.08,27.3,50.3,0,1,0,high income,Control School
262,19648700000000_1300,0.26,0,99.76,0,0.24,37.72,1955,250000,6,24.46,0.63,20747,41.9,34.92,68.47,22.3,0,1,0,high income,Control School
263,30666100000000_1309,0.26,0,98.97,0,1.03,35.2,1972,149375,35,12.7,0.63,13,33.38,22.48,36.79,12.2,0,1,0,high income,Control School
264,30103100000000_1390,0.26,0,99.41,0,0.59,39.71,1912,115774,83,72.33,0.63,578.5,21.41,22.48,43.31,14.1,0,1,0,high income,Control School
265,56725400000000_1510,0.26,0,92.54,0,7.46,33.17,2009,138005,95,20.4,0.63,220,38.6,26.69,43.1,13.55,0,1,0,high income,Control School
266,54105500000000_1605,0.26,0,58.33,0,41.67,40.97,2000,133906,43,5.5,0.63,164,39.27,28.45,59.07,22,0,1,0,high income,Control School
267,30666500000000_1647,0.26,0,100,0,0,38.52,2005,153030,40,16.19,0.63,241,23.31,22.48,44.35,5.2,0,1,0,high income,Control School
268,30666500000000_1649,0.26,0,100,0,0,38.61,2005,153030,40,16.19,0.61,16,23.31,22.48,44.35,5.2,0,1,0,high income,Control School
269,30665200000000_1735,0.26,0,98.18,0,1.82,37.3,1998,131563,66,10.27,0.61,241,36.99,22.48,42.28,25.3,0,1,0,high income,Control School
270,19646900000000_1865,0.26,0,99.38,0,0.62,37.97,1995,125949,90,17.49,0.63,13,62.79,34.92,52.84,9.85,0,1,0,high income,Control School
271,30647700000000_1928,0.26,0,99.92,0,0.08,38.11,1966,118125,0,20.67,0.57,241,41.88,34.92,44.38,6.9,0,1,0,high income,Control School
272,30647700000000_1929,0.26,0,87.71,0,13.24,38.11,1949,118125,0,8.66,0.57,645,41.88,34.92,44.38,12.2,0,1,0,high income,Control School
273,30666100000000_1955,0.26,7.73,85.02,3.86,3.38,34.85,2014,124745,35,14.53,0.47,199,40.91,22.48,42.7,10.65,0,1,0,high income,Control School
274,19649200000000_2318,0.26,0,100,0,0,34.45,1958,128757,0,7.51,0.63,129,20.23,34.92,40.91,13.5,0,1,0,high income,Control School
275,19644400000000_2541,0.26,0,99.8,0,0.2,38.61,1958,129250,70,15.04,0.63,241,52.36,34.92,40.4,31.95,0,1,0,high income,Control School
276,19644400000000_2542,0.26,0,100,0,0,38.61,1960,129250,70,10.95,0.63,220,52.36,34.92,40.4,20.3,0,1,0,high income,Control School
277,30666200000000_2744,0.26,0,100,0,0,38.05,1938,120586,10,40.92,0.61,112.5,32.91,22.48,56.41,23.7,0,1,0,high income,Control School
278,19753400000000_2778,0.26,0,100,0,0,34.21,1951,169403,22,23.58,0.63,1894.5,16.47,34.92,49.83,7.25,0,1,0,high income,Control School
279,33670900000000_3064,0.26,0,92.46,0,7.54,38.52,1992,153000,48,46.66,0.63,241,57.33,31.72,52.7,30,0,1,0,high income,Control School
280,30665300000000_3070,0.26,0,100,0,0,35.11,1897,130000,30,15.35,0.61,42,31.91,22.48,33.24,5.7,0,1,0,high income,Control School
281,36678800000000_3172,0.26,0,92.79,0,7.21,38.85,1998,122882,88,19.65,0.63,42.5,54.02,34.44,33.26,32.5,0,1,0,high income,Control School
282,30666100000000_3274,0.26,0,100,0,0,35.24,1954,142143,35,23.31,0.61,241,38.99,22.48,40.59,16.35,0,1,0,high income,Control School
283,36678400000000_3598,0.26,0,100,0,0,38.78,2006,156156,67,10.82,0.63,199,43.52,34.44,64.59,21.6,0,1,0,high income,Control School
284,30666100000000_3606,0.26,0,98.65,0,1.35,35.8,2013,172500,35,21.6,0.63,13,27.16,22.48,43.01,14.45,0,1,0,high income,Control School
285,19753400000000_3683,0.26,0,100,0,0,35.95,1972,130213,22,25.7,0.63,125.5,22.62,34.92,48.34,7.1,0,1,0,high income,Control School
286,30665200000000_40,0.27,0,100,0,0,36.73,1955,116458,66,9.26,0.63,13,38.91,22.48,41.2,20.1,0,1,0,high income,Control School
287,56726000000000_150,0.27,0,96.19,0,3.81,40.45,1972,131375,60,10.34,0.63,42,40.41,26.69,44.37,19.55,0,1,0,high income,Control School
288,30736500000000_192,0.27,0,59.3,0,40.7,36.96,2006,128523,19,16.61,0.61,161,14.27,22.48,66.95,8.15,0,1,0,high income,Control School
289,30666500000000_277,0.27,0,100,0,0,39.03,1968,127241,40,14.03,0.63,220,40.08,22.48,36.51,3.25,0,1,0,high income,Control School
290,30666100000000_528,0.27,0,98.48,0,1.52,35.77,1965,122778,35,20.39,0.63,241,39.33,22.48,42.06,19.3,0,1,0,high income,Control School
291,19647200000000_588,0.27,0,98.25,0,1.75,38.91,2018,142727,71,7.21,0.63,241,47.04,34.92,57.22,31.8,0,1,0,high income,Control School
292,30666200000000_990,0.27,0,100,0,0,38.39,1993,117871,10,30.68,0.56,241,34.51,22.48,48.12,35.05,0,1,0,high income,Control School
293,56724500000000_1007,0.27,0,99.19,0,0.81,40.28,2012,118750,60,19.72,0.63,42.5,41.52,26.69,39.8,15.8,0,1,0,high income,Control School
294,30666200000000_1221,0.27,0,99.54,0,0.46,39.91,1970,120729,10,20.02,0.63,278.5,22.74,22.48,50.54,13.25,0,1,0,high income,Control School
295,30666200000000_1222,0.27,0,95.39,0,2.78,39.91,1956,120729,10,20.02,0.63,278.5,22.74,22.48,50.54,13.25,0,1,0,high income,Control School
296,30666200000000_1223,0.27,0,100,0,0,39.63,2003,140795,10,20.02,0.61,85.5,25.95,22.48,57.66,13.25,0,1,0,high income,Control School
297,30666200000000_1224,0.27,0,99.48,0,0,39.63,1959,140795,10,20.02,0.61,1894.5,25.95,22.48,57.66,13.25,0,1,0,high income,Control School
298,33671200000000_1276,0.27,0,71.25,0,28.75,37.16,1996,118780,49,15.25,0.63,42.5,56.33,31.72,22.65,23.6,0,1,0,high income,Control School
299,36678400000000_1282,0.27,0,98.53,0,1.47,39.73,2005,115603,67,6.41,0.63,1523.5,54.02,34.44,39.88,12.5,0,1,0,high income,Control School
300,19644900000000_1573,0.27,0,100,0,0,38.98,1957,118929,65,13.69,0.63,23,54.86,34.92,44.93,25.55,0,1,0,high income,Control School
301,30666500000000_1648,0.27,0,100,0,0,38.58,2005,153030,40,16.19,0.63,241,23.31,22.48,44.35,5.2,0,1,0,high income,Control School
302,30666500000000_1650,0.27,0,100,0,0,38.55,2005,153030,40,16.19,0.63,42,23.31,22.48,44.35,5.2,0,1,0,high income,Control School
303,33671200000000_1660,0.27,0,73.65,0,26.35,40.41,1991,140795,49,34.8,0.63,14.5,52.94,31.72,31.86,19.3,0,1,0,high income,Control School
304,19753300000000_1835,0.27,0.08,95.81,0,4.11,35.34,1998,141250,3,52,0.63,164,12.44,34.92,56.04,6.1,0,1,0,high income,Control School
305,30666200000000_1925,0.27,0,94.99,0,5.01,39.27,1997,151250,10,32.01,0.63,241,31.89,22.48,56.26,6.45,0,1,0,high income,Control School
306,54722600000000_1968,0.27,0.1,96.05,0,3.86,39.7,1999,152976,71,11.63,0.63,1894.5,42.16,28.45,53.69,26.75,0,1,0,high income,Control School
307,30666500000000_2072,0.27,0,100,0,0,38.92,2002,127750,40,5.23,0.63,241,42.32,22.48,34.09,16.1,0,1,0,high income,Control School
308,19647700000000_2473,0.27,0,95.52,0,4.48,37.97,1992,118125,39,14.48,0.61,267,41.88,34.92,44.38,3.5,0,1,0,high income,Control School
309,19648700000000_2652,0.27,0,100,0,0,37.33,1994,118750,6,6.78,0.56,241,123.15,34.92,59.58,16.95,0,1,0,high income,Control School
310,30666200000000_2660,0.27,0,100,0,0,39.39,1999,126833,10,30.47,0.57,161,33.88,22.48,51.26,28.85,0,1,0,high income,Control School
311,33672100000000_2755,0.27,0,56.38,0,43.62,38.79,1995,131845,91,70.41,0.61,14.5,44.23,31.72,29.88,23.5,0,1,0,high income,Control School
312,33751800000000_3774,0.27,0,82.58,0,17.42,40.05,1998,133750,64,29.57,0.61,42.5,40.96,31.72,27.37,31.55,0,1,0,high income,Control School
313,30666500000000_3853,0.27,0,95.15,0,4.85,37.7,2009,156321,40,27.98,0.63,32.5,23.63,22.48,32.6,7.95,0,1,0,high income,Control School
314,54719000000000_53,0.28,0,100,0,0,39.02,1892,133676,96,6,0.63,1894.5,45.41,28.45,46.49,23.85,0,1,0,high income,Control School
315,19648400000000_108,0.28,0,100,0,0,39.33,1956,118375,81,10.43,0.63,23,37.42,34.92,41.73,5.75,0,1,0,high income,Control School
316,19753300000000_152,0.28,0,100,0,0,33.76,1955,212708,3,17.63,0.63,16,12.41,34.92,41.84,6,0,1,0,high income,Control School
317,30666500000000_455,0.28,0,97.84,0,2.16,38.83,1963,124583,40,14.13,0.63,241,35.43,22.48,33.55,13.7,0,1,0,high income,Control School
318,30666500000000_456,0.28,0,84.47,0,15.13,38.83,1963,124583,40,14.13,0.63,32.5,35.43,22.48,33.55,13.7,0,1,0,high income,Control School
319,19643000000000_582,0.28,0,100,0,0,37.45,1987,115735,90,10.63,0.63,42.5,98.79,34.92,38.11,26.95,0,1,0,high income,Control School
320,19643290000000_800,0.28,0,98.15,0,1.85,36.46,1952,117865,36,17.74,0.63,27.5,40.67,34.92,62.08,14.8,0,1,0,high income,Control School
321,30666500000000_888,0.28,0,100,0,0,38.97,1966,127241,40,43.74,0.63,13,40.08,22.48,36.51,11.35,0,1,0,high income,Control School
322,36677000000000_966,0.28,0,93.1,0,6.9,37.98,2015,117963,38,23.25,0.63,241,22.7,34.44,52.18,11.6,0,1,0,high income,Control School
323,19648400000000_1093,0.28,0,100,0,0,38.77,1931,149545,81,6.96,0.61,241,37.42,34.92,41.73,10.7,0,1,0,high income,Control School
324,30666500000000_1107,0.28,0,99.18,0,0.82,38.95,1992,143021,40,35.68,0.63,1894.5,27.46,22.48,50.24,55.6,0,1,0,high income,Control School
325,30666500000000_1138,0.28,0,100,0,0,38.95,1998,143021,40,11.56,0.63,241,27.46,22.48,50.24,4.15,0,1,0,high income,Control School
326,19646300000000_1161,0.28,0,94.39,0.45,5.16,35.91,2013,137943,49,3.25,0.61,205,99.47,34.92,48.83,14.9,0,1,0,high income,Control School
327,30736500000000_1203,0.28,0,100,0,0,39.51,1976,174353,19,10.71,0.61,13,25.49,22.48,36.16,16.75,0,1,0,high income,Control School
328,19643000000000_1372,0.28,0,99.6,0,0.4,37.67,1998,125026,90,10.58,0.63,241,115.64,34.92,45.16,15,0,1,0,high income,Control School
329,19643000000000_1373,0.28,0,98.88,0,2.15,37.67,1998,125026,90,10.58,0.63,1523.5,115.64,34.92,45.16,15,0,1,0,high income,Control School
330,56726000000000_1525,0.28,0,85.43,0,14.57,40.45,1966,115917,60,7.56,0.63,1523.5,48.64,26.69,30.2,18.65,0,1,0,high income,Control School
331,54105500000000_1607,0.28,0,100,0,0,40.78,2000,122276,43,5.5,0.63,241,39.27,28.45,59.07,8.05,0,1,0,high income,Control School
332,30666200000000_1617,0.28,0,100,0,0,38.43,1953,141985,10,24.7,0.61,42,20.65,22.48,51.21,19,0,1,0,high income,Control School
333,33751800000000_1797,0.28,0,89.52,0,10.48,37.1,1991,120174,64,32.34,0.63,1523.5,24.84,31.72,28.18,11.5,0,1,0,high income,Control School
