"","Order","School_ID","NDVI_median","Percent_Water","Percent_Developed","Percent_Forest","Percent_Pasture","Land_Surface_Temp","Year_built","Median_income_BG","Percent_FRPM","Staff","Students_with_Disabilities","Asthma_Rates","COVID_infections","Pollution_Burden","Chronic_Absenteeism","retrofit","ndvi_median_binary","retrofit_and_ndvi","EEM","EE_Retrofit_Type","CDS_Code","char_prem_id","CDSCode"
"735",735,"36677800000000_3862",0.14,0,45.14,0,54.86,43.98,1980,53688,84,40.58,13,54.19,34.44,22.08,39.8,0,0,0,NA,NA,3.66778e+13,"10062132","36677773638616"
"736",736,"30103100000000_24",0.15,0,99.52,0,0.48,36.53,1980,85856,83,30.1,161,15.91,22.48,62.54,8.2,0,0,0,NA,NA,3.01031e+13,"2010511","30103063030426"
"737",737,"30103100000000_25",0.15,0,100,0,0,36.83,1980,85856,83,30.1,20747,15.91,22.48,62.54,8.2,0,0,0,NA,NA,3.01031e+13,"5955907","30103063030426"
"738",738,"19648100000000_102",0.15,0,99.84,0,0.16,40.1,2011,66250,68,16.88,645,57.34,34.92,59.36,14.4,0,0,0,NA,NA,1.96481e+13,"10283967","19648080124552"
"739",739,"33671700000000_465",0.15,0,99.12,0,0.88,46.97,1990,33988,96,19.2,1894.5,26.26,31.72,27.49,34.9,0,0,0,NA,NA,3.36717e+13,"6896099","33671736032411"
"740",740,"36750800000000_640",0.15,0.08,76.73,0,23.19,39.36,1961,69926,39,13.56,464,87.61,34.44,21.33,45.1,0,0,0,NA,NA,3.67508e+13,"1336778","36750776037337"
"741",741,"19649070000000_652",0.15,0,99.52,0,0.48,38.76,1960,32000,0,7.33,161,81.58,34.92,57.05,30.2,0,0,0,NA,NA,1.964907e+13,"404516","1.964907e+13"
"742",742,"19645010000000_724",0.15,0,100,0,0,40.43,1976,39477,84,17.01,20747,51.4,34.92,74.1,13.65,0,0,0,NA,NA,1.964501e+13,"8986315","1.964501e+13"
"743",743,"30665480000000_730",0.15,0,99.92,0,0.08,37.73,1994,136061,0,28.08,20747,32.83,22.48,60.31,13.1,0,0,0,NA,NA,3.066548e+13,"9840673","3.066548e+13"
"744",744,"19647330000000_737",0.15,0,100,0,0,40.45,1980,64861,0,1,20747,67.65,34.92,58.47,28.75,0,0,0,NA,NA,1.964733e+13,"10276738","1.964733e+13"
"745",745,"33751800000000_919",0.15,0,97.69,0,2.31,40.91,1884,33958,64,18.3,1894.5,57.48,31.72,46.07,41.65,0,0,0,NA,NA,3.37518e+13,"2016948","33751766032031"
"746",746,"33751800000000_920",0.15,0,100,0,0.09,40.91,1884,33958,64,18.3,278.5,57.48,31.72,46.07,41.65,0,0,0,NA,NA,3.37518e+13,"6400599","33751766032031"
"747",747,"19644500000000_1102",0.15,0,100,0,0,39.33,2012,59022,75,13.15,20747,33.3,34.92,69.48,32.55,0,0,0,NA,NA,1.96445e+13,"4540804","19644516012736"
"748",748,"33670600000000_1110",0.15,0,100,0,0,44.83,1968,105326,91,12.28,16,22.22,31.72,22.99,40.9,0,0,0,NA,NA,3.36706e+13,"712265","33670586031959"
"749",749,"33670600000000_1111",0.15,0,15.56,0,76.41,44.83,2015,68568,91,12.28,241,22.22,31.72,22.99,34.9,0,0,0,NA,NA,3.36706e+13,"9956498","33670586031959"
"750",750,"19646300000000_1162",0.15,0,100,0,0,38.45,2013,46875,49,3.25,199,93.09,34.92,50.16,44,0,0,0,NA,NA,1.96463e+13,"2578409","19646340128991"
"751",751,"19646300000000_1163",0.15,0,100,0,0,38.33,2013,46875,49,3.25,27.5,93.09,34.92,50.16,28.75,0,0,0,NA,NA,1.96463e+13,"6618859","19646340128991"
"752",752,"19646300000000_1165",0.15,0,100,0,0,38.33,2013,46875,49,3.25,361.5,93.09,34.92,50.16,44.6,0,0,0,NA,NA,1.96463e+13,"7051524","19646340128991"
"753",753,"19646300000000_1166",0.15,0,97.37,0,0,38.33,2013,46875,49,3.25,199,93.09,34.92,50.16,42.95,0,0,0,NA,NA,1.96463e+13,"7051525","19646340128991"
"754",754,"19753300000000_1188",0.15,2.7,95.27,0.76,1.27,33.7,2006,250000,3,25.75,20747,13.27,34.92,42.12,5.75,0,0,0,NA,NA,1.97533e+13,"2410882","19753336020358"
"755",755,"19646300000000_1279",0.15,0,100,0,0,38.8,1966,56771,49,11.88,55,93.43,34.92,44.37,39.65,0,0,0,NA,NA,1.96463e+13,"10188192","19646346014476"
"756",756,"36677400000000_1358",0.15,0,17.09,0,82.91,40.58,2014,63831,49,3.13,241,55.93,34.44,50.58,7.35,0,0,0,NA,NA,3.66774e+13,"430371","36677360130948"
"757",757,"36677400000000_1359",0.15,0,87.93,0,1.1,40.58,2014,65739,49,3.13,112.5,55.93,34.44,50.58,31.4,0,0,0,NA,NA,3.66774e+13,"733377","36677360130948"
"758",758,"36677400000000_1360",0.15,0,98.17,0,0,40.58,2014,67404,49,3.13,645,55.93,34.44,50.58,39.1,0,0,0,NA,NA,3.66774e+13,"7017186","36677360130948"
"759",759,"19646900000000_1449",0.15,0,99.61,0,0.39,38.33,2006,43571,90,24.69,1894.5,61.84,34.92,64.38,17.1,0,0,0,NA,NA,1.96469e+13,"9399551","19646910112144"
"760",760,"15737400000000_1664",0.15,0,85.22,0,14.78,42.48,1961,83523,51,11.57,241,70.82,27.08,30.15,19.05,0,0,0,NA,NA,1.57374e+13,"10293188","15737426009625"
"761",761,"14632700000000_2152",0.15,15.71,37.46,0,46.83,41.66,1991,73259,5,15.2,27.5,10.2,34.44,44.97,19.45,0,0,0,NA,NA,1.46327e+13,"1441769","14632711430065"
"762",762,"33670660000000_2204",0.15,0,100,0,0,40.91,1982,33958,0,22.2,1894.5,57.48,31.72,46.07,34.7,0,0,0,NA,NA,3.367066e+13,"5713525","3.367066e+13"
"763",763,"33670660000000_2213",0.15,0,98.13,0,1.88,40.9,1997,33958,0,23.58,1894.5,57.48,31.72,46.07,28.85,0,0,0,NA,NA,3.367066e+13,"6184509","3.367066e+13"
"764",764,"14632700000000_2214",0.15,0,19.41,0,64.21,41.66,1991,73259,5,7.33,112.5,10.2,34.44,44.97,10.75,0,0,0,NA,NA,1.46327e+13,"6193073","14632711430065"
"765",765,"30742500000000_2235",0.15,0,99.44,0,0.56,36.53,1950,99551,0,9.32,20747,15.91,22.48,62.54,39.05,0,0,0,NA,NA,3.07425e+13,"6599062","30742523095049"
"766",766,"10623800000000_2379",0.15,0.48,94.01,0,5.51,40.34,2017,71908,96,45.01,53.5,43.8,34.44,58.11,69.1,0,0,0,NA,NA,1.06238e+13,"9742723","10623800136754"
"767",767,"19648400000000_2409",0.15,0,99.9,0,0.1,39.54,2006,65924,81,54.26,112.5,54.67,34.92,64.7,22.2,0,0,0,NA,NA,1.96484e+13,"10276181","19648406021109"
"768",768,"19646300000000_2422",0.15,0,100,0,0,38.36,2009,22668,49,21.26,241,96.5,34.92,46.57,61.8,0,0,0,NA,NA,1.96463e+13,"133629","19646340120311"
"769",769,"19112000000000_2517",0.15,0,100,0,0,39.14,2004,59022,0,9.11,142.5,33.3,34.92,69.48,18.1,0,0,0,NA,NA,1.9112e+13,"7015140","19111971931799"
"770",770,"19645200000000_2562",0.15,0,100,0,0,40.43,2010,39477,84,18.74,161,51.4,34.92,74.1,32.45,0,0,0,NA,NA,1.96452e+13,"9346727","19645191932649"
"771",771,"33751800000000_2713",0.15,0,71.05,0,28.95,41.03,1965,33958,64,65.96,53.5,57.48,31.72,46.07,63.7,0,0,0,NA,NA,3.37518e+13,"9290700","33751763330115"
"772",772,"33751800000000_2714",0.15,0,95.59,0,4.86,40.96,2008,33958,64,65.96,112.5,57.48,31.72,46.07,63.7,0,0,0,NA,NA,3.37518e+13,"9341377","33751763330115"
"773",773,"19650400000000_2940",0.15,0,100,0,0,39.52,1928,57891,88,17.81,112.5,45.04,34.92,68.14,13.85,0,0,0,NA,NA,1.96504e+13,"7032139","19650376022859"
"774",774,"19650400000000_2941",0.15,0,100,0,20.67,39.52,1928,61063,88,17.81,85.5,45.04,34.92,68.14,13.85,0,0,0,NA,NA,1.96504e+13,"7032140","19650376022859"
"775",775,"19650000000000_2964",0.15,2.79,79.09,0,18.12,43.17,2006,67721,22,17.25,241,58.78,34.92,46.97,16.9,0,0,0,NA,NA,1.965e+13,"672303","19649986022685"
"776",776,"19650000000000_2965",0.15,0,95.23,0,0.11,43.17,1958,52750,22,17.25,15,58.78,34.92,46.97,16.9,0,0,0,NA,NA,1.965e+13,"686769","19649986022685"
"777",777,"19650000000000_2966",0.15,0,100,0,0,43.17,2000,58423,22,17.25,27.5,58.78,34.92,46.97,16.9,0,0,0,NA,NA,1.965e+13,"5908457","19649986022685"
"778",778,"33752400000000_3559",0.15,0,89.39,0,10.61,40.59,2008,111453,80,19.77,241,57.29,31.72,28.56,37.5,0,0,0,NA,NA,3.37524e+13,"7080811","33752426032874"
"779",779,"33670800000000_3745",0.15,0,100,0,0,42.19,2007,47917,92,24.48,145,55.09,31.72,36.18,46.1,0,0,0,NA,NA,3.36708e+13,"10067276","33670826032148"
"780",780,"19645900000000_3864",0.15,0,100,0,0,39.67,2012,69583,81,32.99,645,77.65,34.92,56.45,40.5,0,0,0,NA,NA,1.96459e+13,"6470346","19645926014039"
"781",781,"19645900000000_3865",0.15,0,100,0,0,39.7,1951,58185,81,32.99,645,77.65,34.92,56.45,40.5,0,0,0,NA,NA,1.96459e+13,"6602775","19645926014039"
"782",782,"19645900000000_3866",0.15,0,100,0,0,39.7,1972,59250,81,32.99,53.5,77.65,34.92,56.45,40.5,0,0,0,NA,NA,1.96459e+13,"7030211","19645926014039"
"783",783,"19646900000000_232",0.16,0,100,0,0,38.36,1997,31000,90,28.08,161,61.84,34.92,64.38,24.45,0,0,0,NA,NA,1.96469e+13,"7513341","19646916014856"
"784",784,"54722600000000_637",0.16,0,99.47,0,0.53,41.53,2007,38361,71,22.89,20747,46.89,28.45,70.44,18.8,0,0,0,NA,NA,5.47226e+13,"8969098","54722560139105"
"785",785,"19647330000000_663",0.16,0,100,0,0,41.09,1901,52031,0,0.75,20747,44.43,34.92,71.78,28.75,0,0,0,NA,NA,1.964733e+13,"1816156","1.964733e+13"
"786",786,"36679340000000_683",0.16,0,91.05,0,8.95,40.28,1915,54875,0,2.37,199,94.91,34.44,43.08,17.95,0,0,0,NA,NA,3.667934e+13,"6408441","3.667934e+13"
"787",787,"19757130000000_696",0.16,0,100,0,0,41.46,2001,72226,0,9.11,20747,33.33,34.92,57.32,9.7,0,0,0,NA,NA,1.975713e+13,"6947475","1.975713e+13"
"788",788,"36679340000000_709",0.16,0,89.78,0,0.13,40.28,1961,54875,0,23.5,199,94.91,34.44,43.08,17.95,0,0,0,NA,NA,3.667934e+13,"7036246","3.667934e+13"
"789",789,"19648160000000_762",0.16,2.47,85.71,0,11.82,39.58,1964,58194,0,68.6,20747,73.28,34.92,69.27,26.1,0,0,0,NA,NA,1.964816e+13,"4778132","1.964816e+13"
"790",790,"36678800000000_847",0.16,0,88.48,0,11.52,40.7,1994,23750,88,8.77,241,68.59,34.44,45.85,28.3,0,0,0,NA,NA,3.66788e+13,"6535739","36678766109714"
"791",791,"19645900000000_967",0.16,0,100,0,0,38.35,1962,56450,81,26.38,241,77.65,34.92,45.79,28.15,0,0,0,NA,NA,1.96459e+13,"1839303","19645926013957"
"792",792,"19651300000000_1066",0.16,0,98.33,0,1.67,40.22,1999,31250,75,29.14,20747,45.04,34.92,68.14,55.85,0,0,0,NA,NA,1.96513e+13,"7053008","19651281930338"
"793",793,"36750800000000_1190",0.16,0,21.04,0,78.96,43.15,1999,77969,39,39.25,32.5,98.07,34.44,16.16,40.95,0,0,0,NA,NA,3.67508e+13,"8558906","36750773630894"
"794",794,"19648100000000_1206",0.16,0,100,0,0,40.27,2002,80147,68,23.79,112.5,57.34,34.92,50.33,28.8,0,0,0,NA,NA,1.96481e+13,"7039318","19648086020580"
"795",795,"19648100000000_1207",0.16,0,100,0,0.08,40.27,1884,80147,68,23.79,15,57.34,34.92,50.33,28.8,0,0,0,NA,NA,1.96481e+13,"7039319","19648086020580"
"796",796,"19648700000000_1319",0.16,0,100,0,0,38.72,2005,39879,6,11.19,142.5,50.24,34.92,69.64,30.5,0,0,0,NA,NA,1.96487e+13,"9780366","19648730108779"
"797",797,"19646300000000_1533",0.16,0,100,0,0,38.53,1925,61763,49,12,164,96.5,34.92,46.57,39.9,0,0,0,NA,NA,1.96463e+13,"7014499","19646346014492"
"798",798,"19646300000000_1534",0.16,0,98.88,0,1.51,38.53,1925,61763,49,12,241,96.5,34.92,46.57,39.9,0,0,0,NA,NA,1.96463e+13,"7014500","19646346014492"
"799",799,"19646300000000_1535",0.16,0,98.88,0,1.51,38.53,1925,61763,49,12,241,96.5,34.92,46.57,39.9,0,0,0,NA,NA,1.96463e+13,"7014501","19646346014492"
"800",800,"19646300000000_1536",0.16,0,98.88,0,0,38.53,1925,61763,49,12,278.5,96.5,34.92,46.57,39.9,0,0,0,NA,NA,1.96463e+13,"7014502","19646346014492"
"801",801,"30664600000000_1804",0.16,0,100,0,0,38.64,2007,64621,58,15.34,142.5,46.72,22.48,59.81,29.3,0,0,0,NA,NA,3.06646e+13,"7032578","30664566027577"
"802",802,"36678300000000_2005",0.16,0,97.19,0,2.81,41.03,2018,72200,85,3.59,241,67.1,34.44,25.15,27.7,0,0,0,NA,NA,3.66783e+13,"10074513","36678270137216"
"803",803,"36678300000000_2006",0.16,0,100,0,0,41.09,2018,72200,85,3.59,464,67.1,34.44,25.15,28.3,0,0,0,NA,NA,3.66783e+13,"10074514","36678270137216"
"804",804,"15737400000000_2229",0.16,0,50.32,0,49.68,42.46,1962,32500,51,15.17,13,70.82,27.08,24.46,37.65,0,0,0,NA,NA,1.57374e+13,"6553412","15737426009971"
"805",805,"36678400000000_2277",0.16,0,59.11,0,40.89,40.28,2003,52465,67,18.76,13,48.91,34.44,23.59,47,0,0,0,NA,NA,3.66784e+13,"6913135","36678356036461"
"806",806,"19649800000000_2419",0.16,0,100,0,0,33.65,2014,103125,33,14.8,20747,50.53,34.92,63.22,30.05,0,0,0,NA,NA,1.96498e+13,"10426494","19649800129304"
"807",807,"19648100000000_2465",0.16,0,100,0,0,40.8,2006,47850,68,22.59,20747,46.84,34.92,68.55,52.85,0,0,0,NA,NA,1.96481e+13,"6403433","19648081930809"
"808",808,"36679200000000_2769",0.16,0,94.68,0,5.32,41.39,1992,59250,95,19.72,241,86.91,34.44,31.92,36.65,0,0,0,NA,NA,3.66792e+13,"1417096","36679186037360"
"809",809,"19650400000000_2939",0.16,0,100,0,0,39.49,1928,111453,88,17.81,20747,45.04,34.92,68.14,13.85,0,0,0,NA,NA,1.96504e+13,"7032137","19650376022859"
"810",810,"33671800000000_3068",0.16,0,99.41,0,0.59,43.21,1996,59063,81,18.92,1894.5,75.75,31.72,41.33,38.75,0,0,0,NA,NA,3.36718e+13,"6548563","33671816032494"
"811",811,"19649800000000_3116",0.16,0,100,0,0,33.15,1959,76573,33,82.58,161,32.98,34.92,51.92,18.55,0,0,0,NA,NA,1.96498e+13,"10382904","19649801938000"
"812",812,"36678800000000_3194",0.16,0,91.55,0,8.45,40.7,2011,23750,88,15.95,85.5,68.59,34.44,45.85,90.55,0,0,0,NA,NA,3.66788e+13,"2225742","36678763632809"
"813",813,"36750800000000_3364",0.16,0,36.2,0,63.8,40.84,1995,66897,39,13.55,1523.5,98.07,34.44,16.16,38.95,0,0,0,NA,NA,3.67508e+13,"4761943","36750776112825"
"814",814,"30103100000000_3630",0.16,0,100,0,0,37.6,2015,74583,83,14.65,1894.5,41.49,22.48,54.14,20.65,0,0,0,NA,NA,3.01031e+13,"2253155","30103060132613"
"815",815,"15636900000000_3771",0.16,0,94.44,0,5.56,41.16,2021,72277,58,21.07,42,35.39,27.08,41.89,13.8,0,0,0,NA,NA,1.56369e+13,"6793143","15636850141077"
"816",816,"33670600000000_8",0.17,0,99.92,0,0.08,44.62,1980,41667,91,13.61,241,16.96,31.72,26.61,33.65,0,0,0,NA,NA,3.36706e+13,"4507304","33670586031926"
"817",817,"33670600000000_9",0.17,0,51.79,0,31.98,44.62,1980,83523,91,13.61,241,16.96,31.72,26.61,33.65,0,0,0,NA,NA,3.36706e+13,"4507305","33670586031926"
"818",818,"36677800000000_241",0.17,0,19.49,0,80.51,43.83,1991,73158,84,2.37,13,54.19,34.44,22.08,67.15,0,0,0,NA,NA,3.66778e+13,"1438351","36677773630217"
"819",819,"36677800000000_242",0.17,0,90.17,0,32.43,43.83,1990,73158,84,2.37,13,54.19,34.44,22.08,67.15,0,0,0,NA,NA,3.66778e+13,"9529595","36677773630217"
"820",820,"33671700000000_389",0.17,0,94.1,0,5.9,43.58,1991,71645,96,55.91,16,27.64,31.72,19.08,25.9,0,0,0,NA,NA,3.36717e+13,"6467682","33671733330578"
"821",821,"19646400000000_614",0.17,0,65.53,0,34.47,42.52,1991,79886,88,16.11,13,92.21,34.92,29.23,43.8,0,0,0,NA,NA,1.96464e+13,"571613","19646426106272"
"822",822,"15636900000000_639",0.17,0,32.03,0.4,67.57,42.77,1954,72277,58,10,241,35.39,27.08,41.89,17.8,0,0,0,NA,NA,1.56369e+13,"6793138","15636851531987"
"823",823,"19645920000000_659",0.17,0,100,0,0,38.71,1971,47734,0,11.25,27.5,77.65,34.92,38.93,28.45,0,0,0,NA,NA,1.964592e+13,"1380278","1.964592e+13"
"824",824,"36679340000000_661",0.17,16.55,64.12,0,19.33,39.85,1928,21103,0,5.5,199,94.91,34.44,43.08,17.95,0,0,0,NA,NA,3.667934e+13,"1391950","3.667934e+13"
"825",825,"19645920000000_670",0.17,0,100,0,63.53,38.71,1992,47734,0,12.4,27.5,77.65,34.92,38.93,28.45,0,0,0,NA,NA,1.964592e+13,"4488213","1.964592e+13"
"826",826,"19645920000000_674",0.17,0,36.12,0,63.04,38.71,1980,47734,0,15.43,27.5,77.65,34.92,38.93,28.45,0,0,0,NA,NA,1.964592e+13,"5802541","1.964592e+13"
"827",827,"19645920000000_675",0.17,0,75.36,0,1.55,38.71,1959,47734,0,21.93,27.5,77.65,34.92,38.93,28.45,0,0,0,NA,NA,1.964592e+13,"5935436","1.964592e+13"
"828",828,"19645920000000_685",0.17,0,85.18,0,28.16,38.71,1968,47734,0,19.07,27.5,77.65,34.92,38.93,28.45,0,0,0,NA,NA,1.964592e+13,"6583500","1.964592e+13"
"829",829,"19645920000000_721",0.17,0,86.01,0,4.16,38.71,2003,47734,0,18.12,27.5,77.65,34.92,38.93,28.45,0,0,0,NA,NA,1.964592e+13,"8099359","1.964592e+13"
"830",830,"19645920000000_722",0.17,0,77.07,0,5.16,38.71,2008,47734,0,19.82,27.5,77.65,34.92,38.93,28.45,0,0,0,NA,NA,1.964592e+13,"8099360","1.964592e+13"
"831",831,"19647330000000_738",0.17,0,98.96,0,1.04,39.15,1993,43750,0,2.5,20747,45.48,34.92,68.07,28.75,0,0,0,NA,NA,1.964733e+13,"10290455","1.964733e+13"
"832",832,"19651100000000_775",0.17,0,99.84,0,0.16,38.29,1920,39524,77,20.39,615,78.72,34.92,56.08,23.7,0,0,0,NA,NA,1.96511e+13,"6808869","1.96511e+13"
"833",833,"19644510000000_781",0.17,0,100,0,0,40.2,1891,61250,0,7.33,161,46.57,34.92,57.03,23.9,0,0,0,NA,NA,1.964451e+13,"7015269","1.964451e+13"
"834",834,"19644510000000_782",0.17,0,100,0,0,40.2,1983,61250,0,11.57,142.5,46.57,34.92,57.03,23.9,0,0,0,NA,NA,1.964451e+13,"7015270","1.964451e+13"
"835",835,"19734400000000_941",0.17,0,100,0,0,40.83,1966,96019,89,13.26,112.5,79.8,34.92,66.09,33.5,0,0,0,NA,NA,1.97344e+13,"6411463","19734376057566"
"836",836,"30666000000000_1311",0.17,17.87,82.05,0,0.08,29.1,1952,145455,23,20.05,161,21.76,22.48,56.88,16.55,0,0,0,NA,NA,3.0666e+13,"8824127","30665976029367"
"837",837,"15636900000000_1393",0.17,0,75.64,0,24.36,42.35,1953,72277,58,9.01,241,35.39,27.08,41.89,11.9,0,0,0,NA,NA,1.56369e+13,"6793137","15636856009880"
"838",838,"15636900000000_1394",0.17,0,54.14,0,45.86,43.21,1952,72277,58,9.01,241,35.39,27.08,41.89,11.9,0,0,0,NA,NA,1.56369e+13,"6793140","15636856009880"
"839",839,"19648400000000_1489",0.17,0,98.04,0,1.96,40.35,1962,60595,81,56.12,161,54.01,34.92,61.38,20.6,0,0,0,NA,NA,1.96484e+13,"222207","19648401933647"
"840",840,"30665200000000_1492",0.17,0,99.84,0,0.16,38.3,1991,48550,66,10.1,241,40.86,22.48,37.5,8,0,0,0,NA,NA,3.06652e+13,"6723251","30665226028526"
"841",841,"36677800000000_1574",0.17,0,34.59,0,65.41,42.52,2000,43571,84,24.45,14.5,54.19,34.44,22.08,37.7,0,0,0,NA,NA,3.66778e+13,"609324","36677776106579"
"842",842,"19646900000000_1793",0.17,0,98.57,0,1.36,38.33,2006,103906,90,26.81,161,61.84,34.92,64.38,20.4,0,0,0,NA,NA,1.96469e+13,"9828149","19646916014898"
"843",843,"36750800000000_1858",0.17,0,56.64,0,43.36,39.78,1974,35938,39,21.57,205,75.48,34.44,15.79,44.25,0,0,0,NA,NA,3.67508e+13,"6909248","36750776035240"
"844",844,"15737400000000_2093",0.17,0,96.42,0,3.58,41.66,1992,52569,51,20.28,42.5,70.82,27.08,38.72,9.45,0,0,0,NA,NA,1.57374e+13,"526438","15737426009310"
"845",845,"30665200000000_2157",0.17,0,99.51,0,0.49,38.11,1961,45583,66,24.66,1894.5,50.78,22.48,58.82,29.4,0,0,0,NA,NA,3.06652e+13,"1522168","30665226028617"
"846",846,"19102000000000_2192",0.17,0,100,0,0,38.73,2010,66750,100,16.81,161,47.51,34.92,63.18,41.1,0,0,0,NA,NA,1.9102e+13,"2992085","19101991995232"
"847",847,"54720700000000_2256",0.17,0,100,0,0,40.45,1960,101614,0,8.23,1894.5,61.64,28.45,44.85,24.15,0,0,0,NA,NA,5.47207e+13,"6745190","54720666054258"
"848",848,"19650000000000_2353",0.17,0,86.36,0,13.64,42.41,1930,59662,22,14.17,1894.5,56.88,34.92,42.99,13.4,0,0,0,NA,NA,1.965e+13,"8563041","19649986022677"
"849",849,"19650000000000_2354",0.17,0,99.9,0,6.29,42.41,1962,59662,22,16.01,16,56.88,34.92,42.99,29.1,0,0,0,NA,NA,1.965e+13,"8597770","19649986022677"
"850",850,"36103600000000_2384",0.17,0,92.31,0,7.69,39.6,1999,58998,86,8.03,645,41.05,34.44,56,19.8,0,0,0,NA,NA,3.61036e+13,"9801263","36103633630977"
"851",851,"36750800000000_2558",0.17,0,49,0,51,41.49,1993,32870,39,34.63,205,68.76,34.44,16.79,47,0,0,0,NA,NA,3.67508e+13,"9129449","36750773630621"
"852",852,"30103100000000_2647",0.17,0,100,0,0,38.67,2000,45375,83,49.53,1894.5,31.95,22.48,49.38,32.9,0,0,0,NA,NA,3.01031e+13,"231747","30103063030723"
"853",853,"30103100000000_2648",0.17,0,100,0,0,38.73,2000,53164,83,49.53,645,31.95,22.48,49.38,22.85,0,0,0,NA,NA,3.01031e+13,"4871014","30103063030723"
"854",854,"30103100000000_2649",0.17,0,100,0,0,39.05,2000,45375,83,49.53,645,31.95,22.48,49.38,20.2,0,0,0,NA,NA,3.01031e+13,"6710920","30103063030723"
"855",855,"33751800000000_2715",0.17,0,88.89,0,11.11,40.96,1989,33958,64,65.96,1894.5,57.48,31.72,46.07,63.7,0,0,0,NA,NA,3.37518e+13,"9343283","33751763330115"
"856",856,"19648700000000_2767",0.17,0,100,0,0,38.28,2009,80114,6,18.44,20747,56.27,34.92,58.7,24.7,0,0,0,NA,NA,1.96487e+13,"7024437","19648730119438"
"857",857,"19648700000000_2768",0.17,0,100,0,0,38.28,2009,80114,6,18.44,20747,56.27,34.92,58.7,24.7,0,0,0,NA,NA,1.96487e+13,"8159149","19648730119438"
"858",858,"19646400000000_2794",0.17,0,36.96,0,63.04,40.92,1997,48940,88,12.1,23,90.14,34.92,40.58,40.65,0,0,0,NA,NA,1.96464e+13,"91838","19646426108542"
"859",859,"19646400000000_2795",0.17,0,49.34,0,50.66,41.2,1998,41759,88,12.1,13,90.14,34.92,40.58,40.65,0,0,0,NA,NA,1.96464e+13,"4522612","19646426108542"
"860",860,"19648100000000_3044",0.17,0,100,0,0,41.28,2008,46463,68,37.2,20747,52.04,34.92,74.38,15,0,0,0,NA,NA,1.96481e+13,"220592","19648086020648"
"861",861,"33671800000000_3069",0.17,0,99.15,0,0.85,42.98,2007,59063,81,18.92,55,75.75,31.72,41.33,38.75,0,0,0,NA,NA,3.36718e+13,"6548566","33671816032494"
"862",862,"36103600000000_3081",0.17,0,85.57,0.08,14.35,39.84,1995,95294,86,562.21,20747,75.77,34.44,64.97,60,0,0,0,NA,NA,3.61036e+13,"6796342","36103636069348"
"863",863,"36750800000000_3108",0.17,0,63.98,0,36.02,41.45,2015,57727,39,21.96,1523.5,75.48,34.44,15.79,53.45,0,0,0,NA,NA,3.67508e+13,"1343464","36750776107346"
"864",864,"36750800000000_3242",0.17,0,46.06,0,53.94,39.7,1928,32000,39,25.01,205,67.78,34.44,22.9,29.7,0,0,0,NA,NA,3.67508e+13,"9859362","36750770110866"
"865",865,"36750800000000_3243",0.17,0,0,0,100,39.7,2006,59024,39,25.01,14.5,67.78,34.44,22.9,29.7,0,0,0,NA,NA,3.67508e+13,"9859367","36750770110866"
"866",866,"36678800000000_3251",0.17,0,93.62,0,6.38,41.16,2008,43682,88,20.13,20747,43.52,34.44,64.59,15.45,0,0,0,NA,NA,3.66788e+13,"10193217","36678760117192"
"867",867,"15637800000000_3260",0.17,2.54,0.24,0,97.22,39.41,1993,45081,83,22.93,205,65.94,27.08,28.65,21.7,0,0,0,NA,NA,1.56378e+13,"9272102","15637846010060"
"868",868,"36750800000000_3584",0.17,0,21.88,0,78.12,40.16,2005,40711,39,19.66,205,71.54,34.44,18.89,33.55,0,0,0,NA,NA,3.67508e+13,"7057067","36750770108423"
"869",869,"30665200000000_3645",0.17,0,100,0,0,38.89,2008,66944,66,8.88,20747,26.68,22.48,55.08,25.65,0,0,0,NA,NA,3.06652e+13,"6707841","30665226028815"
"870",870,"19734600000000_3655",0.17,0,100,0,0,39.97,1968,80096,21,17.93,161,26.46,34.92,53.8,4.7,0,0,0,NA,NA,1.97346e+13,"7020577","19734606023402"
"871",871,"30667500000000_3695",0.17,0,100,0,0,37.66,2006,39196,55,15.04,161,40.9,22.48,56.33,24.4,0,0,0,NA,NA,3.06675e+13,"6589439","30667466030837"
"872",872,"30667500000000_3696",0.17,0,98.64,0,0,37.66,2006,39196,55,15.04,161,40.9,22.48,56.33,24.4,0,0,0,NA,NA,3.06675e+13,"6589440","30667466030837"
"873",873,"30736500000000_3727",0.17,0,100,0,0,37.77,1954,67806,19,15.28,20747,20.8,22.48,65.43,13.7,0,0,0,NA,NA,3.07365e+13,"6335659","30736506108799"
"874",874,"33670800000000_3738",0.17,0,96.67,0,3.33,42.03,1965,25759,92,24.48,13,105.4,31.72,25.71,46.1,0,0,0,NA,NA,3.36708e+13,"10201801","33670826032148"
"875",875,"33670800000000_3739",0.17,0,100,0,0,42.03,1995,25759,92,24.48,42.5,105.4,31.72,25.71,46.1,0,0,0,NA,NA,3.36708e+13,"10400209","33670826032148"
"876",876,"33670800000000_3740",0.17,0,16.51,0,71.14,42.03,2011,25759,92,24.48,32.5,105.4,31.72,25.71,46.1,0,0,0,NA,NA,3.36708e+13,"10400224","33670826032148"
"877",877,"33670800000000_3741",0.17,0,40.62,0,20.32,42.03,2005,25759,92,24.48,205,105.4,31.72,25.71,46.1,0,0,0,NA,NA,3.36708e+13,"10454774","33670826032148"
