"","NDVI_median","Percent_Water","Percent_Developed","Percent_Forest","Percent_Pasture","Land_Surface_Temp","Year_built","Median_income_BG","Percent_FRPM","Staff","Students_with_Disabilities","Asthma_Rates","COVID_infections","Pollution_Burden","Chronic_Absenteeism","retrofit","ndvi_median_binary","retrofit_and_ndvi"
"19650000000000_3246",0.26,0,80.71,0,19.29,42.28,1995,102567,22,19.63,42.5,47.26,34.92,38.45,10.2,0,1,0
"19734600000000_3656",0.26,0,100,0,0,38.39,1994,103750,21,67.82,241,26.46,34.92,40.7,5.9,0,1,0
"19734600000000_3657",0.26,0,84.18,0,9.94,38.39,1928,103750,21,67.82,241,26.46,34.92,40.7,5.9,0,1,0
"19647900000000_355",0.27,0,100,0,0,39.15,1976,102708,61,2,112.5,28.74,34.92,53.95,71.8,0,1,0
"19647900000000_356",0.27,0,91.89,0,0,39.15,2004,102708,61,2,112.5,28.74,34.92,53.95,71.8,0,1,0
"19648400000000_867",0.27,0,100,0,0,38.45,2017,103250,81,7.14,38.5,33.05,34.92,51.44,16.6,0,1,0
"56726000000000_2501",0.27,0,100,0,0,40.54,2015,107083,60,21.24,13,40.41,26.69,44.37,29.05,0,1,0
"19647700000000_2515",0.27,0,98.15,0,1.85,38.53,2000,107284,39,16.12,183,47.28,22.48,55.29,3.1,0,1,0
"30666000000000_3832",0.27,0,99.68,0,0.32,34.55,1982,100156,23,14.64,241,40.13,22.48,42.35,13.75,0,1,0
"19647900000000_2012",0.28,0,100,0,0,38.97,1994,102708,61,9.57,278.5,28.74,34.92,53.95,17.5,0,1,0
"36678800000000_2614",0.28,0,91.7,0,8.3,38.51,1995,100968,88,11.71,32.5,75.31,34.44,32.87,27.15,0,1,0
"19647900000000_2829",0.28,0,97.37,0,2.63,37.98,2004,103125,61,16.79,241,22.3,34.92,59.65,20.45,0,1,0
"19647700000000_3033",0.28,0,100,0,0,38.05,1999,100450,39,14.08,241,65.97,34.92,64.01,20.2,0,1,0
"56726000000000_3125",0.28,0.08,98.41,0,1.51,40.42,1884,100672,60,17.34,13,48.64,26.69,40.79,26.4,0,1,0
"30666200000000_3377",0.28,0,100,0,0,39.21,1997,108125,10,17.32,929,37.78,22.48,52.63,22.5,0,1,0
"30665100000000_3474",0.28,0,98.6,0,1.4,36.9,1951,108833,27,46.59,1523.5,46.3,22.48,41.96,4.6,0,1,0
"30665100000000_3475",0.28,0,100,0,0,36.9,1995,108833,27,46.59,241,46.3,22.48,41.96,4.6,0,1,0
"19651100000000_3647",0.28,0,95.4,0,4.6,37.72,1978,101614,77,26.75,653.5,38.09,34.92,58.25,22.45,0,1,0
"19644900000000_410",0.29,0,99.26,0,0.74,37.7,1957,108750,65,6.52,241,54.86,34.92,44.93,18,0,1,0
"19644900000000_411",0.29,0,100,0,1.2,37.7,1957,108750,65,6.52,13,54.86,34.92,44.93,18,0,1,0
"36678400000000_583",0.29,0,88,0.08,11.92,37.59,1997,102533,67,8.26,13,54.02,34.44,38.75,10.95,0,1,0
"19734600000000_613",0.29,0,97.93,0,2.07,38.17,1936,109318,21,14.87,16,22.55,34.92,47.29,3.95,0,1,0
"30665100000000_1622",0.29,0,99.88,0,0.12,38.99,2003,102095,27,24.36,241,46.3,22.48,41.96,15.25,0,1,0
"30665100000000_1623",0.29,0,100,0,0,38.95,2005,102095,27,24.36,241,46.3,22.48,41.96,15.25,0,1,0
"19644900000000_1684",0.29,0,99.6,0,0.4,38.43,1955,107165,65,12.77,241,46.15,34.92,51.89,11.55,0,1,0
"36676500000000_1782",0.29,13.89,76.51,0,9.6,37.39,2002,103994,78,69.1,1523.5,17.71,34.44,40.03,33.55,0,1,0
"19647900000000_2828",0.29,0,100,0,0,37.98,1966,103125,61,16.79,42,22.3,34.92,59.65,20.45,0,1,0
"19647900000000_2830",0.29,0,100,0,0.1,37.98,1959,103125,61,16.79,27.5,22.3,34.92,59.65,20.45,0,1,0
"30736500000000_3299",0.29,8.78,39.8,0,51.42,35.66,1891,102054,19,16.53,13,20.21,22.48,36.7,5.9,0,1,0
"30736500000000_3300",0.29,0,99.74,0,0.26,34.73,1891,102054,19,16.53,241,20.21,22.48,36.7,5.9,0,1,0
"54722600000000_3614",0.29,0,100,0,0,37.36,2005,101042,71,18.01,336,46.26,28.45,55.39,22.1,0,1,0
"56726000000000_231",0.3,0,97.37,0,2.63,41.42,1964,103438,60,10.21,1523.5,48.64,26.69,40.79,11.6,0,1,0
"19644900000000_1187",0.3,0,97.72,0,2.28,37.47,1959,103523,65,15,241,30.71,34.92,45.84,12.85,0,1,0
"30736500000000_1467",0.3,0,100,0,0,37.98,2013,103854,19,15.55,241,21.41,22.48,43.31,7.3,0,1,0
"36678400000000_1513",0.3,0,97.26,0,2.74,39.21,2006,103953,67,8.26,221,56.38,34.44,52.77,9.6,0,1,0
"19651100000000_1524",0.3,0,100,0,0,38.27,1955,102250,77,42.5,1523.5,57.32,34.92,53.46,15.2,0,1,0
"19644900000000_1685",0.3,0,100,0,0,38.24,1955,107165,65,12.77,241,46.15,34.92,51.89,11.55,0,1,0
"19734600000000_3353",0.3,0,97.76,0,2.24,36.73,1991,103750,21,21.49,241,26.46,34.92,38.52,4.15,0,1,0
"30665100000000_3476",0.3,0.28,100,0,2.4,37.52,1959,108833,27,46.59,42.5,46.3,22.48,41.96,4.6,0,1,0
"30665100000000_3477",0.3,0,97.68,0,0,37.52,1950,108833,27,46.59,220,46.3,22.48,41.96,4.6,0,1,0
"30736500000000_3589",0.3,0,100,0,0,38.91,1976,101696,19,10.89,13,26.28,22.48,32.2,8.2,0,1,0
"54722600000000_3611",0.3,0,100,0,0,37.2,2005,101042,71,18.01,27.5,46.02,28.45,58.12,34.55,0,1,0
"54722600000000_3613",0.3,0,100,0,0,37.2,2005,101042,71,18.01,929,46.02,28.45,58.12,17.45,0,1,0
"54722600000000_3615",0.3,0,98.78,0,0.43,37.36,2005,101042,71,18.01,220,46.02,28.45,58.12,17.1,0,1,0
"54722600000000_3616",0.3,0,98.78,0,0,37.36,2005,101042,71,18.01,164,46.02,28.45,58.12,6.1,0,1,0
"54722600000000_3617",0.3,0,100,0,0,37.36,2005,101042,71,18.01,1894.5,46.02,28.45,58.12,21.4,0,1,0
"54722600000000_3618",0.3,0,100,0,5.14,37.36,2005,101042,71,18.01,220,46.02,28.45,58.12,32.6,0,1,0
"54722600000000_3619",0.3,0,100,0,0,37.36,2005,101042,71,18.01,164,46.02,28.45,58.12,71.4,0,1,0
"54722600000000_3620",0.3,0,99.62,0,0,37.36,2005,101042,71,18.01,241,46.02,28.45,58.12,25.1,0,1,0
"54722600000000_3622",0.3,0,100,0,1.23,37.36,2005,101042,71,18.01,199,46.02,28.45,58.12,17.1,0,1,0
"30666000000000_155",0.31,4.95,80.77,0,14.29,35.97,1958,109327,23,9.57,645,33.23,22.48,46.69,86.65,0,1,0
"30736500000000_624",0.31,0,99.84,0,0.16,38.77,1977,101696,19,12.62,336,26.28,22.48,32.2,12.4,0,1,0
"19648400000000_1594",0.31,0,98.65,0,1.35,37.41,1968,108472,81,7.55,13,37.42,34.92,37.56,21.6,0,1,0
"19643000000000_3291",0.31,0,100,0,0,36.95,2001,107357,90,14.59,13,98.79,34.92,38.11,19.9,0,1,0
"30736500000000_1646",0.32,0,98.99,0,1.01,38.15,1979,108417,19,10.78,16,26.34,22.48,36.04,11.8,0,1,0
"30664600000000_1507",0.33,2.25,83.29,0,14.45,35.35,2000,102159,58,14.22,241,19.57,22.48,32.83,21.15,0,1,0
"19651100000000_1965",0.33,0,98.96,0,1.04,36.53,1993,101436,77,14.5,199,56.32,34.92,64.81,21.2,0,1,0
"36750700000000_2817",0.33,0,98.68,0,1.32,35.11,2001,101136,86,26.36,1894.5,23.89,34.44,40.88,10.9,0,1,0
"30664600000000_55",0.34,7.27,77.96,0,14.78,36.1,1988,106950,58,31.98,205,21.7,22.48,30.5,12.1,0,1,0
"36678400000000_3249",0.34,0,99.84,0,0.16,37.33,2016,100466,67,11.82,241,41.26,34.44,42.75,20.9,0,1,0
"30665140000000_667",0.35,0,100,0,0,35.91,1893,108500,0,13.5,241,34.01,22.48,37.1,12.85,0,1,0
"30665140000000_698",0.35,0,100,0,0,35.78,1893,108500,0,22.08,241,34.01,22.48,37.1,12.85,0,1,0
"19647900000000_264",0.36,0,100,0,0,37.53,1950,102708,61,15.47,241,28.74,34.92,53.95,25.05,0,1,0
"19647900000000_265",0.36,0,100,0,0,37.53,1965,102708,61,15.47,164,28.74,34.92,53.95,25.05,0,1,0
"30664600000000_56",0.37,7.25,77.63,0,15.13,35.47,1988,106080,58,12.32,13,21.7,22.48,34.19,10.1,0,1,0
"19647900000000_263",0.37,0,96.82,1.51,1.67,37.28,1980,102708,61,15.47,15,28.74,34.92,53.95,25.05,0,1,0
"19647900000000_1905",0.39,0,99.49,0,0.51,37.26,2017,101250,61,19.03,148.5,48.33,34.92,42.61,15.5,0,1,0
"56725200000000_2438",0.39,0,27.95,3.11,68.95,37.51,2019,103456,59,73.6,13,39.31,26.69,29.13,3.8,0,1,0
"56725200000000_1976",0.42,0,65.37,10.75,23.89,36.21,1999,109201,59,11.37,13,40.89,26.69,37.64,18.4,0,1,0
"56725200000000_3079",0.48,0,8.14,27.57,64.29,35.03,2010,107267,59,4.07,13,39.31,26.69,29.13,11.35,0,1,0
"56725200000000_3080",0.56,0,67.41,3.16,29.43,32.66,1953,107267,59,4.07,13,32.63,26.69,38.5,11.35,0,1,0
"42691500000000_373",0.62,0,21.32,37.12,41.56,28.84,1954,105650,81,1.41,1523.5,30.34,24.3,43.79,14.15,0,1,0
"19643300000000_110",0.24,0,98.57,0,1.43,37.05,1960,103839,26,7.32,199,40.67,34.92,62.08,10.8,1,1,1
"19650600000000_382",0.24,0,100,0,0,38.12,1950,103295,10,12.7,199,34.69,34.92,57.41,3.3,1,1,1
"30665000000000_1120",0.24,0,98.73,0,1.27,35.8,1960,106250,18,16.92,1894.5,29.93,22.48,50.89,13.85,1,1,1
"19651400000000_2684",0.24,17.92,66.56,0,15.51,41.41,1999,103167,14,15.25,241,23.95,34.92,44.34,23.25,1,1,1
"19650500000000_3305",0.24,0,56.05,0,43.95,41.53,2013,106528,79,20.39,32.5,32.98,34.92,32.21,13,1,1,1
"30666700000000_88",0.25,0,100,0,0,36.99,1959,108819,75,12.77,241,43.37,22.48,52.48,24.15,1,1,1
"30666700000000_364",0.25,0.75,99.03,0,0.22,37.58,2005,104500,75,8.2,241,48.82,22.48,54.25,20.35,1,1,1
"30666700000000_1272",0.25,0,100,0,0,37.99,2008,104095,75,6.71,241,44.09,22.48,55.35,27.4,1,1,1
"36678500000000_1451",0.25,0,100,0,0,41.02,1991,103906,90,11.92,13,77.93,34.44,48.6,27.45,1,1,1
"36678500000000_1452",0.25,1.74,100,0,0,41.02,2002,103906,90,11.92,42,77.93,34.44,48.6,27.45,1,1,1
"30666700000000_424",0.26,0,100,0,0,38.89,1994,104523,75,5.94,241,55.45,22.48,54.78,88.35,1,1,1
"19734500000000_1296",0.26,0,99.12,0,0.88,39.48,1993,103750,77,15.88,241,42.16,34.92,41.04,28.2,1,1,1
"19734500000000_1297",0.26,0,92.2,0,0.51,39.48,2004,103750,77,15.88,241,42.16,34.92,41.04,28.2,1,1,1
"30666700000000_1456",0.26,0.44,96.68,0,2.88,38.09,1965,101739,75,15.86,241,39.12,22.48,43.27,22.3,1,1,1
"30666700000000_1457",0.26,0,99.92,0,0,38.09,1965,101739,75,15.86,241,39.12,22.48,43.27,22.3,1,1,1
"19650600000000_1465",0.26,0,100,0,0,36.29,1993,101250,10,16.65,1894.5,26.09,34.92,47.54,5.8,1,1,1
"19651400000000_1675",0.26,0,55.64,0,44.36,39.98,1991,102292,14,2,361.5,24.8,34.92,48.21,34.6,1,1,1
"19651400000000_1676",0.26,0,0,0,100,39.98,2008,102292,14,2,241,24.8,34.92,48.21,34.6,1,1,1
"19651400000000_1677",0.26,0,97.67,0,0,39.98,1994,102292,14,2,1894.5,24.8,34.92,48.21,34.6,1,1,1
"19651400000000_1678",0.26,0,99.45,0,1.51,39.98,1965,102292,14,2,241,24.8,34.92,48.21,34.6,1,1,1
"19651400000000_1679",0.26,0,95,0,0,39.98,1958,102292,14,2,241,24.8,34.92,48.21,34.6,1,1,1
"56725500000000_2450",0.26,0,95.77,0,4.23,35.42,1990,103403,25,4,241,62.54,26.69,39.71,14.5,1,1,1
"56725500000000_2524",0.26,0,100,0,0,35.39,1997,103403,25,12.29,267,62.54,26.69,39.71,10.45,1,1,1
"56725500000000_2566",0.26,0,100,0,0,35.42,2010,103403,25,28.2,241,62.54,26.69,39.71,7.65,1,1,1
"19645800000000_3285",0.26,0,100,0,0,38.92,1946,104286,28,13.58,42.5,56.36,34.92,48.23,18.75,1,1,1
"30666700000000_3384",0.26,0,100,0,0,37.36,1978,103750,75,28.53,241,47.81,22.48,47.4,28.5,1,1,1
"30666700000000_3385",0.26,0,100,0,0,37.52,2002,103750,75,28.53,241,47.81,22.48,47.4,28.5,1,1,1
"33670300000000_3426",0.26,0,93.08,0,6.92,39.28,2003,100143,74,18.65,241,23.69,31.72,46.76,11.85,1,1,1
"30666700000000_3570",0.26,0,100,0,0,37.42,2008,104500,75,23.82,241,48.82,22.48,54.25,21.65,1,1,1
"19647300000000_234",0.27,4.05,95.95,0,0,37.23,1959,105326,80,8.57,13,99.74,34.92,57.89,31.15,1,1,1
"19643300000000_256",0.27,0,98.57,0,1.43,37.34,1903,105000,26,19.01,83,39.16,34.92,53.99,11.95,1,1,1
"56725500000000_556",0.27,0,98.57,0,1.43,35.36,2012,103403,25,4.63,241,62.54,26.69,39.71,25.55,1,1,1
"19647300000000_1553",0.27,0,99.84,0,0.16,34.61,1961,104375,80,10.53,36,14.2,34.92,45.77,21.05,1,1,1
"36678500000000_1703",0.27,0,100,0,0,40.22,2015,108021,90,17.52,1894.5,77.93,34.44,52.06,31.55,1,1,1
"36678500000000_1704",0.27,0,100,0,0,40.22,2001,108021,90,17.52,241,77.93,34.44,52.06,31.55,1,1,1
"19647300000000_1818",0.27,0,97.82,0,2.18,39.28,1998,109125,80,10.72,32.5,142.13,34.92,50.32,26.9,1,1,1
"19647300000000_2298",0.27,0,97.5,0,2.5,33.95,1998,104375,80,13.8,42,14.2,34.92,45.77,16.35,1,1,1
"19647300000000_2299",0.27,0,100,0,0.49,33.95,1962,104375,80,13.59,241,14.2,34.92,45.77,10.3,1,1,1
"36676800000000_2878",0.27,0,99.58,0,0.42,37.96,2002,106406,57,15.39,1894.5,45.64,34.44,47.86,27.1,1,1,1
"30666700000000_3432",0.27,0,100,0,0,38.92,2002,104523,75,11.83,241,55.45,22.48,62.11,26.05,1,1,1
"19647300000000_968",0.28,0,100,0,0,34.55,2015,104375,80,8.29,241,14.2,34.92,45.77,5.1,1,1,1
"30665600000000_1356",0.28,0,99.2,0,0.8,38.53,2006,108162,19,16.25,27.5,47.28,22.48,61.59,6.9,1,1,1
