School_ID,Percent_Water,Percent_Developed,Percent_Forest,Percent_Pasture,ndvi_median,Land_Surface_Temp_median,Year_built,Median_income_BG_2021,Percent_FRPM,Student_Staff_Ratio,Students_with_Disabilities_mean,Asthma_Rates,Covid19_rate_of_infection_1000_people,Pollution_Burden,Chronic_Abs_Avg_Rate,retrofit,ndvi_median_binary,retrofit_and_ndvi,Diversity_Index
15637800000000_3035,0,56.30452022,0,43.69547978,0.13,44.79,NA,NA,83,NA,NA,67.19,27.08,27,NA,0,0,0,NA
15637800000000_3036,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.13,44.79,NA,NA,83,NA,NA,67.19,27.08,27,NA,0,0,0,NA
15637800000000_3037,0,68.30985915,0,31.69014085,0.13,44.72,NA,NA,83,NA,NA,67.19,27.08,27,NA,0,0,0,NA
36678800000000_3250,0,96.28571429,0,3.714285714,0.13,40.59,2008,12969,88,NA,NA,92.63,34.44,56.7,NA,0,0,0,NA
19102000000000_3691,0,100,0,0,0.13,38.61,NA,48750,100,NA,NA,128.01,34.92,53.94,NA,0,0,0,NA
19102000000000_3692,0,100,0,0,0.13,38.64,NA,49318,100,NA,NA,128.01,34.92,53.94,NA,0,0,0,NA
36675900000000_3706,0,23.90786338,0,76.09213662,0.13,43.03,2006,NA,91,NA,NA,79.62,34.44,33.77,NA,0,0,0,NA
36679200000000_3716,0,60.64623032,0,39.35376968,0.13,42.94,2007,NA,95,NA,NA,70.58,34.44,38.81,NA,0,0,0,NA
33670800000000_3746,0,100,0,0,0.13,41.68,NA,39402,92,NA,NA,96.83,31.72,36.85,NA,0,0,0,NA
36750500000000_79,0,88,0,12,0.14,41.66,1912,48656,83,NA,NA,62.88,34.44,36.77,NA,0,0,0,NA
36678800000000_161,0,88.56235107,0,11.43764893,0.14,41.41,2009,NA,88,NA,NA,64.79,34.44,48.29,NA,0,0,0,NA
19645900000000_292,0,100,0,0,0.14,39.61,1907,52233,81,NA,NA,51.1,34.92,46.27,NA,0,0,0,NA
15636800000000_327,0,11.16427432,0,88.83572568,0.14,46.05,NA,32500,79,NA,NA,83.1,27.08,45.38,NA,0,0,0,NA
19645010000000_668,0,100,0,0,0.14,40.24,NA,39477,84,45.65659543,992.5,48.95,34.92,73.84,13.65,0,0,0,NA
19649070000000_669,0,100,0,0,0.14,38.71,NA,32000,0,64.40083712,3292,81.58,34.92,57.05,30.1,0,0,0,NA
36679180000000_692,0,60.38186158,0,39.61813842,0.14,41.53,1977,26554,0,150.4159734,1692.5,107.74,34.44,38.3,33.75,0,0,0,NA
30665140000000_707,0,99.36356404,0,0.636435959,0.14,40.78,1893,76563,0,140.1898415,1558,46.82,22.48,65.23,12.85,0,0,0,NA
30665140000000_708,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.14,40.78,1893,76563,0,140.1898415,1558,46.82,22.48,65.23,12.85,0,0,0,NA
36679340000000_710,0,55.75221239,0,44.24778761,0.14,41.72,NA,54875,0,100.912948,1958.5,94.91,34.44,43.08,22.1,0,0,0,NA
19645010000000_729,0,100,0,0,0.14,40.41,NA,39477,84,45.65659543,992.5,51.4,34.92,74.1,13.65,0,0,0,NA
30665140000000_787,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.14,40.78,NA,76563,0,140.1898415,1558,46.82,22.48,65.23,12.85,0,0,0,NA
30665140000000_788,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.14,40.78,NA,76563,0,140.1898415,1558,46.82,22.48,65.23,12.85,0,0,0,NA
19649800000000_871,0,99.92019154,0,0.07980846,0.14,33.96,NA,NA,33,NA,NA,50.21,34.92,64.75,NA,0,0,0,NA
30666500000000_882,0,100,0,0,0.14,40.15,1968,111471,40,NA,NA,27.23,22.48,53.18,NA,0,0,0,NA
19646300000000_1343,0,100,0,0,0.14,38.17,2009,43333,49,NA,NA,99.47,34.92,50.73,NA,0,0,0,NA
19646300000000_1344,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.14,38.17,2009,43333,49,NA,NA,99.47,34.92,50.73,NA,0,0,0,NA
33751800000000_2123,0,90.71428571,0,9.285714286,0.14,41.1,2007,33958,64,NA,NA,57.48,31.72,46.07,NA,0,0,0,NA
33751800000000_2125,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.14,41.1,2007,33958,64,NA,NA,57.48,31.72,46.07,NA,0,0,0,NA
15737400000000_2140,0,93.60465116,0,6.395348837,0.14,41.66,2009,NA,51,NA,NA,70.82,27.08,38.72,NA,0,0,0,NA
33751800000000_2143,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.14,41.1,2007,33958,64,NA,NA,57.48,31.72,46.07,NA,0,0,0,NA
33751800000000_2144,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.14,41.1,2007,33958,64,NA,NA,57.48,31.72,46.07,NA,0,0,0,NA
33751800000000_2165,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.14,41.1,2007,33958,64,NA,NA,57.48,31.72,46.07,NA,0,0,0,NA
33751800000000_2187,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.14,41.1,2007,33958,64,NA,NA,57.48,31.72,46.07,NA,0,0,0,NA
33751800000000_2195,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.14,41.1,2007,33958,64,NA,NA,57.48,31.72,46.07,NA,0,0,0,NA
15737400000000_2228,0,100,0,0,0.14,41.66,2009,NA,51,NA,NA,70.82,27.08,38.72,NA,0,0,0,NA
33751800000000_2357,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.14,41.1,2007,33958,64,NA,NA,57.48,31.72,46.07,NA,0,0,0,NA
33751800000000_2358,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.14,41.1,2007,33958,64,NA,NA,57.48,31.72,46.07,NA,0,0,0,NA
15636900000000_2456,0,37.01039169,0,62.98960831,0.14,44.8,2016,56726,58,NA,NA,35.39,27.08,41.89,NA,0,0,0,NA
33671800000000_2477,0,100,0,0,0.14,43.76,2008,29766,81,NA,NA,75.75,31.72,34.8,NA,0,0,0,NA
9765960000000_2479,0,100,0,0,0.14,37.46,NA,85856,0,NA,NA,32.3,22.48,54.27,NA,0,0,0,NA
19648100000000_2522,0,100,0,0,0.14,41.28,NA,35455,68,NA,NA,46.84,34.92,68.55,NA,0,0,0,NA
19645200000000_2531,0,100,0,0,0.14,40.17,NA,39477,84,NA,NA,64.3,34.92,72.9,NA,0,0,0,NA
30666100000000_2641,0,100,0,0,0.14,36.11,NA,55489,35,NA,NA,39.05,22.48,61.66,NA,0,0,0,NA
36750800000000_2808,0,69.32270916,0,30.67729084,0.14,38.73,2010,NA,39,NA,NA,98.07,34.44,19.24,NA,0,0,0,NA
36679200000000_3244,0,90.85545723,0,9.144542773,0.14,41.09,NA,26797,95,NA,NA,94.91,34.44,43.08,NA,0,0,0,NA
30103100000000_3506,0,99.92050874,0,0.079491256,0.14,37.98,2017,NA,83,NA,NA,28.96,22.48,51.5,NA,0,0,0,NA
30103100000000_3507,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.14,37.98,2017,NA,83,NA,NA,28.96,22.48,51.5,NA,0,0,0,NA
30103100000000_3508,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.14,37.98,2017,NA,83,NA,NA,28.96,22.48,51.5,NA,0,0,0,NA
30103100000000_3509,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.14,37.98,2017,NA,83,NA,NA,28.96,22.48,51.5,NA,0,0,0,NA
30103100000000_3510,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.14,37.98,2017,NA,83,NA,NA,28.96,22.48,51.5,NA,0,0,0,NA
30103100000000_3511,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.14,37.98,2017,NA,83,NA,NA,28.96,22.48,51.5,NA,0,0,0,NA
30103100000000_3512,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.14,37.98,2017,NA,83,NA,NA,28.96,22.48,51.5,NA,0,0,0,NA
30103100000000_3513,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.14,37.98,2017,NA,83,NA,NA,28.96,22.48,51.5,NA,0,0,0,NA
30103100000000_3514,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.14,37.98,2017,NA,83,NA,NA,28.96,22.48,51.5,NA,0,0,0,NA
30103100000000_3515,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.14,37.98,2017,NA,83,NA,NA,28.96,22.48,51.5,NA,0,0,0,NA
30103100000000_3516,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.14,37.98,2017,NA,83,NA,NA,28.96,22.48,51.5,NA,0,0,0,NA
30103100000000_3517,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.14,37.98,2017,NA,83,NA,NA,28.96,22.48,51.5,NA,0,0,0,NA
30103100000000_3518,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.14,37.98,2017,NA,83,NA,NA,28.96,22.48,51.5,NA,0,0,0,NA
30103100000000_3519,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.14,37.98,2017,NA,83,NA,NA,28.96,22.48,51.5,NA,0,0,0,NA
19651500000000_3633,0,12.40063593,0,87.59936407,0.14,41.39,NA,54618,97,NA,NA,110.17,34.92,28.03,NA,0,0,0,NA
19648100000000_3817,0,100,0,0,0.14,41.22,NA,76500,68,NA,NA,72.44,34.92,57.24,NA,0,0,0,NA
36677800000000_3862,0,45.1433121,0,54.8566879,0.14,43.98,NA,NA,84,NA,NA,54.19,34.44,22.08,NA,0,0,0,NA
30103100000000_24,0,99.5215311,0,0.4784689,0.15,36.53,1980,85856,83,NA,NA,15.91,22.48,62.54,NA,0,0,0,NA
30103100000000_25,0,100,0,0,0.15,36.83,1980,85856,83,NA,NA,15.91,22.48,62.54,NA,0,0,0,NA
19648100000000_102,0,99.84101749,0,0.158982512,0.15,40.1,2011,66250,68,NA,NA,57.34,34.92,59.36,NA,0,0,0,NA
33671700000000_465,0,99.12,0,0.88,0.15,46.97,1990,33988,96,NA,NA,26.26,31.72,27.49,NA,0,0,0,NA
36750800000000_640,0.079428118,76.72756156,0,23.19301033,0.15,39.36,1961,69926,39,NA,NA,87.61,34.44,21.33,NA,0,0,0,NA
19649070000000_652,0,99.52038369,0,0.479616307,0.15,38.76,NA,32000,0,64.40083712,3292,81.58,34.92,57.05,30.1,0,0,0,NA
19645010000000_724,0,100,0,0,0.15,40.43,NA,39477,84,45.65659543,992.5,51.4,34.92,74.1,13.65,0,0,0,NA
30665480000000_730,0,99.91928975,0,0.08071025,0.15,37.73,NA,136061,0,100.2503531,1790,32.83,22.48,60.31,13.1,0,0,0,NA
19647330000000_737,0,100,0,0,0.15,40.45,NA,64861,0,72.95164397,83010,67.65,34.92,58.47,26.25,0,0,0,NA
33751800000000_919,0,97.6910828,0,2.308917197,0.15,40.91,1884,33958,64,NA,NA,57.48,31.72,46.07,NA,0,0,0,NA
33751800000000_920,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.15,40.91,1884,33958,64,NA,NA,57.48,31.72,46.07,NA,0,0,0,NA
19644500000000_1102,0,100,0,0,0.15,39.33,NA,59022,75,NA,NA,33.3,34.92,69.48,NA,0,0,0,NA
33670600000000_1110,0,100,0,0,0.15,44.83,NA,NA,91,NA,NA,22.22,31.72,22.99,NA,0,0,0,NA
33670600000000_1111,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.15,44.83,NA,NA,91,NA,NA,22.22,31.72,22.99,NA,0,0,0,NA
19646300000000_1162,0,100,0,0,0.15,38.45,2013,46875,49,NA,NA,93.09,34.92,50.16,NA,0,0,0,NA
19646300000000_1163,0,100,0,0,0.15,38.33,2013,46875,49,NA,NA,93.09,34.92,50.16,NA,0,0,0,NA
19646300000000_1165,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.15,38.33,2013,46875,49,NA,NA,93.09,34.92,50.16,NA,0,0,0,NA
19646300000000_1166,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.15,38.33,2013,46875,49,NA,NA,93.09,34.92,50.16,NA,0,0,0,NA
19753300000000_1188,2.702702703,95.27027027,0.760135135,1.266891892,0.15,33.7,NA,250000,3,NA,NA,13.27,34.92,42.12,NA,0,0,0,NA
19646300000000_1279,0,100,0,0,0.15,38.8,NA,56771,49,NA,NA,93.43,34.92,44.37,NA,0,0,0,NA
36677400000000_1358,0,17.09265176,0,82.90734824,0.15,40.58,2014,NA,49,NA,NA,55.93,34.44,50.58,NA,0,0,0,NA
36677400000000_1359,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.15,40.58,2014,NA,49,NA,NA,55.93,34.44,50.58,NA,0,0,0,NA
36677400000000_1360,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.15,40.58,2014,NA,49,NA,NA,55.93,34.44,50.58,NA,0,0,0,NA
19646900000000_1449,0,99.60745829,0,0.392541708,0.15,38.33,2006,NA,90,NA,NA,61.84,34.92,64.38,NA,0,0,0,NA
15737400000000_1664,0,85.22364217,0,14.77635783,0.15,42.48,1961,83523,51,NA,NA,70.82,27.08,30.15,NA,0,0,0,NA
14632700000000_2152,15.71428571,37.46031746,0,46.82539683,0.15,41.66,1991,73259,5,NA,NA,10.2,34.44,44.97,NA,0,0,0,NA
33670660000000_2204,0,100,0,0,0.15,40.91,NA,33958,0,NA,NA,57.48,31.72,46.07,NA,0,0,0,NA
33670660000000_2213,0,98.125,0,1.875,0.15,40.9,NA,33958,0,NA,NA,57.48,31.72,46.07,NA,0,0,0,NA
14632700000000_2214,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.15,41.66,1991,73259,5,NA,NA,10.2,34.44,44.97,NA,0,0,0,NA
30742500000000_2235,0,98.60917942,0,0.556328234,0.15,36.53,NA,99551,0,NA,NA,15.91,22.48,62.54,NA,0,0,0,NA
10623800000000_2379,0.479233227,94.00958466,0,5.511182109,0.15,40.34,2017,71908,96,NA,NA,43.8,34.44,58.11,NA,0,0,0,NA
19648400000000_2409,0,99.90059642,0,0.099403579,0.15,39.54,NA,65924,81,NA,NA,54.67,34.92,64.7,NA,0,0,0,NA
19646300000000_2422,0,100,0,0,0.15,38.36,2009,22668,49,NA,NA,96.5,34.92,46.57,NA,0,0,0,NA
19112000000000_2517,0,100,0,0,0.15,39.14,NA,59022,0,NA,NA,33.3,34.92,69.48,NA,0,0,0,NA
19645200000000_2562,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.15,40.43,NA,39477,84,NA,NA,51.4,34.92,74.1,NA,0,0,0,NA
33751800000000_2713,0,71.05263158,0,28.94736842,0.15,41.03,NA,33958,64,NA,NA,57.48,31.72,46.07,NA,0,0,0,NA
33751800000000_2714,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.15,40.96,NA,33958,64,NA,NA,57.48,31.72,46.07,NA,0,0,0,NA
19650400000000_2940,0,100,0,0,0.15,39.52,1928,NA,88,NA,NA,45.04,34.92,68.14,NA,0,0,0,NA
19650400000000_2941,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.15,39.52,1928,NA,88,NA,NA,45.04,34.92,68.14,NA,0,0,0,NA
19650000000000_2964,2.793296089,79.09018356,0,18.11652035,0.15,43.17,NA,NA,22,NA,NA,58.78,34.92,46.97,NA,0,0,0,NA
19650000000000_2965,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.15,43.17,NA,NA,22,NA,NA,58.78,34.92,46.97,NA,0,0,0,NA
19650000000000_2966,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.15,43.17,NA,NA,22,NA,NA,58.78,34.92,46.97,NA,0,0,0,NA
33752400000000_3559,0,76.4940239,0,9.083665339,0.15,40.59,NA,NA,80,NA,NA,57.29,31.72,28.56,NA,0,0,0,NA
33670800000000_3745,0,95.2,0,0,0.15,42.19,NA,47917,92,NA,NA,55.09,31.72,36.18,NA,0,0,0,NA
19645900000000_3864,0,100,0,0,0.15,39.67,NA,NA,81,NA,NA,77.65,34.92,56.45,NA,0,0,0,NA
19645900000000_3865,0,100,0,0,0.15,39.7,NA,NA,81,NA,NA,77.65,34.92,56.45,NA,0,0,0,NA
19645900000000_3866,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.15,39.7,NA,NA,81,NA,NA,77.65,34.92,56.45,NA,0,0,0,NA
19646900000000_232,0,100,0,0,0.16,38.36,NA,NA,90,NA,NA,61.84,34.92,64.38,NA,0,0,0,NA
54722600000000_637,0,75.03974563,0,0.39745628,0.16,41.53,NA,NA,71,NA,NA,46.89,28.45,70.44,NA,0,0,0,NA
19647330000000_663,0,100,0,0,0.16,41.09,NA,52031,0,72.95164397,83010,44.43,34.92,71.78,26.25,0,0,0,NA
36679340000000_683,0,91.04716227,0,8.95283773,0.16,40.28,1915,54875,0,100.912948,1958.5,94.91,34.44,43.08,22.1,0,0,0,NA
19757130000000_696,0,100,0,0,0.16,41.46,NA,72226,0,107.2257544,1614,33.33,34.92,57.32,9.7,0,0,0,NA
36679340000000_709,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.16,40.28,NA,54875,0,100.912948,1958.5,94.91,34.44,43.08,22.1,0,0,0,NA
19648160000000_762,2.388059701,82.98507463,0,11.44278607,0.16,39.58,NA,58194,0,60.32076651,756,73.28,34.92,69.27,26.1,0,0,0,NA
36678800000000_847,0,88.47926267,0,11.52073733,0.16,40.7,1994,23750,88,NA,NA,68.59,34.44,45.85,NA,0,0,0,NA
19645900000000_967,0,100,0,0,0.16,38.35,NA,56450,81,NA,NA,77.65,34.92,45.79,NA,0,0,0,NA
19651300000000_1066,0,98.33333333,0,1.666666667,0.16,40.22,NA,NA,75,NA,NA,45.04,34.92,68.14,NA,0,0,0,NA
36750800000000_1190,0,21.03585657,0,78.96414343,0.16,43.15,1999,77969,39,NA,NA,98.07,34.44,16.16,NA,0,0,0,NA
19648100000000_1206,0,100,0,0,0.16,40.27,NA,80147,68,NA,NA,57.34,34.92,50.33,NA,0,0,0,NA
19648100000000_1207,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.16,40.27,NA,80147,68,NA,NA,57.34,34.92,50.33,NA,0,0,0,NA
19648700000000_1319,0,100,0,0,0.16,38.72,2005,39879,6,NA,NA,50.24,34.92,69.64,NA,0,0,0,NA
19646300000000_1533,0,100,0,0,0.16,38.53,1925,61763,49,NA,NA,96.5,34.92,46.57,NA,0,0,0,NA
19646300000000_1534,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.16,38.53,1925,61763,49,NA,NA,96.5,34.92,46.57,NA,0,0,0,NA
19646300000000_1535,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.16,38.53,1925,61763,49,NA,NA,96.5,34.92,46.57,NA,0,0,0,NA
19646300000000_1536,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.16,38.53,1925,61763,49,NA,NA,96.5,34.92,46.57,NA,0,0,0,NA
30664600000000_1804,0,100,0,0,0.16,38.64,NA,64621,58,NA,NA,46.72,22.48,59.81,NA,0,0,0,NA
36678300000000_2005,0,97.19029374,0,2.809706258,0.16,41.03,2018,72200,85,NA,NA,67.1,34.44,25.15,NA,0,0,0,NA
36678300000000_2006,0,100,0,0,0.16,41.09,2018,72200,85,NA,NA,67.1,34.44,25.15,NA,0,0,0,NA
15737400000000_2229,0,50.31847134,0,49.68152866,0.16,42.46,NA,32500,51,NA,NA,70.82,27.08,24.46,NA,0,0,0,NA
36678400000000_2277,0,59.11062907,0,40.88937093,0.16,40.28,NA,52465,67,NA,NA,48.91,34.44,23.59,NA,0,0,0,NA
19649800000000_2419,0,100,0,0,0.16,33.65,2014,NA,33,NA,NA,50.53,34.92,63.22,NA,0,0,0,NA
19648100000000_2465,0,100,0,0,0.16,40.8,NA,47850,68,NA,NA,46.84,34.92,68.55,NA,0,0,0,NA
36679200000000_2769,0,94.67831612,0,5.321683876,0.16,41.39,NA,59250,95,NA,NA,86.91,34.44,31.92,NA,0,0,0,NA
19650400000000_2939,0,100,0,0,0.16,39.49,1928,111453,88,NA,NA,45.04,34.92,68.14,NA,0,0,0,NA
33671800000000_3068,0,99.40828402,0,0.591715976,0.16,43.21,NA,59063,81,NA,NA,75.75,31.72,41.33,NA,0,0,0,NA
19649800000000_3116,0,100,0,0,0.16,33.15,NA,76573,33,NA,NA,32.98,34.92,51.92,NA,0,0,0,NA
36678800000000_3194,0,91.54929577,0,8.450704225,0.16,40.7,NA,23750,88,NA,NA,68.59,34.44,45.85,NA,0,0,0,NA
36750800000000_3364,0,36.19729515,0,63.80270485,0.16,40.84,1995,66897,39,NA,NA,98.07,34.44,16.16,NA,0,0,0,NA
30103100000000_3630,0,100,0,0,0.16,37.6,2015,74583,83,NA,NA,41.49,22.48,54.14,NA,0,0,0,NA
15636900000000_3771,0,94.44444444,0,5.555555556,0.16,41.16,2021,72277,58,NA,NA,35.39,27.08,41.89,NA,0,0,0,NA
33670600000000_8,0,99.92038217,0,0.079617834,0.17,44.62,1980,NA,91,NA,NA,16.96,31.72,26.61,NA,0,0,0,NA
33670600000000_9,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.17,44.62,1980,NA,91,NA,NA,16.96,31.72,26.61,NA,0,0,0,NA
36677800000000_241,0,19.49085123,0,80.50914877,0.17,43.83,NA,73158,84,NA,NA,54.19,34.44,22.08,NA,0,0,0,NA
36677800000000_242,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.17,43.83,NA,73158,84,NA,NA,54.19,34.44,22.08,NA,0,0,0,NA
33671700000000_389,0,94.10358566,0,5.896414343,0.17,43.58,1991,71645,96,NA,NA,27.64,31.72,19.08,NA,0,0,0,NA
19646400000000_614,0,65.52547771,0,34.47452229,0.17,42.52,1991,NA,88,NA,NA,92.21,34.92,29.23,NA,0,0,0,NA
15636900000000_639,0,32.03497615,0.39745628,67.56756757,0.17,42.77,1954,72277,58,NA,NA,35.39,27.08,41.89,NA,0,0,0,NA
19645920000000_659,0,100,0,0,0.17,38.71,NA,47734,0,103.3812902,757,77.65,34.92,38.93,27,0,0,0,NA
36679340000000_661,16.54733492,64.12092283,0,19.33174224,0.17,39.85,NA,21103,0,100.912948,1958.5,94.91,34.44,43.08,22.1,0,0,0,NA
19645920000000_670,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.17,38.71,NA,47734,0,103.3812902,757,77.65,34.92,38.93,27,0,0,0,NA
19645920000000_674,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.17,38.71,NA,47734,0,103.3812902,757,77.65,34.92,38.93,27,0,0,0,NA
19645920000000_675,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.17,38.71,NA,47734,0,103.3812902,757,77.65,34.92,38.93,27,0,0,0,NA
19645920000000_685,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.17,38.71,NA,47734,0,103.3812902,757,77.65,34.92,38.93,27,0,0,0,NA
19645920000000_721,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.17,38.71,NA,47734,0,103.3812902,757,77.65,34.92,38.93,27,0,0,0,NA
19645920000000_722,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.17,38.71,NA,47734,0,103.3812902,757,77.65,34.92,38.93,27,0,0,0,NA
19647330000000_738,0,98.96496815,0,1.035031847,0.17,39.15,NA,43750,0,72.95164397,83010,45.48,34.92,68.07,26.25,0,0,0,NA
19651100000000_775,0,99.84025559,0,0.159744409,0.17,38.29,NA,39524,77,101.991453,950.5,78.72,34.92,56.08,23.7,0,0,0,NA
19644510000000_781,0,100,0,0,0.17,40.2,NA,61250,0,73.91932919,3482,46.57,34.92,57.03,23.9,0,0,0,NA
19644510000000_782,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.17,40.2,NA,61250,0,73.91932919,3482,46.57,34.92,57.03,23.9,0,0,0,NA
19734400000000_941,0,100,0,0,0.17,40.83,NA,96019,89,NA,NA,79.8,34.92,66.09,NA,0,0,0,NA
30666000000000_1311,17.87132645,82.04924543,0,0.079428118,0.17,29.1,NA,145455,23,NA,NA,21.76,22.48,56.88,NA,0,0,0,NA
15636900000000_1393,0,75.63850688,0,24.36149312,0.17,42.35,1953,72277,58,NA,NA,35.39,27.08,41.89,NA,0,0,0,NA
15636900000000_1394,0,54.13669065,0,45.86330935,0.17,43.21,1952,72277,58,NA,NA,35.39,27.08,41.89,NA,0,0,0,NA
19648400000000_1489,0,98.04305284,0,1.956947162,0.17,40.35,1962,60595,81,NA,NA,54.01,34.92,61.38,NA,0,0,0,NA
30665200000000_1492,0,99.84101749,0,0.158982512,0.17,38.3,NA,48550,66,NA,NA,40.86,22.48,37.5,NA,0,0,0,NA
36677800000000_1574,0,34.59061638,0,65.40938362,0.17,42.52,NA,NA,84,NA,NA,54.19,34.44,22.08,NA,0,0,0,NA
19646900000000_1793,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.17,38.33,2006,NA,90,NA,NA,61.84,34.92,64.38,NA,0,0,0,NA
36750800000000_1858,0,56.64,0,43.36,0.17,39.78,NA,35938,39,NA,NA,75.48,34.44,15.79,NA,0,0,0,NA
15737400000000_2093,0,96.41544118,0,3.584558824,0.17,41.66,NA,NA,51,NA,NA,70.82,27.08,38.72,NA,0,0,0,NA
30665200000000_2157,0,99.51409135,0,0.485908649,0.17,38.11,NA,45583,66,NA,NA,50.78,22.48,58.82,NA,0,0,0,NA
19102000000000_2192,0,100,0,0,0.17,38.73,NA,NA,100,NA,NA,47.51,34.92,63.18,NA,0,0,0,NA
54720700000000_2256,0,100,0,0,0.17,40.45,NA,NA,0,NA,NA,61.64,28.45,44.85,NA,0,0,0,NA
19650000000000_2353,0,86.36363636,0,13.63636364,0.17,42.41,NA,59662,22,NA,NA,56.88,34.92,42.99,NA,0,0,0,NA
19650000000000_2354,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.17,42.41,NA,59662,22,NA,NA,56.88,34.92,42.99,NA,0,0,0,NA
36103600000000_2384,0,92.30769231,0,7.692307692,0.17,39.6,1999,58998,86,NA,NA,41.05,34.44,56,NA,0,0,0,NA
36750800000000_2558,0,49.00079936,0,50.99920064,0.17,41.49,1993,32870,39,NA,NA,68.76,34.44,16.79,NA,0,0,0,NA
30103100000000_2647,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.17,38.67,2000,45375,83,NA,NA,31.95,22.48,49.38,NA,0,0,0,NA
30103100000000_2648,0,100,0,0,0.17,38.73,2000,53164,83,NA,NA,31.95,22.48,49.38,NA,0,0,0,NA
30103100000000_2649,0,100,0,0,0.17,39.05,2000,45375,83,NA,NA,31.95,22.48,49.38,NA,0,0,0,NA
33751800000000_2715,0,88.88888889,0,11.11111111,0.17,40.96,NA,33958,64,NA,NA,57.48,31.72,46.07,NA,0,0,0,NA
19648700000000_2767,0,100,0,0,0.17,38.28,2009,80114,6,NA,NA,56.27,34.92,58.7,NA,0,0,0,NA
19648700000000_2768,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.17,38.28,2009,80114,6,NA,NA,56.27,34.92,58.7,NA,0,0,0,NA
19646400000000_2794,0,36.96343402,0,63.03656598,0.17,40.92,NA,NA,88,NA,NA,90.14,34.92,40.58,NA,0,0,0,NA
19646400000000_2795,0,49.34306569,0,50.65693431,0.17,41.2,NA,NA,88,NA,NA,90.14,34.92,40.58,NA,0,0,0,NA
