School_ID,Percent_Water,Percent_Developed,Percent_Forest,Percent_Pasture,ndvi_median,Land_Surface_Temp_median,Year_built,Median_income_BG_2021,Percent_FRPM,Student_Staff_Ratio,Students_with_Disabilities_mean,Asthma_Rates,Covid19_rate_of_infection_1000_people,Pollution_Burden,Chronic_Abs_Avg_Rate,retrofit,ndvi_median_binary,retrofit_and_ndvi,Diversity_Index
33103300000000_2985,0,64.38791733,0,35.61208267,0.27,41.66,1981,80568,65,NA,NA,39.25,31.72,46.92,NA,0,1,0,NA
19644400000000_3053,0,100,0,0,0.27,37.95,NA,96591,70,NA,NA,54.71,34.92,48.07,NA,0,1,0,NA
19757100000000_3089,0,95.38461538,0,1.230769231,0.27,38.71,NA,91406,59,NA,NA,28.17,34.92,52.16,NA,0,1,0,NA
19757100000000_3090,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.27,38.71,NA,91406,59,NA,NA,28.17,34.92,52.16,NA,0,1,0,NA
19757100000000_3091,0,100,0,0,0.27,38.84,NA,91406,59,NA,NA,28.17,34.92,52.16,NA,0,1,0,NA
19757100000000_3092,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.27,38.84,NA,91406,59,NA,NA,28.17,34.92,52.16,NA,0,1,0,NA
19645200000000_3258,3.096774194,55.09677419,0.64516129,41.16129032,0.27,38.72,1992,NA,84,NA,NA,65.92,34.92,72.17,NA,0,1,0,NA
19645200000000_3259,11.53846154,65.38461538,0,23.07692308,0.27,38.72,1992,NA,84,NA,NA,65.92,34.92,72.17,NA,0,1,0,NA
19645300000000_3268,0,98.88888889,0,1.111111111,0.27,39.84,NA,14673,76,NA,NA,59.16,34.92,51.2,NA,0,1,0,NA
30666100000000_3273,0,100,0,0,0.27,35.48,NA,71857,35,NA,NA,23.53,22.48,44.06,NA,0,1,0,NA
54722500000000_3483,0,100,0,0,0.27,38.9,NA,35208,90,NA,NA,71.67,28.45,48.63,NA,0,1,0,NA
54722500000000_3484,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.27,38.9,NA,35208,90,NA,NA,71.67,28.45,48.63,NA,0,1,0,NA
30666500000000_3563,0,100,0,0,0.27,38.82,NA,84063,40,NA,NA,36.61,22.48,46.56,NA,0,1,0,NA
30666500000000_3564,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.27,38.82,NA,84063,40,NA,NA,36.61,22.48,46.56,NA,0,1,0,NA
36677400000000_3632,0,100,0,0,0.27,40.16,2018,89167,49,NA,NA,77.93,34.44,48.03,NA,0,1,0,NA
33751800000000_3752,0,85.6043956,0,14.3956044,0.27,39.91,NA,61726,64,NA,NA,45.49,31.72,27.15,NA,0,1,0,NA
33751800000000_3774,0,82.57756563,0,17.42243437,0.27,40.05,1998,133750,64,NA,NA,40.96,31.72,27.37,NA,0,1,0,NA
19644500000000_3785,0,100,0,0,0.27,39.42,NA,82568,75,NA,NA,48.68,34.92,51.02,NA,0,1,0,NA
19643800000000_3786,0,99.33554817,0,0.664451827,0.27,38.14,NA,95556,65,NA,NA,35.9,34.92,51.21,NA,0,1,0,NA
33670800000000_3812,0,53.31205108,0,11.73184358,0.27,40.14,NA,76791,92,NA,NA,48.53,31.72,34.21,NA,0,1,0,NA
30666500000000_3853,0,95.14563107,0,4.854368932,0.27,37.7,2009,156321,40,NA,NA,23.63,22.48,32.6,NA,0,1,0,NA
54719000000000_53,0,92.74322169,0,0,0.28,39.02,1892,NA,96,NA,NA,45.41,28.45,46.49,NA,0,1,0,NA
19648400000000_106,0,100,0,0,0.28,38.96,1956,111964,81,NA,NA,37.42,34.92,42.86,NA,0,1,0,NA
19648400000000_107,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.28,38.96,1956,111964,81,NA,NA,37.42,34.92,42.86,NA,0,1,0,NA
19648400000000_108,0,100,0,0,0.28,39.33,1956,118375,81,NA,NA,37.42,34.92,41.73,NA,0,1,0,NA
30664500000000_115,0,98.7281399,0,1.271860095,0.28,39.15,1955,111563,30,NA,NA,27.73,22.48,61.86,NA,0,1,0,NA
30664500000000_116,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.28,39.15,1955,111563,30,NA,NA,27.73,22.48,61.86,NA,0,1,0,NA
19753300000000_152,0,100,0,0,0.28,33.76,1955,NA,3,NA,NA,12.41,34.92,41.84,NA,0,1,0,NA
36678800000000_211,0,97.37261146,0,2.627388535,0.28,38.82,1887,41827,88,NA,NA,123.59,34.44,43.5,NA,0,1,0,NA
56726000000000_225,0,100,0,0,0.28,39.98,1965,110547,60,NA,NA,43.24,26.69,34.03,NA,0,1,0,NA
33669900000000_279,0,56.78496868,0,43.21503132,0.28,38.28,1942,91078,89,NA,NA,60.02,31.72,25.17,NA,0,1,0,NA
30736500000000_291,0,99.74811083,0,0.251889169,0.28,38.05,1988,NA,19,NA,NA,15.58,22.48,40.65,NA,0,1,0,NA
56726500000000_293,0,100,0,0,0.28,35.61,1961,91250,60,NA,NA,40.5,26.69,33.21,NA,0,1,0,NA
19644700000000_335,0,99.20508744,0,0.79491256,0.28,38.28,2017,NA,72,NA,NA,51.82,34.92,61.26,NA,0,1,0,NA
36676500000000_402,0,99.84051037,0,0.159489633,0.28,38.67,1939,41815,78,NA,NA,42.99,34.44,50.39,NA,0,1,0,NA
30666500000000_455,0,97.84037559,0,2.159624413,0.28,38.83,1963,124583,40,NA,NA,35.43,22.48,33.55,NA,0,1,0,NA
30666500000000_456,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.28,38.83,1963,124583,40,NA,NA,35.43,22.48,33.55,NA,0,1,0,NA
30666500000000_495,3.146067416,94.15730337,0.224719101,2.471910112,0.28,38.03,1968,112413,40,NA,NA,35.92,22.48,47.17,NA,0,1,0,NA
33752400000000_534,0,60.73131955,0,39.26868045,0.28,39.71,2004,NA,80,NA,NA,57.66,31.72,44.34,NA,0,1,0,NA
33670800000000_576,4.13354531,7.154213037,0,87.99682035,0.28,42.72,1897,NA,92,NA,NA,30.92,31.72,28.67,NA,0,1,0,NA
19643000000000_582,0,100,0,0,0.28,37.45,1987,115735,90,NA,NA,98.79,34.92,38.11,NA,0,1,0,NA
56725400000000_605,0,100,0,0,0.28,35.8,1954,NA,95,NA,NA,57,26.69,37.91,NA,0,1,0,NA
54722300000000_607,0,96.58459095,0,0,0.28,39.05,NA,82042,50,NA,NA,71.67,28.45,43.93,NA,0,1,0,NA
19644400000000_609,0,99.91518236,0,0.084817642,0.28,38.49,NA,88482,70,NA,NA,43.24,34.92,44.67,NA,0,1,0,NA
56726500000000_621,0,87.54956384,0.872323553,11.57811261,0.28,33.91,NA,65673,60,NA,NA,53.83,26.69,44.95,NA,0,1,0,NA
19649070000000_655,0,98.85877318,0,1.141226819,0.28,38.23,NA,32000,0,64.40083712,3292,81.58,34.92,57.05,30.1,0,1,0,NA
19643290000000_800,0,98.15261044,0,1.847389558,0.28,36.46,NA,117865,36,169.924236,1255.5,40.67,34.92,62.08,14.8,0,1,0,NA
36679600000000_834,0,70.20766773,0,29.79233227,0.28,41.39,NA,67284,77,NA,NA,38.8,34.44,51.97,NA,0,1,0,NA
19645300000000_836,0,98.64649682,0,1.353503185,0.28,39.08,1965,44654,76,NA,NA,60.9,34.92,57.85,NA,0,1,0,NA
30666500000000_888,0,100,0,0,0.28,38.97,1966,127241,40,NA,NA,40.08,22.48,36.51,NA,0,1,0,NA
19645300000000_902,0,98.40255591,0,1.597444089,0.28,39.39,1952,NA,76,NA,NA,57.45,34.92,49.86,NA,0,1,0,NA
19644400000000_903,0,99.44178628,0.159489633,0.398724083,0.28,34.78,NA,84297,70,NA,NA,48.78,34.92,58.57,NA,0,1,0,NA
36677000000000_966,0,93.0952381,0,6.904761905,0.28,37.98,NA,NA,38,NA,NA,22.7,34.44,52.18,NA,0,1,0,NA
19644900000000_974,0,100,0,0,0.28,38.4,1936,57287,65,NA,NA,65.83,34.92,55.4,NA,0,1,0,NA
19644900000000_975,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.28,38.4,1936,57287,65,NA,NA,65.83,34.92,55.4,NA,0,1,0,NA
19644900000000_976,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.28,38.4,1936,57287,65,NA,NA,65.83,34.92,55.4,NA,0,1,0,NA
36678800000000_988,0,97.58259468,0,2.417405318,0.28,41.17,1997,NA,88,NA,NA,99.43,34.44,44.64,NA,0,1,0,NA
56724500000000_1008,0,98.94179894,0,1.058201058,0.28,39.91,NA,63800,60,NA,NA,45.1,26.69,46.41,NA,0,1,0,NA
19642600000000_1009,0,100,0,0,0.28,38.59,NA,72955,27,NA,NA,21.41,34.92,42.54,NA,0,1,0,NA
19642600000000_1010,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.28,38.59,NA,72955,27,NA,NA,21.41,34.92,42.54,NA,0,1,0,NA
19642600000000_1011,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.28,38.59,NA,72955,27,NA,NA,21.41,34.92,42.54,NA,0,1,0,NA
19642600000000_1012,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.28,38.59,NA,72955,27,NA,NA,21.41,34.92,42.54,NA,0,1,0,NA
19642600000000_1013,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.28,38.59,NA,72955,27,NA,NA,21.41,34.92,42.54,NA,0,1,0,NA
36750700000000_1029,0,98.80952381,0,1.19047619,0.28,38.22,NA,84671,86,NA,NA,68.71,34.44,52.08,NA,0,1,0,NA
36678400000000_1049,0,98.23113208,0,1.768867925,0.28,39.98,NA,NA,67,NA,NA,56.11,34.44,60.75,NA,0,1,0,NA
36678400000000_1051,0,100,0,0,0.28,39.89,NA,NA,67,NA,NA,56.11,34.44,60.75,NA,0,1,0,NA
19648400000000_1093,0,100,0,0,0.28,38.77,NA,149545,81,NA,NA,37.42,34.92,41.73,NA,0,1,0,NA
30666500000000_1107,0,99.17898194,0,0.821018062,0.28,38.95,NA,143021,40,NA,NA,27.46,22.48,50.24,NA,0,1,0,NA
30665200000000_1119,0,100,0,0,0.28,37.24,NA,26219,66,NA,NA,27.14,22.48,39.31,NA,0,1,0,NA
30666500000000_1138,0,100,0,0,0.28,38.95,NA,143021,40,NA,NA,27.46,22.48,50.24,NA,0,1,0,NA
33672000000000_1155,0,38.51030111,0,61.48969889,0.28,41.48,NA,89538,69,NA,NA,56.63,31.72,49.95,NA,0,1,0,NA
33672000000000_1156,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.28,41.48,NA,89538,69,NA,NA,56.63,31.72,49.95,NA,0,1,0,NA
19646300000000_1161,0,94.38914027,0.452488688,5.158371041,0.28,35.91,2013,137943,49,NA,NA,99.47,34.92,48.83,NA,0,1,0,NA
36679600000000_1197,0,65.36934075,0,34.63065925,0.28,38.05,2003,91042,77,NA,NA,38.8,34.44,27.61,NA,0,1,0,NA
36679600000000_1199,0,100,0,0,0.28,38.11,2003,112766,77,NA,NA,38.8,34.44,27.61,NA,0,1,0,NA
36679600000000_1200,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.28,38.11,2003,112766,77,NA,NA,38.8,34.44,27.61,NA,0,1,0,NA
30736500000000_1203,0,100,0,0,0.28,39.51,1976,174353,19,NA,NA,25.49,22.48,36.16,NA,0,1,0,NA
36678800000000_1285,0,99.41107185,0,0.588928151,0.28,39.58,NA,52857,88,NA,NA,54.02,34.44,38.85,NA,0,1,0,NA
56726000000000_1298,0,91.97952218,0,8.020477816,0.28,40.39,NA,93571,60,NA,NA,43.24,26.69,27.64,NA,0,1,0,NA
19644500000000_1355,0,100,0,0,0.28,38.76,NA,60069,75,NA,NA,42.47,34.92,41.13,NA,0,1,0,NA
36679600000000_1370,0,96.57097289,0,3.429027113,0.28,39.93,2007,65571,77,NA,NA,38.8,34.44,33.13,NA,0,1,0,NA
19643000000000_1372,0,99.60127592,0,0.398724083,0.28,37.67,1998,125026,90,NA,NA,115.64,34.92,45.16,NA,0,1,0,NA
19643000000000_1373,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.28,37.67,1998,125026,90,NA,NA,115.64,34.92,45.16,NA,0,1,0,NA
19648400000000_1486,0,99.60285941,0,0.397140588,0.28,37.08,NA,NA,81,NA,NA,27.88,34.92,43,NA,0,1,0,NA
19648400000000_1487,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.28,37.08,NA,NA,81,NA,NA,27.88,34.92,43,NA,0,1,0,NA
56726000000000_1525,0,85.42993631,0,14.57006369,0.28,40.45,1966,115917,60,NA,NA,48.64,26.69,30.2,NA,0,1,0,NA
36678800000000_1537,0,98.31144465,0,1.688555347,0.28,38.6,1958,69063,88,NA,NA,64.29,34.44,38.87,NA,0,1,0,NA
36678800000000_1538,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.28,38.6,1958,69063,88,NA,NA,64.29,34.44,38.87,NA,0,1,0,NA
36678800000000_1539,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.28,38.6,1958,69063,88,NA,NA,64.29,34.44,38.87,NA,0,1,0,NA
36678800000000_1540,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.28,38.6,1958,69063,88,NA,NA,64.29,34.44,38.87,NA,0,1,0,NA
36678800000000_1541,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.28,38.6,1958,69063,88,NA,NA,64.29,34.44,38.87,NA,0,1,0,NA
36678800000000_1542,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.28,38.6,1958,69063,88,NA,NA,64.29,34.44,38.87,NA,0,1,0,NA
36678800000000_1543,0,97.97657082,0,2.02342918,0.28,39.21,1958,99338,88,NA,NA,72.76,34.44,51.43,NA,0,1,0,NA
54105500000000_1604,0,100,0,0,0.28,40.78,2000,NA,43,NA,NA,39.27,28.45,59.07,NA,0,1,0,NA
54105500000000_1606,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.28,40.78,2000,NA,43,NA,NA,39.27,28.45,59.07,NA,0,1,0,NA
54105500000000_1607,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.28,40.78,2000,NA,43,NA,NA,39.27,28.45,59.07,NA,0,1,0,NA
54105500000000_1608,0,100,0,0,0.28,40.71,2000,NA,43,NA,NA,41.65,28.45,53.46,NA,0,1,0,NA
54105500000000_1609,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.28,40.71,2000,NA,43,NA,NA,41.65,28.45,53.46,NA,0,1,0,NA
54105500000000_1611,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.28,40.71,2000,NA,43,NA,NA,39.27,28.45,59.07,NA,0,1,0,NA
30666200000000_1617,0,100,0,0,0.28,38.43,NA,141985,10,NA,NA,20.65,22.48,51.21,NA,0,1,0,NA
19647200000000_1651,0,100,0,0,0.28,38.14,NA,67305,71,NA,NA,53.28,34.92,60.86,NA,0,1,0,NA
19647200000000_1652,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.28,38.14,NA,67305,71,NA,NA,53.28,34.92,60.86,NA,0,1,0,NA
19647200000000_1653,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.28,38.14,NA,67305,71,NA,NA,53.28,34.92,60.86,NA,0,1,0,NA
19651100000000_1784,0,100,0,0,0.28,36.36,NA,31250,77,NA,NA,56.37,34.92,46.78,NA,0,1,0,NA
33751800000000_1797,0,89.51548848,0,10.48451152,0.28,37.1,1991,120174,64,NA,NA,24.84,31.72,28.18,NA,0,1,0,NA
19647700000000_1802,0,100,0,0,0.28,38.7,NA,79155,39,NA,NA,62.82,34.92,59.47,NA,0,1,0,NA
36678800000000_1837,0,99.19714541,0,0.802854594,0.28,38.99,NA,45401,88,NA,NA,73.91,34.44,52.45,NA,0,1,0,NA
19734600000000_1845,0.158730159,82.38095238,0.634920635,16.82539683,0.28,37.1,NA,NA,21,NA,NA,25.96,34.92,44.99,NA,0,1,0,NA
36679600000000_1956,0,38.51030111,0,59.50871632,0.28,39.59,2009,NA,77,NA,NA,38.7,34.44,44.88,NA,0,1,0,NA
19647900000000_2017,0,99.51267057,0,0.487329435,0.28,39.36,NA,NA,61,NA,NA,48.78,34.92,61.18,NA,0,1,0,NA
33669900000000_2081,0,62.31075697,0,37.68924303,0.28,38.35,NA,91905,89,NA,NA,60.02,31.72,35.62,NA,0,1,0,NA
36678800000000_2085,0,98.93939394,0,1.060606061,0.28,39.7,NA,38889,88,NA,NA,141.19,34.44,53.91,NA,0,1,0,NA
36678800000000_2086,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.28,39.7,NA,38889,88,NA,NA,141.19,34.44,53.91,NA,0,1,0,NA
19644900000000_2089,0,100,0,0,0.28,38.51,1953,141202,65,NA,NA,49.72,34.92,46.3,NA,0,1,0,NA
19644900000000_2090,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.28,38.51,1953,141202,65,NA,NA,49.72,34.92,46.3,NA,0,1,0,NA
56724500000000_2268,0,100,0,0,0.28,40.03,2013,63800,60,NA,NA,45.1,26.69,46.41,NA,0,1,0,NA
19112000000000_2320,0,96.50092081,0,3.49907919,0.28,36.84,NA,92434,0,NA,NA,25.99,34.92,67.43,NA,0,1,0,NA
19112000000000_2321,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.28,36.84,NA,92434,0,NA,NA,25.99,34.92,67.43,NA,0,1,0,NA
15751700000000_2323,0,17.10421639,0,82.89578361,0.28,34.97,2007,35407,73,NA,NA,29.01,27.08,16.88,NA,0,1,0,NA
19644400000000_2348,0,100,0,0,0.28,35.28,NA,121875,70,NA,NA,43.84,34.92,54.45,NA,0,1,0,NA
19651100000000_2423,0,100,0,0,0.28,39.45,NA,66591,77,NA,NA,60.7,34.92,63.75,NA,0,1,0,NA
19648400000000_2443,0,90.54373522,0,9.456264775,0.28,37.72,1999,83636,81,NA,NA,33.05,34.92,51.44,NA,0,1,0,NA
54721600000000_2476,0,51.85185185,0,6.111111111,0.28,39.52,2002,NA,95,NA,NA,43.64,28.45,54.75,NA,0,1,0,NA
19112000000000_2481,0,85.50724638,0,14.49275362,0.28,36.78,NA,92434,0,NA,NA,25.99,34.92,67.43,NA,0,1,0,NA
36679000000000_2493,0,99.51980792,0,0.480192077,0.28,36.86,NA,68723,0,NA,NA,70.09,34.44,59.54,NA,0,1,0,NA
36750700000000_2518,0,100,0,0,0.28,37.96,2005,128083,86,NA,NA,70.09,34.44,45.74,NA,0,1,0,NA
19651100000000_2535,0,99.89711934,0,0.102880658,0.28,37.46,NA,64485,77,NA,NA,56.32,34.92,39.66,NA,0,1,0,NA
36678800000000_2619,0,29.87804878,0,70.12195122,0.28,38.47,1992,87894,88,NA,NA,75.31,34.44,45.1,NA,0,1,0,NA
30736500000000_2622,0,97.81576448,0,2.184235518,0.28,38.67,NA,164922,19,NA,NA,20.21,22.48,29.36,NA,0,1,0,NA
36679600000000_2642,0,90.92356688,0,9.076433121,0.28,39.16,2003,NA,77,NA,NA,38.8,34.44,34.54,NA,0,1,0,NA
36679600000000_2643,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.28,39.16,2003,NA,77,NA,NA,38.8,34.44,34.54,NA,0,1,0,NA
30666200000000_2701,0,99.18032787,0,0.819672131,0.28,38.66,NA,79412,10,NA,NA,25.83,22.48,51.69,NA,0,1,0,NA
30666200000000_2702,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.28,38.66,NA,79412,10,NA,NA,25.83,22.48,51.69,NA,0,1,0,NA
30666200000000_2703,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.28,38.66,NA,79412,10,NA,NA,25.83,22.48,51.69,NA,0,1,0,NA
30666200000000_2704,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.28,38.66,NA,79412,10,NA,NA,25.83,22.48,51.69,NA,0,1,0,NA
30666200000000_2706,0,100,0,0,0.28,38.66,NA,79412,10,NA,NA,25.83,22.48,51.69,NA,0,1,0,NA
30103100000000_2718,0,100,0,0,0.28,37.66,2016,81071,83,NA,NA,25.69,22.48,54.47,NA,0,1,0,NA
30665100000000_2721,0,100,0,0,0.28,38.2,NA,63750,27,NA,NA,41.12,22.48,41.75,NA,0,1,0,NA
36678800000000_2730,0,91.81818182,0,8.181818182,0.28,38.64,1995,NA,88,NA,NA,75.31,34.44,41.96,NA,0,1,0,NA
36678800000000_2882,0,99.8980632,0,0.101936799,0.28,40.11,NA,75799,88,NA,NA,130.81,34.44,52.53,NA,0,1,0,NA
36678400000000_2916,0,100,0,0,0.28,38.66,NA,NA,67,NA,NA,56.38,34.44,52.77,NA,0,1,0,NA
54722600000000_2918,0,100,0,0,0.28,37.77,NA,27375,71,NA,NA,45.49,28.45,58.98,NA,0,1,0,NA
54722600000000_2919,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.28,37.77,NA,27375,71,NA,NA,45.49,28.45,58.98,NA,0,1,0,NA
19645300000000_2968,0,93.97233202,0,6.027667984,0.28,39.58,NA,110388,76,NA,NA,57.45,34.92,49.86,NA,0,1,0,NA
30665200000000_2983,0.092421442,97.22735675,0,2.680221811,0.28,37.22,NA,121042,66,NA,NA,34.53,22.48,49.99,NA,0,1,0,NA
33751800000000_3013,0,15.37190083,0,84.62809917,0.28,37.97,2005,84167,64,NA,NA,45.49,31.72,27.15,NA,0,1,0,NA
56726000000000_3058,0,98.6437613,0,1.356238698,0.28,40.1,NA,90161,60,NA,NA,43.24,26.69,33.55,NA,0,1,0,NA
56726000000000_3059,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.28,40.1,NA,90161,60,NA,NA,43.24,26.69,33.55,NA,0,1,0,NA
30103100000000_3076,0,98.71589085,0,1.284109149,0.28,37.22,2013,114500,83,NA,NA,44.64,22.48,55.73,NA,0,1,0,NA
30103100000000_3077,0,100,0,0,0.28,37.28,2013,114500,83,NA,NA,44.64,22.48,55.73,NA,0,1,0,NA
36678800000000_3078,0,88.67924528,0,11.32075472,0.28,39.61,NA,52857,88,NA,NA,54.02,34.44,38.85,NA,0,1,0,NA
36678800000000_3083,0,99.74259974,0,0.257400257,0.28,39.33,NA,62031,88,NA,NA,111.02,34.44,56.94,NA,0,1,0,NA
56724500000000_3084,0,85.2,0,14.8,0.28,39.85,NA,63800,60,NA,NA,45.1,26.69,46.41,NA,0,1,0,NA
19651300000000_3115,0,100,0,0,0.28,38.42,NA,74205,75,NA,NA,53.28,34.92,60.86,NA,0,1,0,NA
56726000000000_3126,0,100,0,0,0.28,40.8,1996,93264,60,NA,NA,48.64,26.69,42.11,NA,0,1,0,NA
30666500000000_3220,0,100,0,0,0.28,38.39,NA,143112,40,NA,NA,28.71,22.48,45.37,NA,0,1,0,NA
56726000000000_3241,0,100,0,0,0.28,40.74,NA,39667,60,NA,NA,43.24,26.69,29.28,NA,0,1,0,NA
19645300000000_3269,0,100,0,0,0.28,39.9,NA,14673,76,NA,NA,59.16,34.92,51.2,NA,0,1,0,NA
30666100000000_3272,0.174064404,96.34464752,0,3.481288077,0.28,35.42,NA,118750,35,NA,NA,23.53,22.48,44.06,NA,0,1,0,NA
30736500000000_3298,0,94.43561208,0,5.564387917,0.28,35.41,1891,NA,19,NA,NA,18.1,22.48,51.49,NA,0,1,0,NA
33671200000000_3302,0,90.86576648,0,9.134233519,0.28,38.4,NA,80096,49,NA,NA,56.33,31.72,22.36,NA,0,1,0,NA
33669900000000_3464,0,79.55449483,0,20.44550517,0.28,37.28,2007,NA,89,NA,NA,46.98,31.72,33.26,NA,0,1,0,NA
33670900000000_3473,0,99.00826446,0,0.991735537,0.28,39.91,1949,70890,48,NA,NA,41.37,31.72,41.52,NA,0,1,0,NA
33751800000000_3489,0,53.72424723,0,46.27575277,0.28,38.8,1993,NA,64,NA,NA,34.99,31.72,45.65,NA,0,1,0,NA
19644500000000_3543,0,99.59100204,0,0.408997955,0.28,38.4,1994,NA,75,NA,NA,34.41,34.92,58.71,NA,0,1,0,NA
36750700000000_3551,0,98.5106383,0,1.489361702,0.28,37.49,NA,63824,86,NA,NA,70.09,34.44,59.54,NA,0,1,0,NA
36750700000000_3552,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.28,37.49,NA,63824,86,NA,NA,70.09,34.44,59.54,NA,0,1,0,NA
36678800000000_3591,0,96.58730159,0,3.412698413,0.28,39.62,NA,70652,88,NA,NA,75.31,34.44,47.43,NA,0,1,0,NA
30666200000000_3602,0,100,0,0,0.28,39.1,NA,140795,10,NA,NA,30.37,22.48,55.88,NA,0,1,0,NA
33671200000000_3629,0,63.24404762,0,36.75595238,0.28,38.03,NA,95972,49,NA,NA,56.33,31.72,22.65,NA,0,1,0,NA
56737600000000_3653,0,99.2248062,0,0.775193798,0.28,37.28,NA,133900,40,NA,NA,22.11,26.69,52.07,NA,0,1,0,NA
33751800000000_3751,0,87.85714286,0,12.14285714,0.28,39.84,NA,84167,64,NA,NA,45.49,31.72,27.15,NA,0,1,0,NA
33751800000000_3753,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.28,39.84,NA,84167,64,NA,NA,45.49,31.72,27.15,NA,0,1,0,NA
33751800000000_3754,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.28,39.84,NA,84167,64,NA,NA,45.49,31.72,27.15,NA,0,1,0,NA
33751800000000_3755,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.28,39.84,NA,84167,64,NA,NA,45.49,31.72,27.15,NA,0,1,0,NA
36679600000000_3859,0,73.44521224,0.296150049,26.25863771,0.28,41.16,NA,38994,77,NA,NA,35.78,34.44,45.63,NA,0,1,0,NA
36678400000000_133,0,96.812749,0,3.187250996,0.29,37.53,1990,166500,67,NA,NA,54.02,34.44,39.88,NA,0,1,0,NA
19644400000000_179,0,97.68740032,0,2.312599681,0.29,35.42,1949,NA,70,NA,NA,31.94,34.92,53.78,NA,0,1,0,NA
26736700000000_270,21.81818182,17.27272727,0,60.90909091,0.29,32.34,1880,66736,54,NA,NA,12.68,28.52,35.66,NA,0,1,0,NA
19651300000000_329,0,100,0,0,0.29,38.03,1954,84282,75,NA,NA,36.74,34.92,41.22,NA,0,1,0,NA
19651300000000_330,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.29,38.03,1954,84282,75,NA,NA,36.74,34.92,41.22,NA,0,1,0,NA
36679600000000_338,0,87.7388535,0,12.2611465,0.29,40.22,NA,NA,77,NA,NA,36.43,34.44,27.03,NA,0,1,0,NA
33670900000000_348,0,86.46496815,0,13.53503185,0.29,38.53,1988,89485,48,NA,NA,57.33,31.72,54.83,NA,0,1,0,NA
36679600000000_439,0,63.5059761,0,36.4940239,0.29,37.6,2008,NA,77,NA,NA,35.78,34.44,45.63,NA,0,1,0,NA
30666200000000_442,0,98.88143177,0,1.118568233,0.29,36.72,1991,250000,10,NA,NA,33.74,22.48,29.99,NA,0,1,0,NA
54722600000000_458,0,100,0,0,0.29,38.41,1999,45527,71,NA,NA,37.9,28.45,57.36,NA,0,1,0,NA
19647900000000_485,0,100,0,0,0.29,38.61,1936,NA,61,NA,NA,48.33,34.92,42.61,NA,0,1,0,NA
36678800000000_500,0,100,0,0,0.29,39.73,1958,49884,88,NA,NA,54.02,34.44,42.54,NA,0,1,0,NA
33751800000000_573,0,78.50241546,0,21.49758454,0.29,38.91,2002,42431,64,NA,NA,38.82,31.72,23.72,NA,0,1,0,NA
54722600000000_574,0,62.18152866,0,0.398089172,0.29,39.15,2006,NA,71,NA,NA,43.67,28.45,56.76,NA,0,1,0,NA
